tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,7,127,0,,,
0,control_change,0,0,1,,,,,,,10,73,0,,,
0,control_change,0,0,1,,,,,,,91,50,0,,,
0,control_change,0,0,1,,,,,,,93,0,0,,,
0,control_change,0,0,1,,,,,,,32,0,0,,,
0,end_of_track,0,1,6,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,0,0,1,,,
0,control_change,0,0,2,,,,,,,7,127,1,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,
0,control_change,0,0,2,,,,,,,10,54,1,,,
0,control_change,0,0,2,,,,,,,93,0,1,,,
0,control_change,0,0,2,,,,,,,32,0,1,,,
0,track_name,0,1,3,,,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,91,50,1,,,
0,track_name,0,1,1,,,,,,,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,time_signature,0,1,0,2,4,24,8,,,,,,,,
0,key_signature,0,1,0,,,,,A,,,,,,,
0,set_tempo,0,1,0,,,,,,571429,,,,,,
0,marker,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
1,program_change,1,0,1,,,,,,,,,0,0,,
1,program_change,1,0,2,,,,,,,,,1,0,,
240,note_on,239,0,2,,,,,,,,,1,,52,85
480,note_on,0,0,2,,,,,,,,,1,,57,85
480,note_on,240,0,2,,,,,,,,,1,,52,0
720,note_on,719,0,1,,,,,,,,,0,,61,85
960,note_on,480,0,2,,,,,,,,,1,,57,0
960,note_on,0,0,2,,,,,,,,,1,,45,85
960,time_signature,960,1,0,3,4,24,8,,,,,,,,
960,note_on,240,0,1,,,,,,,,,0,,64,85
1200,note_on,0,0,1,,,,,,,,,0,,59,85
1200,note_on,240,0,1,,,,,,,,,0,,61,0
1439,text,239,1,1,,,,,,,,,,,,
1440,note_on,0,0,1,,,,,,,,,0,,61,85
1440,note_on,1,0,1,,,,,,,,,0,,59,0
1440,text,0,1,1,,,,,,,,,,,,
1440,note_on,480,0,2,,,,,,,,,1,,33,85
1499,note_on,59,0,1,,,,,,,,,0,,61,0
1500,note_on,1,0,1,,,,,,,,,0,,59,85
1559,note_on,59,0,1,,,,,,,,,0,,59,0
1560,note_on,1,0,1,,,,,,,,,0,,61,85
1619,note_on,59,0,1,,,,,,,,,0,,61,0
1620,note_on,1,0,1,,,,,,,,,0,,59,85
1679,note_on,59,0,1,,,,,,,,,0,,59,0
1680,note_on,240,0,2,,,,,,,,,1,,57,88
1680,note_on,1,0,1,,,,,,,,,0,,61,85
1920,note_on,240,0,2,,,,,,,,,1,,45,0
1920,note_on,0,0,1,,,,,,,,,0,,62,85
1920,note_on,240,0,1,,,,,,,,,0,,64,0
1920,note_on,0,0,1,,,,,,,,,0,,59,85
2159,note_on,239,0,1,,,,,,,,,0,,61,0
2160,note_on,240,0,2,,,,,,,,,1,,57,0
2160,note_on,0,0,2,,,,,,,,,1,,56,77
2399,text,239,1,2,,,,,,,,,,,,
2400,note_on,0,0,2,,,,,,,,,1,,57,77
2400,note_on,241,0,1,,,,,,,,,0,,59,0
2400,note_on,0,0,1,,,,,,,,,0,,62,0
2400,note_on,0,0,1,,,,,,,,,0,,61,85
2400,note_on,1,0,2,,,,,,,,,1,,56,0
2400,note_on,0,0,2,,,,,,,,,1,,33,0
2400,text,0,1,2,,,,,,,,,,,,
2459,note_on,59,0,2,,,,,,,,,1,,57,0
2460,note_on,1,0,2,,,,,,,,,1,,56,77
2519,note_on,59,0,2,,,,,,,,,1,,56,0
2520,note_on,1,0,2,,,,,,,,,1,,57,77
2579,note_on,59,0,2,,,,,,,,,1,,57,0
2580,note_on,1,0,2,,,,,,,,,1,,56,77
2639,note_on,59,0,2,,,,,,,,,1,,56,0
2640,note_on,1,0,2,,,,,,,,,1,,57,77
2640,note_on,0,0,2,,,,,,,,,1,,54,77
2880,note_on,0,0,2,,,,,,,,,1,,52,77
2880,note_on,240,0,2,,,,,,,,,1,,54,0
3120,note_on,0,0,2,,,,,,,,,1,,50,77
3120,note_on,0,0,1,,,,,,,,,0,,64,85
3120,note_on,720,0,1,,,,,,,,,0,,61,0
3120,note_on,240,0,2,,,,,,,,,1,,52,0
3359,note_on,239,0,2,,,,,,,,,1,,57,0
3360,note_on,1,0,2,,,,,,,,,1,,50,0
3360,note_on,0,0,2,,,,,,,,,1,,49,77
3360,note_on,0,0,1,,,,,,,,,0,,66,85
3360,note_on,240,0,1,,,,,,,,,0,,64,0
3600,note_on,0,0,1,,,,,,,,,0,,68,85
3600,note_on,0,0,2,,,,,,,,,1,,47,85
3600,note_on,240,0,2,,,,,,,,,1,,49,0
3600,note_on,240,0,1,,,,,,,,,0,,66,0
3839,text,239,1,1,,,,,,,,,,,,
3840,note_on,0,0,2,,,,,,,,,1,,49,85
3840,note_on,240,0,2,,,,,,,,,1,,47,0
3840,note_on,0,0,1,,,,,,,,,0,,69,85
3840,text,0,1,1,,,,,,,,,,,,
3840,note_on,1,0,1,,,,,,,,,0,,68,0
3899,note_on,59,0,1,,,,,,,,,0,,69,0
3900,note_on,1,0,1,,,,,,,,,0,,68,85
3959,note_on,59,0,1,,,,,,,,,0,,68,0
3960,note_on,1,0,1,,,,,,,,,0,,69,85
4019,note_on,59,0,1,,,,,,,,,0,,69,0
4020,note_on,1,0,1,,,,,,,,,0,,68,85
4079,note_on,59,0,1,,,,,,,,,0,,68,0
4080,note_on,240,0,2,,,,,,,,,1,,52,85
4080,note_on,1,0,1,,,,,,,,,0,,69,85
4320,note_on,0,0,2,,,,,,,,,1,,54,85
4320,note_on,240,0,2,,,,,,,,,1,,52,0
4320,note_on,0,0,2,,,,,,,,,1,,49,0
4559,note_on,479,0,1,,,,,,,,,0,,69,0
4560,note_on,1,0,1,,,,,,,,,0,,71,85
4560,note_on,240,0,2,,,,,,,,,1,,54,0
