tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,7,127,0,,,
0,control_change,0,0,1,,,,,,,10,54,0,,,
0,control_change,0,0,1,,,,,,,91,50,0,,,
0,control_change,0,0,1,,,,,,,93,0,0,,,
0,control_change,0,0,1,,,,,,,32,0,0,,,
0,program_change,0,0,1,,,,,,,,,0,0,,
0,end_of_track,0,1,6,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,0,0,1,,,
0,control_change,0,0,2,,,,,,,7,127,1,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,
0,control_change,0,0,2,,,,,,,10,73,1,,,
0,control_change,0,0,2,,,,,,,93,0,1,,,
0,control_change,0,0,2,,,,,,,32,0,1,,,
0,program_change,0,0,2,,,,,,,,,1,0,,
0,track_name,0,1,3,,,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,91,50,1,,,
0,track_name,0,1,1,,,,,,,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,631579,,,,,,
0,key_signature,0,1,0,,,,,F,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,
240,marker,240,1,0,,,,,,,,,,,,
300,note_on,300,0,2,,,,,,,,,1,,49,85
300,note_on,300,0,1,,,,,,,,,0,,69,85
360,note_on,0,0,2,,,,,,,,,1,,50,85
360,note_on,60,0,2,,,,,,,,,1,,49,0
360,note_on,60,0,1,,,,,,,,,0,,69,0
368,note_on,8,0,1,,,,,,,,,0,,65,85
420,note_on,60,0,2,,,,,,,,,1,,53,85
480,note_on,60,0,2,,,,,,,,,1,,53,0
480,note_on,0,0,2,,,,,,,,,1,,57,85
536,note_on,168,0,1,,,,,,,,,0,,65,0
540,note_on,60,0,2,,,,,,,,,1,,50,0
540,note_on,4,0,1,,,,,,,,,0,,64,85
540,note_on,0,0,2,,,,,,,,,1,,48,85
600,note_on,0,0,2,,,,,,,,,1,,46,85
600,note_on,60,0,1,,,,,,,,,0,,64,0
600,note_on,0,0,1,,,,,,,,,0,,62,85
600,note_on,60,0,2,,,,,,,,,1,,48,0
660,note_on,60,0,2,,,,,,,,,1,,57,0
660,note_on,0,0,2,,,,,,,,,1,,55,85
660,note_on,60,0,1,,,,,,,,,0,,62,0
660,note_on,0,0,1,,,,,,,,,0,,74,85
720,note_on,60,0,2,,,,,,,,,1,,55,0
720,note_on,0,0,2,,,,,,,,,1,,45,85
720,note_on,0,0,2,,,,,,,,,1,,46,0
720,note_on,60,0,1,,,,,,,,,0,,74,0
728,note_on,8,0,2,,,,,,,,,1,,57,85
736,note_on,16,0,1,,,,,,,,,0,,73,85
780,note_on,52,0,2,,,,,,,,,1,,52,85
788,note_on,8,0,2,,,,,,,,,1,,57,0
840,note_on,0,0,2,,,,,,,,,1,,57,85
840,note_on,52,0,2,,,,,,,,,1,,52,0
888,note_on,152,0,1,,,,,,,,,0,,73,0
900,note_on,0,0,2,,,,,,,,,1,,55,85
900,note_on,60,0,2,,,,,,,,,1,,45,0
900,note_on,12,0,1,,,,,,,,,0,,71,85
960,note_on,60,0,2,,,,,,,,,1,,55,0
960,note_on,60,0,1,,,,,,,,,0,,71,0
960,note_on,0,0,1,,,,,,,,,0,,69,85
960,note_on,0,0,2,,,,,,,,,1,,53,85
1020,note_on,0,0,2,,,,,,,,,1,,52,85
1020,note_on,0,0,2,,,,,,,,,1,,61,85
1020,note_on,0,0,1,,,,,,,,,0,,81,85
1020,note_on,60,0,2,,,,,,,,,1,,53,0
1020,note_on,60,0,1,,,,,,,,,0,,69,0
1020,note_on,0,0,2,,,,,,,,,1,,57,0
1080,note_on,60,0,2,,,,,,,,,1,,52,0
1080,note_on,60,0,1,,,,,,,,,0,,81,0
1080,note_on,0,0,2,,,,,,,,,1,,50,85
1080,note_on,0,0,1,,,,,,,,,0,,79,85
1080,note_on,0,0,2,,,,,,,,,1,,61,0
1088,note_on,8,0,2,,,,,,,,,1,,62,85
1140,note_on,60,0,1,,,,,,,,,0,,79,0
1140,note_on,0,0,1,,,,,,,,,0,,77,85
1200,note_on,0,0,1,,,,,,,,,0,,76,85
1200,note_on,112,0,2,,,,,,,,,1,,53,85
1200,note_on,60,0,1,,,,,,,,,0,,77,0
1208,note_on,8,0,2,,,,,,,,,1,,62,0
1260,note_on,0,0,2,,,,,,,,,1,,52,85
1260,note_on,0,0,2,,,,,,,,,1,,50,0
1260,note_on,52,0,2,,,,,,,,,1,,53,0
1260,note_on,60,0,1,,,,,,,,,0,,76,0
1260,note_on,0,0,1,,,,,,,,,0,,74,85
1320,note_on,0,0,2,,,,,,,,,1,,55,85
1320,note_on,60,0,1,,,,,,,,,0,,74,0
1320,note_on,0,0,1,,,,,,,,,0,,72,85
1320,note_on,60,0,2,,,,,,,,,1,,52,0
1380,note_on,60,0,1,,,,,,,,,0,,72,0
1380,note_on,0,0,1,,,,,,,,,0,,70,85
1380,note_on,60,0,2,,,,,,,,,1,,55,0
1440,note_on,60,0,1,,,,,,,,,0,,70,0
1440,note_on,60,0,2,,,,,,,,,1,,49,85
1448,note_on,8,0,1,,,,,,,,,0,,64,85
1456,note_on,8,0,1,,,,,,,,,0,,69,85
1500,note_on,0,0,2,,,,,,,,,1,,52,85
1500,note_on,60,0,2,,,,,,,,,1,,49,0
1560,note_on,104,0,1,,,,,,,,,0,,61,85
1560,note_on,0,0,2,,,,,,,,,1,,45,85
1560,note_on,60,0,2,,,,,,,,,1,,52,0
1568,note_on,8,0,1,,,,,,,,,0,,64,0
1620,note_on,52,0,1,,,,,,,,,0,,67,85
1636,note_on,16,0,1,,,,,,,,,0,,69,0
1680,note_on,0,0,1,,,,,,,,,0,,65,85
1680,note_on,44,0,1,,,,,,,,,0,,67,0
