tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,number,port,control,value,channel,program,note,velocity,frame_rate,hours,minutes,seconds,frames,sub_frames
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,,,0,0,4,,,,,,,,,
0,control_change,0,0,5,,,,,,,,,32,0,4,,,,,,,,,
0,program_change,0,0,5,,,,,,,,,,,4,48,,,,,,,,
0,control_change,0,0,5,,,,,,,,,7,80,4,,,,,,,,,
0,control_change,0,0,5,,,,,,,,,10,94,4,,,,,,,,,
0,note_on,0,0,5,,,,,,,,,,,4,,46,100,,,,,,
0,sequence_number,0,1,6,,,,,,,0,,,,,,,,,,,,,
0,smpte_offset,0,1,6,,,,,,,,,,,,,,,24,0,0,0,0,0
0,midi_port,0,1,6,,,,,,,,0,,,,,,,,,,,,
0,control_change,0,0,6,,,,,,,,,0,0,4,,,,,,,,,
0,control_change,0,0,6,,,,,,,,,32,0,4,,,,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,6,,,,,,,,,7,80,4,,,,,,,,,
0,control_change,0,0,6,,,,,,,,,10,104,4,,,,,,,,,
0,note_on,0,0,6,,,,,,,,,,,4,,34,100,,,,,,
0,sequence_number,0,1,7,,,,,,,65535,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,,0,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,,0,,,,,,,,,,,,
0,control_change,0,0,7,,,,,,,,,0,0,5,,,,,,,,,
0,control_change,0,0,7,,,,,,,,,32,0,5,,,,,,,,,
0,program_change,0,0,7,,,,,,,,,,,5,6,,,,,,,,
0,control_change,0,0,7,,,,,,,,,7,80,5,,,,,,,,,
0,control_change,0,0,7,,,,,,,,,10,44,5,,,,,,,,,
0,note_on,0,0,7,,,,,,,,,,,5,,58,100,,,,,,
0,program_change,0,0,6,,,,,,,,,,,4,48,,,,,,,,
0,note_on,0,0,7,,,,,,,,,,,5,,62,100,,,,,,
0,midi_port,0,1,5,,,,,,,,0,,,,,,,,,,,,
0,note_on,0,0,4,,,,,,,,,,,3,,58,100,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,,0,0,1,,,,,,,,,
0,control_change,0,0,2,,,,,,,,,32,0,1,,,,,,,,,
0,program_change,0,0,2,,,,,,,,,,,1,48,,,,,,,,
0,control_change,0,0,2,,,,,,,,,7,80,1,,,,,,,,,
0,control_change,0,0,2,,,,,,,,,10,14,1,,,,,,,,,
0,note_on,0,0,2,,,,,,,,,,,1,,65,100,,,,,,
0,sequence_number,0,1,3,,,,,,,65535,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,,0,,,,,,,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,0,0,2,,,,,,,,,
0,sequence_number,0,1,5,,,,,,,65535,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,32,0,2,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,7,80,2,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,10,114,2,,,,,,,,,
0,note_on,0,0,3,,,,,,,,,,,2,,62,100,,,,,,
0,sequence_number,0,1,4,,,,,,,65535,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,,0,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,,,0,0,3,,,,,,,,,
0,control_change,0,0,4,,,,,,,,,32,0,3,,,,,,,,,
0,program_change,0,0,4,,,,,,,,,,,3,48,,,,,,,,
0,control_change,0,0,4,,,,,,,,,7,80,3,,,,,,,,,
0,control_change,0,0,4,,,,,,,,,10,34,3,,,,,,,,,
0,program_change,0,0,3,,,,,,,,,,,2,48,,,,,,,,
0,note_on,0,0,7,,,,,,,,,,,5,,65,100,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,9,,,,,,,,,0,0,7,,,,,,,,,
0,control_change,0,0,9,,,,,,,,,32,0,7,,,,,,,,,
0,program_change,0,0,9,,,,,,,,,,,7,6,,,,,,,,
0,control_change,0,0,9,,,,,,,,,7,80,7,,,,,,,,,
0,control_change,0,0,9,,,,,,,,,10,54,7,,,,,,,,,
0,sequence_number,0,1,10,,,,,,,65535,,,,,,,,,,,,,
0,midi_port,0,1,10,,,,,,,,0,,,,,,,,,,,,
0,track_name,0,1,10,,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,10,,,,,,,,,0,0,8,,,,,,,,,
0,control_change,0,0,10,,,,,,,,,32,0,8,,,,,,,,,
0,program_change,0,0,10,,,,,,,,,,,8,6,,,,,,,,
0,control_change,0,0,10,,,,,,,,,7,80,8,,,,,,,,,
0,midi_port,0,1,9,,,,,,,,0,,,,,,,,,,,,
0,control_change,0,0,10,,,,,,,,,10,54,8,,,,,,,,,
0,program_change,0,0,1,,,,,,,,,,,0,68,,,,,,,,
0,control_change,0,0,1,,,,,,,,,10,64,0,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,7,95,0,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,32,0,0,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,0,0,0,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,,0,,,,,,,,,,,,
0,sequence_number,0,1,1,,,,,,,65535,,,,,,,,,,,,,
0,end_of_track,0,1,0,,,,,,,,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,428571,,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,Bb,,,,,,,,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,,,,0,,65,100,,,,,,
0,sequence_number,0,1,9,,,,,,,65535,,,,,,,,,,,,,
0,sequence_number,0,1,2,,,,,,,65535,,,,,,,,,,,,,
0,midi_port,0,1,8,,,,,,,,0,,,,,,,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,,,,,,,,
0,sequence_number,0,1,8,,,,,,,65535,,,,,,,,,,,,,
0,control_change,0,0,8,,,,,,,,,0,0,6,,,,,,,,,
0,control_change,0,0,8,,,,,,,,,32,0,6,,,,,,,,,
0,program_change,0,0,8,,,,,,,,,,,6,6,,,,,,,,
0,control_change,0,0,8,,,,,,,,,7,80,6,,,,,,,,,
0,control_change,0,0,8,,,,,,,,,10,44,6,,,,,,,,,
0,note_on,0,0,8,,,,,,,,,,,6,,46,100,,,,,,
216,note_on,216,0,7,,,,,,,,,,,5,,58,0,,,,,,
216,note_on,216,0,3,,,,,,,,,,,2,,62,0,,,,,,
216,note_on,216,0,5,,,,,,,,,,,4,,46,0,,,,,,
216,note_on,216,0,1,,,,,,,,,,,0,,65,0,,,,,,
216,note_on,0,0,7,,,,,,,,,,,5,,62,0,,,,,,
216,note_on,216,0,4,,,,,,,,,,,3,,58,0,,,,,,
216,note_on,216,0,6,,,,,,,,,,,4,,34,0,,,,,,
216,note_on,216,0,8,,,,,,,,,,,6,,46,0,,,,,,
216,note_on,216,0,2,,,,,,,,,,,1,,65,0,,,,,,
216,note_on,0,0,7,,,,,,,,,,,5,,65,0,,,,,,
240,note_on,24,0,7,,,,,,,,,,,5,,58,100,,,,,,
240,note_on,24,0,6,,,,,,,,,,,4,,38,100,,,,,,
240,note_on,24,0,8,,,,,,,,,,,6,,50,100,,,,,,
240,note_on,24,0,2,,,,,,,,,,,1,,70,100,,,,,,
240,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
240,note_on,24,0,5,,,,,,,,,,,4,,50,100,,,,,,
240,note_on,24,0,4,,,,,,,,,,,3,,58,100,,,,,,
240,note_on,0,0,7,,,,,,,,,,,5,,65,100,,,,,,
240,note_on,24,0,3,,,,,,,,,,,2,,65,100,,,,,,
240,note_on,24,0,1,,,,,,,,,,,0,,70,100,,,,,,
456,note_on,216,0,2,,,,,,,,,,,1,,70,0,,,,,,
456,note_on,216,0,7,,,,,,,,,,,5,,58,0,,,,,,
456,note_on,216,0,1,,,,,,,,,,,0,,70,0,,,,,,
456,note_on,0,0,7,,,,,,,,,,,5,,65,0,,,,,,
456,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
456,note_on,216,0,3,,,,,,,,,,,2,,65,0,,,,,,
456,note_on,216,0,6,,,,,,,,,,,4,,38,0,,,,,,
456,note_on,216,0,8,,,,,,,,,,,6,,50,0,,,,,,
456,note_on,216,0,5,,,,,,,,,,,4,,50,0,,,,,,
456,note_on,216,0,4,,,,,,,,,,,3,,58,0,,,,,,
480,note_on,0,0,7,,,,,,,,,,,5,,69,100,,,,,,
480,note_on,0,0,7,,,,,,,,,,,5,,65,100,,,,,,
480,note_on,24,0,7,,,,,,,,,,,5,,60,100,,,,,,
480,note_on,24,0,1,,,,,,,,,,,0,,72,100,,,,,,
480,note_on,24,0,5,,,,,,,,,,,4,,53,100,,,,,,
480,note_on,24,0,8,,,,,,,,,,,6,,53,100,,,,,,
480,note_on,24,0,3,,,,,,,,,,,2,,69,100,,,,,,
480,note_on,24,0,2,,,,,,,,,,,1,,72,100,,,,,,
480,note_on,24,0,4,,,,,,,,,,,3,,65,100,,,,,,
480,note_on,24,0,6,,,,,,,,,,,4,,41,100,,,,,,
696,note_on,216,0,7,,,,,,,,,,,5,,60,0,,,,,,
696,note_on,216,0,8,,,,,,,,,,,6,,53,0,,,,,,
696,note_on,216,0,2,,,,,,,,,,,1,,72,0,,,,,,
696,note_on,216,0,6,,,,,,,,,,,4,,41,0,,,,,,
696,note_on,0,0,7,,,,,,,,,,,5,,65,0,,,,,,
696,note_on,0,0,7,,,,,,,,,,,5,,69,0,,,,,,
696,note_on,216,0,4,,,,,,,,,,,3,,65,0,,,,,,
696,note_on,216,0,1,,,,,,,,,,,0,,72,0,,,,,,
696,note_on,216,0,3,,,,,,,,,,,2,,69,0,,,,,,
696,note_on,216,0,5,,,,,,,,,,,4,,53,0,,,,,,
720,note_on,24,0,4,,,,,,,,,,,3,,65,100,,,,,,
720,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
720,note_on,0,0,7,,,,,,,,,,,5,,65,100,,,,,,
720,note_on,24,0,1,,,,,,,,,,,0,,74,100,,,,,,
720,note_on,24,0,3,,,,,,,,,,,2,,70,100,,,,,,
720,note_on,24,0,5,,,,,,,,,,,4,,58,100,,,,,,
720,note_on,24,0,7,,,,,,,,,,,5,,62,100,,,,,,
720,note_on,24,0,2,,,,,,,,,,,1,,74,100,,,,,,
720,note_on,24,0,6,,,,,,,,,,,4,,46,100,,,,,,
720,note_on,24,0,8,,,,,,,,,,,6,,58,100,,,,,,
936,note_on,216,0,8,,,,,,,,,,,6,,58,0,,,,,,
936,note_on,216,0,6,,,,,,,,,,,4,,46,0,,,,,,
936,note_on,216,0,5,,,,,,,,,,,4,,58,0,,,,,,
960,note_on,24,0,8,,,,,,,,,,,6,,46,100,,,,,,
960,note_on,24,0,5,,,,,,,,,,,4,,46,100,,,,,,
960,note_on,24,0,6,,,,,,,,,,,4,,34,100,,,,,,
1152,note_on,432,0,7,,,,,,,,,,,5,,62,0,,,,,,
1152,note_on,432,0,4,,,,,,,,,,,3,,65,0,,,,,,
1152,note_on,432,0,3,,,,,,,,,,,2,,70,0,,,,,,
1152,note_on,432,0,1,,,,,,,,,,,0,,74,0,,,,,,
1152,note_on,432,0,2,,,,,,,,,,,1,,74,0,,,,,,
1152,note_on,0,0,7,,,,,,,,,,,5,,65,0,,,,,,
1152,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
1176,note_on,216,0,6,,,,,,,,,,,4,,34,0,,,,,,
1176,note_on,216,0,8,,,,,,,,,,,6,,46,0,,,,,,
1176,note_on,216,0,5,,,,,,,,,,,4,,46,0,,,,,,
1200,note_on,48,0,4,,,,,,,,,,,3,,60,100,,,,,,
1200,note_on,24,0,8,,,,,,,,,,,6,,48,100,,,,,,
1200,note_on,48,0,7,,,,,,,,,,,5,,63,100,,,,,,
1200,note_on,48,0,2,,,,,,,,,,,1,,75,100,,,,,,
1200,note_on,48,0,1,,,,,,,,,,,0,,75,100,,,,,,
1200,note_on,48,0,3,,,,,,,,,,,2,,69,100,,,,,,
1200,note_on,24,0,6,,,,,,,,,,,4,,36,100,,,,,,
1200,note_on,24,0,5,,,,,,,,,,,4,,48,100,,,,,,
1200,note_on,0,0,7,,,,,,,,,,,5,,69,100,,,,,,
1416,note_on,216,0,7,,,,,,,,,,,5,,63,0,,,,,,
1416,note_on,0,0,7,,,,,,,,,,,5,,69,0,,,,,,
1416,note_on,216,0,8,,,,,,,,,,,6,,48,0,,,,,,
1416,note_on,216,0,1,,,,,,,,,,,0,,75,0,,,,,,
1416,note_on,216,0,6,,,,,,,,,,,4,,36,0,,,,,,
1416,note_on,216,0,5,,,,,,,,,,,4,,48,0,,,,,,
1416,note_on,216,0,4,,,,,,,,,,,3,,60,0,,,,,,
1416,note_on,216,0,2,,,,,,,,,,,1,,75,0,,,,,,
1416,note_on,216,0,3,,,,,,,,,,,2,,69,0,,,,,,
1440,note_on,24,0,4,,,,,,,,,,,3,,58,100,,,,,,
1440,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
1440,note_on,24,0,7,,,,,,,,,,,5,,65,100,,,,,,
1440,note_on,24,0,5,,,,,,,,,,,4,,50,100,,,,,,
1440,note_on,24,0,6,,,,,,,,,,,4,,38,100,,,,,,
1440,note_on,24,0,8,,,,,,,,,,,6,,50,100,,,,,,
1440,note_on,24,0,3,,,,,,,,,,,2,,70,100,,,,,,
1440,note_on,24,0,2,,,,,,,,,,,1,,77,100,,,,,,
1440,note_on,24,0,1,,,,,,,,,,,0,,77,100,,,,,,
1656,note_on,216,0,4,,,,,,,,,,,3,,58,0,,,,,,
1656,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
1656,note_on,216,0,7,,,,,,,,,,,5,,65,0,,,,,,
1656,note_on,216,0,8,,,,,,,,,,,6,,50,0,,,,,,
1656,note_on,216,0,1,,,,,,,,,,,0,,77,0,,,,,,
1656,note_on,216,0,3,,,,,,,,,,,2,,70,0,,,,,,
1656,note_on,216,0,6,,,,,,,,,,,4,,38,0,,,,,,
1656,note_on,216,0,2,,,,,,,,,,,1,,77,0,,,,,,
1656,note_on,216,0,5,,,,,,,,,,,4,,50,0,,,,,,
1680,note_on,24,0,2,,,,,,,,,,,1,,79,100,,,,,,
1680,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
1680,note_on,24,0,8,,,,,,,,,,,6,,51,100,,,,,,
1680,note_on,24,0,3,,,,,,,,,,,2,,70,100,,,,,,
1680,note_on,24,0,5,,,,,,,,,,,4,,51,100,,,,,,
1680,note_on,24,0,4,,,,,,,,,,,3,,58,100,,,,,,
1680,note_on,24,0,1,,,,,,,,,,,0,,79,100,,,,,,
1680,note_on,24,0,6,,,,,,,,,,,4,,39,100,,,,,,
1680,note_on,24,0,7,,,,,,,,,,,5,,67,100,,,,,,
1896,note_on,216,0,6,,,,,,,,,,,4,,39,0,,,,,,
1896,note_on,216,0,3,,,,,,,,,,,2,,70,0,,,,,,
1896,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
1896,note_on,216,0,8,,,,,,,,,,,6,,51,0,,,,,,
1896,note_on,216,0,7,,,,,,,,,,,5,,67,0,,,,,,
1896,note_on,216,0,5,,,,,,,,,,,4,,51,0,,,,,,
1896,note_on,216,0,4,,,,,,,,,,,3,,58,0,,,,,,
1920,note_on,24,0,7,,,,,,,,,,,5,,63,100,,,,,,
1920,note_on,24,0,6,,,,,,,,,,,4,,36,100,,,,,,
1920,note_on,0,0,7,,,,,,,,,,,5,,67,100,,,,,,
1920,note_on,0,0,7,,,,,,,,,,,5,,72,100,,,,,,
1920,note_on,24,0,3,,,,,,,,,,,2,,63,100,,,,,,
1920,note_on,24,0,8,,,,,,,,,,,6,,48,100,,,,,,
1920,note_on,24,0,4,,,,,,,,,,,3,,63,100,,,,,,
1920,note_on,24,0,5,,,,,,,,,,,4,,48,100,,,,,,
2112,note_on,432,0,1,,,,,,,,,,,0,,79,0,,,,,,
2112,note_on,432,0,2,,,,,,,,,,,1,,79,0,,,,,,
2136,note_on,216,0,3,,,,,,,,,,,2,,63,0,,,,,,
2136,note_on,0,0,7,,,,,,,,,,,5,,67,0,,,,,,
2136,note_on,216,0,5,,,,,,,,,,,4,,48,0,,,,,,
2136,note_on,216,0,7,,,,,,,,,,,5,,63,0,,,,,,
2136,note_on,0,0,7,,,,,,,,,,,5,,72,0,,,,,,
2136,note_on,216,0,8,,,,,,,,,,,6,,48,0,,,,,,
2136,note_on,216,0,4,,,,,,,,,,,3,,63,0,,,,,,
2136,note_on,216,0,6,,,,,,,,,,,4,,36,0,,,,,,
2160,note_on,24,0,3,,,,,,,,,,,2,,60,100,,,,,,
2160,note_on,24,0,8,,,,,,,,,,,6,,53,100,,,,,,
2160,note_on,0,0,7,,,,,,,,,,,5,,72,100,,,,,,
2160,note_on,0,0,7,,,,,,,,,,,5,,69,100,,,,,,
2160,note_on,24,0,7,,,,,,,,,,,5,,65,100,,,,,,
2160,note_on,48,0,2,,,,,,,,,,,1,,69,100,,,,,,
2160,note_on,24,0,4,,,,,,,,,,,3,,65,100,,,,,,
2160,note_on,48,0,1,,,,,,,,,,,0,,69,100,,,,,,
2160,note_on,24,0,5,,,,,,,,,,,4,,53,100,,,,,,
2160,note_on,24,0,6,,,,,,,,,,,4,,41,100,,,,,,
2376,note_on,216,0,8,,,,,,,,,,,6,,53,0,,,,,,
2376,note_on,216,0,5,,,,,,,,,,,4,,53,0,,,,,,
2376,note_on,216,0,3,,,,,,,,,,,2,,60,0,,,,,,
2376,note_on,216,0,6,,,,,,,,,,,4,,41,0,,,,,,
2400,note_on,24,0,3,,,,,,,,,,,2,,65,100,,,,,,
2400,note_on,24,0,5,,,,,,,,,,,4,,41,100,,,,,,
2400,note_on,24,0,8,,,,,,,,,,,6,,41,100,,,,,,
2400,note_on,24,0,6,,,,,,,,,,,4,,29,100,,,,,,
2592,note_on,432,0,4,,,,,,,,,,,3,,65,0,,,,,,
2592,note_on,432,0,2,,,,,,,,,,,1,,69,0,,,,,,
2592,note_on,0,0,7,,,,,,,,,,,5,,69,0,,,,,,
2592,note_on,432,0,7,,,,,,,,,,,5,,65,0,,,,,,
2592,note_on,432,0,1,,,,,,,,,,,0,,69,0,,,,,,
2592,note_on,0,0,7,,,,,,,,,,,5,,72,0,,,,,,
2616,note_on,216,0,3,,,,,,,,,,,2,,65,0,,,,,,
2616,note_on,216,0,5,,,,,,,,,,,4,,41,0,,,,,,
2616,note_on,216,0,8,,,,,,,,,,,6,,41,0,,,,,,
2616,note_on,216,0,6,,,,,,,,,,,4,,29,0,,,,,,
2640,note_on,48,0,7,,,,,,,,,,,5,,62,100,,,,,,
2640,note_on,0,0,7,,,,,,,,,,,5,,65,100,,,,,,
2640,note_on,48,0,1,,,,,,,,,,,0,,70,100,,,,,,
2640,note_on,24,0,3,,,,,,,,,,,2,,62,100,,,,,,
2640,note_on,48,0,2,,,,,,,,,,,1,,70,100,,,,,,
2640,note_on,24,0,8,,,,,,,,,,,6,,46,100,,,,,,
2640,note_on,24,0,5,,,,,,,,,,,4,,46,100,,,,,,
2640,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
2640,note_on,48,0,4,,,,,,,,,,,3,,65,100,,,,,,
2640,note_on,24,0,6,,,,,,,,,,,4,,34,100,,,,,,
2856,note_on,216,0,1,,,,,,,,,,,0,,70,0,,,,,,
2856,note_on,216,0,8,,,,,,,,,,,6,,46,0,,,,,,
2856,note_on,216,0,6,,,,,,,,,,,4,,34,0,,,,,,
2856,note_on,216,0,7,,,,,,,,,,,5,,62,0,,,,,,
2856,note_on,0,0,7,,,,,,,,,,,5,,65,0,,,,,,
2856,note_on,216,0,3,,,,,,,,,,,2,,62,0,,,,,,
2856,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
2856,note_on,216,0,4,,,,,,,,,,,3,,65,0,,,,,,
2856,note_on,216,0,5,,,,,,,,,,,4,,46,0,,,,,,
2856,note_on,216,0,2,,,,,,,,,,,1,,70,0,,,,,,
2880,note_on,24,0,8,,,,,,,,,,,6,,50,100,,,,,,
2880,note_on,24,0,7,,,,,,,,,,,5,,65,100,,,,,,
2880,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
2880,note_on,24,0,4,,,,,,,,,,,3,,58,100,,,,,,
2880,note_on,24,0,2,,,,,,,,,,,1,,65,100,,,,,,
2880,note_on,24,0,6,,,,,,,,,,,4,,38,100,,,,,,
2880,note_on,24,0,1,,,,,,,,,,,0,,65,100,,,,,,
2880,note_on,24,0,5,,,,,,,,,,,4,,50,100,,,,,,
2880,note_on,24,0,3,,,,,,,,,,,2,,70,100,,,,,,
3096,note_on,216,0,1,,,,,,,,,,,0,,65,0,,,,,,
3096,note_on,216,0,8,,,,,,,,,,,6,,50,0,,,,,,
3096,note_on,216,0,4,,,,,,,,,,,3,,58,0,,,,,,
3096,note_on,216,0,3,,,,,,,,,,,2,,70,0,,,,,,
3096,note_on,216,0,5,,,,,,,,,,,4,,50,0,,,,,,
3096,note_on,216,0,7,,,,,,,,,,,5,,65,0,,,,,,
3096,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
3096,note_on,216,0,6,,,,,,,,,,,4,,38,0,,,,,,
3096,note_on,216,0,2,,,,,,,,,,,1,,65,0,,,,,,
3120,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
3120,note_on,24,0,8,,,,,,,,,,,6,,51,100,,,,,,
3120,note_on,24,0,4,,,,,,,,,,,3,,58,100,,,,,,
3120,note_on,24,0,6,,,,,,,,,,,4,,39,100,,,,,,
3120,note_on,24,0,1,,,,,,,,,,,0,,67,100,,,,,,
3120,note_on,24,0,5,,,,,,,,,,,4,,51,100,,,,,,
3120,note_on,24,0,7,,,,,,,,,,,5,,67,100,,,,,,
3120,note_on,24,0,2,,,,,,,,,,,1,,67,100,,,,,,
3120,note_on,24,0,3,,,,,,,,,,,2,,70,100,,,,,,
3336,note_on,216,0,4,,,,,,,,,,,3,,58,0,,,,,,
3336,note_on,216,0,6,,,,,,,,,,,4,,39,0,,,,,,
3336,note_on,216,0,3,,,,,,,,,,,2,,70,0,,,,,,
3336,note_on,216,0,1,,,,,,,,,,,0,,67,0,,,,,,
3336,note_on,216,0,2,,,,,,,,,,,1,,67,0,,,,,,
3336,note_on,216,0,7,,,,,,,,,,,5,,67,0,,,,,,
3336,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
3336,note_on,216,0,5,,,,,,,,,,,4,,51,0,,,,,,
3336,note_on,216,0,8,,,,,,,,,,,6,,51,0,,,,,,
3360,note_on,24,0,6,,,,,,,,,,,4,,38,100,,,,,,
3360,note_on,24,0,3,,,,,,,,,,,2,,70,100,,,,,,
3360,note_on,24,0,5,,,,,,,,,,,4,,50,100,,,,,,
3360,note_on,24,0,4,,,,,,,,,,,3,,58,100,,,,,,
3360,note_on,24,0,8,,,,,,,,,,,6,,50,100,,,,,,
3360,note_on,24,0,2,,,,,,,,,,,1,,65,100,,,,,,
3360,note_on,24,0,7,,,,,,,,,,,5,,65,100,,,,,,
3360,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
3360,note_on,24,0,1,,,,,,,,,,,0,,65,100,,,,,,
3576,note_on,216,0,6,,,,,,,,,,,4,,38,0,,,,,,
3576,note_on,216,0,1,,,,,,,,,,,0,,65,0,,,,,,
3576,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
3576,note_on,216,0,2,,,,,,,,,,,1,,65,0,,,,,,
3576,note_on,216,0,3,,,,,,,,,,,2,,70,0,,,,,,
3576,note_on,216,0,4,,,,,,,,,,,3,,58,0,,,,,,
3576,note_on,216,0,8,,,,,,,,,,,6,,50,0,,,,,,
3576,note_on,216,0,7,,,,,,,,,,,5,,65,0,,,,,,
3576,note_on,216,0,5,,,,,,,,,,,4,,50,0,,,,,,
3600,note_on,24,0,3,,,,,,,,,,,2,,70,100,,,,,,
3600,note_on,24,0,4,,,,,,,,,,,3,,58,100,,,,,,
3600,note_on,24,0,7,,,,,,,,,,,5,,67,100,,,,,,
3600,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
3600,note_on,24,0,6,,,,,,,,,,,4,,39,100,,,,,,
3600,note_on,24,0,1,,,,,,,,,,,0,,79,100,,,,,,
3600,note_on,24,0,2,,,,,,,,,,,1,,79,100,,,,,,
3600,note_on,24,0,5,,,,,,,,,,,4,,51,100,,,,,,
3600,note_on,24,0,8,,,,,,,,,,,6,,51,100,,,,,,
3816,note_on,216,0,6,,,,,,,,,,,4,,39,0,,,,,,
3816,note_on,216,0,5,,,,,,,,,,,4,,51,0,,,,,,
3816,note_on,216,0,2,,,,,,,,,,,1,,79,0,,,,,,
3816,note_on,216,0,1,,,,,,,,,,,0,,79,0,,,,,,
3816,note_on,216,0,8,,,,,,,,,,,6,,51,0,,,,,,
3840,note_on,24,0,5,,,,,,,,,,,4,,63,100,,,,,,
3840,note_on,24,0,1,,,,,,,,,,,0,,77,100,,,,,,
3840,note_on,24,0,8,,,,,,,,,,,6,,63,100,,,,,,
3840,note_on,24,0,6,,,,,,,,,,,4,,51,100,,,,,,
3840,note_on,24,0,2,,,,,,,,,,,1,,77,100,,,,,,
3948,note_on,108,0,2,,,,,,,,,,,1,,77,0,,,,,,
3948,note_on,108,0,1,,,,,,,,,,,0,,77,0,,,,,,
3960,note_on,12,0,1,,,,,,,,,,,0,,75,100,,,,,,
3960,note_on,12,0,2,,,,,,,,,,,1,,75,100,,,,,,
4032,note_on,432,0,3,,,,,,,,,,,2,,70,0,,,,,,
4032,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
4032,note_on,432,0,4,,,,,,,,,,,3,,58,0,,,,,,
4032,note_on,432,0,7,,,,,,,,,,,5,,67,0,,,,,,
4056,note_on,216,0,5,,,,,,,,,,,4,,63,0,,,,,,
4056,note_on,216,0,8,,,,,,,,,,,6,,63,0,,,,,,
4056,note_on,216,0,6,,,,,,,,,,,4,,51,0,,,,,,
4068,note_on,108,0,1,,,,,,,,,,,0,,75,0,,,,,,
4068,note_on,108,0,2,,,,,,,,,,,1,,75,0,,,,,,
4080,note_on,12,0,2,,,,,,,,,,,1,,77,100,,,,,,
4080,note_on,12,0,1,,,,,,,,,,,0,,77,100,,,,,,
4080,note_on,24,0,6,,,,,,,,,,,4,,50,100,,,,,,
4080,note_on,24,0,5,,,,,,,,,,,4,,62,100,,,,,,
4080,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
4080,note_on,48,0,7,,,,,,,,,,,5,,65,100,,,,,,
4080,note_on,24,0,8,,,,,,,,,,,6,,62,100,,,,,,
4296,note_on,216,0,2,,,,,,,,,,,1,,77,0,,,,,,
4296,note_on,216,0,6,,,,,,,,,,,4,,50,0,,,,,,
4296,note_on,216,0,1,,,,,,,,,,,0,,77,0,,,,,,
4296,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
4296,note_on,216,0,5,,,,,,,,,,,4,,62,0,,,,,,
4296,note_on,216,0,7,,,,,,,,,,,5,,65,0,,,,,,
4296,note_on,216,0,8,,,,,,,,,,,6,,62,0,,,,,,
4320,note_on,24,0,5,,,,,,,,,,,4,,50,100,,,,,,
4320,note_on,24,0,2,,,,,,,,,,,1,,65,100,,,,,,
