tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,time_signature,4,4,96,8,0,1,0,,,,,,,,,
0,control_change,,,,,0,0,5,,,10,109,3,,,,
0,control_change,,,,,0,0,5,,,7,127,3,,,,
0,program_change,,,,,0,0,5,,,,,3,48,,,
0,key_signature,,,,,0,1,5,,,,,,,D,,
0,key_signature,,,,,0,1,16,,,,,,,C,,
0,track_name,,,,,0,1,6,,,,,,,,,
0,control_change,,,,,0,0,5,,,0,0,3,,,,
0,control_change,,,,,0,0,6,,,0,0,4,,,,
0,control_change,,,,,0,0,6,,,7,127,4,,,,
0,program_change,,,,,0,0,6,,,,,4,41,,,
0,key_signature,,,,,0,1,6,,,,,,,D,,
0,track_name,,,,,0,1,7,,,,,,,,,
0,control_change,,,,,0,0,7,,,0,0,5,,,,
0,control_change,,,,,0,0,7,,,10,63,5,,,,
0,control_change,,,,,0,0,6,,,10,109,4,,,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,note_on,,,,,0,0,4,,,,,2,,,71,108
0,key_signature,,,,,0,1,4,,,,,,,D,,
0,control_change,,,,,0,0,2,,,10,105,1,,,,
0,control_change,,,,,0,0,2,,,7,127,1,,,,
0,program_change,,,,,0,0,2,,,,,1,40,,,
0,key_signature,,,,,0,1,2,,,,,,,D,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,control_change,,,,,0,0,3,,,0,0,8,,,,
0,control_change,,,,,0,0,3,,,10,21,8,,,,
0,control_change,,,,,0,0,3,,,7,127,8,,,,
0,program_change,,,,,0,0,3,,,,,8,42,,,
0,key_signature,,,,,0,1,3,,,,,,,D,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,control_change,,,,,0,0,4,,,0,0,2,,,,
0,control_change,,,,,0,0,4,,,10,24,2,,,,
0,control_change,,,,,0,0,4,,,7,127,2,,,,
0,program_change,,,,,0,0,4,,,,,2,48,,,
0,control_change,,,,,0,0,7,,,7,127,5,,,,
0,control_change,,,,,0,0,2,,,0,0,1,,,,
0,program_change,,,,,0,0,7,,,,,5,42,,,
0,track_name,,,,,0,1,8,,,,,,,,,
0,end_of_track,,,,,0,1,11,,,,,,,,,
0,track_name,,,,,0,1,12,,,,,,,,,
0,key_signature,,,,,0,1,12,,,,,,,C,,
0,end_of_track,,,,,0,1,12,,,,,,,,,
0,track_name,,,,,0,1,13,,,,,,,,,
0,key_signature,,,,,0,1,13,,,,,,,C,,
0,key_signature,,,,,0,1,11,,,,,,,C,,
0,end_of_track,,,,,0,1,13,,,,,,,,,
0,key_signature,,,,,0,1,14,,,,,,,C,,
0,end_of_track,,,,,0,1,14,,,,,,,,,
0,track_name,,,,,0,1,15,,,,,,,,,
0,key_signature,,,,,0,1,15,,,,,,,C,,
0,end_of_track,,,,,0,1,15,,,,,,,,,
0,track_name,,,,,0,1,16,,,,,,,,,
0,track_name,,,,,0,1,14,,,,,,,,,
0,track_name,,,,,0,1,11,,,,,,,,,
0,key_signature,,,,,0,1,10,,,,,,,D,,
0,program_change,,,,,0,0,10,,,,,7,6,,,
0,control_change,,,,,0,0,8,,,0,0,6,,,,
0,control_change,,,,,0,0,8,,,10,64,6,,,,
0,control_change,,,,,0,0,8,,,7,127,6,,,,
0,program_change,,,,,0,0,8,,,,,6,43,,,
0,key_signature,,,,,0,1,8,,,,,,,D,,
0,track_name,,,,,0,1,9,,,,,,,,,
0,control_change,,,,,0,0,9,,,0,0,7,,,,
0,control_change,,,,,0,0,9,,,10,63,7,,,,
0,control_change,,,,,0,0,9,,,7,127,7,,,,
0,program_change,,,,,0,0,9,,,,,7,6,,,
0,key_signature,,,,,0,1,9,,,,,,,D,,
0,track_name,,,,,0,1,10,,,,,,,,,
0,control_change,,,,,0,0,10,,,0,0,7,,,,
0,control_change,,,,,0,0,10,,,10,63,7,,,,
0,control_change,,,,,0,0,10,,,7,127,7,,,,
0,key_signature,,,,,0,1,7,,,,,,,D,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,end_of_track,,,,,0,1,16,,,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,,
0,control_change,,,,,0,0,1,,,0,0,0,,,,
0,control_change,,,,,0,0,1,,,10,24,0,,,,
0,control_change,,,,,0,0,1,,,7,127,0,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,program_change,,,,,0,0,1,,,,,0,40,,,
0,key_signature,,,,,0,1,1,,,,,,,D,,
0,note_on,,,,,0,0,1,,,,,0,,,71,90
0,set_tempo,,,,,0,1,0,,545454,,,,,,,
284,note_off,,,,,284,0,1,,,,,0,,,71,0
284,note_off,,,,,284,0,4,,,,,2,,,71,0
288,note_on,,,,,4,0,1,,,,,0,,,71,90
288,note_on,,,,,4,0,4,,,,,2,,,71,108
380,note_off,,,,,92,0,1,,,,,0,,,71,0
380,note_off,,,,,92,0,4,,,,,2,,,71,0
384,note_on,,,,,4,0,1,,,,,0,,,73,90
384,note_on,,,,,4,0,4,,,,,2,,,73,108
668,note_off,,,,,284,0,1,,,,,0,,,73,0
668,note_off,,,,,284,0,4,,,,,2,,,73,0
672,note_on,,,,,4,0,4,,,,,2,,,73,108
672,note_on,,,,,4,0,1,,,,,0,,,73,90
764,note_off,,,,,92,0,4,,,,,2,,,73,0
764,note_off,,,,,92,0,1,,,,,0,,,73,0
768,note_on,,,,,4,0,4,,,,,2,,,74,108
768,note_on,,,,,4,0,1,,,,,0,,,74,90
1052,note_off,,,,,284,0,1,,,,,0,,,74,0
1052,note_off,,,,,284,0,4,,,,,2,,,74,0
1056,note_on,,,,,4,0,4,,,,,2,,,78,108
1056,note_on,,,,,4,0,1,,,,,0,,,78,90
1148,note_off,,,,,92,0,4,,,,,2,,,78,0
1148,note_off,,,,,92,0,1,,,,,0,,,78,0
1152,note_on,,,,,4,0,4,,,,,2,,,71,108
1152,note_on,,,,,4,0,1,,,,,0,,,71,90
1436,note_off,,,,,284,0,4,,,,,2,,,71,0
1436,note_off,,,,,284,0,1,,,,,0,,,71,0
1440,note_on,,,,,4,0,4,,,,,2,,,71,108
1440,note_on,,,,,4,0,1,,,,,0,,,71,90
1532,note_off,,,,,92,0,4,,,,,2,,,71,0
1532,note_off,,,,,92,0,1,,,,,0,,,71,0
1536,note_on,,,,,4,0,1,,,,,0,,,73,90
1536,note_on,,,,,4,0,4,,,,,2,,,73,108
1820,note_off,,,,,284,0,1,,,,,0,,,73,0
1820,note_off,,,,,284,0,4,,,,,2,,,73,0
1824,note_on,,,,,4,0,1,,,,,0,,,73,90
1824,note_on,,,,,4,0,4,,,,,2,,,73,108
1916,note_off,,,,,92,0,1,,,,,0,,,73,0
1916,note_off,,,,,92,0,4,,,,,2,,,73,0
1920,note_on,,,,,4,0,1,,,,,0,,,74,90
1920,note_on,,,,,4,0,4,,,,,2,,,74,108
2204,note_off,,,,,284,0,4,,,,,2,,,74,0
2204,note_off,,,,,284,0,1,,,,,0,,,74,0
2208,note_on,,,,,4,0,4,,,,,2,,,74,108
2208,note_on,,,,,4,0,1,,,,,0,,,74,90
2300,note_off,,,,,92,0,1,,,,,0,,,74,0
2300,note_off,,,,,92,0,4,,,,,2,,,74,0
2304,note_on,,,,,4,0,1,,,,,0,,,76,90
2304,note_on,,,,,4,0,4,,,,,2,,,76,108
2588,note_off,,,,,284,0,1,,,,,0,,,76,0
2588,note_off,,,,,284,0,4,,,,,2,,,76,0
2592,note_on,,,,,4,0,4,,,,,2,,,79,108
2592,note_on,,,,,4,0,1,,,,,0,,,79,90
2684,note_off,,,,,92,0,4,,,,,2,,,79,0
2684,note_off,,,,,92,0,1,,,,,0,,,79,0
2688,note_on,,,,,4,0,1,,,,,0,,,73,90
2688,note_on,,,,,4,0,4,,,,,2,,,73,108
2972,note_off,,,,,284,0,4,,,,,2,,,73,0
2972,note_off,,,,,284,0,1,,,,,0,,,73,0
2976,note_on,,,,,4,0,1,,,,,0,,,76,90
2976,note_on,,,,,4,0,4,,,,,2,,,76,108
3068,note_off,,,,,92,0,4,,,,,2,,,76,0
3068,note_off,,,,,92,0,1,,,,,0,,,76,0
3072,note_on,,,,,4,0,4,,,,,2,,,70,108
3072,note_on,,,,,4,0,1,,,,,0,,,70,90
3356,note_off,,,,,284,0,1,,,,,0,,,70,0
3356,note_off,,,,,284,0,4,,,,,2,,,70,0
3360,note_on,,,,,4,0,4,,,,,2,,,73,108
3360,note_on,,,,,4,0,1,,,,,0,,,73,90
3452,note_off,,,,,92,0,1,,,,,0,,,73,0
3452,note_off,,,,,92,0,4,,,,,2,,,73,0
3456,note_on,,,,,4,0,4,,,,,2,,,66,108
3456,note_on,,,,,4,0,1,,,,,0,,,66,90
3740,note_off,,,,,284,0,4,,,,,2,,,66,0
3740,note_off,,,,,284,0,1,,,,,0,,,66,0
3744,note_on,,,,,4,0,4,,,,,2,,,70,108
3744,note_on,,,,,4,0,1,,,,,0,,,70,90
3836,note_off,,,,,92,0,1,,,,,0,,,70,0
3836,note_off,,,,,92,0,4,,,,,2,,,70,0
3840,note_on,,,,,4,0,4,,,,,2,,,71,108
3840,note_on,,,,,4,0,1,,,,,0,,,71,90
4124,note_off,,,,,284,0,1,,,,,0,,,71,0
4124,note_off,,,,,284,0,4,,,,,2,,,71,0
4128,note_on,,,,,4,0,1,,,,,0,,,73,90
4128,note_on,,,,,4,0,4,,,,,2,,,73,108
4220,note_off,,,,,92,0,1,,,,,0,,,73,0
4220,note_off,,,,,92,0,4,,,,,2,,,73,0
4224,note_on,,,,,4,0,4,,,,,2,,,74,108
4224,note_on,,,,,4,0,1,,,,,0,,,74,90
4508,note_off,,,,,284,0,1,,,,,0,,,74,0
4508,note_off,,,,,284,0,4,,,,,2,,,74,0
4512,note_on,,,,,4,0,4,,,,,2,,,76,108
4512,note_on,,,,,4,0,1,,,,,0,,,76,90
4604,note_off,,,,,92,0,4,,,,,2,,,76,0
4604,note_off,,,,,92,0,1,,,,,0,,,76,0
4608,note_on,,,,,4,0,1,,,,,0,,,78,90
4608,note_on,,,,,4,0,4,,,,,2,,,78,108
4892,note_off,,,,,284,0,4,,,,,2,,,78,0
4892,note_off,,,,,284,0,1,,,,,0,,,78,0
4896,note_on,,,,,4,0,1,,,,,0,,,73,90
4896,note_on,,,,,4,0,4,,,,,2,,,73,108
4988,note_off,,,,,92,0,1,,,,,0,,,73,0
4988,note_off,,,,,92,0,4,,,,,2,,,73,0
4992,note_on,,,,,4,0,1,,,,,0,,,78,90
4992,note_on,,,,,4,0,4,,,,,2,,,78,108
5276,note_off,,,,,284,0,1,,,,,0,,,78,0
5276,note_off,,,,,284,0,4,,,,,2,,,78,0
5280,note_on,,,,,4,0,4,,,,,2,,,76,108
5280,note_on,,,,,4,0,1,,,,,0,,,76,90
5372,note_off,,,,,92,0,1,,,,,0,,,76,0
5372,note_off,,,,,92,0,4,,,,,2,,,76,0
5376,note_on,,,,,4,0,1,,,,,0,,,74,90
5376,note_on,,,,,4,0,4,,,,,2,,,74,108
5660,note_off,,,,,284,0,1,,,,,0,,,74,0
5660,note_off,,,,,284,0,4,,,,,2,,,74,0
5664,note_on,,,,,4,0,1,,,,,0,,,73,90
