tick,type,data,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,key,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,control,value,note,velocity
0,sequencer_specific,"(0, 0, 91, 35, 1, 0, 5, 4, 35, 0)",0,1,0,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,15,,,,,,,,,,,,,,,14,10,90,,
0,control_change,,0,0,15,,,,,,,,,,,,,,,14,7,96,,
0,control_change,,0,0,15,,,,,,,,,,,,,,,14,11,127,,
0,program_change,,0,0,15,,,,,,,,,,,,,,6,14,,,,
0,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,43,64
0,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,62,64
0,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,67,64
0,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,70,64
0,control_change,,0,0,11,,,,,,,,,,,,,,,10,10,48,,
0,control_change,,0,0,11,,,,,,,,,,,,,,,10,7,96,,
0,control_change,,0,0,11,,,,,,,,,,,,,,,10,11,127,,
0,midi_port,,0,1,15,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,11,,,,,,,,,,,,,,48,10,,,,
0,track_name,,0,1,11,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,10,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,10,,,,,,,0,,,,,,,,,,,,
0,control_change,,0,0,10,,,,,,,,,,,,,,,8,11,127,,
0,control_change,,0,0,10,,,,,,,,,,,,,,,8,10,80,,
0,program_change,,0,0,10,,,,,,,,,,,,,,60,8,,,,
0,midi_port,,0,1,13,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,7,,,,,,,,,,,,,,73,5,,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,5,7,96,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,5,11,127,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,5,10,32,,
0,midi_port,,0,1,11,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,15,,,,,,,,,,,,,,,,,,,
0,note_on,,0,0,14,,,,,,,,,,,,,,,13,,,43,64
0,control_change,,0,0,14,,,,,,,,,,,,,,,13,11,127,,
0,program_change,,0,0,13,,,,,,,,,,,,,,48,12,,,,
0,control_change,,0,0,13,,,,,,,,,,,,,,,12,10,80,,
0,control_change,,0,0,13,,,,,,,,,,,,,,,12,7,96,,
0,control_change,,0,0,13,,,,,,,,,,,,,,,12,11,127,,
0,program_change,,0,0,8,,,,,,,,,,,,,,73,6,,,,
0,control_change,,0,0,8,,,,,,,,,,,,,,,6,10,96,,
0,control_change,,0,0,8,,,,,,,,,,,,,,,6,11,127,,
0,midi_port,,0,1,8,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,8,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,14,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,14,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,14,,,,,,,,,,,,,,48,13,,,,
0,control_change,,0,0,12,,,,,,,,,,,,,,,11,11,127,,
0,control_change,,0,0,12,,,,,,,,,,,,,,,11,7,96,,
0,control_change,,0,0,12,,,,,,,,,,,,,,,11,10,24,,
0,program_change,,0,0,12,,,,,,,,,,,,,,48,11,,,,
0,midi_port,,0,1,12,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,9,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,9,,,,,,,0,,,,,,,,,,,,
0,control_change,,0,0,9,,,,,,,,,,,,,,,7,11,127,,
0,control_change,,0,0,9,,,,,,,,,,,,,,,7,10,48,,
0,program_change,,0,0,9,,,,,,,,,,,,,,70,7,,,,
0,track_name,,0,1,12,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,14,,,,,,,,,,,,,,,13,10,96,,
0,control_change,,0,0,14,,,,,,,,,,,,,,,13,7,96,,
0,midi_port,,0,1,7,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,7,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,13,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,6,,,,,,,,,,,,,,,1,7,64,,
0,end_of_track,,0,1,2,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,3,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,3,,,,,,,0,,,,,,,,,,,,
0,end_of_track,,0,1,3,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,4,,,,,,,0,,,,,,,,,,,,
0,end_of_track,,0,1,4,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,2,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,5,,,,,,,,,,,,,,,,,,,
0,program_change,,0,0,5,,,,,,,,,,,,,,68,0,,,,
0,control_change,,0,0,5,,,,,,,,,,,,,,,0,10,70,,
0,control_change,,0,0,5,,,,,,,,,,,,,,,0,7,64,,
0,control_change,,0,0,5,,,,,,,,,,,,,,,0,11,127,,
0,note_on,,0,0,6,,,,,,,,,,,,,,,1,,,43,64
0,control_change,,0,0,6,,,,,,,,,,,,,,,1,11,127,,
0,midi_port,,0,1,5,,,,,,,0,,,,,,,,,,,,
0,end_of_track,,0,1,1,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,2,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,1,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,6,,,,,,,,,,,,,,,,,,,
0,time_signature,,0,1,0,,,,,,,,,,4,4,24,8,,,,,,
0,set_tempo,,0,1,0,,,,,,,,,600000,,,,,,,,,,
0,key_signature,,0,1,0,,,,,,,,Bb,,,,,,,,,,,
0,midi_port,,0,1,0,,,,,,,0,,,,,,,,,,,,
0,smpte_offset,,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,
0,instrument_name,,0,1,0,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,0,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,6,,,,,,,0,,,,,,,,,,,,
0,midi_port,,0,1,1,,,,,,,0,,,,,,,,,,,,
0,control_change,,0,0,6,,,,,,,,,,,,,,,1,10,65,,
0,program_change,,0,0,6,,,,,,,,,,,,,,70,1,,,,
59,note_on,,59,0,14,,,,,,,,,,,,,,,13,,,43,0
59,note_on,,59,0,15,,,,,,,,,,,,,,,14,,,43,0
59,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,43,0
60,note_on,,1,0,15,,,,,,,,,,,,,,,14,,,55,64
60,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,55,64
60,note_on,,1,0,14,,,,,,,,,,,,,,,13,,,55,64
119,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,55,0
119,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,70,0
119,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,55,0
119,note_on,,59,0,15,,,,,,,,,,,,,,,14,,,62,0
119,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,67,0
119,note_on,,59,0,14,,,,,,,,,,,,,,,13,,,55,0
120,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,54,64
120,note_on,,1,0,15,,,,,,,,,,,,,,,14,,,54,64
120,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,69,64
120,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,62,64
120,note_on,,1,0,14,,,,,,,,,,,,,,,13,,,54,64
179,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,69,0
179,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,54,0
179,note_on,,59,0,14,,,,,,,,,,,,,,,13,,,54,0
179,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,62,0
179,note_on,,59,0,15,,,,,,,,,,,,,,,14,,,54,0
180,note_on,,1,0,15,,,,,,,,,,,,,,,14,,,69,64
180,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,50,64
180,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,74,64
180,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,66,64
180,note_on,,1,0,14,,,,,,,,,,,,,,,13,,,50,64
180,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,50,64
180,note_on,,180,0,7,,,,,,,,,,,,,,,5,,,74,78
180,note_on,,180,0,5,,,,,,,,,,,,,,,0,,,74,64
239,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,50,0
239,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,66,0
239,note_on,,59,0,14,,,,,,,,,,,,,,,13,,,50,0
239,note_on,,59,0,15,,,,,,,,,,,,,,,14,,,69,0
239,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,50,0
239,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,74,0
239,note_on,,59,0,7,,,,,,,,,,,,,,,5,,,74,0
239,note_on,,59,0,5,,,,,,,,,,,,,,,0,,,74,0
240,note_on,,1,0,14,,,,,,,,,,,,,,,13,,,51,64
240,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,63,64
240,note_on,,1,0,15,,,,,,,,,,,,,,,14,,,51,64
240,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,67,64
240,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,58,64
240,note_on,,1,0,7,,,,,,,,,,,,,,,5,,,67,78
240,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,51,64
240,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,67,64
299,note_on,,59,0,14,,,,,,,,,,,,,,,13,,,51,0
299,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,58,0
299,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,63,0
299,note_on,,59,0,15,,,,,,,,,,,,,,,14,,,51,0
299,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,51,0
300,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,55,64
300,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,62,64
300,note_on,,1,0,15,,,,,,,,,,,,,,,14,,,46,64
300,note_on,,1,0,14,,,,,,,,,,,,,,,13,,,46,64
300,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,46,64
359,note_on,,119,0,5,,,,,,,,,,,,,,,0,,,67,0
359,note_on,,119,0,7,,,,,,,,,,,,,,,5,,,67,0
359,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,55,0
359,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,46,0
359,note_on,,59,0,15,,,,,,,,,,,,,,,14,,,67,0
359,note_on,,0,0,15,,,,,,,,,,,,,,,14,,,62,0
359,note_on,,59,0,14,,,,,,,,,,,,,,,13,,,46,0
359,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,46,0
360,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,48,64
360,note_on,,1,0,7,,,,,,,,,,,,,,,5,,,69,78
360,note_on,,1,0,14,,,,,,,,,,,,,,,13,,,48,64
