tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,0,10,97,,
0,track_name,0,1,2,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,0,1,,,,
0,control_change,0,0,2,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,1,10,97,,
0,track_name,0,1,3,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,0,0,,,,
0,program_change,0,0,3,,,,,,,0,2,,,,
0,control_change,0,0,3,,,,,,,,2,10,30,,
0,note_on,0,0,3,,,,,,,,2,,,26,101
0,note_on,0,0,3,,,,,,,,2,,,38,101
0,track_name,0,1,4,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,0,3,,,,
0,control_change,0,0,4,,,,,,,,3,7,127,,
0,control_change,0,0,4,,,,,,,,3,10,30,,
0,control_change,0,0,3,,,,,,,,2,7,127,,
0,track_name,0,1,1,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,F,,,,,,,
0,set_tempo,0,1,0,,,,,,555556,,,,,,
0,marker,0,1,0,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,
120,note_on,120,0,1,,,,,,,,0,,,50,75
240,note_on,0,0,1,,,,,,,,0,,,52,75
240,note_on,120,0,1,,,,,,,,0,,,50,0
360,note_on,120,0,1,,,,,,,,0,,,52,0
360,note_on,0,0,1,,,,,,,,0,,,53,75
480,note_on,0,0,1,,,,,,,,0,,,55,75
480,note_on,120,0,1,,,,,,,,0,,,53,0
600,note_on,0,0,1,,,,,,,,0,,,57,75
600,note_on,120,0,1,,,,,,,,0,,,55,0
720,note_on,120,0,1,,,,,,,,0,,,57,0
720,note_on,0,0,1,,,,,,,,0,,,59,88
840,note_on,0,0,1,,,,,,,,0,,,61,88
840,note_on,120,0,1,,,,,,,,0,,,59,0
960,note_on,0,0,1,,,,,,,,0,,,62,88
960,note_on,120,0,1,,,,,,,,0,,,61,0
1080,note_on,120,0,1,,,,,,,,0,,,62,0
1080,note_on,0,0,1,,,,,,,,0,,,64,88
1200,note_on,120,0,1,,,,,,,,0,,,64,0
1200,note_on,0,0,1,,,,,,,,0,,,65,88
1320,note_on,120,0,1,,,,,,,,0,,,65,0
1320,note_on,0,0,1,,,,,,,,0,,,67,88
1440,note_on,0,0,1,,,,,,,,0,,,69,101
1440,note_on,120,0,1,,,,,,,,0,,,67,0
1560,note_on,0,0,1,,,,,,,,0,,,64,101
1560,note_on,120,0,1,,,,,,,,0,,,69,0
1680,note_on,0,0,1,,,,,,,,0,,,65,101
1680,note_on,120,0,1,,,,,,,,0,,,64,0
1800,note_on,0,0,1,,,,,,,,0,,,61,101
1800,note_on,120,0,1,,,,,,,,0,,,65,0
1920,control_change,0,0,1,,,,,,,,0,64,127,,
1920,note_on,120,0,1,,,,,,,,0,,,61,0
1920,note_on,0,0,1,,,,,,,,0,,,62,75
2040,note_on,120,0,1,,,,,,,,0,,,62,0
2040,note_on,0,0,1,,,,,,,,0,,,65,75
2160,note_on,120,0,1,,,,,,,,0,,,65,0
2160,note_on,0,0,1,,,,,,,,0,,,69,75
2280,note_on,120,0,1,,,,,,,,0,,,69,0
2280,note_on,0,0,1,,,,,,,,0,,,74,88
2280,control_change,0,0,1,,,,,,,,0,64,0,,
2400,control_change,0,0,1,,,,,,,,0,64,127,,
2400,note_on,0,0,1,,,,,,,,0,,,64,88
2400,note_on,120,0,1,,,,,,,,0,,,74,0
2520,note_on,120,0,1,,,,,,,,0,,,64,0
2520,note_on,0,0,1,,,,,,,,0,,,67,88
2640,note_on,120,0,1,,,,,,,,0,,,67,0
2640,note_on,0,0,1,,,,,,,,0,,,76,101
2760,control_change,0,0,1,,,,,,,,0,64,0,,
2760,note_on,0,0,1,,,,,,,,0,,,73,101
2760,note_on,120,0,1,,,,,,,,0,,,76,0
2880,note_on,0,0,1,,,,,,,,0,,,74,75
2880,note_on,120,0,1,,,,,,,,0,,,73,0
2880,control_change,0,0,1,,,,,,,,0,64,127,,
3000,note_on,0,0,1,,,,,,,,0,,,69,75
3000,note_on,120,0,1,,,,,,,,0,,,74,0
3120,note_on,0,0,1,,,,,,,,0,,,77,88
3120,note_on,120,0,1,,,,,,,,0,,,69,0
