tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,channel_prefix,0,1,3,,,,,,,,1,,,,,
0,control_change,0,0,3,,,,,,,,1,7,127,,,
0,control_change,0,0,3,,,,,,,,1,10,64,,,
0,control_change,0,0,3,,,,,,,,1,91,127,,,
0,program_change,0,0,3,,,,,,,,1,,,48,,
0,program_change,0,0,13,,,,,,,,12,,,50,,
0,control_change,0,0,13,,,,,,,,12,91,127,,,
0,midi_port,0,1,14,,,,,,,0,,,,,,
0,control_change,0,0,13,,,,,,,,12,10,95,,,
0,channel_prefix,0,1,13,,,,,,,,12,,,,,
0,midi_port,0,1,13,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,channel_prefix,0,1,4,,,,,,,,2,,,,,
0,control_change,0,0,4,,,,,,,,2,7,127,,,
0,control_change,0,0,4,,,,,,,,2,10,64,,,
0,control_change,0,0,4,,,,,,,,2,91,127,,,
0,program_change,0,0,4,,,,,,,,2,,,40,,
0,control_change,0,0,13,,,,,,,,12,7,127,,,
0,program_change,0,0,12,,,,,,,,11,,,50,,
0,channel_prefix,0,1,14,,,,,,,,13,,,,,
0,control_change,0,0,14,,,,,,,,13,10,127,,,
0,channel_prefix,0,1,1,,,,,,,,0,,,,,
0,control_change,0,0,1,,,,,,,,0,7,127,,,
0,control_change,0,0,1,,,,,,,,0,10,6,,,
0,control_change,0,0,1,,,,,,,,0,91,127,,,
0,program_change,0,0,1,,,,,,,,0,,,6,,
0,program_change,0,0,15,,,,,,,,14,,,32,,
0,control_change,0,0,15,,,,,,,,14,91,127,,,
0,control_change,0,0,15,,,,,,,,14,10,6,,,
0,control_change,0,0,15,,,,,,,,14,7,127,,,
0,control_change,0,0,14,,,,,,,,13,7,127,,,
0,channel_prefix,0,1,15,,,,,,,,14,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,channel_prefix,0,1,2,,,,,,,,0,,,,,
0,control_change,0,0,2,,,,,,,,0,7,127,,,
0,control_change,0,0,2,,,,,,,,0,10,6,,,
0,control_change,0,0,2,,,,,,,,0,91,127,,,
0,program_change,0,0,2,,,,,,,,0,,,6,,
0,program_change,0,0,14,,,,,,,,13,,,50,,
0,control_change,0,0,14,,,,,,,,13,91,127,,,
0,midi_port,0,1,15,,,,,,,0,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,control_change,0,0,12,,,,,,,,11,91,127,,,
0,control_change,0,0,12,,,,,,,,11,7,127,,,
0,control_change,0,0,6,,,,,,,,4,7,127,,,
0,control_change,0,0,6,,,,,,,,4,10,32,,,
0,control_change,0,0,6,,,,,,,,4,91,127,,,
0,program_change,0,0,6,,,,,,,,4,,,48,,
0,program_change,0,0,9,,,,,,,,7,,,48,,
0,control_change,0,0,9,,,,,,,,7,91,127,,,
0,control_change,0,0,9,,,,,,,,7,10,127,,,
0,control_change,0,0,9,,,,,,,,7,7,127,,,
0,channel_prefix,0,1,9,,,,,,,,7,,,,,
0,channel_prefix,0,1,6,,,,,,,,4,,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,
0,channel_prefix,0,1,7,,,,,,,,5,,,,,
0,control_change,0,0,7,,,,,,,,5,7,127,,,
0,control_change,0,0,7,,,,,,,,5,10,63,,,
0,control_change,0,0,7,,,,,,,,5,91,127,,,
0,program_change,0,0,7,,,,,,,,5,,,48,,
0,program_change,0,0,8,,,,,,,,6,,,48,,
0,control_change,0,0,8,,,,,,,,6,91,127,,,
0,control_change,0,0,8,,,,,,,,6,10,95,,,
0,control_change,0,0,8,,,,,,,,6,7,127,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,control_change,0,0,12,,,,,,,,11,10,63,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,channel_prefix,0,1,10,,,,,,,,8,,,,,
0,channel_prefix,0,1,12,,,,,,,,11,,,,,
0,midi_port,0,1,12,,,,,,,0,,,,,,
0,channel_prefix,0,1,8,,,,,,,,6,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,channel_prefix,0,1,5,,,,,,,,3,,,,,
0,control_change,0,0,5,,,,,,,,3,7,127,,,
0,control_change,0,0,5,,,,,,,,3,10,1,,,
0,control_change,0,0,5,,,,,,,,3,91,127,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,
0,program_change,0,0,5,,,,,,,,3,,,48,,
0,control_change,0,0,11,,,,,,,,10,91,127,,,
0,control_change,0,0,11,,,,,,,,10,10,32,,,
0,control_change,0,0,11,,,,,,,,10,7,127,,,
0,channel_prefix,0,1,11,,,,,,,,10,,,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,
0,program_change,0,0,10,,,,,,,,8,,,50,,
0,control_change,0,0,10,,,,,,,,8,91,127,,,
0,control_change,0,0,10,,,,,,,,8,10,1,,,
0,control_change,0,0,10,,,,,,,,8,7,127,,,
0,program_change,0,0,11,,,,,,,,10,,,50,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,500000,,,,,,,,,,,,
0,time_signature,0,1,0,,4,4,24,8,,,,,,,,
0,key_signature,0,1,0,,,,,,F,,,,,,,
120,note_on,120,0,15,,,,,,,,14,,,,41,60
120,note_on,120,0,11,,,,,,,,10,,,,77,75
120,note_on,120,0,12,,,,,,,,11,,,,69,75
120,note_on,0,0,10,,,,,,,,8,,,,81,75
120,note_on,120,0,10,,,,,,,,8,,,,69,75
120,note_on,120,0,5,,,,,,,,3,,,,69,92
120,note_on,120,0,14,,,,,,,,13,,,,41,75
120,note_on,0,0,5,,,,,,,,3,,,,81,92
120,note_on,120,0,13,,,,,,,,12,,,,53,75
120,set_tempo,120,1,0,500000,,,,,,,,,,,,
120,note_on,120,0,7,,,,,,,,5,,,,69,92
120,note_on,120,0,9,,,,,,,,7,,,,41,92
