tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,time_signature,3,4,96,8,0,1,0,,,,,,,,,
0,control_change,,,,,0,0,3,,,7,100,0,,,,
0,control_change,,,,,0,0,3,,,0,0,0,,,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,end_of_track,,,,,0,1,2,,,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,end_of_track,,,,,0,1,1,,,,,,,,,
0,control_change,,,,,0,0,3,,,91,107,0,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,control_change,,,,,0,0,6,,,91,107,0,,,,
0,key_signature,,,,,0,1,6,,,,,,,Dm,,
0,key_signature,,,,,0,1,8,,,,,,,Dm,,
0,track_name,,,,,0,1,9,,,,,,,,,
0,control_change,,,,,0,0,9,,,0,0,2,,,,
0,program_change,,,,,0,0,9,,,,,2,49,,,
0,control_change,,,,,0,0,6,,,7,100,0,,,,
0,program_change,,,,,0,0,3,,,,,0,40,,,
0,key_signature,,,,,0,1,3,,,,,,,Dm,,
0,end_of_track,,,,,0,1,3,,,,,,,,,
0,track_name,,,,,0,1,6,,,,,,,,,
0,end_of_track,,,,,0,1,5,,,,,,,,,
0,key_signature,,,,,0,1,5,,,,,,,Dm,,
0,control_change,,,,,0,0,5,,,91,107,0,,,,
0,control_change,,,,,0,0,5,,,7,100,0,,,,
0,program_change,,,,,0,0,5,,,,,0,40,,,
0,control_change,,,,,0,0,5,,,0,0,0,,,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,end_of_track,,,,,0,1,4,,,,,,,,,
0,key_signature,,,,,0,1,4,,,,,,,Dm,,
0,control_change,,,,,0,0,4,,,91,107,0,,,,
0,control_change,,,,,0,0,4,,,7,100,0,,,,
0,program_change,,,,,0,0,4,,,,,0,40,,,
0,control_change,,,,,0,0,4,,,0,0,0,,,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,control_change,,,,,0,0,9,,,7,96,2,,,,
0,control_change,,,,,0,0,9,,,10,36,2,,,,
0,control_change,,,,,0,0,9,,,91,108,2,,,,
0,key_signature,,,,,0,1,9,,,,,,,Dm,,
0,track_name,,,,,0,1,10,,,,,,,,,
0,control_change,,,,,0,0,10,,,0,0,3,,,,
0,program_change,,,,,0,0,10,,,,,3,49,,,
0,control_change,,,,,0,0,10,,,7,92,3,,,,
0,control_change,,,,,0,0,10,,,91,108,3,,,,
0,key_signature,,,,,0,1,10,,,,,,,Dm,,
0,track_name,,,,,0,1,7,,,,,,,,,
0,control_change,,,,,0,0,7,,,0,0,0,,,,
0,program_change,,,,,0,0,7,,,,,0,40,,,
0,control_change,,,,,0,0,7,,,7,100,0,,,,
0,control_change,,,,,0,0,7,,,91,107,0,,,,
0,key_signature,,,,,0,1,7,,,,,,,Dm,,
0,set_tempo,,,,,0,1,0,,1333333,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 119, 14, 1)",,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,,
0,track_name,,,,,0,1,8,,,,,,,,,
0,control_change,,,,,0,0,6,,,0,0,0,,,,
