tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,time_signature,3,4,96,8,0,1,0,,,,,,,,,
0,key_signature,,,,,0,1,5,,,,,,,Em,,
0,end_of_track,,,,,0,1,5,,,,,,,,,
0,track_name,,,,,0,1,6,,,,,,,,,
0,control_change,,,,,0,0,6,,,0,0,0,,,,
0,program_change,,,,,0,0,6,,,,,0,48,,,
0,control_change,,,,,0,0,6,,,7,100,0,,,,
0,control_change,,,,,0,0,6,,,10,46,0,,,,
0,control_change,,,,,0,0,6,,,91,64,0,,,,
0,key_signature,,,,,0,1,6,,,,,,,Em,,
0,end_of_track,,,,,0,1,6,,,,,,,,,
0,track_name,,,,,0,1,7,,,,,,,,,
0,control_change,,,,,0,0,7,,,0,0,0,,,,
0,program_change,,,,,0,0,7,,,,,0,48,,,
0,control_change,,,,,0,0,7,,,7,100,0,,,,
0,control_change,,,,,0,0,7,,,10,46,0,,,,
0,control_change,,,,,0,0,5,,,91,64,0,,,,
0,control_change,,,,,0,0,5,,,10,46,0,,,,
0,control_change,,,,,0,0,5,,,7,100,0,,,,
0,program_change,,,,,0,0,5,,,,,0,48,,,
0,control_change,,,,,0,0,3,,,7,100,0,,,,
0,control_change,,,,,0,0,3,,,10,46,0,,,,
0,control_change,,,,,0,0,3,,,91,64,0,,,,
0,program_change,,,,,0,0,3,,,,,0,48,,,
0,key_signature,,,,,0,1,3,,,,,,,Em,,
0,end_of_track,,,,,0,1,3,,,,,,,,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,control_change,,,,,0,0,7,,,91,64,0,,,,
0,control_change,,,,,0,0,4,,,0,0,0,,,,
0,control_change,,,,,0,0,4,,,7,100,0,,,,
0,control_change,,,,,0,0,4,,,10,46,0,,,,
0,control_change,,,,,0,0,4,,,91,64,0,,,,
0,key_signature,,,,,0,1,4,,,,,,,Em,,
0,end_of_track,,,,,0,1,4,,,,,,,,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,control_change,,,,,0,0,5,,,0,0,0,,,,
0,program_change,,,,,0,0,4,,,,,0,48,,,
0,control_change,,,,,0,0,9,,,0,0,1,,,,
0,end_of_track,,,,,0,1,7,,,,,,,,,
0,track_name,,,,,0,1,8,,,,,,,,,
0,program_change,,,,,0,0,11,,,,,3,48,,,
0,control_change,,,,,0,0,11,,,0,0,3,,,,
0,track_name,,,,,0,1,11,,,,,,,,,
0,note_on,,,,,0,0,10,,,,,2,,,67,85
0,key_signature,,,,,0,1,10,,,,,,,Em,,
0,control_change,,,,,0,0,10,,,91,65,2,,,,
0,control_change,,,,,0,0,10,,,7,95,2,,,,
0,control_change,,,,,0,0,11,,,7,82,3,,,,
