tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,time_signature,0,1,3,,,3,4,24,8,,,,,,,
0,key_signature,0,1,3,,A,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,0,10,64,,
0,control_change,0,0,3,,,,,,,,,0,7,127,,
0,program_change,0,0,3,,,,,,,,48,0,,,,
0,program_change,0,0,3,,,,,,,,48,0,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,time_signature,0,1,7,,,3,4,24,8,,,,,,,
0,time_signature,0,1,2,,,3,4,24,8,,,,,,,
0,key_signature,0,1,2,,A,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,,6,10,64,,
0,control_change,0,0,2,,,,,,,,,6,7,127,,
0,program_change,0,0,2,,,,,,,,6,6,,,,
0,program_change,0,0,2,,,,,,,,6,6,,,,
0,program_change,0,0,4,,,,,,,,48,3,,,,
0,program_change,0,0,4,,,,,,,,48,3,,,,
0,control_change,0,0,4,,,,,,,,,3,7,127,,
0,control_change,0,0,4,,,,,,,,,3,10,64,,
0,control_change,0,0,7,,,,,,,,,9,10,64,,
0,control_change,0,0,7,,,,,,,,,9,7,127,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,
0,time_signature,0,1,6,,,3,4,24,8,,,,,,,
0,control_change,0,0,6,,,,,,,,,8,10,64,,
0,control_change,0,0,6,,,,,,,,,8,7,127,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,,
0,time_signature,0,1,5,,,3,4,24,8,,,,,,,
0,control_change,0,0,5,,,,,,,,,7,10,64,,
0,control_change,0,0,5,,,,,,,,,7,7,127,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,time_signature,0,1,4,,,3,4,24,8,,,,,,,
0,key_signature,0,1,4,,A,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,1,,,3,4,24,8,,,,,,,
0,key_signature,0,1,1,,A,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,5,10,64,,
0,program_change,0,0,1,,,,,,,,6,5,,,,
0,program_change,0,0,1,,,,,,,,6,5,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,time_signature,0,1,0,,,3,4,24,8,,,,,,,
0,key_signature,0,1,0,,A,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,5,7,127,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,1333333,,,,,,,,,,,,
576,note_on,576,0,2,,,,,,,,,6,,,61,110
576,note_on,576,0,1,,,,,,,,,5,,,76,110
622,note_on,46,0,2,,,,,,,,,6,,,61,0
622,note_on,46,0,1,,,,,,,,,5,,,76,0
624,note_on,2,0,2,,,,,,,,,6,,,62,110
624,note_on,2,0,1,,,,,,,,,5,,,78,110
670,note_on,46,0,2,,,,,,,,,6,,,62,0
670,note_on,46,0,1,,,,,,,,,5,,,78,0
672,note_on,2,0,2,,,,,,,,,6,,,61,110
672,note_on,2,0,1,,,,,,,,,5,,,76,110
718,note_on,46,0,1,,,,,,,,,5,,,76,0
718,note_on,46,0,2,,,,,,,,,6,,,61,0
720,note_on,2,0,2,,,,,,,,,6,,,59,110
720,note_on,2,0,1,,,,,,,,,5,,,74,110
766,note_on,46,0,2,,,,,,,,,6,,,59,0
766,note_on,46,0,1,,,,,,,,,5,,,74,0
768,note_on,2,0,2,,,,,,,,,6,,,61,110
768,note_on,2,0,1,,,,,,,,,5,,,76,110
862,note_on,94,0,2,,,,,,,,,6,,,61,0
864,note_on,0,0,4,,,,,,,,,3,,,57,75
864,note_on,0,0,3,,,,,,,,,0,,,69,75
864,note_on,2,0,2,,,,,,,,,6,,,57,110
864,control_change,864,0,3,,,,,,,,,0,10,0,,
864,control_change,864,0,4,,,,,,,,,3,10,0,,
928,note_on,160,0,1,,,,,,,,,5,,,76,0
958,note_on,94,0,2,,,,,,,,,6,,,57,0
958,note_on,94,0,3,,,,,,,,,0,,,69,0
958,note_on,94,0,4,,,,,,,,,3,,,57,0
960,note_on,2,0,2,,,,,,,,,6,,,45,110
960,note_on,2,0,4,,,,,,,,,3,,,45,75
960,note_on,2,0,3,,,,,,,,,0,,,57,75
1054,note_on,94,0,2,,,,,,,,,6,,,45,0
1056,note_on,2,0,2,,,,,,,,,6,,,62,110
1056,note_on,128,0,1,,,,,,,,,5,,,78,110
1120,note_on,160,0,4,,,,,,,,,3,,,45,0
1120,note_on,160,0,3,,,,,,,,,0,,,57,0
