tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,note,velocity
0,time_signature,3,4,24,8,0,1,0,,,,,,
0,program_change,,,,,0,0,4,,,68,12,,
0,track_name,,,,,0,1,4,,,,,,
0,track_name,,,,,0,1,6,,,,,,
0,program_change,,,,,0,0,6,,,6,1,,
0,program_change,,,,,0,0,5,,,42,3,,
0,program_change,,,,,0,0,3,,,66,6,,
0,track_name,,,,,0,1,3,,,,,,
0,track_name,,,,,0,1,5,,,,,,
0,track_name,,,,,0,1,2,,,,,,
0,program_change,,,,,0,0,1,,,0,0,,
0,program_change,,,,,0,0,2,,,71,2,,
0,key_signature,,,,,0,1,0,C,,,,,
0,set_tempo,,,,,0,1,0,,923076,,,,
0,track_name,,,,,0,1,1,,,,,,
3072,note_on,,,,,3072,0,4,,,,12,72,127
3072,note_on,,,,,3072,0,6,,,,1,48,114
3072,note_on,,,,,0,0,6,,,,1,52,114
3072,note_on,,,,,0,0,6,,,,1,55,114
3072,note_on,,,,,0,0,6,,,,1,60,114
3072,note_on,,,,,3072,0,5,,,,3,48,114
3584,note_on,,,,,512,0,6,,,,1,64,114
3584,note_on,,,,,0,0,6,,,,1,67,114
3584,note_on,,,,,3584,0,3,,,,6,64,88
3584,note_off,,,,,512,0,4,,,,12,72,0
3584,note_on,,,,,0,0,4,,,,12,67,127
3584,note_on,,,,,3584,0,2,,,,2,67,88
4096,note_on,,,,,0,0,6,,,,1,60,114
4096,note_off,,,,,512,0,4,,,,12,67,0
4096,note_on,,,,,0,0,4,,,,12,67,127
4096,note_off,,,,,512,0,6,,,,1,64,0
4096,note_off,,,,,0,0,6,,,,1,67,0
4096,note_on,,,,,0,0,6,,,,1,64,114
4096,note_on,,,,,0,0,6,,,,1,67,114
4096,note_off,,,,,0,0,6,,,,1,48,0
4096,note_off,,,,,0,0,6,,,,1,52,0
4096,note_off,,,,,0,0,6,,,,1,60,0
4096,note_on,,,,,0,0,6,,,,1,48,114
4096,note_off,,,,,1024,0,5,,,,3,48,0
4096,note_on,,,,,0,0,5,,,,3,48,114
4096,note_on,,,,,0,0,2,,,,2,67,88
4096,note_off,,,,,512,0,2,,,,2,67,0
4096,note_off,,,,,0,0,6,,,,1,55,0
4096,note_off,,,,,512,0,3,,,,6,64,0
4096,note_on,,,,,0,0,3,,,,6,64,88
4608,note_off,,,,,0,0,6,,,,1,48,0
4608,note_off,,,,,0,0,6,,,,1,60,0
4608,note_off,,,,,512,0,6,,,,1,64,0
4608,note_off,,,,,0,0,6,,,,1,67,0
4608,note_on,,,,,0,0,6,,,,1,65,114
4608,note_on,,,,,0,0,2,,,,2,72,88
4608,note_on,,,,,0,0,6,,,,1,67,114
4608,note_on,,,,,0,0,6,,,,1,72,114
4608,note_on,,,,,0,0,3,,,,6,67,88
4608,note_off,,,,,512,0,2,,,,2,67,0
4608,note_on,,,,,0,0,5,,,,3,50,114
4608,note_on,,,,,0,0,4,,,,12,72,127
4608,note_off,,,,,512,0,4,,,,12,67,0
4608,note_on,,,,,0,0,6,,,,1,50,114
4608,note_off,,,,,512,0,5,,,,3,48,0
4608,note_off,,,,,512,0,3,,,,6,64,0
5120,note_off,,,,,512,0,4,,,,12,72,0
5120,note_on,,,,,0,0,6,,,,1,60,114
5120,note_on,,,,,0,0,6,,,,1,52,114
5120,note_on,,,,,0,0,4,,,,12,72,127
5120,note_off,,,,,0,0,6,,,,1,50,0
5120,note_off,,,,,0,0,6,,,,1,72,0
5120,note_off,,,,,512,0,2,,,,2,72,0
5120,note_on,,,,,0,0,2,,,,2,72,88
5120,note_on,,,,,0,0,3,,,,6,67,88
5120,note_off,,,,,512,0,6,,,,1,65,0
5120,note_off,,,,,0,0,6,,,,1,67,0
5120,note_on,,,,,0,0,5,,,,3,52,114
5120,note_off,,,,,512,0,5,,,,3,50,0
5120,note_on,,,,,0,0,6,,,,1,72,114
5120,note_off,,,,,512,0,3,,,,6,67,0
5120,note_on,,,,,0,0,6,,,,1,67,114
5632,note_off,,,,,0,0,6,,,,1,72,0
5632,note_off,,,,,512,0,2,,,,2,72,0
5632,note_on,,,,,0,0,6,,,,1,48,114
5632,note_on,,,,,0,0,5,,,,3,48,114
5632,note_off,,,,,512,0,5,,,,3,52,0
5632,note_off,,,,,0,0,6,,,,1,60,0
5632,note_on,,,,,0,0,6,,,,1,67,114
5632,note_on,,,,,0,0,6,,,,1,76,114
5632,note_off,,,,,0,0,6,,,,1,52,0
5632,note_on,,,,,0,0,4,,,,12,76,127
5632,note_on,,,,,0,0,6,,,,1,72,114
5632,note_off,,,,,512,0,3,,,,6,67,0
5632,note_on,,,,,0,0,2,,,,2,76,88
5632,note_off,,,,,512,0,6,,,,1,67,0
