tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,
0,track_name,,,,,0,1,4,,,,,,
0,program_change,,,,,0,0,4,,,68,12,,
0,track_name,,,,,0,1,5,,,,,,
0,program_change,,,,,0,0,5,,,42,3,,
0,track_name,,,,,0,1,6,,,,,,
0,program_change,,,,,0,0,6,,,6,1,,
0,program_change,,,,,0,0,3,,,66,6,,
0,program_change,,,,,0,0,2,,,71,2,,
0,track_name,,,,,0,1,2,,,,,,
0,program_change,,,,,0,0,1,,,90,0,,
0,track_name,,,,,0,1,1,,,,,,
0,track_name,,,,,0,1,3,,,,,,
0,key_signature,,,,,0,1,0,C,,,,,
0,set_tempo,,,,,0,1,0,,625000,,,,
3584,note_on,,,,,3584,0,2,,,,2,69,127
3584,note_on,,,,,0,0,6,,,,1,69,117
3584,note_on,,,,,0,0,6,,,,1,64,117
3584,note_on,,,,,0,0,6,,,,1,60,117
3584,note_on,,,,,3584,0,6,,,,1,57,117
3584,note_on,,,,,0,0,6,,,,1,45,101
3584,note_on,,,,,3584,0,5,,,,3,45,101
3584,note_on,,,,,3584,0,3,,,,6,60,114
4096,note_on,,,,,0,0,6,,,,1,57,117
4096,note_off,,,,,0,0,6,,,,1,60,0
4096,note_off,,,,,512,0,6,,,,1,57,0
4096,note_on,,,,,0,0,6,,,,1,64,117
4096,note_on,,,,,0,0,6,,,,1,72,117
4096,note_on,,,,,0,0,6,,,,1,45,101
4096,note_on,,,,,0,0,5,,,,3,45,101
4096,note_on,,,,,0,0,2,,,,2,72,127
4096,note_off,,,,,512,0,2,,,,2,69,0
4096,note_off,,,,,0,0,6,,,,1,45,0
4096,note_off,,,,,512,0,3,,,,6,60,0
4096,note_on,,,,,0,0,3,,,,6,64,114
4096,note_off,,,,,512,0,5,,,,3,45,0
4096,note_off,,,,,0,0,6,,,,1,64,0
4096,note_off,,,,,0,0,6,,,,1,69,0
4266,note_on,,,,,0,0,6,,,,1,71,117
4266,note_off,,,,,170,0,6,,,,1,72,0
4267,note_on,,,,,0,0,2,,,,2,71,127
4267,note_off,,,,,171,0,2,,,,2,72,0
4437,note_off,,,,,170,0,2,,,,2,71,0
4437,note_on,,,,,171,0,6,,,,1,69,117
4437,note_off,,,,,0,0,6,,,,1,71,0
4437,note_on,,,,,0,0,2,,,,2,69,127
4608,note_off,,,,,171,0,6,,,,1,57,0
4608,note_on,,,,,0,0,5,,,,3,45,101
4608,note_off,,,,,512,0,5,,,,3,45,0
4608,note_off,,,,,0,0,6,,,,1,64,0
4608,note_on,,,,,0,0,6,,,,1,76,117
4608,note_on,,,,,0,0,6,,,,1,57,117
4608,note_off,,,,,512,0,3,,,,6,64,0
4608,note_off,,,,,0,0,6,,,,1,69,0
4608,note_on,,,,,0,0,2,,,,2,76,127
4608,note_off,,,,,171,0,2,,,,2,69,0
4608,note_off,,,,,0,0,6,,,,1,45,0
4608,note_on,,,,,0,0,6,,,,1,64,117
4608,note_on,,,,,0,0,6,,,,1,60,117
4608,note_on,,,,,0,0,6,,,,1,45,101
4778,note_off,,,,,170,0,6,,,,1,76,0
4778,note_on,,,,,0,0,6,,,,1,74,117
4779,note_on,,,,,0,0,2,,,,2,74,127
4779,note_off,,,,,171,0,2,,,,2,76,0
4949,note_on,,,,,171,0,6,,,,1,72,117
4949,note_on,,,,,0,0,2,,,,2,72,127
4949,note_off,,,,,170,0,2,,,,2,74,0
4949,note_off,,,,,0,0,6,,,,1,74,0
5120,note_on,,,,,0,0,6,,,,1,45,101
5120,note_off,,,,,0,0,6,,,,1,45,0
5120,note_on,,,,,0,0,6,,,,1,81,117
5120,note_on,,,,,0,0,6,,,,1,76,117
5120,note_off,,,,,0,0,6,,,,1,64,0
5120,note_on,,,,,0,0,5,,,,3,45,101
5120,note_on,,,,,0,0,6,,,,1,57,117
5120,note_off,,,,,0,0,6,,,,1,72,0
5120,note_off,,,,,171,0,6,,,,1,57,0
5120,note_off,,,,,512,0,5,,,,3,45,0
5120,note_on,,,,,0,0,6,,,,1,72,117
5120,note_off,,,,,0,0,6,,,,1,60,0
5120,note_on,,,,,0,0,2,,,,2,81,127
5120,note_off,,,,,171,0,2,,,,2,72,0
5120,note_on,,,,,512,0,3,,,,6,72,114
5632,note_on,,,,,0,0,6,,,,1,69,117
5632,note_on,,,,,0,0,6,,,,1,72,117
5632,note_on,,,,,0,0,5,,,,3,45,101
5632,note_on,,,,,0,0,6,,,,1,57,117
5632,note_off,,,,,0,0,6,,,,1,81,0
5632,note_off,,,,,0,0,6,,,,1,76,0
5632,note_off,,,,,512,0,6,,,,1,57,0
5632,note_on,,,,,0,0,6,,,,1,76,117
5632,note_off,,,,,512,0,3,,,,6,72,0
5632,note_on,,,,,0,0,3,,,,6,72,114
5632,note_off,,,,,512,0,2,,,,2,81,0
5632,note_on,,,,,0,0,2,,,,2,76,127
5632,note_off,,,,,0,0,6,,,,1,72,0
5632,note_off,,,,,0,0,6,,,,1,45,0
5632,note_off,,,,,512,0,5,,,,3,45,0
5632,note_on,,,,,0,0,6,,,,1,45,101
6144,note_off,,,,,512,0,6,,,,1,57,0
6144,note_off,,,,,512,0,5,,,,3,45,0
6144,note_on,,,,,0,0,2,,,,2,79,127
6144,note_off,,,,,512,0,2,,,,2,76,0
6144,note_on,,,,,0,0,3,,,,6,69,114
6144,note_on,,,,,0,0,6,,,,1,50,101
6144,note_off,,,,,0,0,6,,,,1,45,0
6144,note_off,,,,,512,0,3,,,,6,72,0
6144,note_on,,,,,0,0,6,,,,1,77,117
6144,note_on,,,,,0,0,6,,,,1,74,117
6144,note_on,,,,,0,0,6,,,,1,69,117
6144,note_on,,,,,0,0,6,,,,1,62,117
6144,note_off,,,,,0,0,6,,,,1,76,0
6144,note_off,,,,,0,0,6,,,,1,72,0
6144,note_off,,,,,0,0,6,,,,1,69,0
6144,note_on,,,,,0,0,6,,,,1,79,117
6144,note_on,,,,,0,0,5,,,,3,50,101
6212,note_off,,,,,68,0,6,,,,1,79,0
6229,note_on,,,,,17,0,6,,,,1,77,117
6272,note_off,,,,,128,0,2,,,,2,79,0
6272,note_on,,,,,0,0,2,,,,2,77,127
6297,note_off,,,,,68,0,6,,,,1,77,0
6314,note_on,,,,,17,0,6,,,,1,79,117
6382,note_off,,,,,68,0,6,,,,1,79,0
6400,note_on,,,,,18,0,6,,,,1,77,117
6400,note_on,,,,,0,0,2,,,,2,79,127
6400,note_off,,,,,128,0,2,,,,2,77,0
6468,note_off,,,,,68,0,6,,,,1,77,0
6485,note_on,,,,,17,0,6,,,,1,79,117
6528,note_on,,,,,0,0,2,,,,2,77,127
6528,note_off,,,,,128,0,2,,,,2,79,0
6553,note_off,,,,,68,0,6,,,,1,79,0
6656,note_off,,,,,128,0,2,,,,2,77,0
6656,note_off,,,,,512,0,5,,,,3,50,0
6656,note_off,,,,,103,0,6,,,,1,62,0
6656,note_on,,,,,0,0,5,,,,3,57,101
6656,note_off,,,,,0,0,6,,,,1,69,0
6656,note_off,,,,,0,0,6,,,,1,74,0
6656,note_off,,,,,0,0,6,,,,1,77,0
6656,note_on,,,,,0,0,2,,,,2,76,127
6656,note_on,,,,,0,0,6,,,,1,57,117
6656,note_on,,,,,0,0,6,,,,1,72,117
6656,note_on,,,,,0,0,6,,,,1,76,117
6656,note_off,,,,,0,0,6,,,,1,50,0
6656,note_on,,,,,0,0,6,,,,1,57,101
6656,note_on,,,,,0,0,3,,,,6,72,114
6656,note_off,,,,,512,0,3,,,,6,69,0
6656,note_on,,,,,0,0,6,,,,1,69,117
7168,note_on,,,,,0,0,5,,,,3,60,101
7168,note_off,,,,,512,0,5,,,,3,57,0
7168,note_off,,,,,512,0,6,,,,1,57,0
7168,note_off,,,,,0,0,6,,,,1,69,0
7168,note_on,,,,,0,0,6,,,,1,60,101
7168,note_off,,,,,0,0,6,,,,1,57,0
7168,note_on,,,,,0,0,6,,,,1,64,117
7168,note_on,,,,,0,0,6,,,,1,60,117
7168,note_off,,,,,0,0,6,,,,1,76,0
7168,note_off,,,,,0,0,6,,,,1,72,0
7168,note_off,,,,,512,0,2,,,,2,76,0
7168,note_off,,,,,512,0,3,,,,6,72,0
7168,note_on,,,,,0,0,3,,,,6,69,114
7680,note_off,,,,,512,0,5,,,,3,60,0
7680,note_on,,,,,0,0,6,,,,1,57,101
7680,note_on,,,,,0,0,6,,,,1,69,117
7680,note_off,,,,,0,0,6,,,,1,60,0
7680,note_on,,,,,0,0,5,,,,3,57,101
7680,note_off,,,,,512,0,3,,,,6,69,0
7680,note_on,,,,,0,0,6,,,,1,64,117
7680,note_on,,,,,0,0,6,,,,1,60,117
7680,note_on,,,,,0,0,6,,,,1,57,117
7680,note_off,,,,,0,0,6,,,,1,64,0
7680,note_off,,,,,512,0,6,,,,1,60,0
7680,note_on,,,,,0,0,3,,,,6,64,114
7680,note_on,,,,,512,0,2,,,,2,69,127
8192,note_on,,,,,0,0,2,,,,2,72,127
8192,note_off,,,,,512,0,2,,,,2,69,0
8192,note_off,,,,,512,0,5,,,,3,57,0
8192,note_on,,,,,0,0,5,,,,3,45,101
8192,note_off,,,,,512,0,3,,,,6,64,0
8192,note_on,,,,,0,0,3,,,,6,64,114
8192,note_off,,,,,512,0,6,,,,1,57,0
8192,note_off,,,,,0,0,6,,,,1,69,0
8192,note_off,,,,,0,0,6,,,,1,64,0
8192,note_off,,,,,0,0,6,,,,1,57,0
8192,note_on,,,,,0,0,6,,,,1,57,117
8192,note_on,,,,,0,0,6,,,,1,64,117
8192,note_off,,,,,0,0,6,,,,1,60,0
8192,note_on,,,,,0,0,6,,,,1,72,117
8192,note_on,,,,,0,0,6,,,,1,45,101
8362,note_on,,,,,0,0,6,,,,1,71,117
8362,note_off,,,,,170,0,6,,,,1,72,0
8363,note_off,,,,,171,0,2,,,,2,72,0
8363,note_on,,,,,0,0,2,,,,2,71,127
8533,note_off,,,,,170,0,2,,,,2,71,0
8533,note_on,,,,,0,0,2,,,,2,69,127
8533,note_on,,,,,171,0,6,,,,1,69,117
8533,note_off,,,,,0,0,6,,,,1,71,0
8704,note_off,,,,,0,0,6,,,,1,69,0
8704,note_on,,,,,0,0,6,,,,1,64,117
8704,note_on,,,,,0,0,6,,,,1,60,117
8704,note_on,,,,,0,0,6,,,,1,76,117
8704,note_off,,,,,0,0,6,,,,1,45,0
8704,note_on,,,,,0,0,6,,,,1,45,101
8704,note_on,,,,,0,0,6,,,,1,57,117
8704,note_off,,,,,512,0,5,,,,3,45,0
8704,note_on,,,,,0,0,5,,,,3,45,101
8704,note_off,,,,,171,0,6,,,,1,57,0
8704,note_off,,,,,512,0,3,,,,6,64,0
8704,note_off,,,,,171,0,2,,,,2,69,0
8704,note_on,,,,,0,0,2,,,,2,76,127
8704,note_off,,,,,0,0,6,,,,1,64,0
8874,note_off,,,,,170,0,6,,,,1,76,0
8874,note_on,,,,,0,0,6,,,,1,74,117
8875,note_off,,,,,171,0,2,,,,2,76,0
8875,note_on,,,,,0,0,2,,,,2,74,127
9045,note_off,,,,,0,0,6,,,,1,74,0
9045,note_on,,,,,0,0,2,,,,2,72,127
9045,note_off,,,,,170,0,2,,,,2,74,0
