tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,time_signature,3,4,96,8,0,1,0,,,,,,,,,
0,program_change,,,,,0,0,15,,,,,7,19,,,
0,control_change,,,,,0,0,15,,,0,0,7,,,,
0,track_name,,,,,0,1,15,,,,,,,,,
0,note_on,,,,,0,0,14,,,,,6,,,55,100
0,key_signature,,,,,0,1,14,,,,,,,G,,
0,control_change,,,,,0,0,14,,,91,107,6,,,,
0,control_change,,,,,0,0,14,,,10,77,6,,,,
0,control_change,,,,,0,0,14,,,7,45,6,,,,
0,program_change,,,,,0,0,14,,,,,6,6,,,
0,control_change,,,,,0,0,14,,,0,0,6,,,,
0,track_name,,,,,0,1,14,,,,,,,,,
0,control_change,,,,,0,0,9,,,0,0,2,,,,
0,note_on,,,,,0,0,13,,,,,6,,,67,100
0,note_on,,,,,0,0,13,,,,,6,,,62,100
0,note_on,,,,,0,0,13,,,,,6,,,59,100
0,key_signature,,,,,0,1,13,,,,,,,G,,
0,control_change,,,,,0,0,13,,,91,107,6,,,,
0,control_change,,,,,0,0,15,,,7,45,7,,,,
0,control_change,,,,,0,0,13,,,10,77,6,,,,
0,control_change,,,,,0,0,15,,,91,105,7,,,,
0,note_on,,,,,0,0,15,,,,,7,,,59,100
0,key_signature,,,,,0,1,6,,,,,,,G,,
0,end_of_track,,,,,0,1,6,,,,,,,,,
0,track_name,,,,,0,1,7,,,,,,,,,
0,control_change,,,,,0,0,7,,,0,0,0,,,,
0,program_change,,,,,0,0,7,,,,,0,40,,,
0,control_change,,,,,0,0,7,,,7,100,0,,,,
0,control_change,,,,,0,0,7,,,91,107,0,,,,
0,key_signature,,,,,0,1,7,,,,,,,G,,
0,note_on,,,,,0,0,16,,,,,7,,,55,100
0,key_signature,,,,,0,1,16,,,,,,,G,,
0,control_change,,,,,0,0,16,,,91,105,7,,,,
0,control_change,,,,,0,0,16,,,7,45,7,,,,
0,program_change,,,,,0,0,16,,,,,7,19,,,
0,control_change,,,,,0,0,16,,,0,0,7,,,,
0,track_name,,,,,0,1,16,,,,,,,,,
0,note_on,,,,,0,0,15,,,,,7,,,67,100
0,note_on,,,,,0,0,15,,,,,7,,,62,100
0,key_signature,,,,,0,1,15,,,,,,,G,,
0,control_change,,,,,0,0,6,,,91,107,0,,,,
0,control_change,,,,,0,0,13,,,7,45,6,,,,
0,control_change,,,,,0,0,13,,,0,0,6,,,,
0,control_change,,,,,0,0,8,,,10,49,1,,,,
0,control_change,,,,,0,0,8,,,91,107,1,,,,
0,key_signature,,,,,0,1,8,,,,,,,G,,
0,note_on,,,,,0,0,8,,,,,1,,,71,100
0,note_on,,,,,0,0,10,,,,,3,,,59,100
0,key_signature,,,,,0,1,10,,,,,,,G,,
0,control_change,,,,,0,0,10,,,91,108,3,,,,
0,control_change,,,,,0,0,10,,,7,92,3,,,,
0,program_change,,,,,0,0,10,,,,,3,48,,,
0,control_change,,,,,0,0,10,,,0,0,3,,,,
0,track_name,,,,,0,1,10,,,,,,,,,
0,note_on,,,,,0,0,9,,,,,2,,,74,100
0,key_signature,,,,,0,1,9,,,,,,,G,,
0,control_change,,,,,0,0,9,,,91,108,2,,,,
0,control_change,,,,,0,0,9,,,10,36,2,,,,
0,control_change,,,,,0,0,9,,,7,96,2,,,,
0,program_change,,,,,0,0,9,,,,,2,48,,,
0,control_change,,,,,0,0,8,,,7,104,1,,,,
0,program_change,,,,,0,0,13,,,,,6,6,,,
0,program_change,,,,,0,0,8,,,,,1,48,,,
0,track_name,,,,,0,1,8,,,,,,,,,
0,track_name,,,,,0,1,13,,,,,,,,,
0,note_on,,,,,0,0,12,,,,,5,,,43,100
0,key_signature,,,,,0,1,12,,,,,,,G,,
0,control_change,,,,,0,0,12,,,91,108,5,,,,
0,control_change,,,,,0,0,12,,,10,90,5,,,,
0,control_change,,,,,0,0,12,,,7,72,5,,,,
0,program_change,,,,,0,0,12,,,,,5,48,,,
0,control_change,,,,,0,0,12,,,0,0,5,,,,
0,track_name,,,,,0,1,12,,,,,,,,,
0,note_on,,,,,0,0,11,,,,,4,,,55,100
0,key_signature,,,,,0,1,11,,,,,,,G,,
0,control_change,,,,,0,0,11,,,91,107,4,,,,
0,control_change,,,,,0,0,11,,,10,79,4,,,,
0,control_change,,,,,0,0,11,,,7,82,4,,,,
0,program_change,,,,,0,0,11,,,,,4,48,,,
0,control_change,,,,,0,0,11,,,0,0,4,,,,
0,track_name,,,,,0,1,11,,,,,,,,,
0,control_change,,,,,0,0,8,,,0,0,1,,,,
0,control_change,,,,,0,0,6,,,7,100,0,,,,
0,track_name,,,,,0,1,9,,,,,,,,,
0,control_change,,,,,0,0,6,,,0,0,0,,,,
0,control_change,,,,,0,0,3,,,91,107,0,,,,
0,control_change,,,,,0,0,3,,,7,100,0,,,,
0,control_change,,,,,0,0,3,,,0,0,0,,,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,end_of_track,,,,,0,1,1,,,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,end_of_track,,,,,0,1,3,,,,,,,,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,control_change,,,,,0,0,4,,,0,0,0,,,,
0,program_change,,,,,0,0,4,,,,,0,40,,,
0,control_change,,,,,0,0,4,,,7,100,0,,,,
0,control_change,,,,,0,0,4,,,91,107,0,,,,
0,key_signature,,,,,0,1,4,,,,,,,G,,
0,program_change,,,,,0,0,6,,,,,0,40,,,
0,program_change,,,,,0,0,3,,,,,0,40,,,
0,key_signature,,,,,0,1,3,,,,,,,G,,
0,end_of_track,,,,,0,1,2,,,,,,,,,
0,program_change,,,,,0,0,5,,,,,0,40,,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,end_of_track,,,,,0,1,4,,,,,,,,,
0,control_change,,,,,0,0,5,,,91,107,0,,,,
0,key_signature,,,,,0,1,5,,,,,,,G,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,,
0,end_of_track,,,,,0,1,5,,,,,,,,,
