tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,time_signature,4,4,96,8,0,1,0,,,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,end_of_track,,,,,0,1,2,,,,,,,,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,control_change,,,,,0,0,3,,,0,0,0,,,,
0,control_change,,,,,0,0,3,,,7,100,0,,,,
0,control_change,,,,,0,0,3,,,91,20,0,,,,
0,program_change,,,,,0,0,3,,,,,0,6,,,
0,end_of_track,,,,,0,1,1,,,,,,,,,
0,key_signature,,,,,0,1,3,,,,,,,Dm,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,control_change,,,,,0,0,4,,,0,0,0,,,,
0,program_change,,,,,0,0,4,,,,,0,6,,,
0,control_change,,,,,0,0,4,,,7,100,0,,,,
0,control_change,,,,,0,0,4,,,91,20,0,,,,
0,key_signature,,,,,0,1,4,,,,,,,Dm,,
0,note_on,,,,,0,0,4,,,,,0,,,74,100
0,end_of_track,,,,,0,1,3,,,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,key_signature,,,,,0,1,5,,,,,,,Dm,,
0,control_change,,,,,0,0,5,,,7,100,0,,,,
0,program_change,,,,,0,0,5,,,,,0,6,,,
0,control_change,,,,,0,0,5,,,0,0,0,,,,
0,set_tempo,,,,,0,1,0,,535714,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 119, 14, 1)",,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,,
0,control_change,,,,,0,0,5,,,91,20,0,,,,
92,note_off,,,,,92,0,4,,,,,0,,,74,100
96,note_on,,,,,4,0,4,,,,,0,,,76,100
188,note_off,,,,,92,0,4,,,,,0,,,76,100
192,note_on,,,,,4,0,4,,,,,0,,,77,100
284,note_off,,,,,92,0,4,,,,,0,,,77,100
288,note_on,,,,,4,0,4,,,,,0,,,79,100
380,note_off,,,,,92,0,4,,,,,0,,,79,100
384,note_on,,,,,4,0,4,,,,,0,,,81,100
476,note_off,,,,,92,0,4,,,,,0,,,81,100
480,note_on,,,,,4,0,4,,,,,0,,,69,100
572,note_off,,,,,92,0,4,,,,,0,,,69,100
576,note_on,,,,,4,0,4,,,,,0,,,73,100
668,note_off,,,,,92,0,4,,,,,0,,,73,100
672,note_on,,,,,4,0,4,,,,,0,,,69,100
764,note_off,,,,,92,0,4,,,,,0,,,69,100
768,note_on,,,,,4,0,4,,,,,0,,,74,100
768,note_on,,,,,768,0,5,,,,,0,,,62,100
860,note_off,,,,,92,0,5,,,,,0,,,62,100
864,note_on,,,,,4,0,5,,,,,0,,,64,100
956,note_off,,,,,92,0,5,,,,,0,,,64,100
960,note_on,,,,,4,0,5,,,,,0,,,65,100
1052,note_off,,,,,92,0,5,,,,,0,,,65,100
1056,note_on,,,,,4,0,5,,,,,0,,,67,100
1148,note_off,,,,,92,0,5,,,,,0,,,67,100
1152,note_on,,,,,4,0,5,,,,,0,,,69,100
1244,note_off,,,,,92,0,5,,,,,0,,,69,100
1248,note_on,,,,,4,0,5,,,,,0,,,57,100
1340,note_off,,,,,92,0,5,,,,,0,,,57,100
1340,note_off,,,,,572,0,4,,,,,0,,,74,100
1344,note_on,,,,,4,0,5,,,,,0,,,61,100
1344,note_on,,,,,4,0,4,,,,,0,,,76,100
1436,note_off,,,,,92,0,5,,,,,0,,,61,100
1440,note_on,,,,,4,0,5,,,,,0,,,57,100
1532,note_off,,,,,92,0,5,,,,,0,,,57,100
1532,note_off,,,,,188,0,4,,,,,0,,,76,100
1536,note_on,,,,,4,0,5,,,,,0,,,62,100
1536,note_on,,,,,4,0,4,,,,,0,,,77,100
1628,note_off,,,,,92,0,4,,,,,0,,,77,100
1632,note_on,,,,,4,0,4,,,,,0,,,74,100
1724,note_off,,,,,92,0,4,,,,,0,,,74,100
1724,note_off,,,,,188,0,5,,,,,0,,,62,100
1728,note_on,,,,,4,0,4,,,,,0,,,79,100
1728,note_on,,,,,4,0,5,,,,,0,,,64,100
1820,note_off,,,,,92,0,4,,,,,0,,,79,100
1824,note_on,,,,,4,0,4,,,,,0,,,76,100
1916,note_off,,,,,92,0,4,,,,,0,,,76,100
