tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,,,,,,,0,,,,,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,7,100,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,87,59,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,7,127,,
0,program_change,0,0,1,,,,,,,,,,,,,,0,0,,,,
0,program_change,0,0,1,,,,,,,,,,,,,,0,0,,,,
0,end_of_track,0,1,2,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,0,,,,,,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,,,,,,,0,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,C,,,,,,,,
0,set_tempo,0,1,0,,,,,,,,,,,,400000,,,,,,,
0,time_signature,0,1,0,,,,,,,6,8,12,8,,,,,,,,,
96,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,127
96,note_on,0,0,1,,,,,,,,,,,,,,,0,,,66,127
96,note_on,96,0,1,,,,,,,,,,,,,,,0,,,62,127
263,note_on,167,0,1,,,,,,,,,,,,,,,0,,,66,0
263,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,0
288,note_on,25,0,1,,,,,,,,,,,,,,,0,,,64,127
288,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,127
455,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,0
455,note_on,167,0,1,,,,,,,,,,,,,,,0,,,67,0
480,note_on,25,0,1,,,,,,,,,,,,,,,0,,,66,127
480,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,127
647,note_on,167,0,1,,,,,,,,,,,,,,,0,,,69,0
647,note_on,0,0,1,,,,,,,,,,,,,,,0,,,66,0
671,note_on,24,0,1,,,,,,,,,,,,,,,0,,,74,0
672,note_on,1,0,1,,,,,,,,,,,,,,,0,,,78,127
672,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,127
839,note_on,167,0,1,,,,,,,,,,,,,,,0,,,74,0
839,note_on,0,0,1,,,,,,,,,,,,,,,0,,,78,0
864,note_on,25,0,1,,,,,,,,,,,,,,,0,,,79,127
864,note_on,0,0,1,,,,,,,,,,,,,,,0,,,76,127
1031,note_on,167,0,1,,,,,,,,,,,,,,,0,,,76,0
1031,note_on,0,0,1,,,,,,,,,,,,,,,0,,,79,0
1056,note_on,25,0,1,,,,,,,,,,,,,,,0,,,78,127
1056,note_on,0,0,1,,,,,,,,,,,,,,,0,,,81,127
1223,note_on,167,0,1,,,,,,,,,,,,,,,0,,,81,0
1223,note_on,0,0,1,,,,,,,,,,,,,,,0,,,78,0
1248,note_on,0,0,1,,,,,,,,,,,,,,,0,,,66,127
1248,note_on,25,0,1,,,,,,,,,,,,,,,0,,,74,127
1248,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,127
1415,note_on,167,0,1,,,,,,,,,,,,,,,0,,,62,0
1415,note_on,0,0,1,,,,,,,,,,,,,,,0,,,66,0
1440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,127
1440,note_on,25,0,1,,,,,,,,,,,,,,,0,,,67,127
1607,note_on,167,0,1,,,,,,,,,,,,,,,0,,,64,0
1607,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,0
1632,note_on,25,0,1,,,,,,,,,,,,,,,0,,,69,127
1632,note_on,0,0,1,,,,,,,,,,,,,,,0,,,66,127
1799,note_on,167,0,1,,,,,,,,,,,,,,,0,,,66,0
