tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
0,time_signature,3,8,12,8,0,1,0,,,,,,,
0,control_change,,,,,0,0,1,,,0,7,127,,
0,note_on,,,,,0,0,1,,,0,,,78,47
0,note_on,,,,,0,0,1,,,0,,,81,47
0,track_name,,,,,0,1,7,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,
0,end_of_track,,,,,0,1,2,,,,,,,
0,program_change,,,,,0,0,1,,0,0,,,,
0,track_name,,,,,0,1,3,,,,,,,
0,track_name,,,,,0,1,4,,,,,,,
0,end_of_track,,,,,0,1,4,,,,,,,
0,track_name,,,,,0,1,5,,,,,,,
0,end_of_track,,,,,0,1,5,,,,,,,
0,track_name,,,,,0,1,6,,,,,,,
0,end_of_track,,,,,0,1,6,,,,,,,
0,end_of_track,,,,,0,1,3,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,
0,end_of_track,,,,,0,1,7,,,,,,,
0,set_tempo,,,,,0,1,0,413793,,,,,,
0,marker,,,,,0,1,0,,,,,,,
90,note_off,,,,,0,0,1,,,0,,,78,64
90,note_off,,,,,90,0,1,,,0,,,81,64
120,note_on,,,,,0,0,1,,,0,,,78,50
120,note_on,,,,,30,0,1,,,0,,,74,47
210,note_off,,,,,90,0,1,,,0,,,78,64
210,note_off,,,,,0,0,1,,,0,,,74,64
240,note_on,,,,,30,0,1,,,0,,,69,56
240,note_on,,,,,0,0,1,,,0,,,76,50
330,note_off,,,,,0,0,1,,,0,,,69,64
330,note_off,,,,,90,0,1,,,0,,,76,64
360,note_on,,,,,30,0,1,,,0,,,66,44
360,note_on,,,,,0,0,1,,,0,,,74,44
450,note_off,,,,,90,0,1,,,0,,,74,64
450,note_off,,,,,0,0,1,,,0,,,66,64
480,note_on,,,,,30,0,1,,,0,,,66,47
480,note_on,,,,,0,0,1,,,0,,,74,47
570,note_off,,,,,90,0,1,,,0,,,74,64
570,note_off,,,,,0,0,1,,,0,,,66,64
600,note_on,,,,,30,0,1,,,0,,,69,44
600,note_on,,,,,0,0,1,,,0,,,76,39
690,note_off,,,,,0,0,1,,,0,,,69,64
690,note_off,,,,,90,0,1,,,0,,,76,64
720,note_on,,,,,0,0,1,,,0,,,74,50
720,note_on,,,,,30,0,1,,,0,,,66,44
810,note_off,,,,,0,0,1,,,0,,,66,64
810,note_off,,,,,90,0,1,,,0,,,74,64
840,note_on,,,,,0,0,1,,,0,,,74,50
840,note_on,,,,,30,0,1,,,0,,,66,38
930,note_off,,,,,0,0,1,,,0,,,66,64
930,note_off,,,,,90,0,1,,,0,,,74,64
960,note_on,,,,,0,0,1,,,0,,,76,47
960,note_on,,,,,30,0,1,,,0,,,69,34
1050,note_off,,,,,90,0,1,,,0,,,76,64
1050,note_off,,,,,0,0,1,,,0,,,69,64
1080,note_on,,,,,0,0,1,,,0,,,74,62
1080,note_on,,,,,30,0,1,,,0,,,66,38
1170,note_off,,,,,0,0,1,,,0,,,66,64
1170,note_off,,,,,90,0,1,,,0,,,74,64
1200,note_on,,,,,0,0,1,,,0,,,74,59
1200,note_on,,,,,30,0,1,,,0,,,66,40
1290,note_off,,,,,0,0,1,,,0,,,66,64
1290,note_off,,,,,90,0,1,,,0,,,74,64
1320,note_on,,,,,0,0,1,,,0,,,76,62
1320,note_on,,,,,30,0,1,,,0,,,69,44
1410,note_off,,,,,0,0,1,,,0,,,69,64
1410,note_off,,,,,90,0,1,,,0,,,76,64
1440,note_on,,,,,0,0,1,,,0,,,78,58
1440,note_on,,,,,30,0,1,,,0,,,74,50
1530,note_off,,,,,0,0,1,,,0,,,74,64
1530,note_off,,,,,90,0,1,,,0,,,78,64
1560,note_on,,,,,0,0,1,,,0,,,79,59
1560,note_on,,,,,30,0,1,,,0,,,76,52
1650,note_off,,,,,0,0,1,,,0,,,76,64
1650,note_off,,,,,90,0,1,,,0,,,79,64
1680,note_on,,,,,0,0,1,,,0,,,81,50
1680,note_on,,,,,30,0,1,,,0,,,78,24
1770,note_off,,,,,0,0,1,,,0,,,78,64
1770,note_off,,,,,90,0,1,,,0,,,81,64
1800,note_on,,,,,0,0,1,,,0,,,76,29
1800,note_on,,,,,30,0,1,,,0,,,69,59
1822,note_off,,,,,22,0,1,,,0,,,76,64
1830,note_on,,,,,8,0,1,,,0,,,78,17
1852,note_off,,,,,22,0,1,,,0,,,78,64
1860,note_on,,,,,8,0,1,,,0,,,76,29
1882,note_off,,,,,22,0,1,,,0,,,76,64
1890,note_on,,,,,8,0,1,,,0,,,78,22
1912,note_off,,,,,22,0,1,,,0,,,78,64
1920,note_on,,,,,8,0,1,,,0,,,76,15
1942,note_off,,,,,22,0,1,,,0,,,76,64
1950,note_on,,,,,8,0,1,,,0,,,78,27
1972,note_off,,,,,22,0,1,,,0,,,78,64
1980,note_on,,,,,8,0,1,,,0,,,76,13
2002,note_off,,,,,22,0,1,,,0,,,76,64
2010,note_on,,,,,8,0,1,,,0,,,78,27
2032,note_off,,,,,22,0,1,,,0,,,78,64
2040,note_on,,,,,8,0,1,,,0,,,76,26
2062,note_off,,,,,22,0,1,,,0,,,76,64
2070,note_on,,,,,8,0,1,,,0,,,78,24
2092,note_off,,,,,22,0,1,,,0,,,78,64
2100,note_on,,,,,8,0,1,,,0,,,76,14
2122,note_off,,,,,22,0,1,,,0,,,76,64
2130,note_on,,,,,8,0,1,,,0,,,78,17
2152,note_off,,,,,22,0,1,,,0,,,78,64
2160,note_on,,,,,0,0,1,,,0,,,74,50
2160,note_off,,,,,8,0,1,,,0,,,69,64
2160,note_on,,,,,0,0,1,,,0,,,78,58
2250,note_off,,,,,0,0,1,,,0,,,74,64
2250,note_off,,,,,90,0,1,,,0,,,78,64
2280,note_on,,,,,30,0,1,,,0,,,76,52
2280,note_on,,,,,0,0,1,,,0,,,79,59
2370,note_off,,,,,0,0,1,,,0,,,76,64
2370,note_off,,,,,90,0,1,,,0,,,79,64
2400,note_on,,,,,0,0,1,,,0,,,81,50
2400,note_on,,,,,30,0,1,,,0,,,78,24
2490,note_off,,,,,0,0,1,,,0,,,78,64
2490,note_off,,,,,90,0,1,,,0,,,81,64
2520,note_on,,,,,30,0,1,,,0,,,69,59
2520,note_on,,,,,0,0,1,,,0,,,76,29
2542,note_off,,,,,22,0,1,,,0,,,76,64
2550,note_on,,,,,8,0,1,,,0,,,78,17
2572,note_off,,,,,22,0,1,,,0,,,78,64
2580,note_on,,,,,8,0,1,,,0,,,76,29
2602,note_off,,,,,22,0,1,,,0,,,76,64
2610,note_on,,,,,8,0,1,,,0,,,78,22
2632,note_off,,,,,22,0,1,,,0,,,78,64
2640,note_on,,,,,8,0,1,,,0,,,76,15
2662,note_off,,,,,22,0,1,,,0,,,76,64
2670,note_on,,,,,8,0,1,,,0,,,78,27
2692,note_off,,,,,22,0,1,,,0,,,78,64
2700,note_on,,,,,8,0,1,,,0,,,76,13
2722,note_off,,,,,22,0,1,,,0,,,76,64
2730,note_on,,,,,8,0,1,,,0,,,78,27
2752,note_off,,,,,22,0,1,,,0,,,78,64
2760,note_on,,,,,8,0,1,,,0,,,76,26
2782,note_off,,,,,22,0,1,,,0,,,76,64
2790,note_on,,,,,8,0,1,,,0,,,78,24
2812,note_off,,,,,22,0,1,,,0,,,78,64
2820,note_on,,,,,8,0,1,,,0,,,76,14
2842,note_off,,,,,22,0,1,,,0,,,76,64
2850,note_on,,,,,8,0,1,,,0,,,78,17
2872,note_off,,,,,22,0,1,,,0,,,78,64
2880,note_on,,,,,0,0,1,,,0,,,78,58
2880,note_on,,,,,0,0,1,,,0,,,74,50
2880,note_off,,,,,8,0,1,,,0,,,69,64
2970,note_off,,,,,0,0,1,,,0,,,74,64
2970,note_off,,,,,90,0,1,,,0,,,78,64
3000,note_on,,,,,0,0,1,,,0,,,79,59
3000,note_on,,,,,30,0,1,,,0,,,76,52
3090,note_off,,,,,0,0,1,,,0,,,76,64
3090,note_off,,,,,90,0,1,,,0,,,79,64
3120,note_on,,,,,0,0,1,,,0,,,81,50
3120,note_on,,,,,30,0,1,,,0,,,78,24
3210,note_off,,,,,90,0,1,,,0,,,81,64
3210,note_off,,,,,0,0,1,,,0,,,78,64
3240,note_on,,,,,30,0,1,,,0,,,69,59
3240,note_on,,,,,0,0,1,,,0,,,76,29
3262,note_off,,,,,22,0,1,,,0,,,76,64
3270,note_on,,,,,8,0,1,,,0,,,78,17
3292,note_off,,,,,22,0,1,,,0,,,78,64
3300,note_on,,,,,8,0,1,,,0,,,76,29
3322,note_off,,,,,22,0,1,,,0,,,76,64
3330,note_on,,,,,8,0,1,,,0,,,78,22
3352,note_off,,,,,22,0,1,,,0,,,78,64
3360,note_on,,,,,8,0,1,,,0,,,76,15
3382,note_off,,,,,22,0,1,,,0,,,76,64
3390,note_on,,,,,8,0,1,,,0,,,78,27
3412,note_off,,,,,22,0,1,,,0,,,78,64
3420,note_on,,,,,8,0,1,,,0,,,76,13
3442,note_off,,,,,22,0,1,,,0,,,76,64
3450,note_on,,,,,8,0,1,,,0,,,78,27
3472,note_off,,,,,22,0,1,,,0,,,78,64
3480,note_on,,,,,8,0,1,,,0,,,76,26
3502,note_off,,,,,22,0,1,,,0,,,76,64
3510,note_on,,,,,8,0,1,,,0,,,78,24
3532,note_off,,,,,22,0,1,,,0,,,78,64
3540,note_on,,,,,8,0,1,,,0,,,76,14
3562,note_off,,,,,22,0,1,,,0,,,76,64
3570,note_on,,,,,8,0,1,,,0,,,78,17
3592,note_off,,,,,22,0,1,,,0,,,78,64
3600,note_off,,,,,8,0,1,,,0,,,69,64
3600,note_on,,,,,0,0,1,,,0,,,50,34
3690,note_off,,,,,90,0,1,,,0,,,50,64
3720,note_on,,,,,0,0,1,,,0,,,74,29
3720,note_on,,,,,30,0,1,,,0,,,62,34
3742,note_off,,,,,22,0,1,,,0,,,74,64
3750,note_on,,,,,8,0,1,,,0,,,76,39
3772,note_off,,,,,22,0,1,,,0,,,76,64
3780,note_on,,,,,8,0,1,,,0,,,74,29
3802,note_off,,,,,22,0,1,,,0,,,74,64
3810,note_off,,,,,8,0,1,,,0,,,62,64
3810,note_on,,,,,0,0,1,,,0,,,76,34
3832,note_off,,,,,22,0,1,,,0,,,76,64
3840,note_on,,,,,8,0,1,,,0,,,55,36
3840,note_on,,,,,0,0,1,,,0,,,59,45
3840,note_on,,,,,0,0,1,,,0,,,74,26
3862,note_off,,,,,22,0,1,,,0,,,74,64
3870,note_on,,,,,8,0,1,,,0,,,76,13
3892,note_off,,,,,22,0,1,,,0,,,76,64
3900,note_on,,,,,8,0,1,,,0,,,74,32
3922,note_off,,,,,22,0,1,,,0,,,74,64
3930,note_off,,,,,8,0,1,,,0,,,59,64
3930,note_on,,,,,0,0,1,,,0,,,76,12
3930,note_off,,,,,0,0,1,,,0,,,55,64
3952,note_off,,,,,22,0,1,,,0,,,76,64
3960,note_on,,,,,8,0,1,,,0,,,54,50
3960,note_on,,,,,0,0,1,,,0,,,74,34
3960,note_on,,,,,0,0,1,,,0,,,57,47
3982,note_off,,,,,22,0,1,,,0,,,74,64
3990,note_on,,,,,8,0,1,,,0,,,76,31
4012,note_off,,,,,22,0,1,,,0,,,76,64
4020,note_on,,,,,8,0,1,,,0,,,74,34
4042,note_off,,,,,22,0,1,,,0,,,74,64
4050,note_off,,,,,8,0,1,,,0,,,57,64
4050,note_on,,,,,0,0,1,,,0,,,76,16
4072,note_off,,,,,22,0,1,,,0,,,76,64
4080,note_on,,,,,0,0,1,,,0,,,74,34
4080,note_on,,,,,8,0,1,,,0,,,62,47
4102,note_off,,,,,22,0,1,,,0,,,74,64
4110,note_on,,,,,8,0,1,,,0,,,76,32
4132,note_off,,,,,22,0,1,,,0,,,76,64
4140,note_on,,,,,0,0,1,,,0,,,74,36
4140,note_off,,,,,8,0,1,,,0,,,54,64
4162,note_off,,,,,22,0,1,,,0,,,74,64
4170,note_on,,,,,0,0,1,,,0,,,76,31
4170,note_off,,,,,8,0,1,,,0,,,62,64
4192,note_off,,,,,22,0,1,,,0,,,76,64
4200,note_on,,,,,0,0,1,,,0,,,55,52
4200,note_on,,,,,0,0,1,,,0,,,74,39
4200,note_on,,,,,8,0,1,,,0,,,52,32
4222,note_off,,,,,22,0,1,,,0,,,74,64
4230,note_on,,,,,8,0,1,,,0,,,76,23
4252,note_off,,,,,22,0,1,,,0,,,76,64
4260,note_on,,,,,8,0,1,,,0,,,74,21
4282,note_off,,,,,22,0,1,,,0,,,74,64
4290,note_off,,,,,8,0,1,,,0,,,55,64
4290,note_on,,,,,0,0,1,,,0,,,76,26
4290,note_off,,,,,0,0,1,,,0,,,52,64
4312,note_off,,,,,22,0,1,,,0,,,76,64
4320,note_on,,,,,0,0,1,,,0,,,54,47
4320,note_on,,,,,0,0,1,,,0,,,74,34
4320,note_on,,,,,8,0,1,,,0,,,50,34
4342,note_off,,,,,22,0,1,,,0,,,74,64
4350,note_on,,,,,8,0,1,,,0,,,76,25
4372,note_off,,,,,22,0,1,,,0,,,76,64
4380,note_on,,,,,8,0,1,,,0,,,74,25
4402,note_off,,,,,22,0,1,,,0,,,74,64
4410,note_off,,,,,8,0,1,,,0,,,54,64
4410,note_on,,,,,0,0,1,,,0,,,76,23
4432,note_off,,,,,22,0,1,,,0,,,76,64
4440,note_on,,,,,0,0,1,,,0,,,74,36
4440,note_on,,,,,0,0,1,,,0,,,78,55
4440,note_on,,,,,8,0,1,,,0,,,62,36
4462,note_off,,,,,22,0,1,,,0,,,74,64
4470,note_on,,,,,8,0,1,,,0,,,76,23
4492,note_off,,,,,22,0,1,,,0,,,76,64
4500,note_on,,,,,0,0,1,,,0,,,74,31
4500,note_off,,,,,8,0,1,,,0,,,50,64
4522,note_off,,,,,22,0,1,,,0,,,74,64
4530,note_off,,,,,8,0,1,,,0,,,62,64
4530,note_on,,,,,0,0,1,,,0,,,76,25
4552,note_off,,,,,22,0,1,,,0,,,76,64
4560,note_on,,,,,0,0,1,,,0,,,59,54
4560,note_on,,,,,0,0,1,,,0,,,74,32
4560,note_on,,,,,8,0,1,,,0,,,55,41
4582,note_off,,,,,22,0,1,,,0,,,74,64
4590,note_on,,,,,8,0,1,,,0,,,76,14
4612,note_off,,,,,22,0,1,,,0,,,76,64
4620,note_on,,,,,8,0,1,,,0,,,74,26
4642,note_off,,,,,22,0,1,,,0,,,74,64
4650,note_off,,,,,0,0,1,,,0,,,55,64
4650,note_off,,,,,8,0,1,,,0,,,59,64
4650,note_on,,,,,0,0,1,,,0,,,76,12
4672,note_off,,,,,22,0,1,,,0,,,76,64
4680,note_on,,,,,0,0,1,,,0,,,74,21
4680,note_on,,,,,0,0,1,,,0,,,57,52
4680,note_on,,,,,8,0,1,,,0,,,54,35
4702,note_off,,,,,22,0,1,,,0,,,74,64
4710,note_on,,,,,8,0,1,,,0,,,76,25
4732,note_off,,,,,22,0,1,,,0,,,76,64
4740,note_on,,,,,8,0,1,,,0,,,74,26
4762,note_off,,,,,22,0,1,,,0,,,74,64
4770,note_off,,,,,8,0,1,,,0,,,57,64
4770,note_on,,,,,0,0,1,,,0,,,76,16
4792,note_off,,,,,22,0,1,,,0,,,76,64
4800,note_on,,,,,0,0,1,,,0,,,74,21
4800,note_on,,,,,8,0,1,,,0,,,62,44
4822,note_off,,,,,22,0,1,,,0,,,74,64
4830,note_on,,,,,8,0,1,,,0,,,76,23
4852,note_off,,,,,22,0,1,,,0,,,76,64
4860,note_off,,,,,8,0,1,,,0,,,54,64
4860,note_on,,,,,0,0,1,,,0,,,74,26
4882,note_off,,,,,22,0,1,,,0,,,74,64
4890,note_off,,,,,8,0,1,,,0,,,62,64
4890,note_on,,,,,0,0,1,,,0,,,76,15
4912,note_off,,,,,22,0,1,,,0,,,76,64
4920,note_on,,,,,0,0,1,,,0,,,74,29
4920,note_on,,,,,0,0,1,,,0,,,55,39
4920,note_on,,,,,8,0,1,,,0,,,52,32
4942,note_off,,,,,22,0,1,,,0,,,74,64
4950,note_on,,,,,8,0,1,,,0,,,76,21
4972,note_off,,,,,22,0,1,,,0,,,76,64
4980,note_on,,,,,8,0,1,,,0,,,74,29
5002,note_off,,,,,22,0,1,,,0,,,74,64
5010,note_off,,,,,8,0,1,,,0,,,55,64
5010,note_off,,,,,0,0,1,,,0,,,52,64
5010,note_on,,,,,0,0,1,,,0,,,76,13
5032,note_off,,,,,22,0,1,,,0,,,76,64
5040,note_on,,,,,0,0,1,,,0,,,54,55
5040,note_on,,,,,0,0,1,,,0,,,74,32
5040,note_on,,,,,8,0,1,,,0,,,50,44
5062,note_off,,,,,22,0,1,,,0,,,74,64
5070,note_on,,,,,8,0,1,,,0,,,76,31
5092,note_off,,,,,22,0,1,,,0,,,76,64
5100,note_on,,,,,8,0,1,,,0,,,74,23
5116,note_off,,,,,16,0,1,,,0,,,78,64
5122,note_off,,,,,6,0,1,,,0,,,74,64
5130,note_on,,,,,0,0,1,,,0,,,76,16
5130,note_off,,,,,8,0,1,,,0,,,54,64
5152,note_off,,,,,22,0,1,,,0,,,76,64
5156,note_on,,,,,4,0,1,,,0,,,78,44
5160,note_on,,,,,0,0,1,,,0,,,74,23
5160,note_on,,,,,0,0,1,,,0,,,81,56
5160,note_on,,,,,4,0,1,,,0,,,62,44
5182,note_off,,,,,22,0,1,,,0,,,74,64
5190,note_on,,,,,8,0,1,,,0,,,76,16
5212,note_off,,,,,22,0,1,,,0,,,76,64
5220,note_off,,,,,8,0,1,,,0,,,50,64
5220,note_on,,,,,0,0,1,,,0,,,74,21
5242,note_off,,,,,22,0,1,,,0,,,74,64
5250,note_off,,,,,8,0,1,,,0,,,62,64
5250,note_on,,,,,0,0,1,,,0,,,76,10
5272,note_off,,,,,22,0,1,,,0,,,76,64
5280,note_on,,,,,0,0,1,,,0,,,59,45
5280,note_on,,,,,0,0,1,,,0,,,74,20
5280,note_on,,,,,8,0,1,,,0,,,55,34
5302,note_off,,,,,22,0,1,,,0,,,74,64
5310,note_on,,,,,8,0,1,,,0,,,76,15
5332,note_off,,,,,22,0,1,,,0,,,76,64
5340,note_on,,,,,8,0,1,,,0,,,74,26
5362,note_off,,,,,22,0,1,,,0,,,74,64
5370,note_off,,,,,8,0,1,,,0,,,59,64
5370,note_on,,,,,0,0,1,,,0,,,76,15
5370,note_off,,,,,0,0,1,,,0,,,55,64
5392,note_off,,,,,22,0,1,,,0,,,76,64
5400,note_on,,,,,0,0,1,,,0,,,74,25
5400,note_on,,,,,0,0,1,,,0,,,57,47
5400,note_on,,,,,8,0,1,,,0,,,54,44
5422,note_off,,,,,22,0,1,,,0,,,74,64
