tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,,,,,,,0,,,,,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,7,100,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,121,0,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,7,100,,
0,program_change,0,0,1,,,,,,,,,,,,,,0,0,,,,
0,program_change,0,0,1,,,,,,,,,,,,,,0,0,,,,
0,end_of_track,0,1,2,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,0,,,,,,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,,,,,,,0,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,C,,,,,,,,
0,set_tempo,0,1,0,,,,,,,,,,,,705882,,,,,,,
0,time_signature,0,1,0,,,,,,,2,4,24,8,,,,,,,,,
32,note_on,32,0,1,,,,,,,,,,,,,,,0,,,84,127
127,note_on,95,0,1,,,,,,,,,,,,,,,0,,,84,0
128,note_on,1,0,1,,,,,,,,,,,,,,,0,,,79,127
223,note_on,95,0,1,,,,,,,,,,,,,,,0,,,79,0
224,note_on,1,0,1,,,,,,,,,,,,,,,0,,,76,127
319,note_on,95,0,1,,,,,,,,,,,,,,,0,,,76,0
320,note_on,1,0,1,,,,,,,,,,,,,,,0,,,72,127
415,note_on,95,0,1,,,,,,,,,,,,,,,0,,,72,0
416,note_on,1,0,1,,,,,,,,,,,,,,,0,,,67,127
511,note_on,95,0,1,,,,,,,,,,,,,,,0,,,67,0
512,note_on,1,0,1,,,,,,,,,,,,,,,0,,,64,127
607,note_on,95,0,1,,,,,,,,,,,,,,,0,,,64,0
608,note_on,1,0,1,,,,,,,,,,,,,,,0,,,60,127
703,note_on,95,0,1,,,,,,,,,,,,,,,0,,,60,0
704,note_on,1,0,1,,,,,,,,,,,,,,,0,,,55,127
799,note_on,95,0,1,,,,,,,,,,,,,,,0,,,55,0
800,note_on,1,0,1,,,,,,,,,,,,,,,0,,,52,127
895,note_on,95,0,1,,,,,,,,,,,,,,,0,,,52,0
896,note_on,1,0,1,,,,,,,,,,,,,,,0,,,48,127
991,note_on,95,0,1,,,,,,,,,,,,,,,0,,,48,0
992,note_on,1,0,1,,,,,,,,,,,,,,,0,,,43,127
1087,note_on,95,0,1,,,,,,,,,,,,,,,0,,,43,0
1088,note_on,1,0,1,,,,,,,,,,,,,,,0,,,40,127
1183,note_on,95,0,1,,,,,,,,,,,,,,,0,,,40,0
1184,note_on,1,0,1,,,,,,,,,,,,,,,0,,,36,127
1376,note_on,192,0,1,,,,,,,,,,,,,,,0,,,79,127
1471,note_on,95,0,1,,,,,,,,,,,,,,,0,,,79,0
1472,note_on,1,0,1,,,,,,,,,,,,,,,0,,,67,127
1567,note_on,95,0,1,,,,,,,,,,,,,,,0,,,67,0
1567,note_on,0,0,1,,,,,,,,,,,,,,,0,,,36,0
1568,note_on,1,0,1,,,,,,,,,,,,,,,0,,,41,127
1568,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,127
1759,note_on,191,0,1,,,,,,,,,,,,,,,0,,,69,0
1760,note_on,1,0,1,,,,,,,,,,,,,,,0,,,81,127
1855,note_on,95,0,1,,,,,,,,,,,,,,,0,,,81,0
1856,note_on,1,0,1,,,,,,,,,,,,,,,0,,,69,127
1951,note_on,95,0,1,,,,,,,,,,,,,,,0,,,69,0
1951,note_on,0,0,1,,,,,,,,,,,,,,,0,,,41,0
