tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,,,,,,,0,,,,,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,7,127,,
0,program_change,0,0,1,,,,,,,,,,,,,,0,0,,,,
0,midi_port,0,1,1,,,,,,,,,,,,,0,,,,,,
0,end_of_track,0,1,0,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,2,,,,,,,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,C,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,,,,,,,600000,,,,,,,
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,
0,time_signature,0,1,0,,,,,,,4,4,24,8,,,,,,,,,
32,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,127
32,control_change,32,0,1,,,,,,,,,,,,,,,0,121,0,,
32,program_change,0,0,1,,,,,,,,,,,,,,0,0,,,,
32,control_change,0,0,1,,,,,,,,,,,,,,,0,7,127,,
159,note_on,127,0,1,,,,,,,,,,,,,,,0,,,64,0
160,note_on,1,0,1,,,,,,,,,,,,,,,0,,,67,127
287,note_on,127,0,1,,,,,,,,,,,,,,,0,,,67,0
288,note_on,1,0,1,,,,,,,,,,,,,,,0,,,72,127
415,note_on,127,0,1,,,,,,,,,,,,,,,0,,,72,0
416,note_on,0,0,1,,,,,,,,,,,,,,,0,,,76,127
416,note_on,1,0,1,,,,,,,,,,,,,,,0,,,72,127
543,note_on,127,0,1,,,,,,,,,,,,,,,0,,,76,0
544,note_on,1,0,1,,,,,,,,,,,,,,,0,,,77,127
671,note_on,127,0,1,,,,,,,,,,,,,,,0,,,77,0
672,note_on,1,0,1,,,,,,,,,,,,,,,0,,,79,127
799,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,0
799,note_on,127,0,1,,,,,,,,,,,,,,,0,,,79,0
800,note_on,1,0,1,,,,,,,,,,,,,,,0,,,72,127
800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,76,127
1183,note_on,383,0,1,,,,,,,,,,,,,,,0,,,76,0
1183,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,0
1184,note_on,1,0,1,,,,,,,,,,,,,,,0,,,67,127
1184,note_on,0,0,1,,,,,,,,,,,,,,,0,,,76,127
1232,note_on,48,0,1,,,,,,,,,,,,,,,0,,,74,127
1247,note_on,15,0,1,,,,,,,,,,,,,,,0,,,76,0
1280,note_on,33,0,1,,,,,,,,,,,,,,,0,,,76,127
1295,note_on,15,0,1,,,,,,,,,,,,,,,0,,,74,0
1328,note_on,33,0,1,,,,,,,,,,,,,,,0,,,74,127
1343,note_on,15,0,1,,,,,,,,,,,,,,,0,,,76,0
1567,note_on,224,0,1,,,,,,,,,,,,,,,0,,,67,0
1568,note_on,1,0,1,,,,,,,,,,,,,,,0,,,74,0
1568,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,127
1695,note_on,127,0,1,,,,,,,,,,,,,,,0,,,64,0
1696,note_on,1,0,1,,,,,,,,,,,,,,,0,,,67,127
1823,note_on,127,0,1,,,,,,,,,,,,,,,0,,,67,0
1824,note_on,1,0,1,,,,,,,,,,,,,,,0,,,72,127
1951,note_on,127,0,1,,,,,,,,,,,,,,,0,,,72,0
1952,note_on,0,0,1,,,,,,,,,,,,,,,0,,,76,127
1952,note_on,1,0,1,,,,,,,,,,,,,,,0,,,72,127
2079,note_on,127,0,1,,,,,,,,,,,,,,,0,,,76,0
2080,note_on,1,0,1,,,,,,,,,,,,,,,0,,,77,127
