tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,
0,end_of_track,,,,,0,1,6,,,,,,,
0,track_name,,,,,0,1,6,,,,,,,
0,end_of_track,,,,,0,1,5,,,,,,,
0,track_name,,,,,0,1,5,,,,,,,
0,end_of_track,,,,,0,1,4,,,,,,,
0,track_name,,,,,0,1,4,,,,,,,
0,end_of_track,,,,,0,1,3,,,,,,,
0,track_name,,,,,0,1,3,,,,,,,
0,end_of_track,,,,,0,1,2,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,
0,track_name,,,,,0,1,7,,,,,,,
0,note_on,,,,,0,0,1,,,0,,,40,59
0,control_change,,,,,0,0,1,,,0,7,127,,
0,program_change,,,,,0,0,1,,0,0,,,,
0,track_name,,,,,0,1,1,,,,,,,
0,end_of_track,,,,,0,1,7,,,,,,,
0,set_tempo,,,,,0,1,0,250000,,,,,,
0,marker,,,,,0,1,0,,,,,,,
231,note_on,,,,,231,0,1,,,0,,,76,70
346,note_off,,,,,115,0,1,,,0,,,76,64
354,note_on,,,,,8,0,1,,,0,,,80,63
473,note_on,,,,,119,0,1,,,0,,,76,62
480,note_off,,,,,7,0,1,,,0,,,40,64
484,note_off,,,,,4,0,1,,,0,,,80,64
698,note_off,,,,,214,0,1,,,0,,,76,64
732,note_on,,,,,34,0,1,,,0,,,71,62
936,note_off,,,,,204,0,1,,,0,,,71,64
948,note_on,,,,,12,0,1,,,0,,,68,74
1188,note_off,,,,,240,0,1,,,0,,,68,64
1199,note_on,,,,,11,0,1,,,0,,,80,68
1200,note_on,,,,,1,0,1,,,0,,,64,42
1214,note_on,,,,,14,0,1,,,0,,,76,70
1320,note_off,,,,,106,0,1,,,0,,,64,64
1320,note_on,,,,,0,0,1,,,0,,,68,44
1440,note_on,,,,,0,0,1,,,0,,,64,40
1440,note_off,,,,,120,0,1,,,0,,,68,64
1555,note_off,,,,,115,0,1,,,0,,,76,64
1680,note_off,,,,,125,0,1,,,0,,,64,64
1680,note_on,,,,,0,0,1,,,0,,,59,45
1704,note_on,,,,,24,0,1,,,0,,,75,47
1713,note_on,,,,,9,0,1,,,0,,,78,58
1750,note_off,,,,,37,0,1,,,0,,,80,64
1763,note_off,,,,,13,0,1,,,0,,,75,64
1920,note_off,,,,,157,0,1,,,0,,,59,64
1920,note_on,,,,,0,0,1,,,0,,,76,59
1920,note_on,,,,,0,0,1,,,0,,,56,54
1936,note_off,,,,,16,0,1,,,0,,,78,64
2022,note_off,,,,,86,0,1,,,0,,,76,64
2147,note_on,,,,,125,0,1,,,0,,,83,70
2147,note_on,,,,,0,0,1,,,0,,,80,63
2160,note_off,,,,,13,0,1,,,0,,,56,64
2160,note_on,,,,,0,0,1,,,0,,,52,39
2280,note_off,,,,,120,0,1,,,0,,,52,64
2280,note_on,,,,,0,0,1,,,0,,,56,42
2400,note_off,,,,,120,0,1,,,0,,,56,64
2400,note_on,,,,,0,0,1,,,0,,,52,67
2638,note_off,,,,,238,0,1,,,0,,,80,64
2640,note_on,,,,,0,0,1,,,0,,,47,52
2640,note_off,,,,,2,0,1,,,0,,,52,64
2644,note_off,,,,,4,0,1,,,0,,,83,64
2655,note_on,,,,,11,0,1,,,0,,,81,59
2670,note_on,,,,,15,0,1,,,0,,,78,55
2880,note_off,,,,,210,0,1,,,0,,,47,64
2880,note_on,,,,,0,0,1,,,0,,,40,47
2936,note_off,,,,,56,0,1,,,0,,,78,64
3005,note_on,,,,,69,0,1,,,0,,,80,58
3016,note_off,,,,,11,0,1,,,0,,,81,64
3104,note_off,,,,,88,0,1,,,0,,,80,64
3120,note_off,,,,,16,0,1,,,0,,,40,64
3120,note_on,,,,,0,0,1,,,0,,,52,59
3130,note_on,,,,,10,0,1,,,0,,,78,47
3238,note_on,,,,,108,0,1,,,0,,,80,58
3279,note_off,,,,,41,0,1,,,0,,,78,64
3360,note_on,,,,,0,0,1,,,0,,,54,50
3360,note_off,,,,,81,0,1,,,0,,,52,64
3363,note_off,,,,,3,0,1,,,0,,,80,64
3376,note_on,,,,,13,0,1,,,0,,,83,70
3497,note_off,,,,,121,0,1,,,0,,,83,64
3506,note_on,,,,,9,0,1,,,0,,,81,47
3600,note_off,,,,,94,0,1,,,0,,,54,64
3600,note_on,,,,,0,0,1,,,0,,,47,47
3618,note_on,,,,,18,0,1,,,0,,,80,58
3638,note_off,,,,,20,0,1,,,0,,,81,64
3744,note_on,,,,,106,0,1,,,0,,,78,47
3754,note_off,,,,,10,0,1,,,0,,,80,64
3840,note_on,,,,,0,0,1,,,0,,,40,39
3840,note_off,,,,,86,0,1,,,0,,,47,64
3854,note_off,,,,,14,0,1,,,0,,,78,64
3871,note_on,,,,,17,0,1,,,0,,,81,32
3972,note_on,,,,,101,0,1,,,0,,,80,47
3983,note_off,,,,,11,0,1,,,0,,,81,64
4080,note_on,,,,,0,0,1,,,0,,,52,37
4080,note_off,,,,,97,0,1,,,0,,,40,64
4093,note_on,,,,,0,0,1,,,0,,,78,55
4093,note_off,,,,,13,0,1,,,0,,,80,64
4208,note_on,,,,,115,0,1,,,0,,,80,68
4249,note_off,,,,,41,0,1,,,0,,,78,64
4320,note_on,,,,,0,0,1,,,0,,,54,35
4320,note_off,,,,,71,0,1,,,0,,,52,64
4333,note_on,,,,,0,0,1,,,0,,,83,75
4333,note_off,,,,,13,0,1,,,0,,,80,64
4463,note_off,,,,,130,0,1,,,0,,,83,64
4470,note_on,,,,,7,0,1,,,0,,,81,44
4560,note_off,,,,,90,0,1,,,0,,,54,64
4560,note_on,,,,,0,0,1,,,0,,,47,35
4579,note_on,,,,,19,0,1,,,0,,,80,63
4620,note_off,,,,,41,0,1,,,0,,,81,64
4694,note_on,,,,,74,0,1,,,0,,,78,68
4731,note_off,,,,,37,0,1,,,0,,,80,64
4800,note_off,,,,,69,0,1,,,0,,,47,64
4800,note_on,,,,,0,0,1,,,0,,,40,46
4821,note_on,,,,,21,0,1,,,0,,,81,59
4856,note_off,,,,,35,0,1,,,0,,,78,64
4932,note_on,,,,,76,0,1,,,0,,,80,74
4964,note_off,,,,,32,0,1,,,0,,,81,64
5040,note_on,,,,,0,0,1,,,0,,,52,42
5040,note_off,,,,,76,0,1,,,0,,,40,64
5059,note_on,,,,,19,0,1,,,0,,,78,74
5074,note_off,,,,,15,0,1,,,0,,,80,64
5165,note_on,,,,,91,0,1,,,0,,,80,74
5210,note_off,,,,,45,0,1,,,0,,,78,64
5280,note_off,,,,,70,0,1,,,0,,,52,64
5280,note_on,,,,,0,0,1,,,0,,,54,35
5294,note_on,,,,,14,0,1,,,0,,,83,70
5305,note_off,,,,,11,0,1,,,0,,,80,64
5420,note_on,,,,,115,0,1,,,0,,,81,59
5430,note_off,,,,,10,0,1,,,0,,,83,64
5520,note_on,,,,,0,0,1,,,0,,,47,35
5520,note_off,,,,,90,0,1,,,0,,,54,64
5534,note_on,,,,,14,0,1,,,0,,,80,63
5575,note_off,,,,,41,0,1,,,0,,,81,64
5631,note_on,,,,,56,0,1,,,0,,,78,63
5662,note_off,,,,,31,0,1,,,0,,,80,64
5752,note_off,,,,,90,0,1,,,0,,,78,64
