tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,,,,,,,0,,,,,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,7,100,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,121,0,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,7,127,,
0,program_change,0,0,1,,,,,,,,,,,,,,0,0,,,,
0,program_change,0,0,1,,,,,,,,,,,,,,0,0,,,,
0,end_of_track,0,1,2,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,0,,,,,,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,,,,,,,0,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,C,,,,,,,,
0,time_signature,0,1,0,,,,,,,3,8,12,8,,,,,,,,,
0,set_tempo,0,1,0,,,,,,,,,,,,666667,,,,,,,
32,note_on,32,0,1,,,,,,,,,,,,,,,0,,,51,127
224,note_on,192,0,1,,,,,,,,,,,,,,,0,,,82,127
415,note_on,191,0,1,,,,,,,,,,,,,,,0,,,82,0
415,note_on,0,0,1,,,,,,,,,,,,,,,0,,,51,0
416,note_on,0,0,1,,,,,,,,,,,,,,,0,,,75,127
416,note_on,1,0,1,,,,,,,,,,,,,,,0,,,67,127
607,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,0
607,note_on,191,0,1,,,,,,,,,,,,,,,0,,,75,0
608,note_on,1,0,1,,,,,,,,,,,,,,,0,,,68,127
608,note_on,0,0,1,,,,,,,,,,,,,,,0,,,75,127
799,note_on,0,0,1,,,,,,,,,,,,,,,0,,,68,0
799,note_on,191,0,1,,,,,,,,,,,,,,,0,,,75,0
800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,127
800,note_on,1,0,1,,,,,,,,,,,,,,,0,,,70,127
895,note_on,95,0,1,,,,,,,,,,,,,,,0,,,74,0
895,note_on,0,0,1,,,,,,,,,,,,,,,0,,,70,0
896,note_on,1,0,1,,,,,,,,,,,,,,,0,,,68,127
896,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,127
991,note_on,95,0,1,,,,,,,,,,,,,,,0,,,72,0
991,note_on,0,0,1,,,,,,,,,,,,,,,0,,,68,0
992,note_on,1,0,1,,,,,,,,,,,,,,,0,,,67,127
992,note_on,0,0,1,,,,,,,,,,,,,,,0,,,70,127
1087,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,0
1087,note_on,95,0,1,,,,,,,,,,,,,,,0,,,70,0
1088,note_on,1,0,1,,,,,,,,,,,,,,,0,,,65,127
1088,note_on,0,0,1,,,,,,,,,,,,,,,0,,,68,127
1183,note_on,95,0,1,,,,,,,,,,,,,,,0,,,68,0
1183,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,0
1184,note_on,1,0,1,,,,,,,,,,,,,,,0,,,63,127
1184,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,127
1375,note_on,191,0,1,,,,,,,,,,,,,,,0,,,67,0
1375,note_on,0,0,1,,,,,,,,,,,,,,,0,,,63,0
1376,note_on,1,0,1,,,,,,,,,,,,,,,0,,,65,127
1376,note_on,0,0,1,,,,,,,,,,,,,,,0,,,68,127
1471,note_on,95,0,1,,,,,,,,,,,,,,,0,,,68,0
1472,note_on,1,0,1,,,,,,,,,,,,,,,0,,,67,127
1567,note_on,95,0,1,,,,,,,,,,,,,,,0,,,67,0
1567,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,0
1568,note_on,1,0,1,,,,,,,,,,,,,,,0,,,62,127
