tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,2,7,127,,
0,program_change,0,0,3,,,,,,,,0,2,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,control_change,0,0,2,,,,,,,,,1,10,97,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,0,3,,,,
0,control_change,0,0,4,,,,,,,,,3,7,127,,
0,control_change,0,0,4,,,,,,,,,3,10,30,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,,0,10,97,,
0,note_on,0,0,1,,,,,,,,,0,,,86,49
0,control_change,0,0,3,,,,,,,,,2,10,30,,
0,note_on,0,0,3,,,,,,,,,2,,,74,36
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,key_signature,0,1,0,,,,,G,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,333333,,,,,,,
0,time_signature,0,1,0,1,4,24,8,,,,,,,,,
60,note_on,0,0,1,,,,,,,,,0,,,83,49
60,note_on,60,0,3,,,,,,,,,2,,,74,0
60,note_on,0,0,3,,,,,,,,,2,,,71,36
60,note_on,60,0,1,,,,,,,,,0,,,86,0
120,control_change,0,0,3,,,,,,,,,2,64,127,,
120,note_on,60,0,3,,,,,,,,,2,,,71,0
120,note_on,0,0,1,,,,,,,,,0,,,86,49
120,control_change,0,0,1,,,,,,,,,0,64,127,,
120,note_on,60,0,1,,,,,,,,,0,,,83,0
120,note_on,0,0,3,,,,,,,,,2,,,74,36
120,time_signature,120,1,0,3,4,24,8,,,,,,,,,
300,note_on,180,0,1,,,,,,,,,0,,,86,0
300,note_on,0,0,1,,,,,,,,,0,,,83,49
300,note_on,0,0,3,,,,,,,,,2,,,71,36
300,note_on,180,0,3,,,,,,,,,2,,,74,0
360,note_on,60,0,3,,,,,,,,,2,,,71,0
360,note_on,0,0,1,,,,,,,,,0,,,84,49
360,note_on,60,0,1,,,,,,,,,0,,,83,0
360,note_on,0,0,3,,,,,,,,,2,,,72,36
420,note_on,0,0,3,,,,,,,,,2,,,74,36
420,note_on,0,0,1,,,,,,,,,0,,,86,49
420,note_on,60,0,1,,,,,,,,,0,,,84,0
420,note_on,60,0,3,,,,,,,,,2,,,72,0
480,note_on,0,0,3,,,,,,,,,2,,,62,36
480,control_change,0,0,3,,,,,,,,,2,64,0,,
480,note_on,60,0,1,,,,,,,,,0,,,86,0
480,control_change,0,0,1,,,,,,,,,0,64,0,,
480,note_on,60,0,3,,,,,,,,,2,,,74,0
480,note_on,0,0,1,,,,,,,,,0,,,74,49
492,note_on,12,0,1,,,,,,,,,0,,,74,0
492,note_on,12,0,3,,,,,,,,,2,,,62,0
600,note_on,108,0,1,,,,,,,,,0,,,74,49
600,note_on,108,0,3,,,,,,,,,2,,,62,36
612,note_on,12,0,1,,,,,,,,,0,,,74,0
612,note_on,12,0,3,,,,,,,,,2,,,62,0
720,note_on,108,0,3,,,,,,,,,2,,,67,36
720,note_on,108,0,1,,,,,,,,,0,,,79,49
780,note_on,60,0,1,,,,,,,,,0,,,79,0
780,note_on,60,0,3,,,,,,,,,2,,,67,0
780,note_on,0,0,3,,,,,,,,,2,,,62,36
780,note_on,0,0,1,,,,,,,,,0,,,74,49
840,note_on,60,0,1,,,,,,,,,0,,,74,0
840,note_on,60,0,3,,,,,,,,,2,,,62,0
840,control_change,0,0,3,,,,,,,,,2,64,127,,
840,note_on,0,0,3,,,,,,,,,2,,,67,36
840,note_on,0,0,1,,,,,,,,,0,,,79,49
840,control_change,0,0,1,,,,,,,,,0,64,127,,
1020,note_on,180,0,3,,,,,,,,,2,,,67,0
1020,note_on,0,0,1,,,,,,,,,0,,,71,49
1020,note_on,0,0,3,,,,,,,,,2,,,59,36
1020,note_on,180,0,1,,,,,,,,,0,,,79,0
1080,note_on,60,0,3,,,,,,,,,2,,,59,0
1080,note_on,0,0,1,,,,,,,,,0,,,72,49
1080,note_on,0,0,3,,,,,,,,,2,,,60,36
1080,note_on,60,0,1,,,,,,,,,0,,,71,0
1140,note_on,0,0,1,,,,,,,,,0,,,74,49
1140,note_on,0,0,3,,,,,,,,,2,,,62,36
1140,note_on,60,0,3,,,,,,,,,2,,,60,0
1140,note_on,60,0,1,,,,,,,,,0,,,72,0
1200,control_change,0,0,1,,,,,,,,,0,64,0,,
1200,note_on,0,0,1,,,,,,,,,0,,,67,49
1200,note_on,60,0,3,,,,,,,,,2,,,62,0
1200,note_on,0,0,3,,,,,,,,,2,,,55,36
1200,note_on,60,0,1,,,,,,,,,0,,,74,0
1200,control_change,0,0,3,,,,,,,,,2,64,0,,
1212,note_on,12,0,3,,,,,,,,,2,,,55,0
1212,note_on,12,0,1,,,,,,,,,0,,,67,0
1320,note_on,108,0,1,,,,,,,,,0,,,67,49
1320,note_on,108,0,3,,,,,,,,,2,,,55,36
1332,note_on,12,0,3,,,,,,,,,2,,,55,0
1332,note_on,12,0,1,,,,,,,,,0,,,67,0
1440,note_on,1440,0,2,,,,,,,,,1,,,59,75
