tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,note,velocity
0,time_signature,3,8,12,8,0,1,0,,,,,,,,,
0,program_change,,,,,0,0,1,,,,0,0,,,,
0,control_change,,,,,0,0,1,,,,,0,7,80,,
0,control_change,,,,,0,0,1,,,,,0,10,80,,
0,track_name,,,,,0,1,9,,,,,,,,,
0,midi_port,,,,,0,1,2,,,0,,,,,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,program_change,,,,,0,0,2,,,,0,0,,,,
0,control_change,,,,,0,0,2,,,,,0,7,80,,
0,control_change,,,,,0,0,2,,,,,0,10,48,,
0,midi_port,,,,,0,1,3,,,0,,,,,,
0,end_of_track,,,,,0,1,3,,,,,,,,,
0,midi_port,,,,,0,1,4,,,0,,,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,end_of_track,,,,,0,1,4,,,,,,,,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,end_of_track,,,,,0,1,5,,,,,,,,,
0,midi_port,,,,,0,1,6,,,0,,,,,,
0,track_name,,,,,0,1,6,,,,,,,,,
0,end_of_track,,,,,0,1,6,,,,,,,,,
0,midi_port,,,,,0,1,7,,,0,,,,,,
0,track_name,,,,,0,1,7,,,,,,,,,
0,end_of_track,,,,,0,1,7,,,,,,,,,
0,midi_port,,,,,0,1,8,,,0,,,,,,
0,track_name,,,,,0,1,8,,,,,,,,,
0,end_of_track,,,,,0,1,8,,,,,,,,,
0,midi_port,,,,,0,1,9,,,0,,,,,,
0,midi_port,,,,,0,1,5,,,0,,,,,,
0,midi_port,,,,,0,1,1,,,0,,,,,,
0,end_of_track,,,,,0,1,9,,,,,,,,,
0,key_signature,,,,,0,1,0,D,,,,,,,,
0,set_tempo,,,,,0,1,0,,1428571,,,,,,,
40,set_tempo,,,,,40,1,0,,1428571,,,,,,,
85,set_tempo,,,,,45,1,0,,1428571,,,,,,,
90,note_on,,,,,0,0,1,,,,,0,,,57,42
90,note_on,,,,,0,0,1,,,,,0,,,69,42
90,control_change,,,,,90,0,1,,,,,0,91,96,,
120,note_on,,,,,0,0,1,,,,,0,,,59,48
120,note_on,,,,,0,0,1,,,,,0,,,71,48
120,note_on,,,,,0,0,1,,,,,0,,,69,0
120,note_on,,,,,30,0,1,,,,,0,,,57,0
125,set_tempo,,,,,40,1,0,,1395348,,,,,,,
130,set_tempo,,,,,5,1,0,,1395348,,,,,,,
140,set_tempo,,,,,10,1,0,,1395348,,,,,,,
150,note_on,,,,,0,0,1,,,,,0,,,71,0
150,note_on,,,,,30,0,1,,,,,0,,,59,0
150,note_on,,,,,0,0,1,,,,,0,,,73,52
150,note_on,,,,,0,0,1,,,,,0,,,61,52
150,set_tempo,,,,,10,1,0,,1395348,,,,,,,
160,set_tempo,,,,,10,1,0,,1395348,,,,,,,
165,set_tempo,,,,,5,1,0,,1395348,,,,,,,
180,note_on,,,,,0,0,1,,,,,0,,,73,0
180,note_on,,,,,0,0,2,,,,,0,,,54,46
180,note_on,,,,,180,0,2,,,,,0,,,50,46
180,note_on,,,,,30,0,1,,,,,0,,,61,0
180,note_on,,,,,0,0,1,,,,,0,,,74,55
180,control_change,,,,,0,0,1,,,,,0,64,96,,
180,note_on,,,,,0,0,1,,,,,0,,,62,55
195,set_tempo,,,,,30,1,0,,1363636,,,,,,,
