tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,,,,,,,0,,,,,,
0,note_on,0,0,2,,,,,,,,,,,,,,,0,,,62,45
0,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,37
0,control_change,0,0,2,,,,,,,,,,,,,,,0,64,127,,
0,control_change,0,0,2,,,,,,,,,,,,,,,0,7,100,,
0,program_change,0,0,2,,,,,,,,,,,,,,1,0,,,,
0,track_name,0,1,3,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,10,,,,,,,,,,,,,0,,,,,,
0,text,0,1,1,,,,,,,,,,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,,,,,,,,0,,,82,64
0,control_change,0,0,1,,,,,,,,,,,,,,,0,91,127,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,7,100,,
0,program_change,0,0,1,,,,,,,,,,,,,,1,0,,,,
0,midi_port,0,1,2,,,,,,,,,,,,,0,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,9,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,9,,,,,,,,,,,,,0,,,,,,
0,end_of_track,0,1,8,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,8,,,,,,,,,,,,,0,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,,,,,,,0,,,,,,
0,midi_port,0,1,7,,,,,,,,,,,,,0,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,,,,,,,0,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,,,,,,,0,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,,,,,,,0,,,,,,
0,end_of_track,0,1,10,,,,,,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,,,,,,,461787,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,Bb,,,,,,,,
0,time_signature,0,1,0,,,,,,,3,8,12,8,,,,,,,,,
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,
120,note_on,0,0,2,,,,,,,,,,,,,,,0,,,65,30
120,note_on,120,0,2,,,,,,,,,,,,,,,0,,,62,0
120,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,0
240,control_change,0,0,2,,,,,,,,,,,,,,,0,64,0,,
240,note_on,240,0,1,,,,,,,,,,,,,,,0,,,82,0
240,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,29
240,note_on,120,0,2,,,,,,,,,,,,,,,0,,,65,0
240,note_on,0,0,1,,,,,,,,,,,,,,,0,,,81,56
240,note_on,0,0,2,,,,,,,,,,,,,,,0,,,62,35
282,control_change,42,0,2,,,,,,,,,,,,,,,0,64,127,,
360,note_on,0,0,2,,,,,,,,,,,,,,,0,,,65,29
360,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,0
360,note_on,78,0,2,,,,,,,,,,,,,,,0,,,62,0
473,control_change,113,0,2,,,,,,,,,,,,,,,0,64,0,,
480,note_on,240,0,1,,,,,,,,,,,,,,,0,,,81,0
480,note_on,7,0,2,,,,,,,,,,,,,,,0,,,65,0
480,note_on,0,0,2,,,,,,,,,,,,,,,0,,,62,35
480,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,29
480,note_on,0,0,1,,,,,,,,,,,,,,,0,,,82,56
515,control_change,35,0,2,,,,,,,,,,,,,,,0,64,127,,
600,note_on,85,0,2,,,,,,,,,,,,,,,0,,,58,0
600,note_on,0,0,2,,,,,,,,,,,,,,,0,,,62,0
600,note_on,0,0,2,,,,,,,,,,,,,,,0,,,65,30
720,note_on,120,0,2,,,,,,,,,,,,,,,0,,,65,0
720,set_tempo,720,1,0,,,,,,,,,,,,456274,,,,,,,
720,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,40
720,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,34
720,note_on,240,0,1,,,,,,,,,,,,,,,0,,,82,0
720,note_on,0,0,1,,,,,,,,,,,,,,,0,,,79,60
727,control_change,7,0,2,,,,,,,,,,,,,,,0,64,0,,
769,control_change,42,0,2,,,,,,,,,,,,,,,0,64,127,,
840,note_on,71,0,2,,,,,,,,,,,,,,,0,,,58,0
840,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,0
840,note_on,0,0,2,,,,,,,,,,,,,,,0,,,67,30
960,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,35
960,note_on,0,0,1,,,,,,,,,,,,,,,0,,,81,55
960,note_on,240,0,1,,,,,,,,,,,,,,,0,,,79,0
960,set_tempo,240,1,0,,,,,,,,,,,,452625,,,,,,,
960,note_on,120,0,2,,,,,,,,,,,,,,,0,,,67,0
960,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,29
974,control_change,14,0,2,,,,,,,,,,,,,,,0,64,0,,
1009,control_change,35,0,2,,,,,,,,,,,,,,,0,64,127,,
1080,note_on,120,0,1,,,,,,,,,,,,,,,0,,,81,0
1080,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,0
1080,note_on,0,0,2,,,,,,,,,,,,,,,0,,,67,29
1080,note_on,71,0,2,,,,,,,,,,,,,,,0,,,58,0
1080,note_on,0,0,1,,,,,,,,,,,,,,,0,,,82,56
1200,note_on,0,0,1,,,,,,,,,,,,,,,0,,,84,58
1200,note_on,120,0,2,,,,,,,,,,,,,,,0,,,67,0
1200,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,29
1200,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,35
1200,note_on,120,0,1,,,,,,,,,,,,,,,0,,,82,0
1320,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,0
1320,note_on,0,0,2,,,,,,,,,,,,,,,0,,,67,29
1320,note_on,120,0,2,,,,,,,,,,,,,,,0,,,63,0
1320,note_on,120,0,1,,,,,,,,,,,,,,,0,,,84,0
1320,note_on,0,0,1,,,,,,,,,,,,,,,0,,,86,59
1440,note_on,120,0,2,,,,,,,,,,,,,,,0,,,67,0
1440,set_tempo,480,1,0,,,,,,,,,,,,458155,,,,,,,
1440,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,40
1440,note_on,0,0,2,,,,,,,,,,,,,,,0,,,62,48
1440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,82,63
1440,note_on,120,0,1,,,,,,,,,,,,,,,0,,,86,0
1475,control_change,35,0,2,,,,,,,,,,,,,,,0,64,0,,
1489,control_change,14,0,2,,,,,,,,,,,,,,,0,64,127,,
1560,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,0
1560,note_on,71,0,2,,,,,,,,,,,,,,,0,,,62,0
1560,note_on,0,0,2,,,,,,,,,,,,,,,0,,,65,30
1680,note_on,0,0,1,,,,,,,,,,,,,,,0,,,84,64
1680,note_on,0,0,2,,,,,,,,,,,,,,,0,,,62,35
1680,note_on,120,0,2,,,,,,,,,,,,,,,0,,,65,0
1680,set_tempo,240,1,0,,,,,,,,,,,,452625,,,,,,,
1680,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,29
1680,note_on,240,0,1,,,,,,,,,,,,,,,0,,,82,0
1680,control_change,0,0,2,,,,,,,,,,,,,,,0,64,0,,
1729,control_change,49,0,2,,,,,,,,,,,,,,,0,64,127,,
1800,note_on,120,0,1,,,,,,,,,,,,,,,0,,,84,0
1800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,82,56
1800,note_on,71,0,2,,,,,,,,,,,,,,,0,,,58,0
1800,note_on,0,0,2,,,,,,,,,,,,,,,0,,,62,0
1800,note_on,0,0,2,,,,,,,,,,,,,,,0,,,65,29
1920,note_on,120,0,2,,,,,,,,,,,,,,,0,,,65,0
1920,note_on,0,0,1,,,,,,,,,,,,,,,0,,,81,60
1920,note_on,0,0,2,,,,,,,,,,,,,,,0,,,62,35
1920,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,29
1920,note_on,120,0,1,,,,,,,,,,,,,,,0,,,82,0
2040,note_on,120,0,2,,,,,,,,,,,,,,,0,,,62,0
2040,note_on,120,0,1,,,,,,,,,,,,,,,0,,,81,0
2040,note_on,0,0,2,,,,,,,,,,,,,,,0,,,65,29
2040,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,0
2040,note_on,0,0,1,,,,,,,,,,,,,,,0,,,79,56
2160,note_on,120,0,1,,,,,,,,,,,,,,,0,,,79,0
2160,control_change,0,0,2,,,,,,,,,,,,,,,0,64,0,,
2160,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,41
2160,note_on,0,0,2,,,,,,,,,,,,,,,0,,,57,35
2160,note_on,0,0,1,,,,,,,,,,,,,,,0,,,77,66
2160,set_tempo,480,1,0,,,,,,,,,,,,463750,,,,,,,
2160,note_on,120,0,2,,,,,,,,,,,,,,,0,,,65,0
2220,note_on,60,0,1,,,,,,,,,,,,,,,0,,,77,0
2280,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,0
2280,note_on,0,0,2,,,,,,,,,,,,,,,0,,,65,30
2280,note_on,120,0,2,,,,,,,,,,,,,,,0,,,57,0
2400,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,35
2400,note_on,120,0,2,,,,,,,,,,,,,,,0,,,65,0
2400,note_on,180,0,1,,,,,,,,,,,,,,,0,,,77,60
2400,note_on,0,0,2,,,,,,,,,,,,,,,0,,,57,29
2460,note_on,60,0,1,,,,,,,,,,,,,,,0,,,77,0
2520,note_on,120,0,2,,,,,,,,,,,,,,,0,,,63,0
2520,note_on,0,0,2,,,,,,,,,,,,,,,0,,,57,0
2520,note_on,0,0,2,,,,,,,,,,,,,,,0,,,65,31
2640,note_on,120,0,2,,,,,,,,,,,,,,,0,,,65,0
2640,note_on,180,0,1,,,,,,,,,,,,,,,0,,,77,59
2640,set_tempo,480,1,0,,,,,,,,,,,,474608,,,,,,,
2640,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,35
2640,note_on,0,0,2,,,,,,,,,,,,,,,0,,,57,29
2700,note_on,60,0,1,,,,,,,,,,,,,,,0,,,77,0
2760,note_on,120,0,2,,,,,,,,,,,,,,,0,,,63,0
2760,note_on,0,0,2,,,,,,,,,,,,,,,0,,,57,0
2760,note_on,0,0,2,,,,,,,,,,,,,,,0,,,65,30
2880,note_on,120,0,2,,,,,,,,,,,,,,,0,,,65,0
2880,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,44
2880,note_on,0,0,2,,,,,,,,,,,,,,,0,,,57,37
2880,note_on,180,0,1,,,,,,,,,,,,,,,0,,,78,72
2880,set_tempo,240,1,0,,,,,,,,,,,,463679,,,,,,,
2949,control_change,69,0,2,,,,,,,,,,,,,,,0,64,127,,
3000,note_on,0,0,2,,,,,,,,,,,,,,,0,,,66,30
3000,note_on,51,0,2,,,,,,,,,,,,,,,0,,,57,0
3000,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,0
3120,note_on,0,0,2,,,,,,,,,,,,,,,0,,,57,29
3120,note_on,0,0,1,,,,,,,,,,,,,,,0,,,90,68
3120,note_on,240,0,1,,,,,,,,,,,,,,,0,,,78,0
3120,note_on,120,0,2,,,,,,,,,,,,,,,0,,,66,0
3120,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,35
3240,note_on,120,0,2,,,,,,,,,,,,,,,0,,,63,0
3240,note_on,0,0,2,,,,,,,,,,,,,,,0,,,57,0
3240,note_on,0,0,2,,,,,,,,,,,,,,,0,,,66,30
3356,control_change,116,0,2,,,,,,,,,,,,,,,0,64,0,,
3360,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,35
3360,note_on,240,0,1,,,,,,,,,,,,,,,0,,,90,0
3360,set_tempo,480,1,0,,,,,,,,,,,,472776,,,,,,,
3360,note_on,0,0,2,,,,,,,,,,,,,,,0,,,57,29
3360,note_on,4,0,2,,,,,,,,,,,,,,,0,,,66,0
3360,note_on,0,0,1,,,,,,,,,,,,,,,0,,,90,68
3420,note_on,60,0,1,,,,,,,,,,,,,,,0,,,90,0
3480,note_on,0,0,2,,,,,,,,,,,,,,,0,,,57,0
3480,note_on,120,0,2,,,,,,,,,,,,,,,0,,,63,0
3480,note_on,0,0,2,,,,,,,,,,,,,,,0,,,66,30
3600,note_on,120,0,2,,,,,,,,,,,,,,,0,,,66,0
3600,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,41
3600,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,35
3600,set_tempo,240,1,0,,,,,,,,,,,,463679,,,,,,,
3600,note_on,180,0,1,,,,,,,,,,,,,,,0,,,91,77
3720,note_on,120,0,2,,,,,,,,,,,,,,,0,,,63,0
3720,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,0
3720,note_on,0,0,2,,,,,,,,,,,,,,,0,,,67,30
3727,control_change,7,0,2,,,,,,,,,,,,,,,0,64,127,,
3840,note_on,113,0,2,,,,,,,,,,,,,,,0,,,67,0
3840,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,35
3840,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,29
3840,note_on,0,0,1,,,,,,,,,,,,,,,0,,,79,60
3840,note_on,240,0,1,,,,,,,,,,,,,,,0,,,91,0
3960,note_on,0,0,2,,,,,,,,,,,,,,,0,,,67,30
3960,note_on,120,0,2,,,,,,,,,,,,,,,0,,,58,0
3960,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,0
4052,control_change,92,0,2,,,,,,,,,,,,,,,0,64,0,,
4080,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,29
4080,note_on,28,0,2,,,,,,,,,,,,,,,0,,,67,0
4080,note_on,0,0,1,,,,,,,,,,,,,,,0,,,79,60
4080,note_on,240,0,1,,,,,,,,,,,,,,,0,,,79,0
4080,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,35
4140,note_on,60,0,1,,,,,,,,,,,,,,,0,,,79,0
4200,note_on,0,0,2,,,,,,,,,,,,,,,0,,,58,0
4200,note_on,120,0,2,,,,,,,,,,,,,,,0,,,63,0
4200,note_on,0,0,2,,,,,,,,,,,,,,,0,,,67,30
4320,note_on,0,0,2,,,,,,,,,,,,,,,0,,,63,41
4320,note_on,0,0,2,,,,,,,,,,,,,,,0,,,60,35
