tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,0,3,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,,0,10,97,,
0,control_change,0,0,1,,,,,,,,,0,64,127,,
0,note_on,0,0,1,,,,,,,,,0,,,59,49
0,note_on,0,0,1,,,,,,,,,0,,,64,49
0,note_on,0,0,1,,,,,,,,,0,,,68,49
0,track_name,0,1,2,,,,,,,,,,,,,
0,note_on,0,0,3,,,,,,,,,2,,,40,36
0,control_change,0,0,3,,,,,,,,,2,64,127,,
0,control_change,0,0,3,,,,,,,,,2,10,30,,
0,control_change,0,0,3,,,,,,,,,2,7,127,,
0,program_change,0,0,3,,,,,,,,0,2,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,control_change,0,0,2,,,,,,,,,1,10,97,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,control_change,0,0,4,,,,,,,,,3,7,127,,
0,control_change,0,0,4,,,,,,,,,3,10,30,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,,
0,set_tempo,0,1,0,,,,,,1000000,,,,,,,
0,key_signature,0,1,0,,,,,E,,,,,,,,
9,note_on,0,0,1,,,,,,,,,0,,,64,0
9,note_on,0,0,1,,,,,,,,,0,,,59,0
9,note_on,9,0,1,,,,,,,,,0,,,68,0
90,note_on,0,0,1,,,,,,,,,0,,,64,49
90,note_on,0,0,1,,,,,,,,,0,,,68,49
90,note_on,0,0,3,,,,,,,,,2,,,52,36
90,note_on,81,0,1,,,,,,,,,0,,,59,49
90,note_on,90,0,3,,,,,,,,,2,,,40,0
94,note_on,4,0,1,,,,,,,,,0,,,68,0
94,note_on,0,0,1,,,,,,,,,0,,,64,0
94,note_on,0,0,1,,,,,,,,,0,,,59,0
94,note_on,4,0,3,,,,,,,,,2,,,52,0
120,note_on,26,0,1,,,,,,,,,0,,,59,49
120,note_on,26,0,3,,,,,,,,,2,,,52,36
120,note_on,0,0,1,,,,,,,,,0,,,64,49
120,note_on,0,0,1,,,,,,,,,0,,,68,49
126,note_on,0,0,1,,,,,,,,,0,,,59,0
126,note_on,0,0,1,,,,,,,,,0,,,64,0
126,note_on,6,0,3,,,,,,,,,2,,,52,0
126,note_on,6,0,1,,,,,,,,,0,,,68,0
180,note_on,54,0,1,,,,,,,,,0,,,60,49
180,note_on,54,0,3,,,,,,,,,2,,,52,36
180,note_on,0,0,1,,,,,,,,,0,,,68,49
180,note_on,0,0,1,,,,,,,,,0,,,64,49
186,note_on,0,0,1,,,,,,,,,0,,,60,0
186,note_on,0,0,1,,,,,,,,,0,,,64,0
186,note_on,6,0,1,,,,,,,,,0,,,68,0
186,note_on,6,0,3,,,,,,,,,2,,,52,0
240,control_change,54,0,1,,,,,,,,,0,64,0,,
