tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,100,,
0,control_change,0,0,1,,,,,,,,,0,91,127,,
0,text,0,1,1,,,,,,,,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,0,,,,
0,control_change,0,0,2,,,,,,,,,0,7,100,,
0,control_change,0,0,2,,,,,,,,,0,64,127,,
0,control_change,0,0,2,,,,,,,,,0,91,127,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,2,4,24,8,,,,,,,,,
0,set_tempo,0,1,0,,,,,,265498,,,,,,,
0,key_signature,0,1,0,,,,,Ab,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
4,note_on,0,0,2,,,,,,,,,0,,,41,61
4,note_on,4,0,1,,,,,,,,,0,,,68,72
4,note_on,0,0,1,,,,,,,,,0,,,72,72
4,note_on,0,0,1,,,,,,,,,0,,,80,81
4,note_on,4,0,2,,,,,,,,,0,,,53,68
480,set_tempo,480,1,0,,,,,,267547,,,,,,,
480,note_on,476,0,1,,,,,,,,,0,,,79,77
480,note_on,0,0,1,,,,,,,,,0,,,68,69
480,note_on,476,0,2,,,,,,,,,0,,,53,66
480,note_on,0,0,1,,,,,,,,,0,,,72,69
484,note_on,0,0,1,,,,,,,,,0,,,68,0
484,note_on,4,0,1,,,,,,,,,0,,,80,0
484,note_on,0,0,1,,,,,,,,,0,,,72,0
484,note_on,0,0,2,,,,,,,,,0,,,53,0
484,note_on,4,0,2,,,,,,,,,0,,,41,0
600,note_on,116,0,1,,,,,,,,,0,,,79,0
600,note_on,0,0,1,,,,,,,,,0,,,68,0
600,note_on,0,0,1,,,,,,,,,0,,,72,0
600,note_on,116,0,2,,,,,,,,,0,,,53,0
