tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,,1,10,97,,
0,control_change,0,0,2,,,,,,,,,1,64,127,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,,0,64,127,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,0,2,,,,
0,control_change,0,0,3,,,,,,,,,2,7,127,,
0,control_change,0,0,3,,,,,,,,,2,10,30,,
0,control_change,0,0,3,,,,,,,,,2,64,127,,
0,control_change,0,0,3,,,,,,,,,2,64,127,,
0,note_on,0,0,3,,,,,,,,,2,,,62,49
0,note_on,0,0,3,,,,,,,,,2,,,66,49
0,control_change,0,0,1,,,,,,,,,0,10,97,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,control_change,0,0,4,,,,,,,,,3,7,127,,
0,control_change,0,0,4,,,,,,,,,3,10,30,,
0,control_change,0,0,4,,,,,,,,,3,64,127,,
0,program_change,0,0,4,,,,,,,,0,3,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,D,,,,,,,,
0,set_tempo,0,1,0,,,,,,434783,,,,,,,
12,note_on,0,0,3,,,,,,,,,2,,,62,0
12,note_on,12,0,3,,,,,,,,,2,,,66,0
120,note_on,108,0,3,,,,,,,,,2,,,57,49
120,note_on,0,0,3,,,,,,,,,2,,,66,49
132,note_on,0,0,3,,,,,,,,,2,,,57,0
132,note_on,12,0,3,,,,,,,,,2,,,66,0
240,note_on,0,0,3,,,,,,,,,2,,,66,49
240,note_on,108,0,3,,,,,,,,,2,,,62,49
252,note_on,0,0,3,,,,,,,,,2,,,62,0
252,note_on,12,0,3,,,,,,,,,2,,,66,0
360,note_on,108,0,3,,,,,,,,,2,,,57,49
360,note_on,0,0,3,,,,,,,,,2,,,66,49
372,note_on,12,0,3,,,,,,,,,2,,,66,0
372,note_on,0,0,3,,,,,,,,,2,,,57,0
480,note_on,0,0,3,,,,,,,,,2,,,66,49
480,note_on,108,0,3,,,,,,,,,2,,,62,49
492,note_on,0,0,3,,,,,,,,,2,,,62,0
492,note_on,12,0,3,,,,,,,,,2,,,66,0
600,note_on,0,0,3,,,,,,,,,2,,,66,49
600,note_on,108,0,3,,,,,,,,,2,,,57,49
612,note_on,0,0,3,,,,,,,,,2,,,57,0
612,note_on,12,0,3,,,,,,,,,2,,,66,0
720,note_on,0,0,3,,,,,,,,,2,,,66,36
720,note_on,108,0,3,,,,,,,,,2,,,62,36
720,note_on,720,0,1,,,,,,,,,0,,,81,49
732,note_on,12,0,3,,,,,,,,,2,,,66,0
732,note_on,0,0,3,,,,,,,,,2,,,62,0
810,note_on,90,0,1,,,,,,,,,0,,,81,0
810,note_on,0,0,1,,,,,,,,,0,,,83,49
840,control_change,108,0,3,,,,,,,,,2,64,0,,
840,note_on,30,0,1,,,,,,,,,0,,,83,0
840,note_on,0,0,3,,,,,,,,,2,,,66,36
840,note_on,0,0,3,,,,,,,,,2,,,57,36
840,note_on,0,0,1,,,,,,,,,0,,,81,49
