tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,,,,,,,,0,,,37,20
0,control_change,0,0,2,,,,,,,,,,,,,,,0,7,100,,
0,program_change,0,0,2,,,,,,,,,,,,,,0,0,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,,,,,,,0,,,,,,
0,midi_port,0,1,8,,,,,,,,,,,,,0,,,,,,
0,note_on,0,0,2,,,,,,,,,,,,,,,0,,,40,20
0,text,0,1,1,,,,,,,,,,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,29
0,note_on,0,0,1,,,,,,,,,,,,,,,0,,,61,29
0,note_on,0,0,1,,,,,,,,,,,,,,,0,,,56,29
0,control_change,0,0,1,,,,,,,,,,,,,,,0,91,127,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,7,100,,
0,program_change,0,0,1,,,,,,,,,,,,,,0,0,,,,
0,note_on,0,0,1,,,,,,,,,,,,,,,0,,,68,35
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,,,,,,,,0,,,44,20
0,midi_port,0,1,3,,,,,,,,,,,,,0,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,,,,,,,0,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,,,,,,,0,,,,,,
0,note_on,0,0,2,,,,,,,,,,,,,,,0,,,49,26
0,end_of_track,0,1,5,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,,,,,,,0,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,,,,,,,0,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,,,,,,,0,,,,,,
0,end_of_track,0,1,8,,,,,,,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,,,,,,,1054111,,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,E,,,,,,,,
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,
0,time_signature,0,1,0,,,,,,,8,4,24,8,,,,,,,,,
42,control_change,42,0,2,,,,,,,,,,,,,,,0,64,127,,
960,note_on,960,0,1,,,,,,,,,,,,,,,0,,,68,0
960,note_on,0,0,1,,,,,,,,,,,,,,,0,,,56,0
960,note_on,0,0,1,,,,,,,,,,,,,,,0,,,61,0
960,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,0
960,note_on,0,0,1,,,,,,,,,,,,,,,0,,,56,28
960,note_on,0,0,1,,,,,,,,,,,,,,,0,,,61,28
960,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,28
960,note_on,0,0,1,,,,,,,,,,,,,,,0,,,68,35
960,set_tempo,960,1,0,,,,,,,,,,,,1020235,,,,,,,
960,note_on,918,0,2,,,,,,,,,,,,,,,0,,,49,0
960,note_on,0,0,2,,,,,,,,,,,,,,,0,,,37,0
960,note_on,0,0,2,,,,,,,,,,,,,,,0,,,40,0
960,note_on,0,0,2,,,,,,,,,,,,,,,0,,,44,0
960,note_on,0,0,2,,,,,,,,,,,,,,,0,,,37,22
960,note_on,0,0,2,,,,,,,,,,,,,,,0,,,40,22
960,note_on,0,0,2,,,,,,,,,,,,,,,0,,,44,22
960,note_on,0,0,2,,,,,,,,,,,,,,,0,,,49,26
1440,note_on,0,0,2,,,,,,,,,,,,,,,0,,,37,0
1440,note_on,480,0,1,,,,,,,,,,,,,,,0,,,68,0
1440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,56,0
1440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,61,0
1440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,0
1440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,56,29
1440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,29
1440,note_on,480,0,2,,,,,,,,,,,,,,,0,,,49,0
1440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,61,29
1440,set_tempo,480,1,0,,,,,,,,,,,,1193317,,,,,,,
1440,note_on,0,0,2,,,,,,,,,,,,,,,0,,,49,27
1440,note_on,0,0,2,,,,,,,,,,,,,,,0,,,44,23
1440,note_on,0,0,2,,,,,,,,,,,,,,,0,,,40,23
1440,note_on,0,0,2,,,,,,,,,,,,,,,0,,,37,23
1440,note_on,0,0,2,,,,,,,,,,,,,,,0,,,44,0
1440,note_on,0,0,2,,,,,,,,,,,,,,,0,,,40,0
1440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,68,35
1920,note_on,480,0,1,,,,,,,,,,,,,,,0,,,68,0
1920,note_on,0,0,1,,,,,,,,,,,,,,,0,,,56,0
1920,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,0
1920,note_on,0,0,1,,,,,,,,,,,,,,,0,,,63,37
1920,note_on,0,0,1,,,,,,,,,,,,,,,0,,,66,37
1920,note_on,0,0,1,,,,,,,,,,,,,,,0,,,56,37
1920,note_on,0,0,1,,,,,,,,,,,,,,,0,,,68,44
1920,note_on,0,0,1,,,,,,,,,,,,,,,0,,,61,0
1920,set_tempo,480,1,0,,,,,,,,,,,,1054111,,,,,,,
1920,note_on,0,0,2,,,,,,,,,,,,,,,0,,,48,30
1920,note_on,0,0,2,,,,,,,,,,,,,,,0,,,39,25
1920,note_on,0,0,2,,,,,,,,,,,,,,,0,,,36,25
1920,note_on,0,0,2,,,,,,,,,,,,,,,0,,,44,25
1920,note_on,0,0,2,,,,,,,,,,,,,,,0,,,44,0
1920,note_on,0,0,2,,,,,,,,,,,,,,,0,,,40,0
1920,note_on,0,0,2,,,,,,,,,,,,,,,0,,,37,0
1920,note_on,480,0,2,,,,,,,,,,,,,,,0,,,49,0
1930,control_change,10,0,2,,,,,,,,,,,,,,,0,64,0,,
2061,control_change,131,0,2,,,,,,,,,,,,,,,0,64,127,,
2640,note_on,0,0,1,,,,,,,,,,,,,,,0,,,56,0
2640,note_on,0,0,1,,,,,,,,,,,,,,,0,,,57,39
2640,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,39
2640,note_on,720,0,1,,,,,,,,,,,,,,,0,,,68,0
2880,note_on,0,0,1,,,,,,,,,,,,,,,0,,,56,39
2880,note_on,0,0,1,,,,,,,,,,,,,,,0,,,68,39
2880,note_on,0,0,1,,,,,,,,,,,,,,,0,,,57,0
2880,note_on,240,0,1,,,,,,,,,,,,,,,0,,,69,0
2890,control_change,829,0,2,,,,,,,,,,,,,,,0,64,0,,
3049,control_change,159,0,2,,,,,,,,,,,,,,,0,64,127,,
3360,set_tempo,1440,1,0,,,,,,,,,,,,1099908,,,,,,,
3840,note_on,0,0,1,,,,,,,,,,,,,,,0,,,66,0
3840,note_on,0,0,2,,,,,,,,,,,,,,,0,,,48,0
3840,note_on,0,0,2,,,,,,,,,,,,,,,0,,,36,0
3840,note_on,0,0,2,,,,,,,,,,,,,,,0,,,37,27
3840,note_on,0,0,1,,,,,,,,,,,,,,,0,,,68,0
3840,note_on,0,0,2,,,,,,,,,,,,,,,0,,,44,27
3840,set_tempo,480,1,0,,,,,,,,,,,,1054111,,,,,,,
3840,note_on,0,0,2,,,,,,,,,,,,,,,0,,,40,27
3840,note_on,791,0,2,,,,,,,,,,,,,,,0,,,39,0
3840,note_on,0,0,1,,,,,,,,,,,,,,,0,,,61,37
3840,note_on,0,0,1,,,,,,,,,,,,,,,0,,,56,37
3840,note_on,0,0,1,,,,,,,,,,,,,,,0,,,52,37
3840,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,44
3840,note_on,960,0,1,,,,,,,,,,,,,,,0,,,56,0
3840,note_on,0,0,1,,,,,,,,,,,,,,,0,,,63,0
3840,note_on,0,0,2,,,,,,,,,,,,,,,0,,,49,33
3840,note_on,0,0,2,,,,,,,,,,,,,,,0,,,44,0
3850,control_change,10,0,2,,,,,,,,,,,,,,,0,64,0,,
4160,control_change,310,0,2,,,,,,,,,,,,,,,0,64,127,,
4800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,61,42
4800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,57,42
4800,note_on,0,0,2,,,,,,,,,,,,,,,0,,,33,33
4800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,56,0
4800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,52,0
4800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,0
4800,note_on,960,0,1,,,,,,,,,,,,,,,0,,,61,0
4800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,66,51
4800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,54,42
4800,note_on,0,0,2,,,,,,,,,,,,,,,0,,,37,33
4800,note_on,0,0,2,,,,,,,,,,,,,,,0,,,37,0
4800,note_on,640,0,2,,,,,,,,,,,,,,,0,,,40,0
4800,note_on,0,0,2,,,,,,,,,,,,,,,0,,,45,39
4800,note_on,0,0,2,,,,,,,,,,,,,,,0,,,49,0
4800,note_on,0,0,2,,,,,,,,,,,,,,,0,,,42,33
4800,set_tempo,960,1,0,,,,,,,,,,,,1119403,,,,,,,
4800,note_on,0,0,2,,,,,,,,,,,,,,,0,,,44,0
4804,control_change,4,0,2,,,,,,,,,,,,,,,0,64,0,,
5013,control_change,209,0,2,,,,,,,,,,,,,,,0,64,127,,
5760,note_on,0,0,1,,,,,,,,,,,,,,,0,,,57,0
5760,note_on,0,0,1,,,,,,,,,,,,,,,0,,,54,0
5760,note_on,960,0,1,,,,,,,,,,,,,,,0,,,66,0
5760,note_on,0,0,2,,,,,,,,,,,,,,,0,,,42,0
5760,note_on,0,0,1,,,,,,,,,,,,,,,0,,,61,0
5760,note_on,0,0,2,,,,,,,,,,,,,,,0,,,33,0
5760,note_on,0,0,2,,,,,,,,,,,,,,,0,,,37,0
5760,note_on,0,0,2,,,,,,,,,,,,,,,0,,,32,29
5760,note_on,747,0,2,,,,,,,,,,,,,,,0,,,45,0
5760,set_tempo,960,1,0,,,,,,,,,,,,1454193,,,,,,,
5770,control_change,10,0,2,,,,,,,,,,,,,,,0,64,0,,
5790,note_on,20,0,2,,,,,,,,,,,,,,,0,,,36,30
5800,set_tempo,40,1,0,,,,,,,,,,,,1390176,,,,,,,
5820,control_change,30,0,2,,,,,,,,,,,,,,,0,64,127,,
5820,note_on,0,0,2,,,,,,,,,,,,,,,0,,,39,34
5840,set_tempo,40,1,0,,,,,,,,,,,,1331558,,,,,,,
5850,note_on,30,0,2,,,,,,,,,,,,,,,0,,,44,36
5880,note_on,120,0,1,,,,,,,,,,,,,,,0,,,56,39
5880,set_tempo,40,1,0,,,,,,,,,,,,1277683,,,,,,,
5910,note_on,30,0,1,,,,,,,,,,,,,,,0,,,60,41
5920,set_tempo,40,1,0,,,,,,,,,,,,1228250,,,,,,,
5940,note_on,30,0,1,,,,,,,,,,,,,,,0,,,63,46
5960,set_tempo,40,1,0,,,,,,,,,,,,1182266,,,,,,,
5970,note_on,30,0,1,,,,,,,,,,,,,,,0,,,68,48
7013,control_change,1163,0,2,,,,,,,,,,,,,,,0,64,0,,
7660,note_on,1690,0,1,,,,,,,,,,,,,,,0,,,68,0
7680,note_on,20,0,1,,,,,,,,,,,,,,,0,,,56,0
7680,note_on,0,0,1,,,,,,,,,,,,,,,0,,,60,0
7680,note_on,0,0,1,,,,,,,,,,,,,,,0,,,63,0
7680,note_on,0,0,1,,,,,,,,,,,,,,,0,,,56,33
