tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,key,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,key_signature,0,1,7,,,,,,F,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,
0,key_signature,0,1,6,,,,,,C,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,
0,key_signature,0,1,9,,,,,,F,,,,,,
0,key_signature,0,1,2,,,,,,F,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,
0,key_signature,0,1,4,,,,,,F,,,,,,
0,track_name,0,1,10,,,,,,,,,,,,
0,key_signature,0,1,10,,,,,,Eb,,,,,,
0,key_signature,0,1,3,,,,,,F,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,
0,track_name,0,1,11,,,,,,,,,,,,
0,key_signature,0,1,11,,,,,,C,,,,,,
0,track_name,0,1,12,,,,,,,,,,,,
0,key_signature,0,1,12,,,,,,F,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,
0,key_signature,0,1,8,,,,,,F,,,,,,
0,key_signature,0,1,5,,,,,,F,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,
0,key_signature,0,1,1,,,,,,F,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,1153846,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,
5,control_change,5,0,12,,,,,,,0,0,10,,,
10,control_change,5,0,12,,,,,,,32,0,10,,,
10,control_change,10,0,1,,,,,,,0,0,2,,,
15,program_change,5,0,12,,,,,,,,,10,70,,
15,control_change,5,0,1,,,,,,,32,0,2,,,
20,control_change,5,0,12,,,,,,,7,111,10,,,
20,program_change,5,0,1,,,,,,,,,2,45,,
25,control_change,5,0,12,,,,,,,10,61,10,,,
25,control_change,5,0,1,,,,,,,7,77,2,,,
30,control_change,5,0,12,,,,,,,91,127,10,,,
30,control_change,5,0,1,,,,,,,10,54,2,,,
35,control_change,5,0,1,,,,,,,91,127,2,,,
35,control_change,5,0,12,,,,,,,93,127,10,,,
40,control_change,5,0,1,,,,,,,93,127,2,,,
40,control_change,5,0,12,,,,,,,101,0,10,,,
45,control_change,5,0,12,,,,,,,100,0,10,,,
45,control_change,5,0,1,,,,,,,101,0,2,,,
50,control_change,5,0,12,,,,,,,6,2,10,,,
50,control_change,5,0,1,,,,,,,100,0,2,,,
55,control_change,5,0,1,,,,,,,6,2,2,,,
60,control_change,60,0,2,,,,,,,0,0,1,,,
65,control_change,5,0,2,,,,,,,32,0,1,,,
70,program_change,5,0,2,,,,,,,,,1,49,,
75,control_change,5,0,2,,,,,,,7,81,1,,,
80,control_change,5,0,2,,,,,,,10,65,1,,,
85,control_change,5,0,2,,,,,,,91,127,1,,,
90,control_change,5,0,2,,,,,,,93,127,1,,,
95,control_change,5,0,2,,,,,,,101,0,1,,,
100,control_change,5,0,2,,,,,,,100,0,1,,,
105,control_change,5,0,2,,,,,,,6,2,1,,,
110,control_change,110,0,3,,,,,,,0,0,0,,,
115,control_change,5,0,3,,,,,,,32,0,0,,,
120,program_change,5,0,3,,,,,,,,,0,49,,
125,control_change,5,0,3,,,,,,,7,81,0,,,
130,control_change,5,0,3,,,,,,,10,67,0,,,
135,control_change,5,0,3,,,,,,,91,127,0,,,
140,control_change,5,0,3,,,,,,,93,127,0,,,
145,control_change,5,0,3,,,,,,,101,0,0,,,
150,control_change,5,0,3,,,,,,,100,0,0,,,
155,control_change,5,0,3,,,,,,,6,2,0,,,
160,control_change,160,0,4,,,,,,,0,0,12,,,
165,control_change,5,0,4,,,,,,,32,0,12,,,
170,program_change,5,0,4,,,,,,,,,12,52,,
175,control_change,5,0,4,,,,,,,7,127,12,,,
180,control_change,5,0,4,,,,,,,10,58,12,,,
185,control_change,5,0,4,,,,,,,91,127,12,,,
190,control_change,5,0,4,,,,,,,93,127,12,,,
195,control_change,5,0,4,,,,,,,101,0,12,,,
200,control_change,5,0,4,,,,,,,100,0,12,,,
205,control_change,5,0,4,,,,,,,6,2,12,,,
210,control_change,210,0,5,,,,,,,0,0,3,,,
215,control_change,5,0,5,,,,,,,32,0,3,,,
220,program_change,5,0,5,,,,,,,,,3,49,,
225,control_change,5,0,5,,,,,,,7,127,3,,,
230,control_change,5,0,5,,,,,,,10,119,3,,,
235,control_change,5,0,5,,,,,,,91,127,3,,,
240,control_change,5,0,5,,,,,,,93,127,3,,,
245,control_change,5,0,5,,,,,,,101,0,3,,,
250,control_change,5,0,5,,,,,,,100,0,3,,,
255,control_change,5,0,5,,,,,,,6,2,3,,,
260,control_change,260,0,6,,,,,,,0,0,11,,,
265,control_change,5,0,6,,,,,,,32,0,11,,,
270,program_change,5,0,6,,,,,,,,,11,60,,
275,control_change,5,0,6,,,,,,,7,101,11,,,
280,control_change,5,0,6,,,,,,,10,58,11,,,
285,control_change,5,0,6,,,,,,,91,127,11,,,
290,control_change,5,0,6,,,,,,,93,127,11,,,
295,control_change,5,0,6,,,,,,,101,0,11,,,
300,control_change,5,0,6,,,,,,,100,0,11,,,
305,control_change,5,0,6,,,,,,,6,2,11,,,
310,control_change,310,0,7,,,,,,,0,0,4,,,
315,control_change,5,0,7,,,,,,,32,0,4,,,
320,program_change,5,0,7,,,,,,,,,4,32,,
325,control_change,5,0,7,,,,,,,7,60,4,,,
330,control_change,5,0,7,,,,,,,10,123,4,,,
335,control_change,5,0,7,,,,,,,91,127,4,,,
340,control_change,5,0,7,,,,,,,93,127,4,,,
345,control_change,5,0,7,,,,,,,101,0,4,,,
350,control_change,5,0,7,,,,,,,100,0,4,,,
355,control_change,5,0,7,,,,,,,6,2,4,,,
360,control_change,360,0,8,,,,,,,0,0,6,,,
365,control_change,5,0,8,,,,,,,32,0,6,,,
370,program_change,5,0,8,,,,,,,,,6,73,,
375,control_change,5,0,8,,,,,,,7,37,6,,,
380,control_change,5,0,8,,,,,,,10,27,6,,,
385,control_change,5,0,8,,,,,,,91,127,6,,,
390,control_change,5,0,8,,,,,,,93,127,6,,,
395,control_change,5,0,8,,,,,,,101,0,6,,,
400,control_change,5,0,8,,,,,,,100,0,6,,,
405,control_change,5,0,8,,,,,,,6,2,6,,,
410,control_change,410,0,9,,,,,,,0,0,7,,,
415,control_change,5,0,9,,,,,,,32,0,7,,,
420,program_change,5,0,9,,,,,,,,,7,52,,
425,control_change,5,0,9,,,,,,,7,127,7,,,
430,control_change,5,0,9,,,,,,,10,102,7,,,
435,control_change,5,0,9,,,,,,,91,127,7,,,
440,control_change,5,0,9,,,,,,,93,127,7,,,
445,control_change,5,0,9,,,,,,,101,0,7,,,
450,control_change,5,0,9,,,,,,,100,0,7,,,
455,control_change,5,0,9,,,,,,,6,2,7,,,
460,control_change,460,0,10,,,,,,,0,0,8,,,
465,control_change,5,0,10,,,,,,,32,0,8,,,
470,program_change,5,0,10,,,,,,,,,8,56,,
475,control_change,5,0,10,,,,,,,7,127,8,,,
480,control_change,5,0,10,,,,,,,10,114,8,,,
485,control_change,5,0,10,,,,,,,91,127,8,,,
490,control_change,5,0,10,,,,,,,93,127,8,,,
495,control_change,5,0,10,,,,,,,101,0,8,,,
500,control_change,5,0,10,,,,,,,100,0,8,,,
505,control_change,5,0,10,,,,,,,6,2,8,,,
1920,note_on,1665,0,5,,,,,,,,,3,,41,83
1920,program_change,1765,0,3,,,,,,,,,0,45,,
1920,note_on,1865,0,1,,,,,,,,,2,,53,58
1920,note_on,1565,0,7,,,,,,,,,4,,29,105
1927,program_change,7,0,1,,,,,,,,,2,49,,
1929,program_change,1824,0,2,,,,,,,,,1,45,,
1929,program_change,0,0,2,,,,,,,,,1,45,,
2080,note_on,151,0,2,,,,,,,,,1,,57,80
2080,note_on,160,0,3,,,,,,,,,0,,60,80
2240,note_off,160,0,3,,,,,,,,,0,,60,80
2240,note_on,0,0,2,,,,,,,,,1,,60,80
2240,note_off,160,0,2,,,,,,,,,1,,57,80
2240,note_on,0,0,3,,,,,,,,,0,,65,80
2400,note_on,0,0,2,,,,,,,,,1,,65,80
2400,note_off,160,0,2,,,,,,,,,1,,60,80
2400,note_on,0,0,3,,,,,,,,,0,,69,80
2400,note_off,160,0,3,,,,,,,,,0,,65,80
2420,control_change,500,0,5,,,,,,,7,127,3,,,
2440,control_change,2135,0,6,,,,,,,7,101,11,,,
2440,control_change,2235,0,4,,,,,,,7,127,12,,,
2440,control_change,2390,0,12,,,,,,,7,111,10,,,
2440,control_change,2035,0,8,,,,,,,7,37,6,,,
2500,control_change,80,0,5,,,,,,,7,123,3,,,
2520,control_change,80,0,8,,,,,,,7,36,6,,,
2520,control_change,0,0,8,,,,,,,7,37,6,,,
2520,control_change,80,0,12,,,,,,,7,108,10,,,
2520,control_change,0,0,4,,,,,,,7,126,12,,,
2520,control_change,20,0,5,,,,,,,7,120,3,,,
2520,control_change,80,0,4,,,,,,,7,124,12,,,
2520,control_change,0,0,12,,,,,,,7,110,10,,,
2520,control_change,80,0,6,,,,,,,7,98,11,,,
2520,control_change,0,0,6,,,,,,,7,100,11,,,
2540,control_change,20,0,5,,,,,,,7,118,3,,,
2540,control_change,0,0,5,,,,,,,7,116,3,,,
2540,control_change,20,0,6,,,,,,,7,96,11,,,
2540,control_change,20,0,12,,,,,,,7,105,10,,,
2540,control_change,20,0,8,,,,,,,7,35,6,,,
2540,control_change,20,0,4,,,,,,,7,120,12,,,
2560,note_on,0,0,2,,,,,,,,,1,,60,80
2560,control_change,20,0,8,,,,,,,7,37,6,,,
2560,note_off,160,0,3,,,,,,,,,0,,69,80
2560,note_off,160,0,2,,,,,,,,,1,,65,80
2560,note_on,0,0,3,,,,,,,,,0,,65,80
2560,control_change,20,0,12,,,,,,,7,111,10,,,
2560,control_change,20,0,4,,,,,,,7,127,12,,,
2560,control_change,20,0,6,,,,,,,7,101,11,,,
2560,control_change,20,0,5,,,,,,,7,115,3,,,
2580,control_change,20,0,5,,,,,,,7,112,3,,,
2580,control_change,0,0,5,,,,,,,7,111,3,,,
2600,control_change,20,0,5,,,,,,,7,110,3,,,
2620,control_change,20,0,5,,,,,,,7,107,3,,,
2640,control_change,20,0,5,,,,,,,7,106,3,,,
2640,control_change,80,0,8,,,,,,,7,38,6,,,
2640,control_change,80,0,4,,,,,,,7,127,12,,,
2640,control_change,80,0,6,,,,,,,7,104,11,,,
2660,control_change,20,0,5,,,,,,,7,102,3,,,
2660,control_change,0,0,8,,,,,,,7,41,6,,,
2660,control_change,0,0,5,,,,,,,7,104,3,,,
2660,control_change,20,0,6,,,,,,,7,117,11,,,
2660,control_change,0,0,6,,,,,,,7,112,11,,,
2660,control_change,20,0,8,,,,,,,7,43,6,,,
2660,control_change,20,0,4,,,,,,,7,127,12,,,
2660,control_change,0,0,4,,,,,,,7,127,12,,,
2680,control_change,20,0,5,,,,,,,7,100,3,,,
2680,control_change,20,0,4,,,,,,,7,127,12,,,
2680,control_change,20,0,6,,,,,,,7,120,11,,,
2680,control_change,20,0,8,,,,,,,7,44,6,,,
2700,control_change,20,0,4,,,,,,,7,127,12,,,
2700,control_change,0,0,4,,,,,,,7,127,12,,,
2700,control_change,0,0,8,,,,,,,7,47,6,,,
2700,control_change,0,0,5,,,,,,,7,96,3,,,
2700,control_change,20,0,5,,,,,,,7,95,3,,,
2700,control_change,20,0,6,,,,,,,7,126,11,,,
2700,control_change,20,0,8,,,,,,,7,46,6,,,
2700,control_change,0,0,6,,,,,,,7,127,11,,,
2720,note_on,0,0,3,,,,,,,,,0,,60,80
2720,note_off,160,0,3,,,,,,,,,0,,65,80
2720,note_off,160,0,2,,,,,,,,,1,,60,80
2720,note_on,0,0,2,,,,,,,,,1,,57,80
2720,control_change,20,0,5,,,,,,,7,94,3,,,
2740,control_change,20,0,5,,,,,,,7,91,3,,,
2760,control_change,20,0,5,,,,,,,7,90,3,,,
2760,control_change,40,0,2,,,,,,,7,81,1,,,
2760,control_change,40,0,3,,,,,,,7,81,0,,,
2760,control_change,0,0,5,,,,,,,7,88,3,,,
2780,control_change,0,0,4,,,,,,,7,127,12,,,
2780,control_change,80,0,4,,,,,,,7,127,12,,,
2780,control_change,80,0,8,,,,,,,7,46,6,,,
2780,control_change,0,0,8,,,,,,,7,44,6,,,
2780,control_change,80,0,6,,,,,,,7,126,11,,,
2780,control_change,0,0,6,,,,,,,7,120,11,,,
2780,control_change,860,0,7,,,,,,,7,59,4,,,
2800,control_change,20,0,4,,,,,,,7,127,12,,,
2800,control_change,20,0,8,,,,,,,7,43,6,,,
2800,control_change,240,0,12,,,,,,,7,110,10,,,
2800,control_change,20,0,6,,,,,,,7,117,11,,,
2820,control_change,20,0,6,,,,,,,7,112,11,,,
2820,control_change,0,0,12,,,,,,,7,105,10,,,
2820,control_change,20,0,4,,,,,,,7,127,12,,,
2820,control_change,20,0,12,,,,,,,7,108,10,,,
2820,control_change,40,0,7,,,,,,,7,57,4,,,
2820,control_change,20,0,8,,,,,,,7,41,6,,,
2840,control_change,20,0,8,,,,,,,7,40,6,,,
2840,control_change,20,0,4,,,,,,,7,127,12,,,
2840,control_change,20,0,6,,,,,,,7,109,11,,,
2840,control_change,20,0,7,,,,,,,7,56,4,,,
2840,control_change,20,0,12,,,,,,,7,104,10,,,
2860,control_change,20,0,6,,,,,,,7,104,11,,,
2860,control_change,0,0,12,,,,,,,7,101,10,,,
2860,control_change,20,0,4,,,,,,,7,127,12,,,
2860,control_change,20,0,12,,,,,,,7,102,10,,,
2860,control_change,20,0,8,,,,,,,7,38,6,,,
2880,note_off,120,0,5,,,,,,,,,3,,41,83
2880,note_on,0,0,5,,,,,,,,,3,,41,83
2880,note_off,120,0,2,,,,,,,,,1,,57,80
2880,control_change,20,0,4,,,,,,,7,127,12,,,
2880,control_change,0,0,8,,,,,,,7,36,6,,,
2880,control_change,20,0,8,,,,,,,7,37,6,,,
2880,control_change,0,0,6,,,,,,,7,98,11,,,
2880,control_change,20,0,6,,,,,,,7,101,11,,,
2880,control_change,0,0,4,,,,,,,7,124,12,,,
2880,note_off,120,0,3,,,,,,,,,0,,60,80
2880,note_off,40,0,7,,,,,,,,,4,,29,105
2880,note_on,0,0,7,,,,,,,,,4,,29,105
2880,control_change,20,0,12,,,,,,,7,98,10,,,
2900,control_change,20,0,12,,,,,,,7,95,10,,,
2900,control_change,0,0,12,,,,,,,7,97,10,,,
2900,control_change,20,0,4,,,,,,,7,117,12,,,
2900,control_change,20,0,6,,,,,,,7,93,11,,,
2900,control_change,20,0,2,,,,,,,7,80,1,,,
2900,control_change,20,0,8,,,,,,,7,34,6,,,
2900,control_change,20,0,3,,,,,,,7,80,0,,,
2920,control_change,0,0,2,,,,,,,7,77,1,,,
2920,control_change,20,0,3,,,,,,,7,78,0,,,
2920,control_change,20,0,12,,,,,,,7,94,10,,,
2920,control_change,0,0,3,,,,,,,7,77,0,,,
2920,control_change,0,0,12,,,,,,,7,92,10,,,
2920,control_change,20,0,2,,,,,,,7,78,1,,,
2940,control_change,20,0,12,,,,,,,7,91,10,,,
2960,control_change,20,0,12,,,,,,,7,89,10,,,
2980,control_change,80,0,8,,,,,,,7,34,6,,,
2980,control_change,20,0,12,,,,,,,7,88,10,,,
2980,control_change,80,0,4,,,,,,,7,117,12,,,
2980,control_change,80,0,6,,,,,,,7,93,11,,,
3000,control_change,20,0,12,,,,,,,7,86,10,,,
3000,control_change,120,0,7,,,,,,,7,54,4,,,
3020,control_change,20,0,7,,,,,,,7,53,4,,,
3020,control_change,20,0,12,,,,,,,7,85,10,,,
3040,note_on,120,0,2,,,,,,,,,1,,57,80
3040,note_on,120,0,3,,,,,,,,,0,,60,80
3080,control_change,60,0,12,,,,,,,7,84,10,,,
3180,control_change,200,0,4,,,,,,,7,120,12,,,
3180,control_change,200,0,6,,,,,,,7,96,11,,,
3180,control_change,200,0,8,,,,,,,7,35,6,,,
3200,note_on,0,0,3,,,,,,,,,0,,65,80
3200,control_change,0,0,4,,,,,,,7,127,12,,,
3200,control_change,20,0,4,,,,,,,7,127,12,,,
3200,note_off,160,0,3,,,,,,,,,0,,60,80
3200,control_change,20,0,8,,,,,,,7,37,6,,,
3200,control_change,0,0,8,,,,,,,7,38,6,,,
3200,note_off,160,0,2,,,,,,,,,1,,57,80
3200,control_change,0,0,6,,,,,,,7,104,11,,,
3200,control_change,20,0,6,,,,,,,7,101,11,,,
3200,note_on,0,0,2,,,,,,,,,1,,60,80
3220,control_change,20,0,8,,,,,,,7,40,6,,,
3220,control_change,20,0,4,,,,,,,7,127,12,,,
3220,control_change,20,0,6,,,,,,,7,109,11,,,
3240,control_change,20,0,4,,,,,,,7,127,12,,,
3240,control_change,20,0,6,,,,,,,7,112,11,,,
3240,control_change,20,0,8,,,,,,,7,41,6,,,
3320,control_change,2865,0,9,,,,,,,7,127,7,,,
3360,note_off,160,0,3,,,,,,,,,0,,65,80
3360,note_on,0,0,2,,,,,,,,,1,,65,80
3360,note_off,160,0,2,,,,,,,,,1,,60,80
3360,note_on,0,0,3,,,,,,,,,0,,69,80
3400,control_change,80,0,9,,,,,,,7,126,7,,,
3420,control_change,0,0,9,,,,,,,7,121,7,,,
3420,control_change,20,0,9,,,,,,,7,124,7,,,
3440,control_change,20,0,9,,,,,,,7,120,7,,,
3460,control_change,20,0,9,,,,,,,7,118,7,,,
3480,control_change,1553,0,1,,,,,,,7,76,2,,,
3520,note_off,160,0,3,,,,,,,,,0,,69,80
3520,note_off,160,0,2,,,,,,,,,1,,65,80
3520,note_on,0,0,3,,,,,,,,,0,,65,80
3520,note_on,0,0,2,,,,,,,,,1,,60,80
3560,control_change,320,0,8,,,,,,,7,43,6,,,
3560,control_change,320,0,6,,,,,,,7,118,11,,,
3580,control_change,340,0,4,,,,,,,7,126,12,,,
3580,control_change,0,0,4,,,,,,,7,114,12,,,
3600,control_change,20,0,4,,,,,,,7,91,12,,,
3600,control_change,0,0,4,,,,,,,7,102,12,,,
3600,control_change,40,0,6,,,,,,,7,120,11,,,
3600,control_change,40,0,8,,,,,,,7,44,6,,,
3640,control_change,40,0,4,,,,,,,7,88,12,,,
3640,control_change,160,0,1,,,,,,,7,74,2,,,
3640,control_change,0,0,4,,,,,,,7,79,12,,,
3640,control_change,180,0,9,,,,,,,7,117,7,,,
3660,control_change,20,0,1,,,,,,,7,73,2,,,
3660,control_change,20,0,4,,,,,,,7,71,12,,,
3660,control_change,0,0,4,,,,,,,7,68,12,,,
3660,control_change,0,0,12,,,,,,,7,81,10,,,
3660,control_change,580,0,12,,,,,,,7,83,10,,,
3680,note_on,0,0,2,,,,,,,,,1,,57,80
3680,note_on,0,0,3,,,,,,,,,0,,60,80
3680,note_off,160,0,3,,,,,,,,,0,,65,80
3680,control_change,20,0,12,,,,,,,7,78,10,,,
3680,note_off,160,0,2,,,,,,,,,1,,60,80
3700,control_change,60,0,9,,,,,,,7,115,7,,,
3700,control_change,20,0,12,,,,,,,7,77,10,,,
3740,control_change,40,0,9,,,,,,,7,114,7,,,
3780,control_change,100,0,2,,,,,,,7,75,1,,,
3780,control_change,100,0,3,,,,,,,7,75,0,,,
3800,control_change,20,0,2,,,,,,,7,74,1,,,
3800,control_change,20,0,3,,,,,,,7,74,0,,,
3840,note_on,0,0,7,,,,,,,,,4,,29,105
3840,note_off,960,0,5,,,,,,,,,3,,41,83
3840,note_on,0,0,5,,,,,,,,,3,,41,83
3840,note_off,820,0,7,,,,,,,,,4,,29,105
3840,control_change,100,0,9,,,,,,,7,113,7,,,
3840,note_off,40,0,3,,,,,,,,,0,,60,80
3840,note_off,40,0,2,,,,,,,,,1,,57,80
3840,control_change,180,0,1,,,,,,,7,71,2,,,
3860,control_change,20,0,9,,,,,,,7,111,7,,,
3860,control_change,20,0,2,,,,,,,7,72,1,,,
3860,control_change,20,0,3,,,,,,,7,72,0,,,
3880,control_change,20,0,9,,,,,,,7,110,7,,,
3900,control_change,20,0,9,,,,,,,7,108,7,,,
3900,control_change,40,0,3,,,,,,,7,71,0,,,
3900,control_change,40,0,2,,,,,,,7,71,1,,,
3920,control_change,20,0,3,,,,,,,7,69,0,,,
3920,control_change,80,0,1,,,,,,,7,70,2,,,
3920,control_change,20,0,2,,,,,,,7,69,1,,,
3920,control_change,20,0,9,,,,,,,7,107,7,,,
3940,control_change,20,0,9,,,,,,,7,105,7,,,
3960,control_change,20,0,9,,,,,,,7,104,7,,,
3980,control_change,20,0,9,,,,,,,7,102,7,,,
4000,note_on,80,0,3,,,,,,,,,0,,65,80
4000,note_on,80,0,2,,,,,,,,,1,,60,80
4000,control_change,80,0,1,,,,,,,7,68,2,,,
4040,control_change,60,0,9,,,,,,,7,101,7,,,
4060,control_change,20,0,9,,,,,,,7,100,7,,,
4080,control_change,480,0,6,,,,,,,7,118,11,,,
4080,control_change,80,0,1,,,,,,,7,67,2,,,
4080,control_change,20,0,9,,,,,,,7,98,7,,,
4080,control_change,480,0,8,,,,,,,7,43,6,,,
4100,control_change,20,0,8,,,,,,,7,41,6,,,
4100,control_change,20,0,6,,,,,,,7,112,11,,,
4120,control_change,20,0,8,,,,,,,7,40,6,,,
4120,control_change,20,0,6,,,,,,,7,109,11,,,
4120,control_change,40,0,9,,,,,,,7,97,7,,,
4140,control_change,140,0,2,,,,,,,7,68,1,,,
4140,control_change,140,0,3,,,,,,,7,68,0,,,
4140,control_change,20,0,8,,,,,,,7,38,6,,,
4140,control_change,20,0,6,,,,,,,7,104,11,,,
4160,note_off,0,0,3,,,,,,,,,0,,65,80
4160,control_change,20,0,3,,,,,,,7,67,0,,,
4160,note_on,0,0,3,,,,,,,,,0,,69,80
4160,control_change,40,0,9,,,,,,,7,95,7,,,
4160,control_change,20,0,2,,,,,,,7,67,1,,,
4160,note_off,0,0,2,,,,,,,,,1,,60,80
4160,note_on,0,0,2,,,,,,,,,1,,65,80
4160,control_change,80,0,1,,,,,,,7,65,2,,,
4180,control_change,40,0,8,,,,,,,7,37,6,,,
4180,control_change,20,0,9,,,,,,,7,94,7,,,
4180,control_change,40,0,6,,,,,,,7,101,11,,,
4200,control_change,40,0,3,,,,,,,7,65,0,,,
4200,control_change,40,0,2,,,,,,,7,65,1,,,
4220,control_change,20,0,3,,,,,,,7,64,0,,,
4220,control_change,20,0,2,,,,,,,7,64,1,,,
4240,control_change,60,0,9,,,,,,,7,92,7,,,
4260,control_change,40,0,2,,,,,,,7,62,1,,,
4260,control_change,40,0,3,,,,,,,7,62,0,,,
4280,control_change,40,0,9,,,,,,,7,91,7,,,
4300,control_change,120,0,6,,,,,,,7,96,11,,,
4300,control_change,640,0,4,,,,,,,7,69,12,,,
4300,control_change,120,0,8,,,,,,,7,35,6,,,
4320,note_on,0,0,3,,,,,,,,,0,,72,80
4320,note_off,60,0,3,,,,,,,,,0,,69,80
4320,note_off,60,0,2,,,,,,,,,1,,65,80
4320,control_change,480,0,5,,,,,,,7,90,3,,,
4320,control_change,20,0,8,,,,,,,7,34,6,,,
4320,control_change,20,0,6,,,,,,,7,93,11,,,
4320,note_on,0,0,2,,,,,,,,,1,,69,80
4340,control_change,20,0,8,,,,,,,7,33,6,,,
4340,control_change,20,0,6,,,,,,,7,90,11,,,
4340,control_change,20,0,5,,,,,,,7,91,3,,,
4360,control_change,20,0,8,,,,,,,7,31,6,,,
4360,control_change,20,0,6,,,,,,,7,85,11,,,
4380,control_change,20,0,6,,,,,,,7,82,11,,,
4380,control_change,60,0,3,,,,,,,7,61,0,,,
4380,control_change,60,0,2,,,,,,,7,61,1,,,
4380,control_change,20,0,8,,,,,,,7,30,6,,,
4380,control_change,40,0,5,,,,,,,7,94,3,,,
4420,control_change,40,0,6,,,,,,,7,77,11,,,
4420,control_change,40,0,8,,,,,,,7,28,6,,,
4440,control_change,20,0,6,,,,,,,7,74,11,,,
4440,control_change,140,0,4,,,,,,,7,71,12,,,
4440,control_change,20,0,8,,,,,,,7,27,6,,,
4440,control_change,160,0,9,,,,,,,7,89,7,,,
4440,control_change,0,0,4,,,,,,,7,72,12,,,
4460,control_change,20,0,4,,,,,,,7,75,12,,,
4480,control_change,40,0,9,,,,,,,7,88,7,,,
4480,note_off,100,0,2,,,,,,,,,1,,69,80
4480,note_on,0,0,3,,,,,,,,,0,,69,80
4480,note_off,100,0,3,,,,,,,,,0,,72,80
4480,note_on,0,0,2,,,,,,,,,1,,65,80
4500,control_change,40,0,4,,,,,,,7,76,12,,,
4520,control_change,80,0,8,,,,,,,7,25,6,,,
4520,control_change,820,0,12,,,,,,,7,78,10,,,
4540,control_change,20,0,12,,,,,,,7,83,10,,,
4540,control_change,0,0,12,,,,,,,7,80,10,,,
4560,control_change,20,0,12,,,,,,,7,91,10,,,
4580,control_change,20,0,12,,,,,,,7,93,10,,,
4580,control_change,0,0,12,,,,,,,7,94,10,,,
4580,control_change,100,0,9,,,,,,,7,87,7,,,
4620,control_change,240,0,5,,,,,,,7,95,3,,,
4640,note_on,0,0,2,,,,,,,,,1,,60,80
4640,note_off,160,0,2,,,,,,,,,1,,65,80
4640,note_off,160,0,3,,,,,,,,,0,,69,80
4640,control_change,800,0,7,,,,,,,7,51,4,,,
4640,note_on,0,0,3,,,,,,,,,0,,65,80
4660,control_change,20,0,7,,,,,,,7,50,4,,,
4660,control_change,40,0,5,,,,,,,7,96,3,,,
4680,control_change,20,0,7,,,,,,,7,48,4,,,
4740,control_change,0,0,6,,,,,,,7,71,11,,,
4740,control_change,300,0,6,,,,,,,7,73,11,,,
4760,control_change,20,0,6,,,,,,,7,70,11,,,
4780,control_change,120,0,5,,,,,,,7,99,3,,,
4800,note_off,160,0,2,,,,,,,,,1,,60,80
4800,note_off,120,0,7,,,,,,,,,4,,29,105
4800,control_change,20,0,5,,,,,,,7,100,3,,,
4800,note_off,0,0,5,,,,,,,,,3,,41,83
4800,note_on,0,0,5,,,,,,,,,3,,41,83
4800,note_off,160,0,3,,,,,,,,,0,,65,80
4800,note_on,0,0,7,,,,,,,,,4,,29,105
4808,note_on,228,0,12,,,,,,,,,10,,63,62
4900,control_change,320,0,9,,,,,,,7,86,7,,,
4940,control_change,420,0,8,,,,,,,7,27,6,,,
4940,control_change,140,0,5,,,,,,,7,102,3,,,
4940,control_change,40,0,9,,,,,,,7,84,7,,,
4960,note_on,160,0,2,,,,,,,,,1,,63,80
4960,note_on,160,0,3,,,,,,,,,0,,69,80
4960,control_change,20,0,8,,,,,,,7,28,6,,,
4980,control_change,20,0,8,,,,,,,7,30,6,,,
4980,control_change,40,0,5,,,,,,,7,104,3,,,
5020,control_change,80,0,9,,,,,,,7,83,7,,,
5040,control_change,20,0,9,,,,,,,7,81,7,,,
5060,control_change,80,0,8,,,,,,,7,31,6,,,
5060,control_change,20,0,9,,,,,,,7,80,7,,,
5060,control_change,80,0,5,,,,,,,7,106,3,,,
5100,control_change,40,0,5,,,,,,,7,107,3,,,
5120,control_change,60,0,8,,,,,,,7,33,6,,,
5120,note_on,0,0,2,,,,,,,,,1,,69,80
5120,note_off,160,0,2,,,,,,,,,1,,63,80
5120,note_on,0,0,3,,,,,,,,,0,,72,80
5120,note_off,160,0,3,,,,,,,,,0,,69,80
5140,control_change,80,0,9,,,,,,,7,78,7,,,
5180,control_change,60,0,8,,,,,,,7,34,6,,,
5200,control_change,100,0,5,,,,,,,7,110,3,,,
5200,control_change,60,0,9,,,,,,,7,77,7,,,
5240,control_change,60,0,8,,,,,,,7,35,6,,,
5260,control_change,60,0,5,,,,,,,7,111,3,,,
5280,note_on,0,0,2,,,,,,,,,1,,72,80
5280,note_off,160,0,2,,,,,,,,,1,,69,80
5280,control_change,80,0,9,,,,,,,7,75,7,,,
5280,control_change,1120,0,1,,,,,,,7,64,2,,,
5280,note_off,160,0,3,,,,,,,,,0,,72,80
