tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity,pitch
0,time_signature,3,4,96,8,0,1,0,,,,,,,,,,
0,key_signature,,,,,0,1,4,,,,,,,C,,,
0,program_change,,,,,0,0,9,,,,,8,48,,,,
0,control_change,,,,,0,0,9,,,7,112,8,,,,,
0,key_signature,,,,,0,1,9,,,,,,,C,,,
0,track_name,,,,,0,1,9,,,,,,,,,,
0,track_name,,,,,0,1,7,,,,,,,,,,
0,key_signature,,,,,0,1,7,,,,,,,C,,,
0,control_change,,,,,0,0,7,,,7,115,6,,,,,
0,program_change,,,,,0,0,7,,,,,6,57,,,,
0,program_change,,,,,0,0,2,,,,,1,68,,,,
0,control_change,,,,,0,0,2,,,7,125,1,,,,,
0,key_signature,,,,,0,1,2,,,,,,,C,,,
0,track_name,,,,,0,1,2,,,,,,,,,,
0,track_name,,,,,0,1,13,,,,,,,,,,
0,control_change,,,,,0,0,13,,,7,107,12,,,,,
0,program_change,,,,,0,0,13,,,,,12,48,,,,
0,track_name,,,,,0,1,8,,,,,,,,,,
0,key_signature,,,,,0,1,8,,,,,,,C,,,
0,control_change,,,,,0,0,8,,,7,100,7,,,,,
0,program_change,,,,,0,0,8,,,,,7,48,,,,
0,key_signature,,,,,0,1,1,,,,,,,C,,,
0,program_change,,,,,0,0,1,,,,,0,73,,,,
0,control_change,,,,,0,0,1,,,93,0,0,,,,,
0,control_change,,,,,0,0,1,,,91,90,0,,,,,
0,control_change,,,,,0,0,1,,,10,48,0,,,,,
0,control_change,,,,,0,0,1,,,7,120,0,,,,,
0,control_change,,,,,0,0,1,,,0,0,0,,,,,
0,program_change,,,,,0,0,6,,,,,5,56,,,,
0,control_change,,,,,0,0,1,,,32,0,0,,,,,
0,control_change,,,,,0,0,6,,,7,96,5,,,,,
0,track_name,,,,,0,1,6,,,,,,,,,,
0,control_change,,,,,0,0,4,,,7,90,3,,,,,
0,program_change,,,,,0,0,4,,,,,3,70,,,,
0,track_name,,,,,0,1,12,,,,,,,,,,
0,key_signature,,,,,0,1,12,,,,,,,C,,,
0,control_change,,,,,0,0,12,,,7,96,11,,,,,
0,program_change,,,,,0,0,12,,,,,11,48,,,,
0,program_change,,,,,0,0,11,,,,,10,49,,,,
0,control_change,,,,,0,0,11,,,7,112,10,,,,,
0,key_signature,,,,,0,1,11,,,,,,,C,,,
0,track_name,,,,,0,1,11,,,,,,,,,,
0,end_of_track,,,,,0,1,10,,,,,,,,,,
0,key_signature,,,,,0,1,10,,,,,,,C,,,
0,control_change,,,,,0,0,10,,,93,0,0,,,,,
0,control_change,,,,,0,0,10,,,91,90,0,,,,,
0,control_change,,,,,0,0,10,,,10,48,0,,,,,
0,control_change,,,,,0,0,10,,,7,120,0,,,,,
0,program_change,,,,,0,0,10,,,,,0,73,,,,
0,control_change,,,,,0,0,10,,,0,0,0,,,,,
0,track_name,,,,,0,1,10,,,,,,,,,,
0,track_name,,,,,0,1,5,,,,,,,,,,
0,key_signature,,,,,0,1,5,,,,,,,C,,,
0,control_change,,,,,0,0,5,,,7,105,4,,,,,
0,program_change,,,,,0,0,5,,,,,4,60,,,,
0,program_change,,,,,0,0,3,,,,,2,71,,,,
0,control_change,,,,,0,0,3,,,7,115,2,,,,,
0,key_signature,,,,,0,1,3,,,,,,,C,,,
0,track_name,,,,,0,1,3,,,,,,,,,,
0,key_signature,,,,,0,1,6,,,,,,,C,,,
0,track_name,,,,,0,1,1,,,,,,,,,,
0,track_name,,,,,0,1,4,,,,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 119, 14, 0)",,,,,,,,,
0,set_tempo,,,,,0,1,0,,535714,,,,,,,,
576,set_tempo,,,,,576,1,0,,659340,,,,,,,,
1152,time_signature,4,4,96,8,576,1,0,,,,,,,,,,
1200,control_change,,,,,1200,0,8,,,11,96,7,,,,,
1200,control_change,,,,,1200,0,9,,,11,96,8,,,,,
1248,control_change,,,,,1248,0,12,,,11,96,11,,,,,
1264,control_change,,,,,1264,0,4,,,11,96,3,,,,,
1264,control_change,,,,,1264,0,2,,,11,96,1,,,,,
1264,control_change,,,,,1264,0,13,,,11,96,12,,,,,
1264,control_change,,,,,1264,0,6,,,11,96,5,,,,,
1264,control_change,,,,,1264,0,11,,,11,96,10,,,,,
1264,control_change,,,,,1264,0,3,,,11,96,2,,,,,
1272,control_change,,,,,1272,0,1,,,11,96,0,,,,,
1272,control_change,,,,,1272,0,5,,,11,96,4,,,,,
1280,control_change,,,,,1280,0,7,,,11,96,6,,,,,
1376,pitchwheel,,,,,176,0,9,,,,,8,,,,,-128
1440,pitchwheel,,,,,176,0,11,,,,,10,,,,,384
1504,pitchwheel,,,,,240,0,3,,,,,2,,,,,-384
2688,note_on,,,,,0,0,12,,,,,11,,,47,25,
2688,control_change,,,,,1440,0,12,,,11,96,11,,,,,
2688,time_signature,3,4,96,8,1536,1,0,,,,,,,,,,
2704,note_on,,,,,0,0,13,,,,,12,,,35,26,
2704,control_change,,,,,1440,0,13,,,11,96,12,,,,,
3208,control_change,,,,,520,0,12,,,11,97,11,,,,,
3224,control_change,,,,,520,0,13,,,11,97,12,,,,,
3352,control_change,,,,,144,0,12,,,11,98,11,,,,,
3368,control_change,,,,,144,0,13,,,11,98,12,,,,,
3432,control_change,,,,,80,0,12,,,11,99,11,,,,,
3448,control_change,,,,,80,0,13,,,11,99,12,,,,,
3488,control_change,,,,,56,0,12,,,11,100,11,,,,,
3504,control_change,,,,,56,0,13,,,11,100,12,,,,,
3536,control_change,,,,,48,0,12,,,11,101,11,,,,,
3552,control_change,,,,,48,0,13,,,11,101,12,,,,,
3576,control_change,,,,,40,0,12,,,11,102,11,,,,,
3592,control_change,,,,,40,0,13,,,11,102,12,,,,,
3600,control_change,,,,,24,0,12,,,11,103,11,,,,,
3616,control_change,,,,,24,0,13,,,11,103,12,,,,,
3632,control_change,,,,,32,0,12,,,11,104,11,,,,,
3648,control_change,,,,,32,0,13,,,11,104,12,,,,,
3656,control_change,,,,,24,0,12,,,11,105,11,,,,,
3672,control_change,,,,,16,0,12,,,11,106,11,,,,,
3672,control_change,,,,,24,0,13,,,11,105,12,,,,,
3688,control_change,,,,,16,0,13,,,11,106,12,,,,,
3696,control_change,,,,,24,0,12,,,11,107,11,,,,,
3712,control_change,,,,,24,0,13,,,11,107,12,,,,,
3712,control_change,,,,,16,0,12,,,11,108,11,,,,,
3728,control_change,,,,,16,0,13,,,11,108,12,,,,,
3728,control_change,,,,,16,0,12,,,11,109,11,,,,,
3744,control_change,,,,,16,0,13,,,11,109,12,,,,,
3744,control_change,,,,,16,0,12,,,11,110,11,,,,,
3760,control_change,,,,,16,0,12,,,11,111,11,,,,,
3760,control_change,,,,,16,0,13,,,11,110,12,,,,,
3776,control_change,,,,,16,0,13,,,11,111,12,,,,,
3776,control_change,,,,,16,0,12,,,11,112,11,,,,,
3784,control_change,,,,,8,0,12,,,11,113,11,,,,,
3792,control_change,,,,,8,0,12,,,11,114,11,,,,,
3792,control_change,,,,,16,0,13,,,11,112,12,,,,,
3800,control_change,,,,,8,0,13,,,11,113,12,,,,,
3808,control_change,,,,,8,0,13,,,11,114,12,,,,,
3808,control_change,,,,,16,0,12,,,11,115,11,,,,,
3816,control_change,,,,,8,0,12,,,11,116,11,,,,,
3824,control_change,,,,,16,0,13,,,11,115,12,,,,,
3824,control_change,,,,,8,0,12,,,11,117,11,,,,,
3832,control_change,,,,,8,0,12,,,11,118,11,,,,,
3832,control_change,,,,,8,0,13,,,11,116,12,,,,,
3840,note_on,,,,,0,0,12,,,,,11,,,49,23,
3840,control_change,,,,,8,0,13,,,11,117,12,,,,,
3840,control_change,,,,,8,0,12,,,11,118,11,,,,,
3848,control_change,,,,,8,0,12,,,11,117,11,,,,,
3848,control_change,,,,,8,0,13,,,11,118,12,,,,,
3856,control_change,,,,,8,0,13,,,11,118,12,,,,,
3856,note_on,,,,,0,0,13,,,,,12,,,37,24,
3864,control_change,,,,,8,0,13,,,11,117,12,,,,,
3880,control_change,,,,,32,0,12,,,11,116,11,,,,,
3896,control_change,,,,,32,0,13,,,11,116,12,,,,,
3912,control_change,,,,,32,0,12,,,11,115,11,,,,,
3920,note_off,,,,,8,0,12,,,,,11,,,47,0,
3928,control_change,,,,,32,0,13,,,11,115,12,,,,,
3936,note_off,,,,,8,0,13,,,,,12,,,35,0,
3952,control_change,,,,,32,0,12,,,11,114,11,,,,,
3968,control_change,,,,,32,0,13,,,11,114,12,,,,,
3984,control_change,,,,,32,0,12,,,11,113,11,,,,,
4000,control_change,,,,,32,0,13,,,11,113,12,,,,,
4016,control_change,,,,,32,0,12,,,11,112,11,,,,,
4032,control_change,,,,,32,0,13,,,11,112,12,,,,,
4056,control_change,,,,,40,0,12,,,11,111,11,,,,,
4072,control_change,,,,,40,0,13,,,11,111,12,,,,,
4088,control_change,,,,,32,0,12,,,11,110,11,,,,,
4104,control_change,,,,,32,0,13,,,11,110,12,,,,,
4120,control_change,,,,,32,0,12,,,11,109,11,,,,,
4136,control_change,,,,,32,0,13,,,11,109,12,,,,,
4160,control_change,,,,,40,0,12,,,11,108,11,,,,,
4176,control_change,,,,,40,0,13,,,11,108,12,,,,,
4192,control_change,,,,,32,0,12,,,11,107,11,,,,,
4208,control_change,,,,,32,0,13,,,11,107,12,,,,,
4224,control_change,,,,,32,0,12,,,11,106,11,,,,,
4240,control_change,,,,,32,0,13,,,11,106,12,,,,,
4264,control_change,,,,,40,0,12,,,11,105,11,,,,,
4280,control_change,,,,,40,0,13,,,11,105,12,,,,,
4296,control_change,,,,,32,0,12,,,11,106,11,,,,,
4312,control_change,,,,,32,0,13,,,11,106,12,,,,,
4328,control_change,,,,,32,0,12,,,11,105,11,,,,,
4344,control_change,,,,,32,0,13,,,11,105,12,,,,,
4368,control_change,,,,,40,0,12,,,11,106,11,,,,,
4384,control_change,,,,,40,0,13,,,11,106,12,,,,,
4400,control_change,,,,,32,0,12,,,11,110,11,,,,,
4416,control_change,,,,,32,0,13,,,11,107,12,,,,,
4432,control_change,,,,,32,0,12,,,11,112,11,,,,,
4448,control_change,,,,,32,0,13,,,11,108,12,,,,,
4456,control_change,,,,,24,0,12,,,11,114,11,,,,,
4472,control_change,,,,,16,0,12,,,11,113,11,,,,,
4472,control_change,,,,,24,0,13,,,11,110,12,,,,,
4480,control_change,,,,,8,0,12,,,11,113,11,,,,,
4488,control_change,,,,,16,0,13,,,11,111,12,,,,,
4488,control_change,,,,,8,0,12,,,11,114,11,,,,,
4496,control_change,,,,,8,0,13,,,11,112,12,,,,,
4496,control_change,,,,,8,0,12,,,11,113,11,,,,,
4496,note_on,,,,,0,0,12,,,,,11,,,50,19,
4504,control_change,,,,,8,0,13,,,11,113,12,,,,,
4512,control_change,,,,,8,0,13,,,11,113,12,,,,,
4512,note_on,,,,,0,0,13,,,,,12,,,38,20,
4544,control_change,,,,,48,0,12,,,11,115,11,,,,,
4552,note_off,,,,,8,0,12,,,,,11,,,49,0,
4568,note_off,,,,,56,0,13,,,,,12,,,37,0,
4584,control_change,,,,,32,0,12,,,11,117,11,,,,,
4584,control_change,,,,,16,0,13,,,11,116,12,,,,,
4624,control_change,,,,,40,0,12,,,11,119,11,,,,,
4648,control_change,,,,,64,0,13,,,11,119,12,,,,,
4664,control_change,,,,,40,0,12,,,11,120,11,,,,,
4704,control_change,,,,,40,0,12,,,11,121,11,,,,,
4712,control_change,,,,,64,0,13,,,11,120,12,,,,,
4752,control_change,,,,,48,0,12,,,11,122,11,,,,,
4776,control_change,,,,,64,0,13,,,11,121,12,,,,,
4792,control_change,,,,,40,0,12,,,11,123,11,,,,,
4832,control_change,,,,,40,0,12,,,11,124,11,,,,,
4840,control_change,,,,,64,0,13,,,11,122,12,,,,,
4872,control_change,,,,,40,0,12,,,11,125,11,,,,,
4904,control_change,,,,,64,0,13,,,11,123,12,,,,,
4912,control_change,,,,,40,0,12,,,11,126,11,,,,,
4952,control_change,,,,,40,0,12,,,11,127,11,,,,,
4960,control_change,,,,,8,0,12,,,11,96,11,,,,,
4960,note_on,,,,,0,0,12,,,,,11,,,47,27,
4968,note_off,,,,,8,0,12,,,,,11,,,50,0,
4968,control_change,,,,,64,0,13,,,11,124,12,,,,,
4976,note_on,,,,,0,0,13,,,,,12,,,35,28,
4976,control_change,,,,,8,0,13,,,11,96,12,,,,,
4984,note_off,,,,,8,0,13,,,,,12,,,38,0,
6144,note_on,,,,,1176,0,12,,,,,11,,,45,25,
6160,note_on,,,,,1176,0,13,,,,,12,,,33,26,
6192,note_off,,,,,48,0,12,,,,,11,,,47,0,
6208,note_off,,,,,48,0,13,,,,,12,,,35,0,
6528,note_on,,,,,336,0,12,,,,,11,,,42,22,
6544,note_on,,,,,336,0,13,,,,,12,,,30,22,
6576,note_off,,,,,48,0,12,,,,,11,,,45,0,
6608,note_off,,,,,64,0,13,,,,,12,,,33,0,
6912,note_on,,,,,336,0,12,,,,,11,,,43,23,
6928,note_on,,,,,320,0,13,,,,,12,,,31,23,
6960,note_off,,,,,48,0,12,,,,,11,,,42,0,
6992,note_off,,,,,64,0,13,,,,,12,,,30,0,
7296,note_on,,,,,0,0,12,,,,,11,,,38,23,
7296,note_off,,,,,336,0,12,,,,,11,,,43,0,
7312,note_off,,,,,320,0,13,,,,,12,,,31,0,
7312,note_on,,,,,0,0,13,,,,,12,,,26,23,
8064,note_on,,,,,768,0,12,,,,,11,,,37,23,
8080,note_on,,,,,768,0,13,,,,,12,,,25,23,
8128,note_off,,,,,64,0,12,,,,,11,,,38,0,
8128,note_off,,,,,48,0,13,,,,,12,,,26,0,
8448,note_on,,,,,320,0,12,,,,,11,,,42,24,
8464,note_on,,,,,336,0,13,,,,,12,,,30,24,
8496,note_off,,,,,48,0,12,,,,,11,,,37,0,
8512,note_off,,,,,48,0,13,,,,,12,,,25,0,
11680,note_off,,,,,3184,0,12,,,,,11,,,42,0,
11696,note_off,,,,,3184,0,13,,,,,12,,,30,0,
11840,program_change,,,,,160,0,12,,,,,11,45,,,,
11856,program_change,,,,,160,0,13,,,,,12,45,,,,
11856,program_change,,,,,10416,0,11,,,,,10,45,,,,
11904,note_on,,,,,64,0,12,,,,,11,,,47,20,
11904,set_tempo,,,,,9216,1,0,,571428,,,,,,,,
11920,note_on,,,,,64,0,13,,,,,12,,,35,40,
11920,note_on,,,,,0,0,8,,,,,7,,,66,34,
11920,control_change,,,,,10720,0,8,,,11,75,7,,,,,
11920,note_on,,,,,0,0,11,,,,,10,,,59,20,
11920,control_change,,,,,64,0,11,,,11,80,10,,,,,
11928,note_on,,,,,0,0,9,,,,,8,,,62,31,
11928,control_change,,,,,10552,0,9,,,11,75,8,,,,,
11984,note_off,,,,,64,0,8,,,,,7,,,66,0,
11992,note_off,,,,,64,0,9,,,,,8,,,62,0,
12016,note_on,,,,,32,0,8,,,,,7,,,66,30,
12024,note_on,,,,,32,0,9,,,,,8,,,62,28,
12080,note_off,,,,,64,0,8,,,,,7,,,66,0,
12088,note_off,,,,,64,0,9,,,,,8,,,62,0,
12112,note_on,,,,,32,0,8,,,,,7,,,65,33,
12120,note_on,,,,,32,0,9,,,,,8,,,61,30,
12176,note_off,,,,,64,0,8,,,,,7,,,65,0,
12184,note_off,,,,,64,0,9,,,,,8,,,61,0,
12208,note_on,,,,,32,0,8,,,,,7,,,65,29,
12216,note_on,,,,,32,0,9,,,,,8,,,61,28,
12272,note_off,,,,,64,0,8,,,,,7,,,65,0,
12280,note_off,,,,,64,0,9,,,,,8,,,61,0,
12288,note_off,,,,,384,0,12,,,,,11,,,47,0,
12304,note_off,,,,,384,0,11,,,,,10,,,59,0,
12304,note_off,,,,,384,0,13,,,,,12,,,35,0,
12304,note_on,,,,,32,0,8,,,,,7,,,66,36,
12312,note_on,,,,,32,0,9,,,,,8,,,62,32,
12368,note_off,,,,,64,0,8,,,,,7,,,66,0,
12376,note_off,,,,,64,0,9,,,,,8,,,62,0,
12400,note_on,,,,,32,0,8,,,,,7,,,66,32,
12408,note_on,,,,,32,0,9,,,,,8,,,62,30,
12464,note_off,,,,,64,0,8,,,,,7,,,66,0,
12472,note_off,,,,,64,0,9,,,,,8,,,62,0,
12480,note_on,,,,,192,0,12,,,,,11,,,47,20,
12496,note_on,,,,,192,0,11,,,,,10,,,59,20,
12496,note_on,,,,,192,0,13,,,,,12,,,35,40,
12496,note_on,,,,,32,0,8,,,,,7,,,62,36,
12504,note_on,,,,,32,0,9,,,,,8,,,59,29,
12560,note_off,,,,,64,0,8,,,,,7,,,62,0,
12568,note_off,,,,,64,0,9,,,,,8,,,59,0,
12592,note_on,,,,,32,0,8,,,,,7,,,62,31,
12600,note_on,,,,,32,0,9,,,,,8,,,59,30,
12656,note_off,,,,,64,0,8,,,,,7,,,62,0,
12664,note_off,,,,,64,0,9,,,,,8,,,59,0,
12672,note_off,,,,,192,0,12,,,,,11,,,47,0,
12672,note_on,,,,,0,0,12,,,,,11,,,47,20,
12688,note_on,,,,,32,0,8,,,,,7,,,64,35,
12688,note_on,,,,,0,0,13,,,,,12,,,35,40,
12688,note_on,,,,,0,0,11,,,,,10,,,59,20,
12688,note_off,,,,,192,0,11,,,,,10,,,59,0,
12688,note_off,,,,,192,0,13,,,,,12,,,35,0,
12696,note_on,,,,,32,0,9,,,,,8,,,61,31,
12752,note_off,,,,,64,0,8,,,,,7,,,64,0,
12760,note_off,,,,,64,0,9,,,,,8,,,61,0,
12784,note_on,,,,,32,0,8,,,,,7,,,64,32,
12792,note_on,,,,,32,0,9,,,,,8,,,61,32,
12848,note_off,,,,,64,0,8,,,,,7,,,64,0,
12856,note_off,,,,,64,0,9,,,,,8,,,61,0,
12864,note_on,,,,,0,0,12,,,,,11,,,47,20,
12864,note_off,,,,,192,0,12,,,,,11,,,47,0,
12880,note_off,,,,,192,0,13,,,,,12,,,35,0,
12880,note_on,,,,,32,0,8,,,,,7,,,66,36,
12880,note_on,,,,,0,0,13,,,,,12,,,35,32,
12880,note_off,,,,,192,0,11,,,,,10,,,59,0,
12880,note_on,,,,,0,0,11,,,,,10,,,59,20,
12888,note_on,,,,,32,0,9,,,,,8,,,62,33,
12944,note_off,,,,,64,0,8,,,,,7,,,66,0,
12952,note_off,,,,,64,0,9,,,,,8,,,62,0,
12976,note_on,,,,,32,0,8,,,,,7,,,66,34,
12984,note_on,,,,,32,0,9,,,,,8,,,62,34,
13040,note_off,,,,,64,0,8,,,,,7,,,66,0,
13048,note_off,,,,,64,0,9,,,,,8,,,62,0,
13056,note_off,,,,,192,0,12,,,,,11,,,47,0,
13056,note_on,,,,,0,0,12,,,,,11,,,47,20,
13072,note_off,,,,,192,0,11,,,,,10,,,59,0,
13072,note_on,,,,,0,0,13,,,,,12,,,35,40,
13072,note_off,,,,,192,0,13,,,,,12,,,35,0,
13072,note_on,,,,,32,0,8,,,,,7,,,67,37,
13072,note_on,,,,,0,0,11,,,,,10,,,59,20,
13080,note_on,,,,,32,0,9,,,,,8,,,64,35,
13136,note_off,,,,,64,0,8,,,,,7,,,67,0,
13144,note_off,,,,,64,0,9,,,,,8,,,64,0,
13168,note_on,,,,,32,0,8,,,,,7,,,67,32,
13176,note_on,,,,,32,0,9,,,,,8,,,64,32,
13232,note_off,,,,,64,0,8,,,,,7,,,67,0,
13240,note_off,,,,,64,0,9,,,,,8,,,64,0,
13264,note_on,,,,,32,0,8,,,,,7,,,66,35,
13272,note_on,,,,,32,0,9,,,,,8,,,63,35,
13328,note_off,,,,,64,0,8,,,,,7,,,66,0,
13336,note_off,,,,,64,0,9,,,,,8,,,63,0,
13360,note_on,,,,,32,0,8,,,,,7,,,66,32,
13368,note_on,,,,,32,0,9,,,,,8,,,63,32,
13424,note_off,,,,,64,0,8,,,,,7,,,66,0,
13432,note_off,,,,,64,0,9,,,,,8,,,63,0,
13440,note_off,,,,,384,0,12,,,,,11,,,47,0,
13456,note_on,,,,,32,0,8,,,,,7,,,67,35,
13456,note_off,,,,,384,0,13,,,,,12,,,35,0,
13456,note_off,,,,,384,0,11,,,,,10,,,59,0,
13464,note_on,,,,,32,0,9,,,,,8,,,64,34,
13520,note_off,,,,,64,0,8,,,,,7,,,67,0,
13528,note_off,,,,,64,0,9,,,,,8,,,64,0,
13552,note_on,,,,,32,0,8,,,,,7,,,67,32,
13560,note_on,,,,,32,0,9,,,,,8,,,64,32,
13616,note_off,,,,,64,0,8,,,,,7,,,67,0,
13624,note_off,,,,,64,0,9,,,,,8,,,64,0,
13632,note_on,,,,,192,0,12,,,,,11,,,47,20,
13648,note_on,,,,,192,0,13,,,,,12,,,35,41,
13648,note_on,,,,,192,0,11,,,,,10,,,59,20,
13648,note_on,,,,,32,0,8,,,,,7,,,70,35,
13656,note_on,,,,,32,0,9,,,,,8,,,61,32,
13712,note_off,,,,,64,0,8,,,,,7,,,70,0,
13720,note_off,,,,,64,0,9,,,,,8,,,61,0,
13744,note_on,,,,,32,0,8,,,,,7,,,70,30,
13752,note_on,,,,,32,0,9,,,,,8,,,61,30,
13808,note_off,,,,,64,0,8,,,,,7,,,70,0,
13816,note_off,,,,,64,0,9,,,,,8,,,61,0,
13824,note_off,,,,,192,0,12,,,,,11,,,47,0,
13824,note_on,,,,,0,0,12,,,,,11,,,47,20,
13840,note_on,,,,,0,0,13,,,,,12,,,35,40,
13840,note_off,,,,,192,0,11,,,,,10,,,59,0,
13840,note_on,,,,,32,0,8,,,,,7,,,71,34,
13840,note_off,,,,,192,0,13,,,,,12,,,35,0,
13840,note_on,,,,,0,0,11,,,,,10,,,59,20,
13848,note_on,,,,,32,0,9,,,,,8,,,62,31,
13904,note_off,,,,,64,0,8,,,,,7,,,71,0,
13912,note_off,,,,,64,0,9,,,,,8,,,62,0,
13936,note_on,,,,,32,0,8,,,,,7,,,71,32,
13944,note_on,,,,,32,0,9,,,,,8,,,62,33,
14000,note_off,,,,,64,0,8,,,,,7,,,71,0,
14008,note_off,,,,,64,0,9,,,,,8,,,62,0,
14016,note_on,,,,,0,0,12,,,,,11,,,43,20,
14016,note_off,,,,,192,0,12,,,,,11,,,47,0,
14032,note_on,,,,,0,0,13,,,,,12,,,31,46,
14032,note_off,,,,,192,0,13,,,,,12,,,35,0,
14032,note_on,,,,,0,0,11,,,,,10,,,55,20,
14032,note_on,,,,,32,0,8,,,,,7,,,73,36,
14032,note_off,,,,,192,0,11,,,,,10,,,59,0,
14040,note_on,,,,,32,0,9,,,,,8,,,64,34,
14096,note_off,,,,,64,0,8,,,,,7,,,73,0,
14104,note_off,,,,,64,0,9,,,,,8,,,64,0,
14128,note_on,,,,,32,0,8,,,,,7,,,73,32,
14136,note_on,,,,,32,0,9,,,,,8,,,64,36,
14192,note_off,,,,,64,0,8,,,,,7,,,73,0,
14200,note_off,,,,,64,0,9,,,,,8,,,64,0,
14208,note_off,,,,,192,0,12,,,,,11,,,43,0,
14208,note_on,,,,,0,0,12,,,,,11,,,47,20,
14224,note_off,,,,,192,0,13,,,,,12,,,31,0,
14224,note_on,,,,,0,0,13,,,,,12,,,35,40,
14224,note_on,,,,,0,0,11,,,,,10,,,59,20,
14224,note_on,,,,,32,0,8,,,,,7,,,66,33,
14224,note_off,,,,,192,0,11,,,,,10,,,55,0,
14232,note_on,,,,,32,0,9,,,,,8,,,62,32,
14288,note_off,,,,,64,0,8,,,,,7,,,66,0,
14296,note_off,,,,,64,0,9,,,,,8,,,62,0,
14320,note_on,,,,,32,0,8,,,,,7,,,66,29,
14328,note_on,,,,,32,0,9,,,,,8,,,62,29,
14384,note_off,,,,,64,0,8,,,,,7,,,66,0,
14392,note_off,,,,,64,0,9,,,,,8,,,62,0,
14416,note_on,,,,,32,0,8,,,,,7,,,65,33,
14424,note_on,,,,,32,0,9,,,,,8,,,61,31,
14480,note_off,,,,,64,0,8,,,,,7,,,65,0,
14488,note_off,,,,,64,0,9,,,,,8,,,61,0,
14512,note_on,,,,,32,0,8,,,,,7,,,65,29,
14520,note_on,,,,,32,0,9,,,,,8,,,61,29,
14576,note_off,,,,,64,0,8,,,,,7,,,65,0,
14584,note_off,,,,,64,0,9,,,,,8,,,61,0,
14592,note_off,,,,,384,0,12,,,,,11,,,47,0,
14608,note_on,,,,,32,0,8,,,,,7,,,66,33,
14608,note_off,,,,,384,0,13,,,,,12,,,35,0,
14608,note_off,,,,,384,0,11,,,,,10,,,59,0,
14616,note_on,,,,,32,0,9,,,,,8,,,62,33,
14672,note_off,,,,,64,0,8,,,,,7,,,66,0,
14680,note_off,,,,,64,0,9,,,,,8,,,62,0,
14704,note_on,,,,,32,0,8,,,,,7,,,66,31,
14712,note_on,,,,,32,0,9,,,,,8,,,62,31,
14768,note_off,,,,,64,0,8,,,,,7,,,66,0,
14776,note_off,,,,,64,0,9,,,,,8,,,62,0,
14784,note_on,,,,,192,0,12,,,,,11,,,47,20,
14800,note_on,,,,,192,0,13,,,,,12,,,35,40,
14800,note_on,,,,,32,0,8,,,,,7,,,62,34,
14800,note_on,,,,,192,0,11,,,,,10,,,59,20,
14808,note_on,,,,,32,0,9,,,,,8,,,59,30,
14864,note_off,,,,,64,0,8,,,,,7,,,62,0,
14872,note_off,,,,,64,0,9,,,,,8,,,59,0,
14896,note_on,,,,,32,0,8,,,,,7,,,62,31,
14904,note_on,,,,,32,0,9,,,,,8,,,59,31,
14960,note_off,,,,,64,0,8,,,,,7,,,62,0,
14968,note_off,,,,,64,0,9,,,,,8,,,59,0,
14976,note_off,,,,,192,0,12,,,,,11,,,47,0,
14976,note_on,,,,,0,0,12,,,,,11,,,47,20,
14992,note_on,,,,,0,0,11,,,,,10,,,59,20,
14992,note_off,,,,,192,0,11,,,,,10,,,59,0,
14992,note_on,,,,,32,0,8,,,,,7,,,64,36,
14992,note_on,,,,,0,0,13,,,,,12,,,35,40,
14992,note_off,,,,,192,0,13,,,,,12,,,35,0,
15000,note_on,,,,,32,0,9,,,,,8,,,61,32,
15056,note_off,,,,,64,0,8,,,,,7,,,64,0,
15064,note_off,,,,,64,0,9,,,,,8,,,61,0,
15088,note_on,,,,,32,0,8,,,,,7,,,64,33,
15096,note_on,,,,,32,0,9,,,,,8,,,61,33,
15152,note_off,,,,,64,0,8,,,,,7,,,64,0,
15160,note_off,,,,,64,0,9,,,,,8,,,61,0,
15168,note_on,,,,,0,0,12,,,,,11,,,47,20,
15168,note_off,,,,,192,0,12,,,,,11,,,47,0,
15184,note_on,,,,,32,0,8,,,,,7,,,66,39,
15184,note_on,,,,,0,0,13,,,,,12,,,35,40,
15184,note_off,,,,,192,0,13,,,,,12,,,35,0,
15184,note_on,,,,,0,0,11,,,,,10,,,59,20,
15184,note_off,,,,,192,0,11,,,,,10,,,59,0,
15192,note_on,,,,,32,0,9,,,,,8,,,62,34,
15248,note_off,,,,,64,0,8,,,,,7,,,66,0,
15256,note_off,,,,,64,0,9,,,,,8,,,62,0,
15280,note_on,,,,,32,0,8,,,,,7,,,66,35,
15288,note_on,,,,,32,0,9,,,,,8,,,62,35,
15344,note_off,,,,,64,0,8,,,,,7,,,66,0,
15352,note_off,,,,,64,0,9,,,,,8,,,62,0,
15360,note_off,,,,,192,0,12,,,,,11,,,47,0,
15360,note_on,,,,,0,0,12,,,,,11,,,47,20,
15376,note_off,,,,,192,0,11,,,,,10,,,59,0,
15376,note_off,,,,,192,0,13,,,,,12,,,35,0,
15376,note_on,,,,,0,0,13,,,,,12,,,35,40,
15376,note_on,,,,,0,0,11,,,,,10,,,59,20,
15376,note_on,,,,,32,0,8,,,,,7,,,67,37,
15384,note_on,,,,,32,0,9,,,,,8,,,64,34,
15440,note_off,,,,,64,0,8,,,,,7,,,67,0,
