tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,
0,control_change,,,,,0,0,1,,,0,7,80,,
0,note_on,,,,,0,0,1,,,0,,,61,50
0,track_name,,,,,0,1,8,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,
0,program_change,,,,,0,0,2,,0,0,,,,
0,control_change,,,,,0,0,2,,,0,7,80,,
0,control_change,,,,,0,0,2,,,0,64,127,,
0,note_on,,,,,0,0,2,,,0,,,45,41
0,track_name,,,,,0,1,3,,,,,,,
0,program_change,,,,,0,0,1,,0,0,,,,
0,program_change,,,,,0,0,3,,0,0,,,,
0,end_of_track,,,,,0,1,3,,,,,,,
0,track_name,,,,,0,1,4,,,,,,,
0,end_of_track,,,,,0,1,4,,,,,,,
0,track_name,,,,,0,1,5,,,,,,,
0,end_of_track,,,,,0,1,5,,,,,,,
0,track_name,,,,,0,1,6,,,,,,,
0,end_of_track,,,,,0,1,6,,,,,,,
0,track_name,,,,,0,1,7,,,,,,,
0,end_of_track,,,,,0,1,7,,,,,,,
0,control_change,,,,,0,0,3,,,0,7,80,,
0,track_name,,,,,0,1,1,,,,,,,
0,end_of_track,,,,,0,1,8,,,,,,,
0,set_tempo,,,,,0,1,0,521739,,,,,,
0,marker,,,,,0,1,0,,,,,,,
0,marker,,,,,0,1,0,,,,,,,
40,set_tempo,,,,,40,1,0,504202,,,,,,
120,note_on,,,,,120,0,2,,,0,,,52,32
150,note_off,,,,,150,0,1,,,0,,,61,64
180,control_change,,,,,60,0,2,,,0,64,0,,
240,note_on,,,,,0,0,1,,,0,,,61,54
240,note_on,,,,,90,0,1,,,0,,,64,54
240,note_off,,,,,60,0,2,,,0,,,52,64
240,control_change,,,,,0,0,2,,,0,64,127,,
240,note_on,,,,,0,0,2,,,0,,,57,28
360,note_on,,,,,0,0,2,,,0,,,52,24
360,note_off,,,,,120,0,2,,,0,,,57,64
360,set_tempo,,,,,320,1,0,487805,,,,,,
480,note_on,,,,,0,0,2,,,0,,,49,36
480,note_off,,,,,0,0,2,,,0,,,45,64
480,note_off,,,,,120,0,2,,,0,,,52,64
600,note_on,,,,,120,0,2,,,0,,,52,29
600,set_tempo,,,,,240,1,0,480000,,,,,,
720,note_on,,,,,0,0,1,,,0,,,61,42
720,note_off,,,,,0,0,1,,,0,,,64,64
720,note_on,,,,,0,0,1,,,0,,,69,42
720,note_off,,,,,120,0,2,,,0,,,52,64
720,control_change,,,,,0,0,2,,,0,64,0,,
720,note_on,,,,,0,0,2,,,0,,,57,26
720,note_on,,,,,0,0,1,,,0,,,64,42
720,note_off,,,,,480,0,1,,,0,,,61,64
840,note_off,,,,,120,0,2,,,0,,,57,64
840,note_on,,,,,0,0,2,,,0,,,52,22
860,set_tempo,,,,,260,1,0,472441,,,,,,
930,note_off,,,,,210,0,1,,,0,,,61,64
930,note_off,,,,,0,0,1,,,0,,,64,64
930,note_off,,,,,0,0,1,,,0,,,69,64
960,control_change,,,,,0,0,2,,,0,64,127,,
960,note_off,,,,,120,0,2,,,0,,,52,64
960,note_off,,,,,0,0,2,,,0,,,49,64
960,note_on,,,,,0,0,2,,,0,,,47,41
960,note_on,,,,,30,0,1,,,0,,,69,51
960,note_on,,,,,0,0,1,,,0,,,64,51
960,note_on,,,,,0,0,1,,,0,,,62,51
1080,note_on,,,,,120,0,2,,,0,,,52,32
1200,note_off,,,,,120,0,2,,,0,,,52,64
1200,note_off,,,,,240,0,1,,,0,,,69,64
1200,note_on,,,,,0,0,1,,,0,,,68,44
1200,note_on,,,,,0,0,2,,,0,,,56,28
1320,note_off,,,,,120,0,1,,,0,,,68,64
1320,note_off,,,,,0,0,1,,,0,,,62,64
1320,note_off,,,,,0,0,1,,,0,,,64,64
1320,note_off,,,,,120,0,2,,,0,,,56,64
1320,note_on,,,,,0,0,2,,,0,,,52,24
1380,control_change,,,,,60,0,2,,,0,64,0,,
1420,set_tempo,,,,,560,1,0,454545,,,,,,
1440,note_off,,,,,60,0,2,,,0,,,52,64
1440,note_off,,,,,0,0,2,,,0,,,47,64
