tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,,
0,program_change,0,0,6,,,,,,,,60,5,,,,,
0,control_change,0,0,6,,,,,,,,,5,10,28,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,,
0,program_change,0,0,7,,,,,,,,56,6,,,,,
0,control_change,0,0,7,,,,,,,,,6,10,77,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,,
0,program_change,0,0,8,,,,,,,,57,7,,,,,
0,control_change,0,0,8,,,,,,,,,7,10,103,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,,
0,program_change,0,0,9,,,,,,,,57,8,,,,,
0,control_change,0,0,9,,,,,,,,,8,10,113,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,,
0,control_change,0,0,5,,,,,,,,,4,10,24,,,
0,track_name,0,1,5,,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,73,0,,,,,
0,control_change,0,0,1,,,,,,,,,0,10,52,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,68,1,,,,,
0,control_change,0,0,2,,,,,,,,,1,10,72,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,71,2,,,,,
0,control_change,0,0,3,,,,,,,,,2,10,90,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,70,3,,,,,
0,control_change,0,0,4,,,,,,,,,3,10,110,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,,
0,program_change,0,0,5,,,,,,,,60,4,,,,,
0,track_name,0,1,10,,,,,,,,,,,,,,
0,program_change,0,0,10,,,,,,,,47,15,,,,,
0,control_change,0,0,10,,,,,,,,,15,10,97,,,
0,program_change,0,0,15,,,,,,,,48,14,,,,,
0,control_change,0,0,15,,,,,,,,,14,10,127,,,
0,midi_port,0,1,16,,,,,,,0,,,,,,,
0,track_name,0,1,16,,,,,,,,,,,,,,
0,end_of_track,0,1,16,,,,,,,,,,,,,,
0,midi_port,0,1,17,,,,,,,0,,,,,,,
0,track_name,0,1,17,,,,,,,,,,,,,,
0,end_of_track,0,1,17,,,,,,,,,,,,,,
0,midi_port,0,1,18,,,,,,,0,,,,,,,
0,track_name,0,1,18,,,,,,,,,,,,,,
0,end_of_track,0,1,18,,,,,,,,,,,,,,
0,midi_port,0,1,19,,,,,,,0,,,,,,,
0,track_name,0,1,19,,,,,,,,,,,,,,
0,end_of_track,0,1,19,,,,,,,,,,,,,,
0,midi_port,0,1,20,,,,,,,0,,,,,,,
0,track_name,0,1,15,,,,,,,,,,,,,,
0,midi_port,0,1,15,,,,,,,0,,,,,,,
0,control_change,0,0,14,,,,,,,,,13,10,100,,,
0,program_change,0,0,14,,,,,,,,48,13,,,,,
0,track_name,0,1,20,,,,,,,,,,,,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,,
0,track_name,0,1,11,,,,,,,,,,,,,,
