tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,note,velocity
0,time_signature,3,4,24,8,0,1,0,,,,,,
0,key_signature,,,,,0,1,0,C,,,,,
0,set_tempo,,,,,0,1,0,,625000,,,,
0,set_tempo,,,,,0,1,0,,625000,,,,
0,note_on,,,,,0,0,1,,,,0,67,64
0,track_name,,,,,0,1,2,,,,,,
0,program_change,,,,,0,0,2,,,0,1,,
0,note_on,,,,,0,0,2,,,,1,55,64
0,program_change,,,,,0,0,1,,,0,0,,
0,track_name,,,,,0,1,1,,,,,,
896,note_on,,,,,896,0,1,,,,0,69,64
896,note_on,,,,,896,0,2,,,,1,57,64
1024,note_on,,,,,0,0,1,,,,0,67,64
1024,note_off,,,,,0,0,1,,,,0,69,0
1024,note_off,,,,,128,0,1,,,,0,67,0
1024,note_on,,,,,0,0,2,,,,1,55,64
1024,note_off,,,,,128,0,2,,,,1,55,0
1024,note_off,,,,,0,0,2,,,,1,57,0
1365,note_on,,,,,0,0,2,,,,1,52,64
1365,note_off,,,,,341,0,2,,,,1,55,0
1365,note_off,,,,,341,0,1,,,,0,67,0
1365,note_on,,,,,0,0,1,,,,0,64,64
1707,note_off,,,,,342,0,2,,,,1,52,0
1707,note_on,,,,,0,0,2,,,,1,48,64
1707,note_off,,,,,342,0,1,,,,0,64,0
1707,note_on,,,,,0,0,1,,,,0,60,64
2048,note_on,,,,,0,0,1,,,,0,67,64
2048,note_on,,,,,0,0,2,,,,1,55,64
2048,note_off,,,,,341,0,2,,,,1,48,0
2048,note_off,,,,,341,0,1,,,,0,60,0
2816,note_off,,,,,768,0,1,,,,0,67,0
2816,note_off,,,,,768,0,2,,,,1,55,0
2816,note_on,,,,,0,0,2,,,,1,64,64
2816,note_on,,,,,0,0,1,,,,0,76,64
3072,note_on,,,,,0,0,2,,,,1,64,80
3072,note_off,,,,,256,0,2,,,,1,64,0
3072,note_on,,,,,0,0,1,,,,0,76,64
3072,note_off,,,,,256,0,1,,,,0,76,0
5120,note_on,,,,,0,0,2,,,,1,60,64
5120,note_off,,,,,2048,0,2,,,,1,64,0
5120,note_off,,,,,2048,0,1,,,,0,76,0
5120,note_on,,,,,0,0,1,,,,0,72,64
5632,note_off,,,,,512,0,1,,,,0,72,0
5632,note_off,,,,,512,0,2,,,,1,60,0
6144,note_on,,,,,512,0,1,,,,0,67,64
7040,note_on,,,,,896,0,1,,,,0,65,64
7168,note_on,,,,,0,0,1,,,,0,64,64
7168,note_off,,,,,0,0,1,,,,0,65,0
7168,note_off,,,,,128,0,1,,,,0,67,0
7509,note_off,,,,,341,0,1,,,,0,64,0
7509,note_on,,,,,0,0,1,,,,0,60,64
7851,note_off,,,,,342,0,1,,,,0,60,0
7851,note_on,,,,,0,0,1,,,,0,55,64
8192,note_on,,,,,0,0,1,,,,0,60,64
8192,note_off,,,,,341,0,1,,,,0,55,0
8533,note_off,,,,,341,0,1,,,,0,60,0
8533,note_on,,,,,0,0,1,,,,0,64,64
8875,note_on,,,,,0,0,1,,,,0,67,64
8875,note_off,,,,,342,0,1,,,,0,64,0
9216,note_on,,,,,0,0,1,,,,0,67,64
9216,note_on,,,,,0,0,1,,,,0,64,64
9216,note_on,,,,,0,0,1,,,,0,55,64
9216,note_off,,,,,341,0,1,,,,0,67,0
9216,note_on,,,,,3584,0,2,,,,1,43,64
9421,note_off,,,,,205,0,2,,,,1,43,0
9728,note_on,,,,,0,0,1,,,,0,62,64
9728,note_on,,,,,0,0,1,,,,0,65,64
9728,note_off,,,,,0,0,1,,,,0,67,0
9728,note_off,,,,,0,0,1,,,,0,64,0
9728,note_off,,,,,512,0,1,,,,0,55,0
9728,note_on,,,,,0,0,1,,,,0,55,64
9728,note_on,,,,,307,0,2,,,,1,45,64
9933,note_off,,,,,0,0,1,,,,0,62,0
9933,note_off,,,,,205,0,1,,,,0,55,0
9933,note_off,,,,,0,0,1,,,,0,65,0
9984,note_off,,,,,256,0,2,,,,1,45,0
9984,note_on,,,,,0,0,2,,,,1,47,64
10240,note_on,,,,,307,0,1,,,,0,55,64
10240,note_on,,,,,0,0,1,,,,0,60,64
10240,note_on,,,,,0,0,1,,,,0,64,64
10240,note_off,,,,,256,0,2,,,,1,47,0
10240,note_on,,,,,0,0,2,,,,1,48,64
10445,note_off,,,,,0,0,1,,,,0,60,0
10445,note_off,,,,,205,0,1,,,,0,55,0
10445,note_off,,,,,0,0,1,,,,0,64,0
10752,note_on,,,,,307,0,1,,,,0,55,64
10752,note_on,,,,,0,0,1,,,,0,59,64
10752,note_on,,,,,0,0,1,,,,0,62,64
10752,note_off,,,,,512,0,2,,,,1,48,0
10752,note_on,,,,,0,0,2,,,,1,43,64
10957,note_off,,,,,205,0,2,,,,1,43,0
10957,note_off,,,,,0,0,1,,,,0,62,0
10957,note_off,,,,,205,0,1,,,,0,55,0
10957,note_off,,,,,0,0,1,,,,0,59,0
11264,note_on,,,,,0,0,1,,,,0,64,64
11264,note_on,,,,,0,0,1,,,,0,60,64
11264,note_on,,,,,307,0,1,,,,0,55,64
11264,note_on,,,,,307,0,2,,,,1,48,64
11469,note_off,,,,,205,0,2,,,,1,48,0
11469,note_off,,,,,0,0,1,,,,0,60,0
11469,note_off,,,,,205,0,1,,,,0,55,0
11469,note_off,,,,,0,0,1,,,,0,64,0
12288,note_on,,,,,0,0,1,,,,0,67,34
12288,note_on,,,,,0,0,1,,,,0,63,34
12288,note_on,,,,,819,0,1,,,,0,55,34
12288,note_on,,,,,819,0,2,,,,1,43,34
12493,note_off,,,,,205,0,2,,,,1,43,0
12493,note_off,,,,,205,0,1,,,,0,55,0
12493,note_off,,,,,0,0,1,,,,0,63,0
12493,note_off,,,,,0,0,1,,,,0,67,0
12800,note_on,,,,,307,0,2,,,,1,45,37
12800,note_on,,,,,307,0,1,,,,0,55,37
12800,note_on,,,,,0,0,1,,,,0,62,37
12800,note_on,,,,,0,0,1,,,,0,65,37
13005,note_off,,,,,205,0,1,,,,0,55,0
13005,note_off,,,,,0,0,1,,,,0,62,0
13005,note_off,,,,,0,0,1,,,,0,65,0
13056,note_on,,,,,0,0,2,,,,1,47,38
13056,note_off,,,,,256,0,2,,,,1,45,0
13312,note_on,,,,,0,0,1,,,,0,60,40
13312,note_on,,,,,0,0,1,,,,0,63,40
13312,note_on,,,,,307,0,1,,,,0,55,40
13312,note_on,,,,,0,0,2,,,,1,48,40
13312,note_off,,,,,256,0,2,,,,1,47,0
13517,note_off,,,,,205,0,2,,,,1,48,0
13517,note_off,,,,,0,0,1,,,,0,63,0
13517,note_off,,,,,0,0,1,,,,0,60,0
13517,note_off,,,,,205,0,1,,,,0,55,0
13824,note_on,,,,,0,0,1,,,,0,62,42
13824,note_on,,,,,307,0,2,,,,1,43,42
13824,note_on,,,,,307,0,1,,,,0,55,42
13824,note_on,,,,,0,0,1,,,,0,59,42
14029,note_off,,,,,205,0,1,,,,0,55,0
14029,note_off,,,,,0,0,1,,,,0,62,0
14029,note_off,,,,,0,0,1,,,,0,59,0
14029,note_off,,,,,205,0,2,,,,1,43,0
14336,note_on,,,,,307,0,1,,,,0,55,45
14336,note_on,,,,,307,0,2,,,,1,48,45
14336,note_on,,,,,0,0,1,,,,0,63,45
14336,note_on,,,,,0,0,1,,,,0,60,45
14541,note_off,,,,,205,0,2,,,,1,48,0
14541,note_off,,,,,205,0,1,,,,0,55,0
14541,note_off,,,,,0,0,1,,,,0,63,0
14541,note_off,,,,,0,0,1,,,,0,60,0
14848,note_on,,,,,0,0,1,,,,0,65,48
14848,note_on,,,,,0,0,1,,,,0,62,48
14848,note_on,,,,,307,0,1,,,,0,58,48
14848,note_on,,,,,307,0,2,,,,1,46,48
15053,note_off,,,,,0,0,1,,,,0,65,0
15053,note_off,,,,,0,0,1,,,,0,62,0
15053,note_off,,,,,205,0,1,,,,0,58,0
15053,note_off,,,,,205,0,2,,,,1,46,0
15360,note_on,,,,,307,0,2,,,,1,46,51
15360,note_on,,,,,307,0,1,,,,0,58,51
15360,note_on,,,,,0,0,1,,,,0,62,51
15360,note_on,,,,,0,0,1,,,,0,65,51
15872,note_off,,,,,512,0,1,,,,0,58,0
15872,note_off,,,,,0,0,1,,,,0,62,0
15872,note_off,,,,,0,0,1,,,,0,65,0
15872,note_on,,,,,0,0,1,,,,0,58,54
15872,note_on,,,,,0,0,1,,,,0,63,54
15872,note_on,,,,,0,0,1,,,,0,67,54
15872,note_on,,,,,0,0,2,,,,1,51,54
15872,note_off,,,,,512,0,2,,,,1,46,0
16077,note_off,,,,,0,0,1,,,,0,63,0
16077,note_off,,,,,205,0,1,,,,0,58,0
16077,note_off,,,,,205,0,2,,,,1,51,0
16077,note_off,,,,,0,0,1,,,,0,67,0
16384,note_on,,,,,307,0,2,,,,1,51,56
16384,note_on,,,,,0,0,1,,,,0,63,56
16384,note_on,,,,,307,0,1,,,,0,58,56
16384,note_on,,,,,0,0,1,,,,0,67,56
16589,note_off,,,,,205,0,1,,,,0,58,0
16589,note_off,,,,,0,0,1,,,,0,67,0
16589,note_off,,,,,205,0,2,,,,1,51,0
16589,note_off,,,,,0,0,1,,,,0,63,0
16896,note_on,,,,,307,0,1,,,,0,62,59
16896,note_on,,,,,0,0,1,,,,0,66,59
16896,note_on,,,,,0,0,1,,,,0,69,59
16896,note_on,,,,,307,0,2,,,,1,50,59
17101,note_off,,,,,205,0,2,,,,1,50,0
17101,note_off,,,,,205,0,1,,,,0,62,0
17101,note_off,,,,,0,0,1,,,,0,66,0
17101,note_off,,,,,0,0,1,,,,0,69,0
17408,note_on,,,,,307,0,2,,,,1,50,62
17408,note_on,,,,,307,0,1,,,,0,62,62
17408,note_on,,,,,0,0,1,,,,0,66,62
17408,note_on,,,,,0,0,1,,,,0,69,62
17613,note_off,,,,,0,0,1,,,,0,66,0
17613,note_off,,,,,205,0,2,,,,1,50,0
17613,note_off,,,,,205,0,1,,,,0,62,0
17613,note_off,,,,,0,0,1,,,,0,69,0
17920,note_on,,,,,307,0,1,,,,0,62,65
17920,note_on,,,,,0,0,1,,,,0,67,65
17920,note_on,,,,,0,0,1,,,,0,70,65
17920,note_on,,,,,307,0,2,,,,1,55,65
18125,note_off,,,,,205,0,2,,,,1,55,0
18125,note_off,,,,,205,0,1,,,,0,62,0
18125,note_off,,,,,0,0,1,,,,0,67,0
18125,note_off,,,,,0,0,1,,,,0,70,0
18432,note_on,,,,,0,0,1,,,,0,67,67
18432,note_on,,,,,307,0,2,,,,1,55,67
18432,note_on,,,,,0,0,1,,,,0,70,67
18432,note_on,,,,,307,0,1,,,,0,62,67
18944,note_off,,,,,512,0,1,,,,0,62,0
18944,note_off,,,,,0,0,1,,,,0,67,0
18944,note_off,,,,,0,0,1,,,,0,70,0
18944,note_on,,,,,0,0,1,,,,0,62,70
18944,note_on,,,,,0,0,1,,,,0,67,70
18944,note_on,,,,,0,0,2,,,,1,55,70
18944,note_on,,,,,0,0,2,,,,1,53,70
18944,note_on,,,,,0,0,2,,,,1,43,70
18944,note_off,,,,,512,0,2,,,,1,55,0
18944,note_on,,,,,0,0,1,,,,0,71,70
19456,note_off,,,,,0,0,2,,,,1,53,0
19456,note_off,,,,,512,0,2,,,,1,43,0
19456,note_on,,,,,0,0,2,,,,1,55,61
19456,note_off,,,,,0,0,2,,,,1,55,0
19456,note_on,,,,,0,0,2,,,,1,43,61
19456,note_on,,,,,0,0,2,,,,1,53,61
19456,note_on,,,,,0,0,1,,,,0,62,61
19456,note_on,,,,,0,0,1,,,,0,71,61
19456,note_on,,,,,0,0,1,,,,0,67,61
19456,note_off,,,,,0,0,1,,,,0,71,0
19456,note_off,,,,,0,0,1,,,,0,67,0
19456,note_off,,,,,512,0,1,,,,0,62,0
20992,note_on,,,,,0,0,2,,,,1,55,88
20992,note_on,,,,,0,0,2,,,,1,50,88
20992,note_on,,,,,0,0,2,,,,1,43,88
20992,note_off,,,,,0,0,2,,,,1,55,0
20992,note_off,,,,,0,0,2,,,,1,53,0
20992,note_off,,,,,1536,0,2,,,,1,43,0
20992,note_on,,,,,0,0,1,,,,0,77,88
20992,note_on,,,,,0,0,1,,,,0,71,88
20992,note_on,,,,,0,0,1,,,,0,65,88
20992,note_off,,,,,0,0,1,,,,0,71,0
20992,note_off,,,,,0,0,1,,,,0,67,0
20992,note_off,,,,,1536,0,1,,,,0,62,0
21504,note_off,,,,,0,0,2,,,,1,50,0
21504,note_off,,,,,0,0,1,,,,0,77,0
21504,note_off,,,,,0,0,1,,,,0,71,0
21504,note_off,,,,,512,0,1,,,,0,65,0
21504,note_on,,,,,0,0,1,,,,0,76,64
21504,note_off,,,,,0,0,2,,,,1,55,0
21504,note_on,,,,,0,0,2,,,,1,55,64
21504,note_on,,,,,0,0,2,,,,1,48,64
21504,note_on,,,,,0,0,1,,,,0,64,64
21504,note_off,,,,,512,0,2,,,,1,43,0
21504,note_on,,,,,0,0,1,,,,0,72,64
24576,note_off,,,,,0,0,1,,,,0,72,0
24576,note_off,,,,,3072,0,1,,,,0,64,0
24576,note_off,,,,,0,0,1,,,,0,76,0
24576,note_on,,,,,0,0,2,,,,1,55,64
24576,set_tempo,,,,,24576,1,0,,625000,,,,
24576,note_off,,,,,3072,0,2,,,,1,48,0
24576,note_off,,,,,0,0,2,,,,1,55,0
24576,note_on,,,,,0,0,1,,,,0,67,64
25472,note_on,,,,,896,0,1,,,,0,69,64
25472,note_on,,,,,896,0,2,,,,1,57,64
25600,note_off,,,,,128,0,1,,,,0,67,0
25600,note_on,,,,,0,0,1,,,,0,67,64
25600,note_off,,,,,0,0,1,,,,0,69,0
25600,note_off,,,,,0,0,2,,,,1,57,0
25600,note_off,,,,,128,0,2,,,,1,55,0
25600,note_on,,,,,0,0,2,,,,1,55,64
25941,note_on,,,,,0,0,1,,,,0,64,64
25941,note_off,,,,,341,0,1,,,,0,67,0
25941,note_on,,,,,0,0,2,,,,1,52,64
25941,note_off,,,,,341,0,2,,,,1,55,0
26283,note_on,,,,,0,0,1,,,,0,60,64
26283,note_off,,,,,342,0,1,,,,0,64,0
26283,note_on,,,,,0,0,2,,,,1,48,64
26283,note_off,,,,,342,0,2,,,,1,52,0
26624,note_off,,,,,341,0,2,,,,1,48,0
26624,note_on,,,,,0,0,2,,,,1,55,64
26624,note_on,,,,,0,0,1,,,,0,67,64
26624,note_off,,,,,341,0,1,,,,0,60,0
27392,note_on,,,,,0,0,2,,,,1,64,64
27392,note_off,,,,,768,0,2,,,,1,55,0
27392,note_off,,,,,768,0,1,,,,0,67,0
27392,note_on,,,,,0,0,1,,,,0,76,64
27648,note_on,,,,,0,0,2,,,,1,64,80
27648,note_off,,,,,256,0,2,,,,1,64,0
27648,note_on,,,,,0,0,1,,,,0,76,64
27648,note_off,,,,,256,0,1,,,,0,76,0
29696,note_on,,,,,0,0,1,,,,0,72,64
29696,note_off,,,,,2048,0,1,,,,0,76,0
29696,note_on,,,,,0,0,2,,,,1,60,64
29696,note_off,,,,,2048,0,2,,,,1,64,0
30208,note_off,,,,,512,0,1,,,,0,72,0
30208,note_off,,,,,512,0,2,,,,1,60,0
30720,note_on,,,,,512,0,1,,,,0,67,64
31616,note_on,,,,,896,0,1,,,,0,65,64
31744,note_off,,,,,128,0,1,,,,0,67,0
31744,note_off,,,,,0,0,1,,,,0,65,0
31744,note_on,,,,,0,0,1,,,,0,64,64
32085,note_off,,,,,341,0,1,,,,0,64,0
32085,note_on,,,,,0,0,1,,,,0,60,64
32427,note_on,,,,,0,0,1,,,,0,55,64
32427,note_off,,,,,342,0,1,,,,0,60,0
32768,note_off,,,,,341,0,1,,,,0,55,0
32768,note_on,,,,,0,0,1,,,,0,60,64
33109,note_off,,,,,341,0,1,,,,0,60,0
33109,note_on,,,,,0,0,1,,,,0,64,64
33451,note_off,,,,,342,0,1,,,,0,64,0
33451,note_on,,,,,0,0,1,,,,0,67,64
33792,note_on,,,,,0,0,1,,,,0,64,64
