tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,note,velocity
0,time_signature,2,4,24,8,0,1,0,,,,,,
0,note_on,,,,,0,0,1,,,,0,80,110
0,note_on,,,,,0,0,1,,,,0,72,110
0,track_name,,,,,0,1,2,,,,,,
0,program_change,,,,,0,0,1,,,0,0,,
0,track_name,,,,,0,1,1,,,,,,
0,note_on,,,,,0,0,1,,,,0,68,110
0,note_on,,,,,0,0,2,,,,1,41,94
0,program_change,,,,,0,0,2,,,0,1,,
0,set_tempo,,,,,0,1,0,,263157,,,,
0,set_tempo,,,,,0,1,0,,288461,,,,
0,key_signature,,,,,0,1,0,Fm,,,,,
0,note_on,,,,,0,0,2,,,,1,53,94
1024,note_off,,,,,1024,0,2,,,,1,41,0
1024,note_on,,,,,0,0,1,,,,0,79,88
1024,note_on,,,,,0,0,1,,,,0,72,88
1024,note_on,,,,,0,0,1,,,,0,68,88
1024,note_off,,,,,0,0,1,,,,0,80,0
1024,note_off,,,,,1024,0,1,,,,0,68,0
1024,note_on,,,,,0,0,2,,,,1,53,75
1024,note_off,,,,,0,0,2,,,,1,53,0
1024,note_off,,,,,0,0,1,,,,0,72,0
1229,note_off,,,,,205,0,2,,,,1,53,0
1229,note_off,,,,,205,0,1,,,,0,68,0
1229,note_off,,,,,0,0,1,,,,0,72,0
1229,note_off,,,,,0,0,1,,,,0,79,0
1536,note_on,,,,,0,0,1,,,,0,77,88
1536,note_on,,,,,307,0,2,,,,1,53,75
1536,note_on,,,,,0,0,1,,,,0,72,88
1536,note_on,,,,,307,0,1,,,,0,68,88
1741,note_off,,,,,205,0,2,,,,1,53,0
1741,note_off,,,,,205,0,1,,,,0,68,0
1741,note_off,,,,,0,0,1,,,,0,72,0
1741,note_off,,,,,0,0,1,,,,0,77,0
2048,note_on,,,,,0,0,1,,,,0,72,110
2048,note_on,,,,,0,0,1,,,,0,77,110
2048,note_on,,,,,307,0,1,,,,0,68,110
2048,note_on,,,,,0,0,2,,,,1,53,94
2048,note_on,,,,,307,0,2,,,,1,41,94
3072,note_off,,,,,1024,0,1,,,,0,68,0
3072,note_off,,,,,0,0,1,,,,0,72,0
3072,note_off,,,,,0,0,1,,,,0,77,0
3072,note_on,,,,,0,0,1,,,,0,68,88
3072,note_on,,,,,0,0,1,,,,0,72,88
3072,note_off,,,,,0,0,2,,,,1,53,0
3072,note_off,,,,,1024,0,2,,,,1,41,0
3072,note_on,,,,,0,0,2,,,,1,53,75
3277,note_off,,,,,205,0,2,,,,1,53,0
3277,note_off,,,,,0,0,1,,,,0,72,0
3277,note_off,,,,,205,0,1,,,,0,68,0
3584,note_on,,,,,0,0,1,,,,0,72,88
3584,note_on,,,,,307,0,1,,,,0,68,88
3584,note_on,,,,,307,0,2,,,,1,53,75
3789,note_off,,,,,205,0,2,,,,1,53,0
3789,note_off,,,,,205,0,1,,,,0,68,0
3789,note_off,,,,,0,0,1,,,,0,72,0
4096,note_on,,,,,0,0,2,,,,1,53,94
4096,note_on,,,,,0,0,1,,,,0,73,110
4096,note_on,,,,,307,0,1,,,,0,70,110
4096,note_on,,,,,0,0,1,,,,0,77,110
4096,note_on,,,,,307,0,2,,,,1,41,94
5120,note_on,,,,,0,0,1,,,,0,70,88
5120,note_off,,,,,1024,0,2,,,,1,41,0
5120,note_off,,,,,0,0,2,,,,1,53,0
5120,note_on,,,,,0,0,2,,,,1,53,75
5120,note_on,,,,,0,0,1,,,,0,73,88
5120,note_off,,,,,0,0,1,,,,0,77,0
5120,note_off,,,,,1024,0,1,,,,0,70,0
5120,note_off,,,,,0,0,1,,,,0,73,0
5325,note_off,,,,,0,0,1,,,,0,73,0
5325,note_off,,,,,205,0,1,,,,0,70,0
5325,note_off,,,,,205,0,2,,,,1,53,0
5632,note_on,,,,,307,0,2,,,,1,53,75
5632,note_on,,,,,307,0,1,,,,0,70,88
5632,note_on,,,,,0,0,1,,,,0,73,88
5837,note_off,,,,,205,0,2,,,,1,53,0
5837,note_off,,,,,205,0,1,,,,0,70,0
5837,note_off,,,,,0,0,1,,,,0,73,0
6144,note_on,,,,,0,0,1,,,,0,72,110
6144,note_on,,,,,0,0,1,,,,0,77,110
6144,note_on,,,,,307,0,2,,,,1,41,94
6144,note_on,,,,,307,0,1,,,,0,68,110
6144,note_on,,,,,0,0,2,,,,1,53,94
7168,note_on,,,,,0,0,1,,,,0,68,88
7168,note_off,,,,,1024,0,1,,,,0,68,0
7168,note_on,,,,,0,0,1,,,,0,72,88
7168,note_on,,,,,0,0,2,,,,1,53,75
7168,note_off,,,,,0,0,2,,,,1,53,0
7168,note_off,,,,,1024,0,2,,,,1,41,0
7168,note_off,,,,,0,0,1,,,,0,77,0
7168,note_off,,,,,0,0,1,,,,0,72,0
7373,note_off,,,,,205,0,2,,,,1,53,0
7373,note_off,,,,,205,0,1,,,,0,68,0
7373,note_off,,,,,0,0,1,,,,0,72,0
7680,note_on,,,,,0,0,1,,,,0,72,88
7680,note_on,,,,,307,0,1,,,,0,68,88
7680,note_on,,,,,307,0,2,,,,1,53,75
7885,note_off,,,,,0,0,1,,,,0,72,0
7885,note_off,,,,,205,0,1,,,,0,68,0
7885,note_off,,,,,205,0,2,,,,1,53,0
8192,note_on,,,,,307,0,1,,,,0,68,64
8192,note_on,,,,,307,0,2,,,,1,29,49
8192,note_on,,,,,0,0,2,,,,1,41,49
8192,note_on,,,,,0,0,1,,,,0,72,64
9216,note_off,,,,,0,0,2,,,,1,41,0
9216,note_off,,,,,1024,0,2,,,,1,29,0
9216,note_on,,,,,0,0,2,,,,1,41,49
9216,note_on,,,,,0,0,1,,,,0,68,64
9216,note_off,,,,,1024,0,1,,,,0,68,0
9216,note_off,,,,,0,0,1,,,,0,72,0
9216,note_on,,,,,0,0,1,,,,0,67,64
9216,note_on,,,,,0,0,1,,,,0,72,64
9421,note_off,,,,,205,0,1,,,,0,67,0
9421,note_off,,,,,0,0,1,,,,0,68,0
9421,note_off,,,,,0,0,1,,,,0,72,0
9421,note_off,,,,,205,0,2,,,,1,41,0
9728,note_on,,,,,307,0,1,,,,0,65,64
9728,note_on,,,,,0,0,1,,,,0,72,64
9728,note_on,,,,,307,0,2,,,,1,41,49
9728,note_on,,,,,0,0,1,,,,0,68,64
9933,note_off,,,,,0,0,1,,,,0,68,0
9933,note_off,,,,,205,0,1,,,,0,65,0
9933,note_off,,,,,205,0,2,,,,1,41,0
9933,note_off,,,,,0,0,1,,,,0,72,0
10240,note_on,,,,,307,0,2,,,,1,29,49
10240,note_on,,,,,0,0,1,,,,0,68,80
10240,note_on,,,,,0,0,2,,,,1,41,49
10240,note_on,,,,,307,0,1,,,,0,65,80
10240,note_on,,,,,0,0,1,,,,0,72,80
11264,note_off,,,,,0,0,1,,,,0,68,0
11264,note_on,,,,,0,0,1,,,,0,72,64
11264,note_off,,,,,0,0,1,,,,0,72,0
11264,note_off,,,,,1024,0,1,,,,0,65,0
11264,note_off,,,,,1024,0,2,,,,1,29,0
11264,note_off,,,,,0,0,2,,,,1,41,0
11264,note_on,,,,,0,0,2,,,,1,41,49
11264,note_on,,,,,0,0,1,,,,0,68,64
11264,note_on,,,,,0,0,1,,,,0,60,64
11469,note_off,,,,,0,0,1,,,,0,72,0
11469,note_off,,,,,0,0,1,,,,0,68,0
11469,note_off,,,,,205,0,1,,,,0,60,0
11469,note_off,,,,,205,0,2,,,,1,41,0
11776,note_on,,,,,0,0,1,,,,0,72,64
11776,note_on,,,,,307,0,2,,,,1,41,49
11776,note_on,,,,,307,0,1,,,,0,60,64
11776,note_on,,,,,0,0,1,,,,0,68,64
11981,note_off,,,,,205,0,1,,,,0,60,0
11981,note_off,,,,,0,0,1,,,,0,68,0
11981,note_off,,,,,0,0,1,,,,0,72,0
