tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,
0,control_change,0,0,8,,,,,,,,,15,10,97,,,
0,program_change,0,0,8,,,,,,,,47,15,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,,
0,control_change,0,0,7,,,,,,,,,6,10,77,,,
0,program_change,0,0,7,,,,,,,,56,6,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,,
0,control_change,0,0,6,,,,,,,,,5,10,28,,,
0,program_change,0,0,6,,,,,,,,60,5,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,,
0,control_change,0,0,5,,,,,,,,,4,10,24,,,
0,program_change,0,0,5,,,,,,,,60,4,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,,
0,control_change,0,0,4,,,,,,,,,3,10,80,,,
0,program_change,0,0,1,,,,,,,,73,0,,,,,
0,control_change,0,0,1,,,,,,,,,0,10,52,,,
0,control_change,0,0,1,,,,,,,,,0,121,0,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,68,1,,,,,
0,track_name,0,1,18,,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,,1,10,72,,,
0,track_name,0,1,3,,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,71,2,,,,,
0,control_change,0,0,3,,,,,,,,,2,10,65,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,70,3,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,,
0,program_change,0,0,9,,,,,,,,48,10,,,,,
0,midi_port,0,1,18,,,,,,,0,,,,,,,
0,end_of_track,0,1,17,,,,,,,,,,,,,,
0,track_name,0,1,17,,,,,,,,,,,,,,
0,midi_port,0,1,17,,,,,,,0,,,,,,,
0,end_of_track,0,1,16,,,,,,,,,,,,,,
0,track_name,0,1,16,,,,,,,,,,,,,,
0,midi_port,0,1,16,,,,,,,0,,,,,,,
0,end_of_track,0,1,15,,,,,,,,,,,,,,
0,track_name,0,1,15,,,,,,,,,,,,,,
0,midi_port,0,1,15,,,,,,,0,,,,,,,
0,end_of_track,0,1,14,,,,,,,,,,,,,,
0,track_name,0,1,14,,,,,,,,,,,,,,
0,midi_port,0,1,14,,,,,,,0,,,,,,,
0,control_change,0,0,13,,,,,,,,,14,10,127,,,
0,program_change,0,0,13,,,,,,,,48,14,,,,,
0,track_name,0,1,13,,,,,,,,,,,,,,
0,midi_port,0,1,13,,,,,,,0,,,,,,,
0,control_change,0,0,9,,,,,,,,,10,10,12,,,
0,control_change,0,0,9,,,,,,,,,10,121,0,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,,
0,track_name,0,1,10,,,,,,,,,,,,,,
0,program_change,0,0,10,,,,,,,,48,11,,,,,
0,control_change,0,0,10,,,,,,,,,11,10,90,,,
0,track_name,0,1,9,,,,,,,,,,,,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,,
0,program_change,0,0,11,,,,,,,,48,12,,,,,
0,control_change,0,0,11,,,,,,,,,12,10,40,,,
0,midi_port,0,1,12,,,,,,,0,,,,,,,
0,track_name,0,1,12,,,,,,,,,,,,,,
0,program_change,0,0,12,,,,,,,,48,13,,,,,
0,control_change,0,0,12,,,,,,,,,13,10,100,,,
0,track_name,0,1,11,,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,,
0,end_of_track,0,1,18,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,600000,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,,
1,control_change,1,0,11,,,,,,,,,12,121,0,,,
1,control_change,1,0,2,,,,,,,,,1,121,0,,,
1,control_change,1,0,7,,,,,,,,,6,121,0,,,
1,control_change,1,0,10,,,,,,,,,11,121,0,,,
1,control_change,1,0,5,,,,,,,,,4,121,0,,,
2,control_change,2,0,6,,,,,,,,,5,121,0,,,
2,control_change,2,0,3,,,,,,,,,2,121,0,,,
3,control_change,3,0,12,,,,,,,,,13,121,0,,,
3,control_change,3,0,4,,,,,,,,,3,121,0,,,
5,program_change,5,0,9,,,,,,,,48,10,,,,,
5,program_change,5,0,1,,,,,,,,73,0,,,,,
5,control_change,5,0,13,,,,,,,,,14,121,0,,,
6,program_change,5,0,11,,,,,,,,48,12,,,,,
6,program_change,5,0,10,,,,,,,,48,11,,,,,
6,program_change,5,0,7,,,,,,,,56,6,,,,,
6,program_change,5,0,5,,,,,,,,60,4,,,,,
6,control_change,6,0,8,,,,,,,,,15,121,0,,,
6,program_change,5,0,2,,,,,,,,68,1,,,,,
7,program_change,5,0,3,,,,,,,,71,2,,,,,
7,program_change,5,0,6,,,,,,,,60,5,,,,,
8,program_change,5,0,4,,,,,,,,70,3,,,,,
8,program_change,5,0,12,,,,,,,,48,13,,,,,
10,pitchwheel,5,0,1,,,,,,,,,0,,,0,,
10,pitchwheel,5,0,9,,,,,,,,,10,,,300,,
10,program_change,5,0,13,,,,,,,,48,14,,,,,
11,pitchwheel,5,0,2,,,,,,,,,1,,,0,,
11,pitchwheel,5,0,5,,,,,,,,,4,,,100,,
11,pitchwheel,5,0,11,,,,,,,,,12,,,300,,
11,program_change,5,0,8,,,,,,,,47,15,,,,,
11,pitchwheel,5,0,10,,,,,,,,,11,,,-300,,
11,pitchwheel,5,0,7,,,,,,,,,6,,,0,,
12,pitchwheel,5,0,3,,,,,,,,,2,,,0,,
12,pitchwheel,5,0,6,,,,,,,,,5,,,-100,,
13,pitchwheel,5,0,12,,,,,,,,,13,,,-300,,
13,pitchwheel,5,0,4,,,,,,,,,3,,,0,,
15,control_change,5,0,9,,,,,,,,,10,11,67,,,
15,pitchwheel,5,0,13,,,,,,,,,14,,,300,,
15,control_change,5,0,1,,,,,,,,,0,11,67,,,
16,control_change,5,0,11,,,,,,,,,12,11,67,,,
16,control_change,5,0,10,,,,,,,,,11,11,67,,,
16,pitchwheel,5,0,8,,,,,,,,,15,,,0,,
16,control_change,5,0,7,,,,,,,,,6,11,67,,,
16,control_change,5,0,5,,,,,,,,,4,11,67,,,
16,control_change,5,0,2,,,,,,,,,1,11,67,,,
17,control_change,5,0,6,,,,,,,,,5,11,67,,,
17,control_change,5,0,3,,,,,,,,,2,11,67,,,
18,control_change,5,0,4,,,,,,,,,3,11,67,,,
18,control_change,5,0,12,,,,,,,,,13,11,67,,,
20,control_change,5,0,1,,,,,,,,,0,7,127,,,
20,control_change,5,0,9,,,,,,,,,10,7,127,,,
20,control_change,5,0,13,,,,,,,,,14,11,67,,,
21,control_change,5,0,5,,,,,,,,,4,7,127,,,
21,control_change,5,0,8,,,,,,,,,15,11,127,,,
21,control_change,5,0,10,,,,,,,,,11,7,127,,,
21,control_change,5,0,11,,,,,,,,,12,7,127,,,
21,control_change,5,0,7,,,,,,,,,6,7,127,,,
21,control_change,5,0,2,,,,,,,,,1,7,127,,,
22,control_change,5,0,3,,,,,,,,,2,7,127,,,
22,control_change,5,0,6,,,,,,,,,5,7,127,,,
23,control_change,5,0,4,,,,,,,,,3,7,127,,,
23,control_change,5,0,12,,,,,,,,,13,7,127,,,
25,control_change,5,0,9,,,,,,,,,10,91,64,,,
25,control_change,5,0,13,,,,,,,,,14,7,127,,,
25,control_change,5,0,1,,,,,,,,,0,91,72,,,
26,control_change,5,0,8,,,,,,,,,15,7,127,,,
26,control_change,5,0,10,,,,,,,,,11,91,64,,,
26,control_change,5,0,5,,,,,,,,,4,91,106,,,
26,control_change,5,0,7,,,,,,,,,6,91,106,,,
26,control_change,5,0,11,,,,,,,,,12,91,42,,,
26,control_change,5,0,2,,,,,,,,,1,91,72,,,
27,control_change,5,0,6,,,,,,,,,5,91,106,,,
27,control_change,5,0,3,,,,,,,,,2,91,72,,,
28,control_change,5,0,4,,,,,,,,,3,91,89,,,
28,control_change,5,0,12,,,,,,,,,13,91,68,,,
30,control_change,5,0,1,,,,,,,,,0,93,0,,,
30,control_change,5,0,9,,,,,,,,,10,93,0,,,
30,control_change,5,0,13,,,,,,,,,14,91,93,,,
31,control_change,5,0,2,,,,,,,,,1,93,0,,,
31,control_change,5,0,10,,,,,,,,,11,93,0,,,
31,control_change,5,0,7,,,,,,,,,6,93,0,,,
31,control_change,5,0,8,,,,,,,,,15,91,119,,,
31,control_change,5,0,11,,,,,,,,,12,93,0,,,
31,control_change,5,0,5,,,,,,,,,4,93,0,,,
32,control_change,5,0,3,,,,,,,,,2,93,0,,,
32,control_change,5,0,6,,,,,,,,,5,93,0,,,
33,control_change,5,0,4,,,,,,,,,3,93,0,,,
33,control_change,5,0,12,,,,,,,,,13,93,0,,,
35,control_change,5,0,13,,,,,,,,,14,93,0,,,
36,control_change,5,0,8,,,,,,,,,15,93,0,,,
360,set_tempo,360,1,0,,,,,,1200000,,,,,,,,
360,note_on,0,0,1,,,,,,,,,0,,,,84,101
360,control_change,330,0,9,,,,,,,,,10,11,77,,,
360,marker,0,1,0,,,,,,,,,,,,,,
360,note_on,0,0,9,,,,,,,,,10,,,,60,106
360,control_change,330,0,1,,,,,,,,,0,11,77,,,
361,control_change,330,0,11,,,,,,,,,12,11,77,,,
361,note_on,0,0,11,,,,,,,,,12,,,,48,106
361,note_on,0,0,2,,,,,,,,,1,,,,72,100
361,control_change,330,0,2,,,,,,,,,1,11,77,,,
361,note_on,0,0,10,,,,,,,,,11,,,,60,106
361,note_on,0,0,11,,,,,,,,,12,,,,60,106
361,note_on,0,0,5,,,,,,,,,4,,,,60,105
361,control_change,330,0,7,,,,,,,,,6,11,77,,,
361,control_change,330,0,10,,,,,,,,,11,11,77,,,
361,note_on,0,0,7,,,,,,,,,6,,,,60,117
361,note_on,0,0,7,,,,,,,,,6,,,,72,117
361,control_change,330,0,5,,,,,,,,,4,11,77,,,
362,control_change,330,0,6,,,,,,,,,5,11,77,,,
362,note_on,0,0,6,,,,,,,,,5,,,,48,105
362,control_change,330,0,3,,,,,,,,,2,11,77,,,
362,note_on,0,0,3,,,,,,,,,2,,,,60,101
363,control_change,330,0,12,,,,,,,,,13,11,77,,,
363,note_on,0,0,4,,,,,,,,,3,,,,48,100
363,note_on,0,0,12,,,,,,,,,13,,,,48,102
363,control_change,330,0,4,,,,,,,,,3,11,77,,,
365,control_change,330,0,13,,,,,,,,,14,11,77,,,
365,note_on,0,0,13,,,,,,,,,14,,,,36,102
366,control_change,6,0,9,,,,,,,,,10,11,74,,,
366,control_change,6,0,1,,,,,,,,,0,11,74,,,
366,note_on,330,0,8,,,,,,,,,15,,,,48,51
367,control_change,6,0,5,,,,,,,,,4,11,74,,,
367,control_change,6,0,2,,,,,,,,,1,11,74,,,
367,control_change,6,0,11,,,,,,,,,12,11,74,,,
367,control_change,6,0,7,,,,,,,,,6,11,74,,,
367,control_change,6,0,10,,,,,,,,,11,11,74,,,
368,control_change,6,0,6,,,,,,,,,5,11,74,,,
368,control_change,6,0,3,,,,,,,,,2,11,74,,,
369,control_change,6,0,4,,,,,,,,,3,11,74,,,
369,control_change,6,0,12,,,,,,,,,13,11,74,,,
371,control_change,6,0,13,,,,,,,,,14,11,74,,,
372,control_change,6,0,9,,,,,,,,,10,11,71,,,
372,control_change,6,0,1,,,,,,,,,0,11,71,,,
373,control_change,6,0,2,,,,,,,,,1,11,71,,,
373,control_change,6,0,7,,,,,,,,,6,11,71,,,
373,control_change,6,0,10,,,,,,,,,11,11,71,,,
373,control_change,6,0,11,,,,,,,,,12,11,71,,,
373,note_on,7,0,8,,,,,,,,,15,,,,48,49
373,control_change,6,0,5,,,,,,,,,4,11,71,,,
374,note_on,1,0,8,,,,,,,,,15,,,,48,0
374,control_change,6,0,3,,,,,,,,,2,11,71,,,
374,control_change,6,0,6,,,,,,,,,5,11,71,,,
375,control_change,6,0,4,,,,,,,,,3,11,71,,,
375,control_change,6,0,12,,,,,,,,,13,11,71,,,
377,control_change,6,0,13,,,,,,,,,14,11,71,,,
378,control_change,6,0,1,,,,,,,,,0,11,68,,,
378,control_change,6,0,9,,,,,,,,,10,11,68,,,
379,control_change,6,0,2,,,,,,,,,1,11,68,,,
379,control_change,6,0,10,,,,,,,,,11,11,68,,,
379,control_change,6,0,7,,,,,,,,,6,11,68,,,
379,control_change,6,0,5,,,,,,,,,4,11,68,,,
379,control_change,6,0,11,,,,,,,,,12,11,68,,,
380,control_change,6,0,6,,,,,,,,,5,11,68,,,
380,control_change,6,0,3,,,,,,,,,2,11,68,,,
381,note_on,7,0,8,,,,,,,,,15,,,,48,0
381,note_on,0,0,8,,,,,,,,,15,,,,48,48
381,control_change,6,0,12,,,,,,,,,13,11,68,,,
381,control_change,6,0,4,,,,,,,,,3,11,68,,,
383,control_change,6,0,13,,,,,,,,,14,11,68,,,
384,control_change,6,0,9,,,,,,,,,10,11,65,,,
384,control_change,6,0,1,,,,,,,,,0,11,65,,,
385,control_change,6,0,2,,,,,,,,,1,11,65,,,
385,control_change,6,0,11,,,,,,,,,12,11,65,,,
385,control_change,6,0,10,,,,,,,,,11,11,65,,,
385,control_change,6,0,5,,,,,,,,,4,11,65,,,
385,control_change,6,0,7,,,,,,,,,6,11,65,,,
386,control_change,6,0,6,,,,,,,,,5,11,65,,,
386,control_change,6,0,3,,,,,,,,,2,11,65,,,
387,control_change,6,0,4,,,,,,,,,3,11,65,,,
387,control_change,6,0,12,,,,,,,,,13,11,65,,,
388,note_on,7,0,8,,,,,,,,,15,,,,48,47
389,control_change,6,0,13,,,,,,,,,14,11,65,,,
389,note_on,1,0,8,,,,,,,,,15,,,,48,0
390,control_change,6,0,9,,,,,,,,,10,11,62,,,
390,control_change,6,0,1,,,,,,,,,0,11,62,,,
391,control_change,6,0,10,,,,,,,,,11,11,62,,,
391,control_change,6,0,11,,,,,,,,,12,11,62,,,
391,control_change,6,0,5,,,,,,,,,4,11,62,,,
391,control_change,6,0,7,,,,,,,,,6,11,62,,,
391,control_change,6,0,2,,,,,,,,,1,11,62,,,
392,control_change,6,0,6,,,,,,,,,5,11,62,,,
392,control_change,6,0,3,,,,,,,,,2,11,62,,,
393,control_change,6,0,4,,,,,,,,,3,11,62,,,
393,control_change,6,0,12,,,,,,,,,13,11,62,,,
395,control_change,6,0,13,,,,,,,,,14,11,62,,,
396,note_on,0,0,8,,,,,,,,,15,,,,48,45
396,note_on,7,0,8,,,,,,,,,15,,,,48,0
396,control_change,6,0,1,,,,,,,,,0,11,59,,,
396,control_change,6,0,9,,,,,,,,,10,11,59,,,
397,control_change,6,0,11,,,,,,,,,12,11,59,,,
397,control_change,6,0,5,,,,,,,,,4,11,59,,,
397,control_change,6,0,2,,,,,,,,,1,11,59,,,
397,control_change,6,0,10,,,,,,,,,11,11,59,,,
397,control_change,6,0,7,,,,,,,,,6,11,59,,,
398,control_change,6,0,6,,,,,,,,,5,11,59,,,
398,control_change,6,0,3,,,,,,,,,2,11,59,,,
399,control_change,6,0,12,,,,,,,,,13,11,59,,,
399,control_change,6,0,4,,,,,,,,,3,11,59,,,
401,control_change,6,0,13,,,,,,,,,14,11,59,,,
402,control_change,6,0,9,,,,,,,,,10,11,56,,,
402,control_change,6,0,1,,,,,,,,,0,11,56,,,
403,control_change,6,0,10,,,,,,,,,11,11,56,,,
403,control_change,6,0,7,,,,,,,,,6,11,56,,,
403,note_on,7,0,8,,,,,,,,,15,,,,48,44
403,control_change,6,0,5,,,,,,,,,4,11,56,,,
403,control_change,6,0,11,,,,,,,,,12,11,56,,,
403,control_change,6,0,2,,,,,,,,,1,11,56,,,
404,control_change,6,0,3,,,,,,,,,2,11,56,,,
404,note_on,1,0,8,,,,,,,,,15,,,,48,0
404,control_change,6,0,6,,,,,,,,,5,11,56,,,
405,control_change,6,0,12,,,,,,,,,13,11,56,,,
405,control_change,6,0,4,,,,,,,,,3,11,56,,,
407,control_change,6,0,13,,,,,,,,,14,11,56,,,
408,control_change,6,0,9,,,,,,,,,10,11,53,,,
408,control_change,6,0,1,,,,,,,,,0,11,53,,,
409,control_change,6,0,5,,,,,,,,,4,11,53,,,
409,control_change,6,0,10,,,,,,,,,11,11,53,,,
409,control_change,6,0,2,,,,,,,,,1,11,53,,,
409,control_change,6,0,11,,,,,,,,,12,11,53,,,
409,control_change,6,0,7,,,,,,,,,6,11,53,,,
410,control_change,6,0,6,,,,,,,,,5,11,53,,,
410,control_change,6,0,3,,,,,,,,,2,11,53,,,
411,control_change,6,0,4,,,,,,,,,3,11,53,,,
411,note_on,0,0,8,,,,,,,,,15,,,,48,42
411,note_on,7,0,8,,,,,,,,,15,,,,48,0
411,control_change,6,0,12,,,,,,,,,13,11,53,,,
413,control_change,6,0,13,,,,,,,,,14,11,53,,,
414,control_change,6,0,9,,,,,,,,,10,11,50,,,
414,control_change,6,0,1,,,,,,,,,0,11,50,,,
415,control_change,6,0,7,,,,,,,,,6,11,50,,,
415,control_change,6,0,2,,,,,,,,,1,11,50,,,
415,control_change,6,0,11,,,,,,,,,12,11,50,,,
415,control_change,6,0,5,,,,,,,,,4,11,50,,,
415,control_change,6,0,10,,,,,,,,,11,11,50,,,
416,control_change,6,0,3,,,,,,,,,2,11,50,,,
416,control_change,6,0,6,,,,,,,,,5,11,50,,,
417,control_change,6,0,12,,,,,,,,,13,11,50,,,
417,control_change,6,0,4,,,,,,,,,3,11,50,,,
418,note_on,7,0,8,,,,,,,,,15,,,,48,41
419,note_on,1,0,8,,,,,,,,,15,,,,48,0
419,control_change,6,0,13,,,,,,,,,14,11,50,,,
420,control_change,6,0,9,,,,,,,,,10,11,47,,,
420,control_change,6,0,1,,,,,,,,,0,11,47,,,
421,control_change,6,0,10,,,,,,,,,11,11,47,,,
421,control_change,6,0,5,,,,,,,,,4,11,47,,,
421,control_change,6,0,7,,,,,,,,,6,11,47,,,
421,control_change,6,0,11,,,,,,,,,12,11,47,,,
421,control_change,6,0,2,,,,,,,,,1,11,47,,,
422,control_change,6,0,6,,,,,,,,,5,11,47,,,
422,control_change,6,0,3,,,,,,,,,2,11,47,,,
423,control_change,6,0,12,,,,,,,,,13,11,47,,,
423,control_change,6,0,4,,,,,,,,,3,11,47,,,
425,control_change,6,0,13,,,,,,,,,14,11,47,,,
426,note_on,7,0,8,,,,,,,,,15,,,,48,0
426,note_on,0,0,8,,,,,,,,,15,,,,48,41
433,note_on,7,0,8,,,,,,,,,15,,,,48,41
434,note_on,1,0,8,,,,,,,,,15,,,,48,0
441,note_on,0,0,8,,,,,,,,,15,,,,48,39
441,note_on,7,0,8,,,,,,,,,15,,,,48,0
448,note_on,7,0,8,,,,,,,,,15,,,,48,39
449,note_on,1,0,8,,,,,,,,,15,,,,48,0
449,control_change,29,0,9,,,,,,,,,10,11,46,,,
449,control_change,29,0,1,,,,,,,,,0,11,46,,,
450,control_change,29,0,2,,,,,,,,,1,11,46,,,
450,control_change,29,0,5,,,,,,,,,4,11,46,,,
450,control_change,29,0,7,,,,,,,,,6,11,46,,,
450,control_change,29,0,10,,,,,,,,,11,11,46,,,
450,control_change,29,0,11,,,,,,,,,12,11,46,,,
451,control_change,29,0,6,,,,,,,,,5,11,46,,,
451,control_change,29,0,3,,,,,,,,,2,11,46,,,
452,control_change,29,0,12,,,,,,,,,13,11,46,,,
452,control_change,29,0,4,,,,,,,,,3,11,46,,,
454,control_change,29,0,13,,,,,,,,,14,11,46,,,
456,note_on,7,0,8,,,,,,,,,15,,,,48,0
456,note_on,0,0,8,,,,,,,,,15,,,,48,38
463,note_on,7,0,8,,,,,,,,,15,,,,48,38
464,note_on,1,0,8,,,,,,,,,15,,,,48,0
471,note_on,7,0,8,,,,,,,,,15,,,,48,0
471,note_on,0,0,8,,,,,,,,,15,,,,48,37
478,note_on,7,0,8,,,,,,,,,15,,,,48,36
479,control_change,30,0,9,,,,,,,,,10,11,45,,,
479,control_change,30,0,1,,,,,,,,,0,11,45,,,
479,note_on,1,0,8,,,,,,,,,15,,,,48,0
480,control_change,30,0,11,,,,,,,,,12,11,45,,,
480,control_change,30,0,7,,,,,,,,,6,11,45,,,
480,control_change,30,0,5,,,,,,,,,4,11,45,,,
480,control_change,30,0,10,,,,,,,,,11,11,45,,,
480,control_change,30,0,2,,,,,,,,,1,11,45,,,
481,control_change,30,0,3,,,,,,,,,2,11,45,,,
481,control_change,30,0,6,,,,,,,,,5,11,45,,,
482,control_change,30,0,12,,,,,,,,,13,11,45,,,
482,control_change,30,0,4,,,,,,,,,3,11,45,,,
484,control_change,30,0,13,,,,,,,,,14,11,45,,,
486,note_on,0,0,8,,,,,,,,,15,,,,48,36
486,note_on,7,0,8,,,,,,,,,15,,,,48,0
493,note_on,7,0,8,,,,,,,,,15,,,,48,36
494,note_on,1,0,8,,,,,,,,,15,,,,48,0
501,note_on,0,0,8,,,,,,,,,15,,,,48,35
501,note_on,7,0,8,,,,,,,,,15,,,,48,0
508,note_on,7,0,8,,,,,,,,,15,,,,48,34
509,control_change,30,0,1,,,,,,,,,0,11,44,,,
