tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,
0,program_change,0,0,8,,,,,,,,47,15,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,,
0,control_change,0,0,7,,,,,,,,,6,10,77,,,
0,program_change,0,0,7,,,,,,,,56,6,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,,
0,track_name,0,1,18,,,,,,,,,,,,,,
0,control_change,0,0,6,,,,,,,,,5,10,28,,,
0,program_change,0,0,6,,,,,,,,60,5,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,,
0,control_change,0,0,5,,,,,,,,,4,10,24,,,
0,program_change,0,0,5,,,,,,,,60,4,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,,
0,control_change,0,0,4,,,,,,,,,3,10,80,,,
0,program_change,0,0,1,,,,,,,,73,0,,,,,
0,control_change,0,0,1,,,,,,,,,0,10,52,,,
0,control_change,0,0,1,,,,,,,,,0,121,0,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,68,1,,,,,
0,control_change,0,0,8,,,,,,,,,15,10,97,,,
0,control_change,0,0,2,,,,,,,,,1,10,72,,,
0,track_name,0,1,3,,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,71,2,,,,,
0,control_change,0,0,3,,,,,,,,,2,10,65,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,70,3,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,,
0,program_change,0,0,9,,,,,,,,48,10,,,,,
0,midi_port,0,1,18,,,,,,,0,,,,,,,
0,end_of_track,0,1,17,,,,,,,,,,,,,,
0,track_name,0,1,17,,,,,,,,,,,,,,
0,midi_port,0,1,17,,,,,,,0,,,,,,,
0,end_of_track,0,1,16,,,,,,,,,,,,,,
0,track_name,0,1,16,,,,,,,,,,,,,,
0,midi_port,0,1,16,,,,,,,0,,,,,,,
0,end_of_track,0,1,15,,,,,,,,,,,,,,
0,track_name,0,1,15,,,,,,,,,,,,,,
0,midi_port,0,1,15,,,,,,,0,,,,,,,
0,end_of_track,0,1,14,,,,,,,,,,,,,,
0,track_name,0,1,14,,,,,,,,,,,,,,
0,midi_port,0,1,14,,,,,,,0,,,,,,,
0,control_change,0,0,13,,,,,,,,,14,10,127,,,
0,program_change,0,0,13,,,,,,,,48,14,,,,,
0,track_name,0,1,13,,,,,,,,,,,,,,
0,midi_port,0,1,13,,,,,,,0,,,,,,,
0,control_change,0,0,9,,,,,,,,,10,10,12,,,
0,control_change,0,0,9,,,,,,,,,10,121,0,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,,
0,track_name,0,1,10,,,,,,,,,,,,,,
0,program_change,0,0,10,,,,,,,,48,11,,,,,
0,control_change,0,0,10,,,,,,,,,11,10,90,,,
0,track_name,0,1,9,,,,,,,,,,,,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,,
0,program_change,0,0,11,,,,,,,,48,12,,,,,
0,control_change,0,0,11,,,,,,,,,12,10,40,,,
0,midi_port,0,1,12,,,,,,,0,,,,,,,
0,track_name,0,1,12,,,,,,,,,,,,,,
0,program_change,0,0,12,,,,,,,,48,13,,,,,
0,control_change,0,0,12,,,,,,,,,13,10,100,,,
0,track_name,0,1,11,,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,,
0,end_of_track,0,1,18,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,142857,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,
1,control_change,1,0,5,,,,,,,,,4,121,0,,,
1,control_change,1,0,7,,,,,,,,,6,121,0,,,
1,control_change,1,0,10,,,,,,,,,11,121,0,,,
1,control_change,1,0,11,,,,,,,,,12,121,0,,,
1,control_change,1,0,2,,,,,,,,,1,121,0,,,
2,control_change,2,0,3,,,,,,,,,2,121,0,,,
2,control_change,2,0,6,,,,,,,,,5,121,0,,,
3,control_change,3,0,12,,,,,,,,,13,121,0,,,
3,control_change,3,0,4,,,,,,,,,3,121,0,,,
5,program_change,5,0,9,,,,,,,,48,10,,,,,
5,program_change,5,0,1,,,,,,,,73,0,,,,,
5,control_change,5,0,13,,,,,,,,,14,121,0,,,
6,control_change,6,0,8,,,,,,,,,15,121,0,,,
6,program_change,5,0,11,,,,,,,,48,12,,,,,
6,program_change,5,0,7,,,,,,,,56,6,,,,,
6,program_change,5,0,10,,,,,,,,48,11,,,,,
6,program_change,5,0,5,,,,,,,,60,4,,,,,
6,program_change,5,0,2,,,,,,,,68,1,,,,,
7,program_change,5,0,3,,,,,,,,71,2,,,,,
7,program_change,5,0,6,,,,,,,,60,5,,,,,
8,program_change,5,0,12,,,,,,,,48,13,,,,,
8,program_change,5,0,4,,,,,,,,70,3,,,,,
10,pitchwheel,5,0,9,,,,,,,,,10,,,300,,
10,program_change,5,0,13,,,,,,,,48,14,,,,,
10,pitchwheel,5,0,1,,,,,,,,,0,,,0,,
11,program_change,5,0,8,,,,,,,,47,15,,,,,
11,pitchwheel,5,0,11,,,,,,,,,12,,,300,,
11,pitchwheel,5,0,7,,,,,,,,,6,,,0,,
11,pitchwheel,5,0,5,,,,,,,,,4,,,100,,
11,pitchwheel,5,0,2,,,,,,,,,1,,,0,,
11,pitchwheel,5,0,10,,,,,,,,,11,,,-300,,
