tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,,,
0,control_change,,,,,0,0,1,,,,,0,7,64,,
0,control_change,,,,,0,0,1,,,,,0,64,95,,
0,control_change,,,,,0,0,1,,,,,0,91,96,,
0,note_on,,,,,0,0,1,,,,,0,,,60,48
0,note_on,,,,,0,0,1,,,,,0,,,68,48
0,track_name,,,,,0,1,7,,,,,,,,,
0,midi_port,,,,,0,1,2,,,0,,,,,,
0,program_change,,,,,0,0,2,,,,0,0,,,,
0,control_change,,,,,0,0,2,,,,,0,7,64,,
0,note_on,,,,,0,0,2,,,,,0,,,44,47
0,note_on,,,,,0,0,2,,,,,0,,,51,47
0,program_change,,,,,0,0,1,,,,0,0,,,,
0,midi_port,,,,,0,1,3,,,0,,,,,,
0,end_of_track,,,,,0,1,3,,,,,,,,,
0,midi_port,,,,,0,1,4,,,0,,,,,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,end_of_track,,,,,0,1,4,,,,,,,,,
0,midi_port,,,,,0,1,5,,,0,,,,,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,end_of_track,,,,,0,1,5,,,,,,,,,
0,midi_port,,,,,0,1,6,,,0,,,,,,
0,track_name,,,,,0,1,6,,,,,,,,,
0,end_of_track,,,,,0,1,6,,,,,,,,,
0,midi_port,,,,,0,1,7,,,0,,,,,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,midi_port,,,,,0,1,1,,,0,,,,,,
0,end_of_track,,,,,0,1,7,,,,,,,,,
0,key_signature,,,,,0,1,0,C,,,,,,,,
0,set_tempo,,,,,0,1,0,,1875000,,,,,,,
105,note_on,,,,,0,0,2,,,,,0,,,44,0
105,note_on,,,,,105,0,2,,,,,0,,,51,0
105,note_on,,,,,0,0,1,,,,,0,,,60,0
105,note_on,,,,,105,0,1,,,,,0,,,68,0
117,control_change,,,,,12,0,1,,,,,0,64,0,,
120,note_on,,,,,3,0,1,,,,,0,,,61,45
120,control_change,,,,,0,0,1,,,,,0,64,95,,
120,note_on,,,,,0,0,1,,,,,0,,,68,45
120,note_on,,,,,0,0,2,,,,,0,,,51,37
120,note_on,,,,,15,0,2,,,,,0,,,44,37
150,note_on,,,,,0,0,1,,,,,0,,,67,38
150,note_on,,,,,30,0,1,,,,,0,,,68,0
180,note_on,,,,,0,0,1,,,,,0,,,70,42
180,note_on,,,,,30,0,1,,,,,0,,,67,0
210,note_on,,,,,30,0,1,,,,,0,,,70,0
210,note_on,,,,,0,0,1,,,,,0,,,67,38
237,control_change,,,,,27,0,1,,,,,0,64,0,,
240,note_on,,,,,0,0,1,,,,,0,,,68,40
240,note_on,,,,,120,0,2,,,,,0,,,51,0
240,note_on,,,,,3,0,1,,,,,0,,,67,0
240,note_on,,,,,0,0,2,,,,,0,,,44,0
240,note_on,,,,,0,0,2,,,,,0,,,48,39
240,note_on,,,,,0,0,2,,,,,0,,,51,39
240,control_change,,,,,0,0,1,,,,,0,64,95,,
