tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,time_signature,4,4,96,8,0,1,0,,,,,,,,,
0,control_change,,,,,0,0,2,,,10,51,1,,,,
0,program_change,,,,,0,0,2,,,,,1,40,,,
0,key_signature,,,,,0,1,2,,,,,,,C,,
0,note_on,,,,,0,0,2,,,,,1,,,58,90
0,key_signature,,,,,0,1,6,,,,,,,C,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,control_change,,,,,0,0,3,,,0,0,2,,,,
0,control_change,,,,,0,0,3,,,10,81,2,,,,
0,program_change,,,,,0,0,3,,,,,2,41,,,
0,key_signature,,,,,0,1,3,,,,,,,C,,
0,control_change,,,,,0,0,2,,,0,0,1,,,,
0,note_on,,,,,0,0,3,,,,,2,,,55,84
0,control_change,,,,,0,0,4,,,0,0,3,,,,
0,control_change,,,,,0,0,4,,,10,99,3,,,,
0,program_change,,,,,0,0,4,,,,,3,42,,,
0,key_signature,,,,,0,1,4,,,,,,,C,,
0,note_on,,,,,0,0,4,,,,,3,,,51,78
0,track_name,,,,,0,1,5,,,,,,,,,
0,control_change,,,,,0,0,5,,,0,0,4,,,,
0,control_change,,,,,0,0,5,,,7,127,4,,,,
0,program_change,,,,,0,0,5,,,,,4,45,,,
0,key_signature,,,,,0,1,5,,,,,,,C,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,end_of_track,,,,,0,1,6,,,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,,
0,set_tempo,,,,,0,1,0,,422535,,,,,,,
0,control_change,,,,,0,0,1,,,0,0,0,,,,
0,end_of_track,,,,,0,1,0,,,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,program_change,,,,,0,0,1,,,,,0,40,,,
0,key_signature,,,,,0,1,1,,,,,,,C,,
0,note_on,,,,,0,0,1,,,,,0,,,63,103
0,control_change,,,,,0,0,1,,,10,33,0,,,,
768,note_off,,,,,768,0,4,,,,,3,,,51,0
768,note_on,,,,,0,0,4,,,,,3,,,48,78
768,note_off,,,,,768,0,2,,,,,1,,,58,0
768,note_on,,,,,0,0,2,,,,,1,,,60,90
1536,note_off,,,,,1536,0,3,,,,,2,,,55,0
1536,note_off,,,,,768,0,2,,,,,1,,,60,0
1536,note_on,,,,,0,0,2,,,,,1,,,60,90
1536,note_off,,,,,1536,0,1,,,,,0,,,63,0
1536,note_on,,,,,0,0,3,,,,,2,,,48,84
1536,note_on,,,,,0,0,1,,,,,0,,,65,103
1536,note_off,,,,,768,0,4,,,,,3,,,48,0
1536,note_on,,,,,0,0,4,,,,,3,,,44,78
1920,note_off,,,,,384,0,1,,,,,0,,,65,0
1920,note_on,,,,,0,0,1,,,,,0,,,67,103
1920,note_off,,,,,384,0,4,,,,,3,,,44,0
1920,note_off,,,,,384,0,3,,,,,2,,,48,0
1920,note_on,,,,,0,0,3,,,,,2,,,52,84
1920,note_on,,,,,0,0,4,,,,,3,,,43,78
2304,note_on,,,,,0,0,3,,,,,2,,,53,84
2304,note_off,,,,,384,0,3,,,,,2,,,52,0
2304,note_on,,,,,0,0,4,,,,,3,,,41,78
2304,note_off,,,,,384,0,4,,,,,3,,,43,0
2304,note_off,,,,,384,0,1,,,,,0,,,67,0
2304,note_on,,,,,0,0,1,,,,,0,,,68,103
2688,note_off,,,,,384,0,1,,,,,0,,,68,0
2688,note_off,,,,,384,0,3,,,,,2,,,53,0
2688,note_off,,,,,384,0,4,,,,,3,,,41,0
2688,note_off,,,,,1152,0,2,,,,,1,,,60,0
3072,note_on,,,,,384,0,2,,,,,1,,,65,90
3072,note_on,,,,,384,0,1,,,,,0,,,68,103
3072,note_on,,,,,384,0,3,,,,,2,,,53,84
3264,note_off,,,,,192,0,1,,,,,0,,,68,0
3264,note_off,,,,,192,0,3,,,,,2,,,53,0
3264,note_off,,,,,192,0,2,,,,,1,,,65,0
3456,note_on,,,,,192,0,3,,,,,2,,,55,84
3456,note_on,,,,,192,0,1,,,,,0,,,70,103
3456,note_on,,,,,192,0,2,,,,,1,,,65,90
3648,note_off,,,,,192,0,1,,,,,0,,,70,0
3648,note_off,,,,,192,0,3,,,,,2,,,55,0
3648,note_off,,,,,192,0,2,,,,,1,,,65,0
3840,note_on,,,,,192,0,1,,,,,0,,,72,103
3840,note_on,,,,,192,0,3,,,,,2,,,56,84
3840,note_on,,,,,192,0,2,,,,,1,,,65,90
4032,note_off,,,,,192,0,2,,,,,1,,,65,0
4032,note_off,,,,,192,0,1,,,,,0,,,72,0
4032,note_off,,,,,192,0,3,,,,,2,,,56,0
4608,note_on,,,,,1920,0,4,,,,,3,,,44,78
4608,note_on,,,,,576,0,2,,,,,1,,,56,90
4608,note_on,,,,,576,0,1,,,,,0,,,60,103
4608,note_on,,,,,576,0,3,,,,,2,,,51,84
5376,note_off,,,,,768,0,1,,,,,0,,,60,0
5376,note_on,,,,,0,0,3,,,,,2,,,53,84
5376,note_on,,,,,0,0,2,,,,,1,,,58,90
5376,note_on,,,,,0,0,1,,,,,0,,,62,103
5376,note_off,,,,,768,0,3,,,,,2,,,51,0
5376,note_off,,,,,768,0,2,,,,,1,,,56,0
6144,note_off,,,,,768,0,2,,,,,1,,,58,0
6144,note_off,,,,,768,0,3,,,,,2,,,53,0
6144,note_off,,,,,1536,0,4,,,,,3,,,44,0
6144,note_on,,,,,0,0,4,,,,,3,,,43,78
6144,note_on,,,,,0,0,3,,,,,2,,,51,84
6144,note_on,,,,,0,0,2,,,,,1,,,58,90
6144,note_off,,,,,768,0,1,,,,,0,,,62,0
6144,note_on,,,,,0,0,1,,,,,0,,,63,103
6528,note_off,,,,,384,0,1,,,,,0,,,63,0
6528,note_on,,,,,0,0,4,,,,,3,,,41,78
6528,note_off,,,,,384,0,4,,,,,3,,,43,0
6528,note_off,,,,,384,0,3,,,,,2,,,51,0
6528,note_on,,,,,0,0,3,,,,,2,,,50,84
6528,note_on,,,,,0,0,1,,,,,0,,,65,103
6912,note_off,,,,,384,0,1,,,,,0,,,65,0
6912,note_off,,,,,384,0,3,,,,,2,,,50,0
6912,note_on,,,,,0,0,3,,,,,2,,,51,84
6912,note_off,,,,,384,0,4,,,,,3,,,41,0
6912,note_on,,,,,0,0,1,,,,,0,,,67,103
6912,note_on,,,,,0,0,4,,,,,3,,,39,78
7296,note_off,,,,,384,0,3,,,,,2,,,51,0
7296,note_off,,,,,384,0,4,,,,,3,,,39,0
7296,note_off,,,,,1152,0,2,,,,,1,,,58,0
7296,note_off,,,,,384,0,1,,,,,0,,,67,0
7680,note_on,,,,,384,0,1,,,,,0,,,67,103
7680,note_on,,,,,384,0,2,,,,,1,,,63,90
7680,note_on,,,,,384,0,3,,,,,2,,,51,84
7872,note_off,,,,,192,0,2,,,,,1,,,63,0
7872,note_off,,,,,192,0,3,,,,,2,,,51,0
7872,note_off,,,,,192,0,1,,,,,0,,,67,0
8064,note_on,,,,,192,0,3,,,,,2,,,53,84
8064,note_on,,,,,192,0,2,,,,,1,,,63,90
8064,note_on,,,,,192,0,1,,,,,0,,,68,103
8256,note_off,,,,,192,0,2,,,,,1,,,63,0
8256,note_off,,,,,192,0,3,,,,,2,,,53,0
