tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,0,3,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,,0,10,97,,
0,control_change,0,0,1,,,,,,,,,0,64,127,,
0,note_on,0,0,1,,,,,,,,,0,,,59,88
0,control_change,0,0,4,,,,,,,,,3,7,127,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,note_on,0,0,3,,,,,,,,,2,,,35,75
0,control_change,0,0,3,,,,,,,,,2,64,127,,
0,control_change,0,0,3,,,,,,,,,2,10,30,,
0,control_change,0,0,3,,,,,,,,,2,7,127,,
0,program_change,0,0,3,,,,,,,,0,2,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,control_change,0,0,2,,,,,,,,,1,10,97,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,note_on,0,0,3,,,,,,,,,2,,,47,75
0,control_change,0,0,4,,,,,,,,,3,10,30,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,1,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,B,,,,,,,,
0,set_tempo,0,1,0,,,,,,500000,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
90,note_on,0,0,3,,,,,,,,,2,,,51,75
90,note_on,0,0,1,,,,,,,,,0,,,63,88
90,note_on,90,0,1,,,,,,,,,0,,,59,0
90,note_on,0,0,3,,,,,,,,,2,,,39,75
90,note_on,0,0,3,,,,,,,,,2,,,35,0
90,note_on,90,0,3,,,,,,,,,2,,,47,0
94,note_on,4,0,1,,,,,,,,,0,,,63,0
94,note_on,4,0,3,,,,,,,,,2,,,51,0
94,note_on,0,0,3,,,,,,,,,2,,,39,0
120,control_change,26,0,3,,,,,,,,,2,64,0,,
120,note_on,0,0,3,,,,,,,,,2,,,42,75
120,note_on,0,0,3,,,,,,,,,2,,,54,75
120,control_change,26,0,1,,,,,,,,,0,64,0,,
120,time_signature,120,1,0,4,4,24,8,,,,,,,,,
120,note_on,0,0,1,,,,,,,,,0,,,66,114
480,note_on,0,0,1,,,,,,,,,0,,,71,49
480,note_on,360,0,3,,,,,,,,,2,,,54,0
480,note_on,0,0,3,,,,,,,,,2,,,42,0
480,note_on,360,0,1,,,,,,,,,0,,,66,0
489,note_on,9,0,1,,,,,,,,,0,,,71,0
570,note_on,0,0,1,,,,,,,,,0,,,66,49
570,note_on,81,0,1,,,,,,,,,0,,,63,49
570,note_on,90,0,3,,,,,,,,,2,,,47,36
570,note_on,0,0,3,,,,,,,,,2,,,54,36
570,note_on,0,0,3,,,,,,,,,2,,,59,36
600,control_change,0,0,1,,,,,,,,,0,64,127,,
600,note_on,0,0,1,,,,,,,,,0,,,66,49
600,note_on,0,0,3,,,,,,,,,2,,,59,36
600,note_on,0,0,3,,,,,,,,,2,,,54,36
600,control_change,0,0,3,,,,,,,,,2,64,127,,
