tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,,0,10,64,,
0,note_on,0,0,1,,,,,,,,,0,,,74,70
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,0,,,,
0,control_change,0,0,2,,,,,,,,,0,7,127,,
0,control_change,0,0,2,,,,,,,,,0,10,64,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,0,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,0,7,127,,
0,note_on,0,0,3,,,,,,,,,0,,,46,70
0,track_name,0,1,6,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,0,0,,,,
0,control_change,0,0,4,,,,,,,,,0,7,127,,
0,control_change,0,0,4,,,,,,,,,0,10,64,,
0,control_change,0,0,4,,,,,,,,,0,64,127,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,control_change,0,0,3,,,,,,,,,0,10,64,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,Bb,,,,,,,,
0,set_tempo,0,1,0,,,,,,652174,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
30,note_on,30,0,3,,,,,,,,,0,,,46,0
60,note_on,30,0,3,,,,,,,,,0,,,62,60
120,note_on,60,0,3,,,,,,,,,0,,,62,0
120,note_on,0,0,3,,,,,,,,,0,,,53,60
120,note_on,0,0,3,,,,,,,,,0,,,58,60
120,note_on,0,0,1,,,,,,,,,0,,,74,70
120,note_on,120,0,1,,,,,,,,,0,,,74,0
180,note_on,60,0,3,,,,,,,,,0,,,58,0
180,note_on,0,0,1,,,,,,,,,0,,,74,70
180,note_on,60,0,1,,,,,,,,,0,,,74,0
180,note_on,0,0,3,,,,,,,,,0,,,62,60
180,note_on,0,0,3,,,,,,,,,0,,,53,0
225,control_change,225,0,4,,,,,,,,,0,64,0,,
240,note_on,60,0,3,,,,,,,,,0,,,62,0
240,note_on,0,0,3,,,,,,,,,0,,,50,70
240,control_change,15,0,4,,,,,,,,,0,64,127,,
240,note_on,60,0,1,,,,,,,,,0,,,74,0
240,note_on,0,0,1,,,,,,,,,0,,,70,70
270,note_on,30,0,3,,,,,,,,,0,,,50,0
300,note_on,30,0,3,,,,,,,,,0,,,65,60
360,note_on,0,0,3,,,,,,,,,0,,,58,60
360,note_on,60,0,3,,,,,,,,,0,,,65,0
