tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,control,value,channel,program,data,note,velocity,pitch
0,set_tempo,789473,0,1,0,,,,,,,,,,,,,,
0,midi_port,,0,1,14,,,,,,0,,,,,,,,
0,track_name,,0,1,14,,,,,,,,,,,,,,
0,track_name,,0,1,1,,,,,,,,,,,,,,
0,midi_port,,0,1,1,,,,,,0,,,,,,,,
0,midi_port,,0,1,13,,,,,,0,,,,,,,,
0,track_name,,0,1,13,,,,,,,,,,,,,,
0,midi_port,,0,1,12,,,,,,0,,,,,,,,
0,track_name,,0,1,12,,,,,,,,,,,,,,
0,midi_port,,0,1,11,,,,,,0,,,,,,,,
0,track_name,,0,1,11,,,,,,,,,,,,,,
0,midi_port,,0,1,10,,,,,,0,,,,,,,,
0,track_name,,0,1,10,,,,,,,,,,,,,,
0,midi_port,,0,1,9,,,,,,0,,,,,,,,
0,track_name,,0,1,9,,,,,,,,,,,,,,
0,midi_port,,0,1,2,,,,,,0,,,,,,,,
0,midi_port,,0,1,8,,,,,,0,,,,,,,,
0,track_name,,0,1,8,,,,,,,,,,,,,,
0,midi_port,,0,1,7,,,,,,0,,,,,,,,
0,track_name,,0,1,7,,,,,,,,,,,,,,
0,midi_port,,0,1,6,,,,,,0,,,,,,,,
0,track_name,,0,1,6,,,,,,,,,,,,,,
0,midi_port,,0,1,5,,,,,,0,,,,,,,,
0,track_name,,0,1,5,,,,,,,,,,,,,,
0,midi_port,,0,1,4,,,,,,0,,,,,,,,
0,track_name,,0,1,4,,,,,,,,,,,,,,
0,midi_port,,0,1,3,,,,,,0,,,,,,,,
0,track_name,,0,1,3,,,,,,,,,,,,,,
0,track_name,,0,1,15,,,,,,,,,,,,,,
0,midi_port,,0,1,15,,,,,,0,,,,,,,,
0,track_name,,0,1,2,,,,,,,,,,,,,,
0,track_name,,0,1,0,,,,,,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,,,
0,key_signature,,0,1,0,,,,,E,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,,,
0,time_signature,,0,1,0,3,4,24,8,,,,,,,,,,
2,text,,2,1,10,,,,,,,,,,,,,,
2,text,,0,1,10,,,,,,,,,,,,,,
2,key_signature,,0,1,0,,,,,C,,,,,,,,,
2,key_signature,,2,1,0,,,,,G,,,,,,,,,
8,sysex,,6,0,10,,,,,,,,,,,"(65, 16, 22, 18, 127, 0, 0, 0, 1)",,,
8,text,,0,1,10,,,,,,,,,,,,,,
14,text,,0,1,10,,,,,,,,,,,,,,
14,sysex,,0,0,10,,,,,,,,,,,"(65, 16, 22, 18, 16, 0, 21, 16, 75)",,,
14,sysex,,0,0,10,,,,,,,,,,,"(65, 16, 22, 18, 16, 0, 19, 16, 77)",,,
14,sysex,,0,0,10,,,,,,,,,,,"(65, 16, 22, 18, 16, 0, 18, 16, 78)",,,
14,sysex,,0,0,10,,,,,,,,,,,"(65, 16, 22, 18, 16, 0, 13, 16, 83)",,,
14,sysex,,0,0,10,,,,,,,,,,,"(65, 16, 22, 18, 16, 0, 16, 16, 80)",,,
14,text,,6,1,10,,,,,,,,,,,,,,
14,text,,0,1,10,,,,,,,,,,,,,,
14,text,,0,1,10,,,,,,,,,,,,,,
14,text,,0,1,10,,,,,,,,,,,,,,
14,text,,0,1,10,,,,,,,,,,,,,,
14,sysex,,0,0,10,,,,,,,,,,,"(65, 16, 22, 18, 16, 0, 17, 16, 79)",,,
14,text,,0,1,10,,,,,,,,,,,,,,
14,text,,0,1,10,,,,,,,,,,,,,,
14,sysex,,0,0,10,,,,,,,,,,,"(65, 16, 22, 18, 16, 0, 20, 16, 76)",,,
14,sysex,,0,0,10,,,,,,,,,,,"(65, 16, 22, 18, 16, 0, 15, 16, 81)",,,
14,sysex,,0,0,10,,,,,,,,,,,"(65, 16, 22, 18, 16, 0, 14, 16, 82)",,,
14,text,,0,1,10,,,,,,,,,,,,,,
14,text,,0,1,10,,,,,,,,,,,,,,
14,text,,0,1,10,,,,,,,,,,,,,,
20,text,,0,1,10,,,,,,,,,,,,,,
20,sysex,,0,0,10,,,,,,,,,,,"(65, 16, 22, 18, 82, 0, 15, 16, 15)",,,
20,text,,0,1,10,,,,,,,,,,,,,,
20,sysex,,0,0,10,,,,,,,,,,,"(65, 16, 22, 18, 82, 0, 13, 16, 17)",,,
20,sysex,,0,0,10,,,,,,,,,,,"(65, 16, 22, 18, 82, 0, 14, 16, 16)",,,
20,sysex,,0,0,10,,,,,,,,,,,"(65, 16, 22, 18, 82, 0, 11, 16, 19)",,,
20,text,,0,1,10,,,,,,,,,,,,,,
20,text,,6,1,10,,,,,,,,,,,,,,
20,text,,0,1,10,,,,,,,,,,,,,,
20,sysex,,0,0,10,,,,,,,,,,,"(65, 16, 22, 18, 82, 0, 10, 16, 20)",,,
20,text,,0,1,10,,,,,,,,,,,,,,
20,text,,0,1,10,,,,,,,,,,,,,,
20,sysex,,0,0,10,,,,,,,,,,,"(65, 16, 22, 18, 82, 0, 12, 16, 18)",,,
20,text,,0,1,10,,,,,,,,,,,,,,
26,sysex,,6,0,10,,,,,,,,,,,"(65, 16, 66, 18, 64, 0, 127, 0, 65)",,,
26,text,,0,1,10,,,,,,,,,,,,,,
26,text,,0,1,10,,,,,,,,,,,,,,
26,text,,0,1,10,,,,,,,,,,,,,,
32,text,,0,1,10,,,,,,,,,,,,,,
32,sysex,,6,0,10,,,,,,,,,,,"(65, 16, 66, 18, 64, 1, 56, 6, 1)",,,
38,text,,0,1,10,,,,,,,,,,,,,,
38,sysex,,6,0,10,,,,,,,,,,,"(65, 16, 66, 18, 64, 1, 62, 32, 97)",,,
44,text,,0,1,10,,,,,,,,,,,,,,
44,text,,0,1,10,,,,,,,,,,,,,,
44,sysex,,6,0,10,,,,,,,,,,,"(65, 16, 66, 18, 64, 1, 61, 1, 1)",,,
44,text,,0,1,10,,,,,,,,,,,,,,
50,text,,0,1,10,,,,,,,,,,,,,,
50,sysex,,6,0,10,,,,,,,,,,,"(65, 16, 66, 18, 64, 1, 48, 3, 12)",,,
56,sysex,,6,0,10,,,,,,,,,,,"(65, 16, 66, 18, 64, 1, 51, 98, 42)",,,
56,text,,0,1,10,,,,,,,,,,,,,,
62,sysex,,6,0,10,,,,,,,,,,,"(65, 16, 66, 18, 64, 1, 52, 72, 67)",,,
62,text,,0,1,10,,,,,,,,,,,,,,
68,text,,0,1,10,,,,,,,,,,,,,,
68,sysex,,6,0,10,,,,,,,,,,,"(65, 16, 66, 18, 64, 1, 54, 72, 65)",,,
68,text,,0,1,10,,,,,,,,,,,,,,
74,sysex,,6,0,10,,,,,,,,,,,"(65, 16, 66, 18, 64, 0, 4, 127, 61)",,,
74,sysex,,0,0,10,,,,,,,,,,,"(65, 16, 66, 18, 64, 1, 16, 0, 1, 1, 1, 1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 23)",,,
121,control_change,,0,0,14,,,,,,,0,0,13,,,,,
121,text,,0,1,14,,,,,,,,,,,,,,
121,control_change,,0,0,14,,,,,,,32,0,13,,,,,
121,program_change,,0,0,14,,,,,,,,,13,47,,,,
121,text,,121,1,14,,,,,,,,,,,,,,
121,text,,0,1,14,,,,,,,,,,,,,,
124,text,,3,1,14,,,,,,,,,,,,,,
124,control_change,,0,0,14,,,,,,,7,110,13,,,,,
130,text,,6,1,14,,,,,,,,,,,,,,
130,control_change,,0,0,14,,,,,,,11,96,13,,,,,
136,control_change,,0,0,14,,,,,,,10,64,13,,,,,
136,text,,6,1,14,,,,,,,,,,,,,,
142,control_change,,0,0,14,,,,,,,91,110,13,,,,,
142,text,,6,1,14,,,,,,,,,,,,,,
144,text,,0,1,12,,,,,,,,,,,,,,
144,text,,144,1,12,,,,,,,,,,,,,,
144,text,,0,1,12,,,,,,,,,,,,,,
144,text,,2,1,14,,,,,,,,,,,,,,
144,control_change,,0,0,12,,,,,,,91,85,11,,,,,
144,control_change,,0,0,14,,,,,,,93,30,13,,,,,
145,text,,0,1,13,,,,,,,,,,,,,,
145,control_change,,0,0,13,,,,,,,91,110,12,,,,,
145,control_change,,0,0,8,,,,,,,91,80,7,,,,,
145,text,,145,1,8,,,,,,,,,,,,,,
145,text,,0,1,8,,,,,,,,,,,,,,
145,text,,0,1,8,,,,,,,,,,,,,,
145,text,,145,1,13,,,,,,,,,,,,,,
145,text,,0,1,13,,,,,,,,,,,,,,
146,text,,0,1,3,,,,,,,,,,,,,,
146,control_change,,0,0,11,,,,,,,91,80,10,,,,,
146,text,,0,1,3,,,,,,,,,,,,,,
146,text,,0,1,11,,,,,,,,,,,,,,
146,text,,0,1,11,,,,,,,,,,,,,,
146,control_change,,0,0,3,,,,,,,91,80,2,,,,,
146,control_change,,2,0,14,,,,,,,1,12,13,,,,,
146,text,,0,1,2,,,,,,,,,,,,,,
146,control_change,,0,0,2,,,,,,,91,110,1,,,,,
146,text,,146,1,6,,,,,,,,,,,,,,
146,text,,0,1,6,,,,,,,,,,,,,,
146,text,,146,1,11,,,,,,,,,,,,,,
146,control_change,,0,0,6,,,,,,,91,95,5,,,,,
146,text,,0,1,6,,,,,,,,,,,,,,
146,text,,0,1,4,,,,,,,,,,,,,,
146,text,,0,1,4,,,,,,,,,,,,,,
146,text,,146,1,4,,,,,,,,,,,,,,
146,text,,146,1,2,,,,,,,,,,,,,,
146,text,,0,1,2,,,,,,,,,,,,,,
146,control_change,,0,0,4,,,,,,,91,100,3,,,,,
146,text,,146,1,3,,,,,,,,,,,,,,
147,text,,3,1,12,,,,,,,,,,,,,,
147,control_change,,0,0,9,,,,,,,91,80,8,,,,,
147,control_change,,0,0,12,,,,,,,93,0,11,,,,,
147,text,,0,1,9,,,,,,,,,,,,,,
147,text,,147,1,9,,,,,,,,,,,,,,
147,text,,0,1,9,,,,,,,,,,,,,,
147,control_change,,0,0,1,,,,,,,91,90,0,,,,,
147,text,,0,1,1,,,,,,,,,,,,,,
147,text,,0,1,1,,,,,,,,,,,,,,
147,text,,147,1,1,,,,,,,,,,,,,,
148,text,,0,1,5,,,,,,,,,,,,,,
148,control_change,,0,0,7,,,,,,,91,105,6,,,,,
148,text,,0,1,7,,,,,,,,,,,,,,
148,text,,0,1,7,,,,,,,,,,,,,,
148,text,,148,1,7,,,,,,,,,,,,,,
148,text,,148,1,15,,,,,,,,,,,,,,
148,text,,0,1,5,,,,,,,,,,,,,,
148,text,,3,1,13,,,,,,,,,,,,,,
148,text,,3,1,8,,,,,,,,,,,,,,
148,text,,148,1,5,,,,,,,,,,,,,,
148,control_change,,0,0,8,,,,,,,93,0,7,,,,,
148,pitchwheel,,2,0,14,,,,,,,,,13,,,,,0
148,control_change,,0,0,15,,,,,,,91,105,14,,,,,
148,text,,0,1,15,,,,,,,,,,,,,,
148,text,,0,1,15,,,,,,,,,,,,,,
148,control_change,,0,0,5,,,,,,,91,95,4,,,,,
148,control_change,,0,0,13,,,,,,,93,50,12,,,,,
149,control_change,,0,0,4,,,,,,,93,0,3,,,,,
149,text,,3,1,6,,,,,,,,,,,,,,
149,control_change,,0,0,6,,,,,,,93,0,5,,,,,
149,text,,3,1,2,,,,,,,,,,,,,,
149,control_change,,0,0,2,,,,,,,93,0,1,,,,,
149,text,,3,1,4,,,,,,,,,,,,,,
149,text,,3,1,11,,,,,,,,,,,,,,
149,text,,3,1,3,,,,,,,,,,,,,,
149,control_change,,0,0,3,,,,,,,93,0,2,,,,,
149,control_change,,0,0,11,,,,,,,93,0,10,,,,,
150,program_change,,0,0,12,,,,,,,,,11,49,,,,
150,control_change,,0,0,9,,,,,,,93,0,8,,,,,
150,text,,2,1,14,,,,,,,,,,,,,,
150,text,,3,1,1,,,,,,,,,,,,,,
150,control_change,,0,0,1,,,,,,,93,0,0,,,,,
150,text,,3,1,9,,,,,,,,,,,,,,
150,control_change,,0,0,12,,,,,,,32,0,11,,,,,
150,text,,0,1,14,,,,,,,,,,,,,,
150,sysex,,0,0,14,,,,,,,,,,,"(65, 16, 66, 18, 64, 29, 50, 40, 73)",,,
150,text,,3,1,12,,,,,,,,,,,,,,
150,control_change,,0,0,12,,,,,,,0,0,11,,,,,
151,text,,3,1,7,,,,,,,,,,,,,,
151,text,,3,1,5,,,,,,,,,,,,,,
151,control_change,,0,0,5,,,,,,,93,0,4,,,,,
151,control_change,,0,0,13,,,,,,,32,0,12,,,,,
151,program_change,,0,0,8,,,,,,,,,7,49,,,,
151,program_change,,0,0,13,,,,,,,,,12,45,,,,
151,text,,3,1,15,,,,,,,,,,,,,,
151,control_change,,0,0,15,,,,,,,93,0,14,,,,,
151,control_change,,0,0,8,,,,,,,32,0,7,,,,,
151,control_change,,0,0,8,,,,,,,0,0,7,,,,,
151,text,,3,1,8,,,,,,,,,,,,,,
151,text,,3,1,13,,,,,,,,,,,,,,
151,control_change,,0,0,7,,,,,,,93,0,6,,,,,
151,control_change,,0,0,13,,,,,,,0,0,12,,,,,
152,text,,3,1,2,,,,,,,,,,,,,,
152,program_change,,0,0,2,,,,,,,,,1,68,,,,
152,control_change,,0,0,11,,,,,,,0,0,10,,,,,
152,control_change,,0,0,11,,,,,,,32,0,10,,,,,
152,control_change,,0,0,2,,,,,,,32,0,1,,,,,
152,program_change,,0,0,11,,,,,,,,,10,49,,,,
152,text,,3,1,6,,,,,,,,,,,,,,
152,control_change,,0,0,6,,,,,,,0,0,5,,,,,
152,control_change,,0,0,6,,,,,,,32,0,5,,,,,
152,program_change,,0,0,6,,,,,,,,,5,56,,,,
152,control_change,,0,0,2,,,,,,,0,0,1,,,,,
152,text,,3,1,11,,,,,,,,,,,,,,
152,control_change,,0,0,4,,,,,,,32,0,3,,,,,
152,text,,3,1,4,,,,,,,,,,,,,,
152,sysex,,0,0,14,,,,,,,,,,,"(65, 16, 66, 18, 64, 29, 51, 54, 58)",,,
152,text,,2,1,14,,,,,,,,,,,,,,
152,control_change,,0,0,4,,,,,,,0,0,3,,,,,
152,program_change,,0,0,4,,,,,,,,,3,70,,,,
152,text,,3,1,3,,,,,,,,,,,,,,
152,program_change,,0,0,3,,,,,,,,,2,71,,,,
152,control_change,,0,0,3,,,,,,,32,0,2,,,,,
152,control_change,,0,0,3,,,,,,,0,0,2,,,,,
153,text,,3,1,12,,,,,,,,,,,,,,
153,control_change,,0,0,1,,,,,,,0,0,0,,,,,
153,control_change,,0,0,1,,,,,,,32,0,0,,,,,
153,text,,3,1,1,,,,,,,,,,,,,,
153,program_change,,0,0,1,,,,,,,,,0,73,,,,
153,control_change,,0,0,12,,,,,,,7,110,11,,,,,
153,text,,3,1,9,,,,,,,,,,,,,,
153,control_change,,0,0,9,,,,,,,0,0,8,,,,,
153,control_change,,0,0,9,,,,,,,32,0,8,,,,,
153,program_change,,0,0,9,,,,,,,,,8,49,,,,
154,control_change,,0,0,15,,,,,,,32,0,14,,,,,
154,text,,2,1,14,,,,,,,,,,,,,,
154,text,,3,1,5,,,,,,,,,,,,,,
154,text,,3,1,8,,,,,,,,,,,,,,
154,control_change,,0,0,8,,,,,,,7,100,7,,,,,
154,control_change,,0,0,5,,,,,,,32,0,4,,,,,
154,program_change,,0,0,7,,,,,,,,,6,57,,,,
154,program_change,,0,0,15,,,,,,,,,14,57,,,,
154,control_change,,0,0,7,,,,,,,32,0,6,,,,,
154,text,,3,1,7,,,,,,,,,,,,,,
154,control_change,,0,0,5,,,,,,,0,0,4,,,,,
154,program_change,,0,0,5,,,,,,,,,4,60,,,,
154,text,,0,1,14,,,,,,,,,,,,,,
154,text,,3,1,13,,,,,,,,,,,,,,
154,control_change,,0,0,13,,,,,,,7,115,12,,,,,
154,text,,3,1,15,,,,,,,,,,,,,,
154,control_change,,0,0,15,,,,,,,0,0,14,,,,,
154,control_change,,0,0,7,,,,,,,0,0,6,,,,,
154,sysex,,0,0,14,,,,,,,,,,,"(65, 16, 66, 18, 64, 29, 52, 64, 47)",,,
155,text,,3,1,2,,,,,,,,,,,,,,
155,control_change,,0,0,3,,,,,,,7,92,2,,,,,
155,text,,3,1,11,,,,,,,,,,,,,,
155,text,,3,1,3,,,,,,,,,,,,,,
155,control_change,,0,0,2,,,,,,,7,96,1,,,,,
155,control_change,,0,0,11,,,,,,,7,108,10,,,,,
155,text,,3,1,6,,,,,,,,,,,,,,
155,control_change,,0,0,6,,,,,,,7,96,5,,,,,
155,control_change,,0,0,4,,,,,,,7,106,3,,,,,
155,text,,3,1,4,,,,,,,,,,,,,,
156,sysex,,0,0,14,,,,,,,,,,,"(65, 16, 66, 18, 64, 29, 53, 64, 46)",,,
156,text,,3,1,9,,,,,,,,,,,,,,
156,control_change,,0,0,9,,,,,,,7,102,8,,,,,
156,text,,3,1,12,,,,,,,,,,,,,,
156,control_change,,0,0,12,,,,,,,11,96,11,,,,,
156,text,,2,1,14,,,,,,,,,,,,,,
156,text,,3,1,1,,,,,,,,,,,,,,
156,control_change,,0,0,1,,,,,,,7,90,0,,,,,
157,control_change,,0,0,15,,,,,,,7,115,14,,,,,
157,text,,3,1,15,,,,,,,,,,,,,,
157,control_change,,0,0,13,,,,,,,11,96,12,,,,,
157,text,,3,1,13,,,,,,,,,,,,,,
157,text,,3,1,5,,,,,,,,,,,,,,
157,text,,3,1,7,,,,,,,,,,,,,,
157,control_change,,0,0,5,,,,,,,7,105,4,,,,,
157,control_change,,0,0,7,,,,,,,7,115,6,,,,,
157,text,,3,1,8,,,,,,,,,,,,,,
157,control_change,,0,0,8,,,,,,,11,96,7,,,,,
158,control_change,,0,0,11,,,,,,,11,96,10,,,,,
158,sysex,,0,0,14,,,,,,,,,,,"(65, 16, 66, 18, 64, 29, 54, 56, 53)",,,
158,text,,2,1,14,,,,,,,,,,,,,,
158,text,,3,1,4,,,,,,,,,,,,,,
158,text,,3,1,2,,,,,,,,,,,,,,
158,text,,3,1,11,,,,,,,,,,,,,,
158,text,,3,1,3,,,,,,,,,,,,,,
158,control_change,,0,0,6,,,,,,,11,96,5,,,,,
158,control_change,,0,0,2,,,,,,,11,96,1,,,,,
158,text,,3,1,6,,,,,,,,,,,,,,
158,control_change,,0,0,3,,,,,,,11,96,2,,,,,
158,control_change,,0,0,4,,,,,,,11,96,3,,,,,
159,control_change,,0,0,12,,,,,,,10,105,11,,,,,
159,text,,3,1,12,,,,,,,,,,,,,,
159,control_change,,0,0,9,,,,,,,11,96,8,,,,,
159,text,,3,1,1,,,,,,,,,,,,,,
159,text,,3,1,9,,,,,,,,,,,,,,
159,control_change,,0,0,1,,,,,,,11,96,0,,,,,
160,text,,3,1,7,,,,,,,,,,,,,,
160,text,,3,1,8,,,,,,,,,,,,,,
160,text,,3,1,13,,,,,,,,,,,,,,
160,control_change,,0,0,13,,,,,,,10,116,12,,,,,
160,control_change,,0,0,15,,,,,,,11,96,14,,,,,
160,text,,3,1,5,,,,,,,,,,,,,,
160,control_change,,0,0,5,,,,,,,11,96,4,,,,,
160,control_change,,0,0,7,,,,,,,11,96,6,,,,,
160,control_change,,0,0,8,,,,,,,10,30,7,,,,,
160,text,,3,1,15,,,,,,,,,,,,,,
161,control_change,,0,0,11,,,,,,,10,74,10,,,,,
161,text,,3,1,11,,,,,,,,,,,,,,
161,control_change,,0,0,2,,,,,,,10,70,1,,,,,
161,text,,3,1,2,,,,,,,,,,,,,,
161,text,,3,1,3,,,,,,,,,,,,,,
161,control_change,,0,0,3,,,,,,,10,56,2,,,,,
161,control_change,,0,0,4,,,,,,,10,84,3,,,,,
161,text,,3,1,4,,,,,,,,,,,,,,
161,text,,3,1,6,,,,,,,,,,,,,,
161,control_change,,0,0,6,,,,,,,10,52,5,,,,,
162,text,,3,1,1,,,,,,,,,,,,,,
162,text,,0,1,12,,,,,,,,,,,,,,
162,control_change,,0,0,9,,,,,,,10,46,8,,,,,
162,text,,3,1,9,,,,,,,,,,,,,,
162,text,,3,1,12,,,,,,,,,,,,,,
162,sysex,,0,0,12,,,,,,,,,,,"(65, 16, 66, 18, 64, 27, 48, 68, 49)",,,
162,control_change,,0,0,1,,,,,,,10,48,0,,,,,
163,text,,3,1,5,,,,,,,,,,,,,,
163,text,,3,1,7,,,,,,,,,,,,,,
163,control_change,,0,0,7,,,,,,,10,78,6,,,,,
163,control_change,,0,0,5,,,,,,,10,64,4,,,,,
163,text,,3,1,13,,,,,,,,,,,,,,
163,text,,3,1,8,,,,,,,,,,,,,,
163,control_change,,0,0,15,,,,,,,10,78,14,,,,,
163,sysex,,0,0,13,,,,,,,,,,,"(65, 16, 66, 18, 64, 28, 48, 74, 42)",,,
163,text,,0,1,13,,,,,,,,,,,,,,
163,text,,3,1,15,,,,,,,,,,,,,,
163,text,,0,1,8,,,,,,,,,,,,,,
163,sysex,,0,0,8,,,,,,,,,,,"(65, 16, 66, 18, 64, 24, 48, 68, 52)",,,
164,text,,0,1,2,,,,,,,,,,,,,,
164,sysex,,0,0,6,,,,,,,,,,,"(65, 16, 66, 18, 64, 22, 48, 64, 58)",,,
164,text,,0,1,6,,,,,,,,,,,,,,
164,sysex,,0,0,2,,,,,,,,,,,"(65, 16, 66, 18, 64, 18, 48, 72, 54)",,,
164,text,,3,1,2,,,,,,,,,,,,,,
164,text,,3,1,6,,,,,,,,,,,,,,
164,text,,2,1,12,,,,,,,,,,,,,,
164,text,,3,1,11,,,,,,,,,,,,,,
164,sysex,,0,0,12,,,,,,,,,,,"(65, 16, 66, 18, 64, 27, 49, 68, 48)",,,
164,text,,0,1,3,,,,,,,,,,,,,,
164,text,,0,1,11,,,,,,,,,,,,,,
164,sysex,,0,0,11,,,,,,,,,,,"(65, 16, 66, 18, 64, 26, 48, 64, 54)",,,
164,sysex,,0,0,3,,,,,,,,,,,"(65, 16, 66, 18, 64, 19, 48, 70, 55)",,,
164,sysex,,0,0,4,,,,,,,,,,,"(65, 16, 66, 18, 64, 20, 48, 72, 52)",,,
164,text,,0,1,4,,,,,,,,,,,,,,
164,text,,3,1,4,,,,,,,,,,,,,,
164,text,,3,1,3,,,,,,,,,,,,,,
165,sysex,,0,0,9,,,,,,,,,,,"(65, 16, 66, 18, 64, 25, 48, 68, 51)",,,
165,text,,3,1,9,,,,,,,,,,,,,,
165,text,,0,1,9,,,,,,,,,,,,,,
165,text,,0,1,1,,,,,,,,,,,,,,
165,text,,3,1,1,,,,,,,,,,,,,,
165,sysex,,0,0,1,,,,,,,,,,,"(65, 16, 66, 18, 64, 17, 48, 68, 59)",,,
165,sysex,,0,0,8,,,,,,,,,,,"(65, 16, 66, 18, 64, 24, 49, 70, 49)",,,
165,text,,2,1,13,,,,,,,,,,,,,,
165,text,,2,1,8,,,,,,,,,,,,,,
165,sysex,,0,0,13,,,,,,,,,,,"(65, 16, 66, 18, 64, 28, 49, 70, 45)",,,
166,text,,0,1,5,,,,,,,,,,,,,,
166,sysex,,0,0,7,,,,,,,,,,,"(65, 16, 66, 18, 64, 23, 48, 64, 57)",,,
166,text,,0,1,7,,,,,,,,,,,,,,
166,text,,2,1,12,,,,,,,,,,,,,,
166,text,,3,1,7,,,,,,,,,,,,,,
166,sysex,,0,0,12,,,,,,,,,,,"(65, 16, 66, 18, 64, 27, 55, 62, 48)",,,
166,sysex,,0,0,5,,,,,,,,,,,"(65, 16, 66, 18, 64, 21, 48, 66, 57)",,,
166,text,,3,1,5,,,,,,,,,,,,,,
166,text,,3,1,15,,,,,,,,,,,,,,
166,text,,2,1,11,,,,,,,,,,,,,,
166,sysex,,0,0,11,,,,,,,,,,,"(65, 16, 66, 18, 64, 26, 49, 64, 53)",,,
166,sysex,,0,0,15,,,,,,,,,,,"(65, 16, 66, 18, 64, 30, 48, 64, 50)",,,
166,text,,0,1,15,,,,,,,,,,,,,,
167,sysex,,0,0,9,,,,,,,,,,,"(65, 16, 66, 18, 64, 25, 49, 70, 48)",,,
167,text,,2,1,13,,,,,,,,,,,,,,
167,sysex,,0,0,2,,,,,,,,,,,"(65, 16, 66, 18, 64, 18, 49, 70, 55)",,,
167,text,,3,1,2,,,,,,,,,,,,,,
167,text,,2,1,9,,,,,,,,,,,,,,
167,text,,2,1,8,,,,,,,,,,,,,,
167,text,,3,1,3,,,,,,,,,,,,,,
167,sysex,,0,0,3,,,,,,,,,,,"(65, 16, 66, 18, 64, 19, 49, 66, 58)",,,
167,sysex,,0,0,4,,,,,,,,,,,"(65, 16, 66, 18, 64, 20, 49, 70, 53)",,,
167,text,,3,1,4,,,,,,,,,,,,,,
167,sysex,,0,0,6,,,,,,,,,,,"(65, 16, 66, 18, 64, 22, 49, 64, 57)",,,
167,sysex,,0,0,8,,,,,,,,,,,"(65, 16, 66, 18, 64, 24, 55, 66, 47)",,,
167,text,,3,1,6,,,,,,,,,,,,,,
167,sysex,,0,0,13,,,,,,,,,,,"(65, 16, 66, 18, 64, 28, 55, 40, 69)",,,
168,sysex,,0,0,1,,,,,,,,,,,"(65, 16, 66, 18, 64, 17, 49, 70, 56)",,,
168,text,,3,1,1,,,,,,,,,,,,,,
168,sysex,,0,0,11,,,,,,,,,,,"(65, 16, 66, 18, 64, 26, 55, 64, 47)",,,
168,text,,2,1,12,,,,,,,,,,,,,,
168,text,,2,1,11,,,,,,,,,,,,,,
168,sysex,,0,0,12,,,,,,,,,,,"(65, 16, 66, 18, 64, 27, 50, 57, 58)",,,
168,text,,0,1,12,,,,,,,,,,,,,,
169,text,,0,1,13,,,,,,,,,,,,,,
169,text,,3,1,5,,,,,,,,,,,,,,
169,sysex,,0,0,15,,,,,,,,,,,"(65, 16, 66, 18, 64, 23, 49, 64, 56)",,,
169,sysex,,0,0,5,,,,,,,,,,,"(65, 16, 66, 18, 64, 21, 49, 70, 52)",,,
169,text,,3,1,15,,,,,,,,,,,,,,
169,sysex,,0,0,7,,,,,,,,,,,"(65, 16, 66, 18, 64, 23, 49, 64, 56)",,,
169,sysex,,0,0,13,,,,,,,,,,,"(65, 16, 66, 18, 64, 28, 50, 88, 26)",,,
169,text,,3,1,7,,,,,,,,,,,,,,
169,text,,2,1,13,,,,,,,,,,,,,,
169,sysex,,0,0,8,,,,,,,,,,,"(65, 16, 66, 18, 64, 24, 50, 62, 56)",,,
169,sysex,,0,0,9,,,,,,,,,,,"(65, 16, 66, 18, 64, 25, 55, 66, 46)",,,
169,text,,2,1,8,,,,,,,,,,,,,,
169,text,,2,1,9,,,,,,,,,,,,,,
169,text,,0,1,8,,,,,,,,,,,,,,
170,sysex,,0,0,2,,,,,,,,,,,"(65, 16, 66, 18, 64, 18, 55, 70, 49)",,,
170,text,,2,1,11,,,,,,,,,,,,,,
170,text,,0,1,11,,,,,,,,,,,,,,
170,sysex,,0,0,11,,,,,,,,,,,"(65, 16, 66, 18, 64, 26, 50, 62, 54)",,,
170,text,,3,1,4,,,,,,,,,,,,,,
170,sysex,,0,0,4,,,,,,,,,,,"(65, 16, 66, 18, 64, 20, 55, 70, 47)",,,
170,sysex,,0,0,3,,,,,,,,,,,"(65, 16, 66, 18, 64, 19, 55, 80, 38)",,,
170,text,,3,1,3,,,,,,,,,,,,,,
170,text,,3,1,6,,,,,,,,,,,,,,
170,text,,3,1,2,,,,,,,,,,,,,,
170,sysex,,0,0,12,,,,,,,,,,,"(65, 16, 66, 18, 64, 27, 51, 58, 56)",,,
170,sysex,,0,0,6,,,,,,,,,,,"(65, 16, 66, 18, 64, 22, 55, 64, 51)",,,
170,text,,2,1,12,,,,,,,,,,,,,,
171,sysex,,0,0,1,,,,,,,,,,,"(65, 16, 66, 18, 64, 17, 55, 70, 50)",,,
