tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,note,velocity
0,time_signature,9,8,36,8,0,1,0,,,,,,
0,key_signature,,,,,0,1,0,Ab,,,,,
0,set_tempo,,,,,0,1,0,,555555,,,,
0,set_tempo,,,,,0,1,0,,555555,,,,
0,track_name,,,,,0,1,1,,,,,,
0,program_change,,,,,0,0,1,,,0,0,,
3072,note_on,,,,,3072,0,1,,,,0,60,64
3072,note_on,,,,,0,0,1,,,,0,68,64
3072,note_on,,,,,0,0,1,,,,0,72,64
3072,note_on,,,,,0,0,1,,,,0,44,64
3072,note_on,,,,,0,0,1,,,,0,51,64
3840,note_off,,,,,768,0,1,,,,0,60,0
3840,note_off,,,,,0,0,1,,,,0,68,0
3840,note_off,,,,,0,0,1,,,,0,72,0
3840,note_off,,,,,0,0,1,,,,0,44,0
3840,note_off,,,,,0,0,1,,,,0,51,0
3840,note_on,,,,,0,0,1,,,,0,73,64
3840,note_on,,,,,0,0,1,,,,0,46,64
3840,note_on,,,,,0,0,1,,,,0,51,64
3840,note_on,,,,,0,0,1,,,,0,61,64
3840,note_on,,,,,0,0,1,,,,0,67,64
4096,note_on,,,,,0,0,1,,,,0,44,64
4096,note_on,,,,,0,0,1,,,,0,51,64
4096,note_on,,,,,0,0,1,,,,0,72,64
4096,note_on,,,,,0,0,1,,,,0,68,64
4096,note_on,,,,,0,0,1,,,,0,60,64
4096,note_off,,,,,0,0,1,,,,0,51,0
4096,note_off,,,,,0,0,1,,,,0,46,0
4096,note_off,,,,,0,0,1,,,,0,73,0
4096,note_off,,,,,0,0,1,,,,0,67,0
4096,note_off,,,,,256,0,1,,,,0,61,0
4608,note_on,,,,,0,0,1,,,,0,51,64
4608,note_on,,,,,0,0,1,,,,0,46,64
4608,note_on,,,,,0,0,1,,,,0,73,64
4608,note_off,,,,,0,0,1,,,,0,72,0
4608,note_off,,,,,0,0,1,,,,0,68,0
4608,note_off,,,,,0,0,1,,,,0,51,0
4608,note_off,,,,,0,0,1,,,,0,44,0
4608,note_off,,,,,512,0,1,,,,0,60,0
4608,note_on,,,,,0,0,1,,,,0,61,64
4608,note_on,,,,,0,0,1,,,,0,67,64
7680,note_off,,,,,3072,0,1,,,,0,61,0
7680,note_off,,,,,0,0,1,,,,0,67,0
7680,note_off,,,,,0,0,1,,,,0,46,0
7680,note_off,,,,,0,0,1,,,,0,51,0
7680,note_on,,,,,0,0,1,,,,0,60,64
7680,note_on,,,,,0,0,1,,,,0,68,64
7680,note_on,,,,,0,0,1,,,,0,72,64
7680,note_on,,,,,0,0,1,,,,0,44,64
7680,note_on,,,,,0,0,1,,,,0,51,64
7680,note_off,,,,,0,0,1,,,,0,73,0
8448,note_off,,,,,0,0,1,,,,0,68,0
8448,note_off,,,,,0,0,1,,,,0,44,0
8448,note_off,,,,,0,0,1,,,,0,51,0
8448,note_on,,,,,0,0,1,,,,0,61,64
8448,note_on,,,,,0,0,1,,,,0,67,64
8448,note_on,,,,,0,0,1,,,,0,73,64
8448,note_on,,,,,0,0,1,,,,0,46,64
8448,note_on,,,,,0,0,1,,,,0,51,64
8448,note_off,,,,,0,0,1,,,,0,72,0
8448,note_off,,,,,768,0,1,,,,0,60,0
8704,note_off,,,,,0,0,1,,,,0,73,0
8704,note_off,,,,,0,0,1,,,,0,46,0
8704,note_off,,,,,0,0,1,,,,0,51,0
8704,note_on,,,,,0,0,1,,,,0,60,64
8704,note_on,,,,,0,0,1,,,,0,68,64
8704,note_on,,,,,0,0,1,,,,0,72,64
8704,note_on,,,,,0,0,1,,,,0,51,64
8704,note_off,,,,,0,0,1,,,,0,67,0
8704,note_off,,,,,256,0,1,,,,0,61,0
8704,note_on,,,,,0,0,1,,,,0,44,64
9216,note_off,,,,,512,0,1,,,,0,60,0
9216,note_off,,,,,0,0,1,,,,0,68,0
9216,note_off,,,,,0,0,1,,,,0,72,0
9216,note_on,,,,,0,0,1,,,,0,51,64
9216,note_on,,,,,0,0,1,,,,0,39,64
9216,note_on,,,,,0,0,1,,,,0,70,64
9216,note_on,,,,,0,0,1,,,,0,67,64
9216,note_off,,,,,0,0,1,,,,0,44,0
9216,note_off,,,,,0,0,1,,,,0,51,0
9216,note_on,,,,,0,0,1,,,,0,58,64
12288,note_off,,,,,0,0,1,,,,0,51,0
12288,note_off,,,,,0,0,1,,,,0,39,0
12288,note_on,,,,,0,0,1,,,,0,72,80
12288,note_on,,,,,0,0,1,,,,0,60,80
12288,note_on,,,,,0,0,1,,,,0,44,80
12288,note_on,,,,,0,0,1,,,,0,51,80
12288,note_off,,,,,3072,0,1,,,,0,58,0
12288,note_off,,,,,0,0,1,,,,0,67,0
12288,note_off,,,,,0,0,1,,,,0,70,0
12288,note_on,,,,,0,0,1,,,,0,68,80
13056,note_on,,,,,0,0,1,,,,0,46,84
13056,note_on,,,,,0,0,1,,,,0,73,84
13056,note_on,,,,,0,0,1,,,,0,67,84
13056,note_on,,,,,0,0,1,,,,0,61,84
13056,note_off,,,,,0,0,1,,,,0,51,0
13056,note_off,,,,,0,0,1,,,,0,44,0
13056,note_off,,,,,0,0,1,,,,0,72,0
13056,note_off,,,,,0,0,1,,,,0,68,0
13056,note_off,,,,,768,0,1,,,,0,60,0
13056,note_on,,,,,0,0,1,,,,0,51,84
13312,note_on,,,,,0,0,1,,,,0,44,85
13312,note_off,,,,,256,0,1,,,,0,61,0
13312,note_off,,,,,0,0,1,,,,0,67,0
13312,note_on,,,,,0,0,1,,,,0,72,85
13312,note_off,,,,,0,0,1,,,,0,73,0
13312,note_off,,,,,0,0,1,,,,0,51,0
13312,note_on,,,,,0,0,1,,,,0,60,85
