tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,note,velocity
0,time_signature,2,4,24,8,0,1,0,,,,,,
0,key_signature,,,,,0,1,0,Fm,,,,,
0,set_tempo,,,,,0,1,0,,625000,,,,
0,set_tempo,,,,,0,1,0,,625000,,,,
0,track_name,,,,,0,1,2,,,,,,
0,program_change,,,,,0,0,2,,,0,1,,
0,note_on,,,,,0,0,2,,,,1,53,64
0,program_change,,,,,0,0,1,,,0,0,,
0,track_name,,,,,0,1,1,,,,,,
512,note_off,,,,,512,0,2,,,,1,53,0
512,note_on,,,,,0,0,2,,,,1,60,64
512,note_on,,,,,0,0,2,,,,1,65,64
1024,note_off,,,,,512,0,2,,,,1,60,0
1024,note_off,,,,,0,0,2,,,,1,65,0
1024,note_on,,,,,0,0,2,,,,1,53,64
1536,note_on,,,,,0,0,2,,,,1,65,64
1536,note_on,,,,,0,0,2,,,,1,60,64
1536,note_off,,,,,512,0,2,,,,1,53,0
2048,note_off,,,,,512,0,2,,,,1,60,0
2048,note_off,,,,,0,0,2,,,,1,65,0
2048,note_on,,,,,0,0,2,,,,1,53,64
2560,note_off,,,,,512,0,2,,,,1,53,0
2560,note_on,,,,,0,0,2,,,,1,60,64
2560,note_on,,,,,0,0,2,,,,1,65,64
3072,note_on,,,,,0,0,2,,,,1,53,64
3072,note_off,,,,,0,0,2,,,,1,65,0
3072,note_off,,,,,512,0,2,,,,1,60,0
3584,note_on,,,,,0,0,2,,,,1,65,64
3584,note_on,,,,,0,0,2,,,,1,60,64
3584,note_off,,,,,512,0,2,,,,1,53,0
4032,note_on,,,,,4032,0,1,,,,0,70,64
4096,note_on,,,,,0,0,2,,,,1,53,49
4096,note_off,,,,,0,0,2,,,,1,65,0
4096,note_off,,,,,64,0,1,,,,0,70,0
4096,note_on,,,,,0,0,1,,,,0,68,64
4096,note_off,,,,,512,0,2,,,,1,60,0
4608,note_off,,,,,512,0,2,,,,1,53,0
4608,note_on,,,,,0,0,1,,,,0,68,64
4608,note_on,,,,,0,0,2,,,,1,60,49
4608,note_on,,,,,0,0,2,,,,1,65,49
4608,note_off,,,,,512,0,1,,,,0,68,0
