tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,,1,10,97,,
0,note_on,0,0,1,,,,,,,,,0,,,75,75
0,control_change,0,0,1,,,,,,,,,0,10,97,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,0,2,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,2,10,30,,
0,note_on,0,0,3,,,,,,,,,2,,,63,62
0,control_change,0,0,3,,,,,,,,,2,7,127,,
0,key_signature,0,1,0,,,,,B,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,1,8,12,8,,,,,,,,,
0,set_tempo,0,1,0,,,,,,434783,,,,,,,
0,control_change,0,0,4,,,,,,,,,3,10,30,,
0,control_change,0,0,4,,,,,,,,,3,7,127,,
0,program_change,0,0,4,,,,,,,,0,3,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
30,note_on,30,0,3,,,,,,,,,2,,,63,0
30,note_on,0,0,1,,,,,,,,,0,,,76,75
30,note_on,30,0,1,,,,,,,,,0,,,75,0
30,note_on,0,0,3,,,,,,,,,2,,,64,62
60,note_on,0,0,1,,,,,,,,,0,,,78,101
60,note_on,30,0,1,,,,,,,,,0,,,76,0
60,time_signature,60,1,0,3,8,12,8,,,,,,,,,
60,note_on,30,0,3,,,,,,,,,2,,,64,0
60,note_on,0,0,3,,,,,,,,,2,,,66,62
180,note_on,0,0,1,,,,,,,,,0,,,73,75
180,note_on,120,0,3,,,,,,,,,2,,,66,0
180,note_on,0,0,3,,,,,,,,,2,,,61,62
180,note_on,120,0,1,,,,,,,,,0,,,78,0
210,note_on,0,0,3,,,,,,,,,2,,,63,62
210,note_on,30,0,3,,,,,,,,,2,,,61,0
210,note_on,0,0,1,,,,,,,,,0,,,75,75
210,note_on,30,0,1,,,,,,,,,0,,,73,0
240,note_on,30,0,1,,,,,,,,,0,,,75,0
240,note_on,0,0,3,,,,,,,,,2,,,64,62
240,note_on,30,0,3,,,,,,,,,2,,,63,0
240,note_on,0,0,1,,,,,,,,,0,,,76,101
360,note_on,120,0,1,,,,,,,,,0,,,76,0
360,note_on,120,0,3,,,,,,,,,2,,,64,0
360,note_on,0,0,1,,,,,,,,,0,,,71,75
390,note_on,0,0,1,,,,,,,,,0,,,73,75
390,note_on,30,0,1,,,,,,,,,0,,,71,0
420,note_on,0,0,1,,,,,,,,,0,,,75,114
420,note_on,30,0,1,,,,,,,,,0,,,73,0
420,note_on,420,0,2,,,,,,,,,1,,,63,75
420,note_on,0,0,3,,,,,,,,,2,,,59,75
420,note_on,0,0,3,,,,,,,,,2,,,54,75
420,note_on,60,0,3,,,,,,,,,2,,,47,75
540,note_on,0,0,1,,,,,,,,,0,,,73,88
540,note_on,120,0,1,,,,,,,,,0,,,75,0
600,note_on,0,0,2,,,,,,,,,1,,,63,75
600,note_on,180,0,3,,,,,,,,,2,,,59,0
600,note_on,0,0,3,,,,,,,,,2,,,54,0
600,note_on,0,0,3,,,,,,,,,2,,,47,0
600,note_on,0,0,3,,,,,,,,,2,,,47,75
600,note_on,0,0,3,,,,,,,,,2,,,55,75
600,note_on,180,0,2,,,,,,,,,1,,,63,0
