tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,note,velocity
8580,note_on,,,,,0,0,2,,,,,0,,,50,117
8600,set_tempo,,,,,20,1,0,,347021,,,,,,,
8610,set_tempo,,,,,10,1,0,,346020,,,,,,,
8625,note_on,,,,,45,0,1,,,,,0,,,73,0
8625,note_on,,,,,0,0,1,,,,,0,,,61,0
8625,note_on,,,,,0,0,2,,,,,0,,,47,0
8625,note_on,,,,,0,0,2,,,,,0,,,50,0
8625,note_on,,,,,45,0,2,,,,,0,,,54,0
8635,control_change,,,,,10,0,1,,,,,0,64,0,,
8640,note_on,,,,,0,0,2,,,,,0,,,50,127
8640,note_on,,,,,0,0,2,,,,,0,,,47,127
8640,note_on,,,,,15,0,2,,,,,0,,,43,127
8640,note_on,,,,,0,0,2,,,,,0,,,55,127
8640,control_change,,,,,0,0,1,,,,,0,64,96,,
