tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,8,,,,,,,47,15,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,
0,control_change,0,0,7,,,,,,,,6,10,77,,,
0,program_change,0,0,7,,,,,,,56,6,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,control_change,0,0,6,,,,,,,,5,10,28,,,
0,program_change,0,0,6,,,,,,,60,5,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,,4,10,24,,,
0,program_change,0,0,5,,,,,,,60,4,,,,,
0,control_change,0,0,8,,,,,,,,15,10,97,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,70,3,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,2,10,65,,,
0,program_change,0,0,3,,,,,,,71,2,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,1,10,72,,,
0,program_change,0,0,2,,,,,,,68,1,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,0,121,0,,,
0,control_change,0,0,1,,,,,,,,0,10,52,,,
0,control_change,0,0,4,,,,,,,,3,10,80,,,
0,program_change,0,0,1,,,,,,,73,0,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,
0,control_change,0,0,9,,,,,,,,10,10,18,,,
0,end_of_track,0,1,17,,,,,,,,,,,,,
0,track_name,0,1,17,,,,,,,,,,,,,
0,end_of_track,0,1,16,,,,,,,,,,,,,
0,track_name,0,1,16,,,,,,,,,,,,,
0,end_of_track,0,1,15,,,,,,,,,,,,,
0,track_name,0,1,15,,,,,,,,,,,,,
0,end_of_track,0,1,14,,,,,,,,,,,,,
0,track_name,0,1,14,,,,,,,,,,,,,
0,control_change,0,0,13,,,,,,,,14,10,127,,,
0,program_change,0,0,13,,,,,,,48,14,,,,,
0,program_change,0,0,9,,,,,,,48,10,,,,,
0,track_name,0,1,13,,,,,,,,,,,,,
0,program_change,0,0,12,,,,,,,48,13,,,,,
0,track_name,0,1,12,,,,,,,,,,,,,
0,control_change,0,0,11,,,,,,,,12,10,40,,,
0,program_change,0,0,11,,,,,,,48,12,,,,,
0,track_name,0,1,11,,,,,,,,,,,,,
0,control_change,0,0,10,,,,,,,,11,10,90,,,
0,program_change,0,0,10,,,,,,,48,11,,,,,
0,track_name,0,1,10,,,,,,,,,,,,,
0,track_name,0,1,18,,,,,,,,,,,,,
0,control_change,0,0,9,,,,,,,,10,121,0,,,
0,control_change,0,0,12,,,,,,,,13,10,100,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,end_of_track,0,1,18,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,600000,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,Eb,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,,
1,control_change,1,0,2,,,,,,,,1,121,0,,,
1,control_change,1,0,7,,,,,,,,6,121,0,,,
1,control_change,1,0,10,,,,,,,,11,121,0,,,
2,control_change,2,0,3,,,,,,,,2,121,0,,,
3,control_change,3,0,11,,,,,,,,12,121,0,,,
3,control_change,3,0,5,,,,,,,,4,121,0,,,
4,control_change,4,0,6,,,,,,,,5,121,0,,,
5,control_change,5,0,4,,,,,,,,3,121,0,,,
5,program_change,5,0,1,,,,,,,73,0,,,,,
5,program_change,5,0,9,,,,,,,48,10,,,,,
6,control_change,6,0,12,,,,,,,,13,121,0,,,
6,program_change,5,0,7,,,,,,,56,6,,,,,
6,program_change,5,0,10,,,,,,,48,11,,,,,
6,program_change,5,0,2,,,,,,,68,1,,,,,
7,program_change,5,0,3,,,,,,,71,2,,,,,
8,program_change,5,0,5,,,,,,,60,4,,,,,
8,program_change,5,0,11,,,,,,,48,12,,,,,
8,control_change,8,0,8,,,,,,,,15,121,0,,,
9,control_change,9,0,13,,,,,,,,14,121,0,,,
9,program_change,5,0,6,,,,,,,60,5,,,,,
10,program_change,5,0,4,,,,,,,70,3,,,,,
10,pitchwheel,5,0,9,,,,,,,,10,,,300,,
10,pitchwheel,5,0,1,,,,,,,,0,,,0,,
11,pitchwheel,5,0,10,,,,,,,,11,,,-300,,
11,pitchwheel,5,0,7,,,,,,,,6,,,0,,
11,program_change,5,0,12,,,,,,,48,13,,,,,
11,pitchwheel,5,0,2,,,,,,,,1,,,0,,
12,pitchwheel,5,0,3,,,,,,,,2,,,0,,
13,pitchwheel,5,0,5,,,,,,,,4,,,100,,
13,program_change,5,0,8,,,,,,,47,15,,,,,
13,pitchwheel,5,0,11,,,,,,,,12,,,300,,
14,pitchwheel,5,0,6,,,,,,,,5,,,-100,,
14,program_change,5,0,13,,,,,,,48,14,,,,,
15,pitchwheel,5,0,4,,,,,,,,3,,,0,,
15,control_change,5,0,9,,,,,,,,10,10,18,,,
15,control_change,5,0,1,,,,,,,,0,10,52,,,
16,pitchwheel,5,0,12,,,,,,,,13,,,-300,,
16,control_change,5,0,2,,,,,,,,1,10,72,,,
16,control_change,5,0,10,,,,,,,,11,10,90,,,
16,control_change,5,0,7,,,,,,,,6,10,77,,,
17,control_change,5,0,3,,,,,,,,2,10,65,,,
18,control_change,5,0,11,,,,,,,,12,10,40,,,
18,pitchwheel,5,0,8,,,,,,,,15,,,0,,
18,control_change,5,0,5,,,,,,,,4,10,24,,,
19,pitchwheel,5,0,13,,,,,,,,14,,,300,,
19,control_change,5,0,6,,,,,,,,5,10,28,,,
20,control_change,5,0,9,,,,,,,,10,11,106,,,
20,control_change,5,0,1,,,,,,,,0,11,92,,,
20,control_change,5,0,4,,,,,,,,3,10,80,,,
21,control_change,5,0,7,,,,,,,,6,11,106,,,
21,control_change,5,0,2,,,,,,,,1,11,92,,,
21,control_change,5,0,10,,,,,,,,11,11,106,,,
21,control_change,5,0,12,,,,,,,,13,10,100,,,
22,control_change,5,0,3,,,,,,,,2,11,92,,,
23,control_change,5,0,11,,,,,,,,12,11,106,,,
23,control_change,5,0,8,,,,,,,,15,10,97,,,
23,control_change,5,0,5,,,,,,,,4,11,106,,,
24,control_change,5,0,13,,,,,,,,14,10,127,,,
24,control_change,5,0,6,,,,,,,,5,11,106,,,
25,control_change,5,0,4,,,,,,,,3,11,106,,,
25,control_change,5,0,9,,,,,,,,10,7,127,,,
25,control_change,5,0,1,,,,,,,,0,7,127,,,
26,control_change,5,0,2,,,,,,,,1,7,127,,,
26,control_change,5,0,12,,,,,,,,13,11,106,,,
26,control_change,5,0,10,,,,,,,,11,7,127,,,
26,control_change,5,0,7,,,,,,,,6,7,127,,,
27,control_change,5,0,3,,,,,,,,2,7,127,,,
28,control_change,5,0,11,,,,,,,,12,7,127,,,
28,control_change,5,0,8,,,,,,,,15,11,127,,,
28,control_change,5,0,5,,,,,,,,4,7,127,,,
29,control_change,5,0,13,,,,,,,,14,11,106,,,
29,control_change,5,0,6,,,,,,,,5,7,127,,,
30,control_change,5,0,1,,,,,,,,0,91,30,,,
30,control_change,5,0,9,,,,,,,,10,91,15,,,
30,control_change,5,0,4,,,,,,,,3,7,127,,,
31,control_change,5,0,10,,,,,,,,11,91,10,,,
31,control_change,5,0,7,,,,,,,,6,91,80,,,
31,control_change,5,0,2,,,,,,,,1,91,30,,,
31,control_change,5,0,12,,,,,,,,13,7,127,,,
32,control_change,5,0,3,,,,,,,,2,91,30,,,
33,control_change,5,0,11,,,,,,,,12,91,10,,,
33,control_change,5,0,5,,,,,,,,4,91,40,,,
33,control_change,5,0,8,,,,,,,,15,7,127,,,
34,control_change,5,0,13,,,,,,,,14,7,127,,,
34,control_change,5,0,6,,,,,,,,5,91,40,,,
35,control_change,5,0,4,,,,,,,,3,91,25,,,
35,control_change,5,0,9,,,,,,,,10,93,20,,,
35,control_change,5,0,1,,,,,,,,0,93,15,,,
36,control_change,5,0,10,,,,,,,,11,93,20,,,
36,control_change,5,0,2,,,,,,,,1,93,15,,,
36,control_change,5,0,12,,,,,,,,13,91,10,,,
36,control_change,5,0,7,,,,,,,,6,93,20,,,
37,control_change,5,0,3,,,,,,,,2,93,15,,,
38,control_change,5,0,11,,,,,,,,12,93,17,,,
38,control_change,5,0,8,,,,,,,,15,91,60,,,
38,control_change,5,0,5,,,,,,,,4,93,20,,,
39,control_change,5,0,6,,,,,,,,5,93,20,,,
39,control_change,5,0,13,,,,,,,,14,91,5,,,
40,control_change,5,0,4,,,,,,,,3,93,15,,,
41,control_change,5,0,12,,,,,,,,13,93,15,,,
43,control_change,5,0,8,,,,,,,,15,93,8,,,
44,control_change,5,0,13,,,,,,,,14,93,5,,,
360,marker,0,1,0,,,,,,,,,,,,,
360,set_tempo,360,1,0,,,,,,1880878,,,,,,,
360,note_on,0,0,1,,,,,,,,0,,,,72,87
360,control_change,325,0,9,,,,,,,,10,11,93,,,
360,note_on,0,0,9,,,,,,,,10,,,,60,92
360,control_change,325,0,1,,,,,,,,0,11,81,,,
360,note_on,0,0,1,,,,,,,,0,,,,84,87
361,control_change,325,0,7,,,,,,,,6,11,93,,,
361,note_on,0,0,7,,,,,,,,6,,,,60,92
361,control_change,325,0,2,,,,,,,,1,11,81,,,
361,note_on,0,0,2,,,,,,,,1,,,,60,87
361,note_on,0,0,2,,,,,,,,1,,,,72,87
361,control_change,325,0,10,,,,,,,,11,11,93,,,
361,note_on,0,0,10,,,,,,,,11,,,,60,92
362,control_change,325,0,3,,,,,,,,2,11,81,,,
362,note_on,0,0,3,,,,,,,,2,,,,60,87
362,note_on,0,0,3,,,,,,,,2,,,,72,87
363,note_on,0,0,5,,,,,,,,4,,,,60,86
363,note_on,0,0,11,,,,,,,,12,,,,48,91
363,note_on,0,0,11,,,,,,,,12,,,,60,91
363,control_change,325,0,11,,,,,,,,12,11,93,,,
363,control_change,325,0,5,,,,,,,,4,11,93,,,
363,note_on,0,0,5,,,,,,,,4,,,,48,86
365,control_change,325,0,4,,,,,,,,3,11,93,,,
365,note_on,0,0,4,,,,,,,,3,,,,36,92
365,note_on,0,0,4,,,,,,,,3,,,,48,92
366,note_on,0,0,12,,,,,,,,13,,,,48,90
366,note_on,323,0,8,,,,,,,,15,,,,48,82
366,control_change,325,0,12,,,,,,,,13,11,93,,,
368,control_change,8,0,9,,,,,,,,10,11,96,,,
369,control_change,8,0,7,,,,,,,,6,11,96,,,
369,control_change,8,0,10,,,,,,,,11,11,96,,,
369,note_on,0,0,13,,,,,,,,14,,,,36,83
369,note_on,3,0,8,,,,,,,,15,,,,48,0
369,control_change,325,0,13,,,,,,,,14,11,93,,,
371,control_change,8,0,5,,,,,,,,4,11,96,,,
371,control_change,8,0,11,,,,,,,,12,11,96,,,
371,control_change,11,0,1,,,,,,,,0,11,84,,,
372,control_change,11,0,2,,,,,,,,1,11,84,,,
373,control_change,11,0,3,,,,,,,,2,11,84,,,
373,control_change,8,0,4,,,,,,,,3,11,96,,,
374,control_change,8,0,12,,,,,,,,13,11,96,,,
375,note_on,6,0,8,,,,,,,,15,,,,48,68
377,control_change,8,0,13,,,,,,,,14,11,96,,,
378,control_change,10,0,9,,,,,,,,10,11,99,,,
378,note_on,3,0,8,,,,,,,,15,,,,48,0
379,control_change,10,0,10,,,,,,,,11,11,99,,,
379,control_change,10,0,7,,,,,,,,6,11,99,,,
380,control_change,9,0,1,,,,,,,,0,11,87,,,
381,control_change,9,0,2,,,,,,,,1,11,87,,,
381,control_change,10,0,5,,,,,,,,4,11,99,,,
381,control_change,10,0,11,,,,,,,,12,11,99,,,
382,control_change,9,0,3,,,,,,,,2,11,87,,,
383,control_change,10,0,4,,,,,,,,3,11,99,,,
384,control_change,10,0,12,,,,,,,,13,11,99,,,
384,note_on,6,0,8,,,,,,,,15,,,,48,67
386,control_change,8,0,9,,,,,,,,10,11,102,,,
387,note_on,3,0,8,,,,,,,,15,,,,48,0
387,control_change,8,0,10,,,,,,,,11,11,102,,,
387,control_change,10,0,13,,,,,,,,14,11,99,,,
387,control_change,8,0,7,,,,,,,,6,11,102,,,
389,control_change,8,0,5,,,,,,,,4,11,102,,,
389,control_change,8,0,11,,,,,,,,12,11,102,,,
390,note_on,3,0,8,,,,,,,,15,,,,48,69
391,control_change,8,0,4,,,,,,,,3,11,102,,,
391,control_change,11,0,1,,,,,,,,0,11,90,,,
392,control_change,8,0,12,,,,,,,,13,11,102,,,
392,control_change,11,0,2,,,,,,,,1,11,90,,,
393,control_change,11,0,3,,,,,,,,2,11,90,,,
393,note_on,3,0,8,,,,,,,,15,,,,48,0
395,control_change,8,0,13,,,,,,,,14,11,102,,,
397,control_change,11,0,9,,,,,,,,10,11,105,,,
398,control_change,11,0,10,,,,,,,,11,11,105,,,
398,control_change,11,0,7,,,,,,,,6,11,105,,,
399,note_on,6,0,8,,,,,,,,15,,,,48,68
400,control_change,11,0,11,,,,,,,,12,11,105,,,
400,control_change,11,0,5,,,,,,,,4,11,105,,,
402,note_on,3,0,8,,,,,,,,15,,,,48,0
402,control_change,11,0,4,,,,,,,,3,11,105,,,
403,control_change,11,0,12,,,,,,,,13,11,105,,,
405,note_on,3,0,8,,,,,,,,15,,,,48,69
406,control_change,11,0,13,,,,,,,,14,11,105,,,
408,note_on,3,0,8,,,,,,,,15,,,,48,0
414,note_on,6,0,8,,,,,,,,15,,,,48,67
417,note_on,3,0,8,,,,,,,,15,,,,48,0
420,note_on,3,0,8,,,,,,,,15,,,,48,66
423,note_on,3,0,8,,,,,,,,15,,,,48,0
428,note_on,5,0,8,,,,,,,,15,,,,48,67
431,note_on,3,0,8,,,,,,,,15,,,,48,0
435,note_on,4,0,8,,,,,,,,15,,,,48,66
438,note_on,3,0,8,,,,,,,,15,,,,48,0
444,note_on,6,0,8,,,,,,,,15,,,,48,67
447,note_on,3,0,8,,,,,,,,15,,,,48,0
450,note_on,3,0,8,,,,,,,,15,,,,48,66
453,note_on,3,0,8,,,,,,,,15,,,,48,0
458,note_on,5,0,8,,,,,,,,15,,,,48,67
461,note_on,3,0,8,,,,,,,,15,,,,48,0
466,note_on,5,0,8,,,,,,,,15,,,,48,67
469,note_on,3,0,8,,,,,,,,15,,,,48,0
474,note_on,5,0,8,,,,,,,,15,,,,48,67
477,note_on,3,0,8,,,,,,,,15,,,,48,0
480,note_on,3,0,8,,,,,,,,15,,,,48,67
483,note_on,3,0,8,,,,,,,,15,,,,48,0
488,note_on,5,0,8,,,,,,,,15,,,,48,67
491,note_on,3,0,8,,,,,,,,15,,,,48,0
495,note_on,4,0,8,,,,,,,,15,,,,48,67
498,note_on,3,0,8,,,,,,,,15,,,,48,0
502,control_change,111,0,1,,,,,,,,0,11,92,,,
502,control_change,105,0,9,,,,,,,,10,11,106,,,
503,control_change,111,0,2,,,,,,,,1,11,92,,,
503,control_change,105,0,7,,,,,,,,6,11,106,,,
503,control_change,105,0,10,,,,,,,,11,11,106,,,
504,note_on,6,0,8,,,,,,,,15,,,,48,67
504,control_change,111,0,3,,,,,,,,2,11,92,,,
505,control_change,105,0,11,,,,,,,,12,11,106,,,
505,control_change,105,0,5,,,,,,,,4,11,106,,,
507,control_change,105,0,4,,,,,,,,3,11,106,,,
507,note_on,3,0,8,,,,,,,,15,,,,48,0
508,control_change,105,0,12,,,,,,,,13,11,106,,,
509,control_change,7,0,9,,,,,,,,10,11,103,,,
510,control_change,7,0,7,,,,,,,,6,11,103,,,
510,control_change,7,0,10,,,,,,,,11,11,103,,,
511,note_on,4,0,8,,,,,,,,15,,,,48,63
511,control_change,105,0,13,,,,,,,,14,11,106,,,
512,control_change,7,0,11,,,,,,,,12,11,103,,,
512,control_change,7,0,5,,,,,,,,4,11,103,,,
514,note_on,3,0,8,,,,,,,,15,,,,48,0
514,control_change,7,0,4,,,,,,,,3,11,103,,,
515,control_change,7,0,12,,,,,,,,13,11,103,,,
518,control_change,16,0,1,,,,,,,,0,11,89,,,
518,control_change,7,0,13,,,,,,,,14,11,103,,,
519,note_on,5,0,8,,,,,,,,15,,,,48,63
519,control_change,16,0,2,,,,,,,,1,11,89,,,
520,control_change,16,0,3,,,,,,,,2,11,89,,,
522,note_on,3,0,8,,,,,,,,15,,,,48,0
522,control_change,13,0,9,,,,,,,,10,11,100,,,
523,control_change,13,0,10,,,,,,,,11,11,100,,,
523,control_change,13,0,7,,,,,,,,6,11,100,,,
525,control_change,13,0,11,,,,,,,,12,11,100,,,
525,control_change,13,0,5,,,,,,,,4,11,100,,,
526,note_on,4,0,8,,,,,,,,15,,,,48,62
527,control_change,13,0,4,,,,,,,,3,11,100,,,
528,control_change,13,0,12,,,,,,,,13,11,100,,,
529,note_on,3,0,8,,,,,,,,15,,,,48,0
531,control_change,13,0,13,,,,,,,,14,11,100,,,
533,control_change,11,0,9,,,,,,,,10,11,97,,,
534,control_change,11,0,7,,,,,,,,6,11,97,,,
534,note_on,5,0,8,,,,,,,,15,,,,48,57
534,control_change,11,0,10,,,,,,,,11,11,97,,,
535,control_change,17,0,1,,,,,,,,0,11,87,,,
536,control_change,17,0,2,,,,,,,,1,11,87,,,
536,control_change,11,0,5,,,,,,,,4,11,97,,,
536,control_change,11,0,11,,,,,,,,12,11,97,,,
537,control_change,17,0,3,,,,,,,,2,11,87,,,
537,note_on,3,0,8,,,,,,,,15,,,,48,0
538,control_change,11,0,4,,,,,,,,3,11,97,,,
539,control_change,11,0,12,,,,,,,,13,11,97,,,
540,note_on,3,0,8,,,,,,,,15,,,,48,57
542,control_change,11,0,13,,,,,,,,14,11,97,,,
543,note_on,3,0,8,,,,,,,,15,,,,48,0
546,control_change,11,0,1,,,,,,,,0,11,84,,,
546,control_change,13,0,9,,,,,,,,10,11,94,,,
547,control_change,13,0,7,,,,,,,,6,11,94,,,
547,control_change,11,0,2,,,,,,,,1,11,84,,,
547,control_change,13,0,10,,,,,,,,11,11,94,,,
548,control_change,11,0,3,,,,,,,,2,11,84,,,
549,control_change,13,0,11,,,,,,,,12,11,94,,,
549,note_on,6,0,8,,,,,,,,15,,,,48,56
549,control_change,13,0,5,,,,,,,,4,11,94,,,
551,control_change,13,0,4,,,,,,,,3,11,94,,,
552,control_change,13,0,12,,,,,,,,13,11,94,,,
552,note_on,3,0,8,,,,,,,,15,,,,48,0
555,control_change,13,0,13,,,,,,,,14,11,94,,,
556,note_on,4,0,8,,,,,,,,15,,,,48,57
559,note_on,3,0,8,,,,,,,,15,,,,48,0
559,control_change,13,0,9,,,,,,,,10,11,91,,,
560,control_change,13,0,10,,,,,,,,11,11,91,,,
560,control_change,13,0,7,,,,,,,,6,11,91,,,
562,control_change,13,0,5,,,,,,,,4,11,91,,,
562,control_change,13,0,11,,,,,,,,12,11,91,,,
563,control_change,17,0,1,,,,,,,,0,11,82,,,
564,note_on,5,0,8,,,,,,,,15,,,,48,56
564,control_change,13,0,4,,,,,,,,3,11,91,,,
564,control_change,17,0,2,,,,,,,,1,11,82,,,
565,control_change,17,0,3,,,,,,,,2,11,82,,,
565,control_change,13,0,12,,,,,,,,13,11,91,,,
567,note_on,3,0,8,,,,,,,,15,,,,48,0
568,control_change,13,0,13,,,,,,,,14,11,91,,,
570,control_change,11,0,9,,,,,,,,10,11,88,,,
571,control_change,11,0,7,,,,,,,,6,11,88,,,
571,control_change,11,0,10,,,,,,,,11,11,88,,,
571,note_on,4,0,8,,,,,,,,15,,,,48,52
573,control_change,11,0,11,,,,,,,,12,11,88,,,
573,control_change,11,0,5,,,,,,,,4,11,88,,,
574,note_on,3,0,8,,,,,,,,15,,,,48,0
575,control_change,11,0,4,,,,,,,,3,11,88,,,
576,control_change,11,0,12,,,,,,,,13,11,88,,,
577,control_change,14,0,1,,,,,,,,0,11,79,,,
578,control_change,14,0,2,,,,,,,,1,11,79,,,
578,note_on,4,0,8,,,,,,,,15,,,,48,49
579,control_change,14,0,3,,,,,,,,2,11,79,,,
579,control_change,11,0,13,,,,,,,,14,11,88,,,
581,note_on,3,0,8,,,,,,,,15,,,,48,0
583,control_change,13,0,9,,,,,,,,10,11,85,,,
584,control_change,13,0,10,,,,,,,,11,11,85,,,
584,control_change,13,0,7,,,,,,,,6,11,85,,,
586,control_change,13,0,5,,,,,,,,4,11,85,,,
586,control_change,13,0,11,,,,,,,,12,11,85,,,
586,note_on,5,0,8,,,,,,,,15,,,,48,48
588,control_change,13,0,4,,,,,,,,3,11,85,,,
589,note_on,3,0,8,,,,,,,,15,,,,48,0
589,control_change,13,0,12,,,,,,,,13,11,85,,,
592,control_change,13,0,13,,,,,,,,14,11,85,,,
592,control_change,15,0,1,,,,,,,,0,11,77,,,
592,control_change,9,0,9,,,,,,,,10,11,82,,,
593,control_change,9,0,10,,,,,,,,11,11,82,,,
593,control_change,15,0,2,,,,,,,,1,11,77,,,
593,note_on,4,0,8,,,,,,,,15,,,,48,46
593,control_change,9,0,7,,,,,,,,6,11,82,,,
594,control_change,15,0,3,,,,,,,,2,11,77,,,
595,control_change,9,0,11,,,,,,,,12,11,82,,,
595,control_change,9,0,5,,,,,,,,4,11,82,,,
596,note_on,3,0,8,,,,,,,,15,,,,48,0
597,control_change,9,0,4,,,,,,,,3,11,82,,,
598,control_change,9,0,12,,,,,,,,13,11,82,,,
601,note_on,5,0,8,,,,,,,,15,,,,48,45
601,control_change,9,0,13,,,,,,,,14,11,82,,,
604,note_on,3,0,8,,,,,,,,15,,,,48,0
605,control_change,13,0,9,,,,,,,,10,11,79,,,
606,control_change,13,0,7,,,,,,,,6,11,79,,,
606,control_change,13,0,10,,,,,,,,11,11,79,,,
608,control_change,13,0,11,,,,,,,,12,11,79,,,
608,control_change,13,0,5,,,,,,,,4,11,79,,,
608,note_on,4,0,8,,,,,,,,15,,,,48,47
609,control_change,17,0,1,,,,,,,,0,11,74,,,
610,control_change,17,0,2,,,,,,,,1,11,74,,,
610,control_change,13,0,4,,,,,,,,3,11,79,,,
611,control_change,13,0,12,,,,,,,,13,11,79,,,
611,note_on,3,0,8,,,,,,,,15,,,,48,0
611,control_change,17,0,3,,,,,,,,2,11,74,,,
614,control_change,13,0,13,,,,,,,,14,11,79,,,
615,note_on,4,0,8,,,,,,,,15,,,,48,42
618,note_on,3,0,8,,,,,,,,15,,,,48,0
618,control_change,13,0,9,,,,,,,,10,11,76,,,
619,control_change,13,0,10,,,,,,,,11,11,76,,,
619,control_change,13,0,7,,,,,,,,6,11,76,,,
621,control_change,13,0,5,,,,,,,,4,11,76,,,
621,control_change,13,0,11,,,,,,,,12,11,76,,,
623,control_change,13,0,4,,,,,,,,3,11,76,,,
624,note_on,6,0,8,,,,,,,,15,,,,48,43
624,control_change,13,0,12,,,,,,,,13,11,76,,,
625,control_change,16,0,1,,,,,,,,0,11,72,,,
626,control_change,16,0,2,,,,,,,,1,11,72,,,
627,control_change,9,0,9,,,,,,,,10,11,73,,,
627,control_change,13,0,13,,,,,,,,14,11,76,,,
627,note_on,3,0,8,,,,,,,,15,,,,48,0
627,control_change,16,0,3,,,,,,,,2,11,72,,,
628,control_change,9,0,7,,,,,,,,6,11,73,,,
628,control_change,9,0,10,,,,,,,,11,11,73,,,
630,control_change,9,0,5,,,,,,,,4,11,73,,,
630,control_change,9,0,11,,,,,,,,12,11,73,,,
631,note_on,4,0,8,,,,,,,,15,,,,48,42
632,control_change,9,0,4,,,,,,,,3,11,73,,,
633,control_change,9,0,12,,,,,,,,13,11,73,,,
634,note_on,3,0,8,,,,,,,,15,,,,48,0
636,control_change,9,0,13,,,,,,,,14,11,73,,,
638,note_on,4,0,8,,,,,,,,15,,,,48,38
640,control_change,13,0,9,,,,,,,,10,11,70,,,
640,control_change,15,0,1,,,,,,,,0,11,69,,,
641,control_change,13,0,10,,,,,,,,11,11,70,,,
641,note_on,3,0,8,,,,,,,,15,,,,48,0
641,control_change,13,0,7,,,,,,,,6,11,70,,,
641,control_change,15,0,2,,,,,,,,1,11,69,,,
642,control_change,15,0,3,,,,,,,,2,11,69,,,
643,control_change,13,0,5,,,,,,,,4,11,70,,,
643,control_change,13,0,11,,,,,,,,12,11,70,,,
645,control_change,13,0,4,,,,,,,,3,11,70,,,
646,control_change,6,0,9,,,,,,,,10,11,67,,,
646,note_on,5,0,8,,,,,,,,15,,,,48,38
646,control_change,13,0,12,,,,,,,,13,11,70,,,
647,control_change,6,0,10,,,,,,,,11,11,67,,,
647,control_change,6,0,7,,,,,,,,6,11,67,,,
649,control_change,6,0,11,,,,,,,,12,11,67,,,
649,control_change,6,0,5,,,,,,,,4,11,67,,,
649,control_change,13,0,13,,,,,,,,14,11,70,,,
649,note_on,3,0,8,,,,,,,,15,,,,48,0
651,control_change,5,0,9,,,,,,,,10,11,64,,,
651,control_change,6,0,4,,,,,,,,3,11,67,,,
651,control_change,11,0,1,,,,,,,,0,11,66,,,
652,control_change,5,0,10,,,,,,,,11,11,64,,,
652,control_change,5,0,7,,,,,,,,6,11,64,,,
652,control_change,6,0,12,,,,,,,,13,11,67,,,
652,control_change,11,0,2,,,,,,,,1,11,66,,,
653,control_change,11,0,3,,,,,,,,2,11,66,,,
653,note_on,4,0,8,,,,,,,,15,,,,48,38
654,control_change,5,0,5,,,,,,,,4,11,64,,,
654,control_change,5,0,11,,,,,,,,12,11,64,,,
655,control_change,6,0,13,,,,,,,,14,11,67,,,
655,control_change,4,0,1,,,,,,,,0,11,62,,,
656,control_change,4,0,2,,,,,,,,1,11,62,,,
656,note_on,3,0,8,,,,,,,,15,,,,48,0
656,control_change,5,0,4,,,,,,,,3,11,64,,,
657,control_change,4,0,3,,,,,,,,2,11,62,,,
657,control_change,5,0,12,,,,,,,,13,11,64,,,
659,control_change,8,0,9,,,,,,,,10,11,61,,,
660,control_change,8,0,7,,,,,,,,6,11,61,,,
660,control_change,8,0,10,,,,,,,,11,11,61,,,
660,control_change,5,0,13,,,,,,,,14,11,64,,,
661,note_on,5,0,8,,,,,,,,15,,,,48,33
662,control_change,8,0,5,,,,,,,,4,11,61,,,
662,control_change,8,0,11,,,,,,,,12,11,61,,,
664,control_change,5,0,9,,,,,,,,10,11,58,,,
664,control_change,8,0,4,,,,,,,,3,11,61,,,
664,note_on,3,0,8,,,,,,,,15,,,,48,0
665,control_change,8,0,12,,,,,,,,13,11,61,,,
665,control_change,5,0,7,,,,,,,,6,11,58,,,
665,control_change,5,0,10,,,,,,,,11,11,58,,,
666,control_change,11,0,1,,,,,,,,0,11,57,,,
667,control_change,5,0,11,,,,,,,,12,11,58,,,
667,control_change,5,0,5,,,,,,,,4,11,58,,,
667,control_change,11,0,2,,,,,,,,1,11,57,,,
668,control_change,8,0,13,,,,,,,,14,11,61,,,
668,control_change,11,0,3,,,,,,,,2,11,57,,,
669,note_on,5,0,8,,,,,,,,15,,,,48,33
669,control_change,5,0,4,,,,,,,,3,11,58,,,
670,control_change,5,0,12,,,,,,,,13,11,58,,,
672,control_change,6,0,1,,,,,,,,0,11,54,,,
