tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,,0,10,97,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,,1,10,97,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,0,2,,,,
0,control_change,0,0,3,,,,,,,,,2,7,127,,
0,control_change,0,0,3,,,,,,,,,2,10,30,,
0,control_change,0,0,4,,,,,,,,,3,10,30,,
0,control_change,0,0,4,,,,,,,,,3,7,127,,
0,program_change,0,0,4,,,,,,,,0,3,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,D,,,,,,,,
0,set_tempo,0,1,0,,,,,,600000,,,,,,,
720,note_on,0,0,1,,,,,,,,,0,,,81,64
720,control_change,720,0,1,,,,,,,,,0,64,127,,
720,note_on,0,0,2,,,,,,,,,1,,,69,64
720,control_change,720,0,2,,,,,,,,,1,64,127,,
800,note_on,0,0,2,,,,,,,,,1,,,74,64
800,note_on,0,0,1,,,,,,,,,0,,,86,64
800,note_on,80,0,1,,,,,,,,,0,,,81,0
800,note_on,80,0,2,,,,,,,,,1,,,69,0
879,note_on,79,0,2,,,,,,,,,1,,,74,0
879,note_on,79,0,1,,,,,,,,,0,,,86,0
879,note_on,0,0,1,,,,,,,,,0,,,90,64
879,note_on,0,0,2,,,,,,,,,1,,,78,64
960,note_on,81,0,1,,,,,,,,,0,,,90,0
960,note_on,0,0,2,,,,,,,,,1,,,83,90
960,note_on,0,0,1,,,,,,,,,0,,,95,90
960,note_on,81,0,2,,,,,,,,,1,,,78,0
1320,note_on,360,0,1,,,,,,,,,0,,,95,0
1320,note_on,0,0,1,,,,,,,,,0,,,93,64
1320,note_on,0,0,2,,,,,,,,,1,,,81,64
1320,note_on,360,0,2,,,,,,,,,1,,,83,0
1440,control_change,0,0,2,,,,,,,,,1,64,0,,
1440,note_on,0,0,2,,,,,,,,,1,,,78,64
1440,note_on,0,0,1,,,,,,,,,0,,,90,64
1440,control_change,0,0,1,,,,,,,,,0,64,0,,
1440,note_on,0,0,4,,,,,,,,,3,,,50,62
1440,note_on,1440,0,4,,,,,,,,,3,,,38,62
1440,note_on,120,0,2,,,,,,,,,1,,,81,0
1440,note_on,120,0,1,,,,,,,,,0,,,93,0
1680,note_on,0,0,4,,,,,,,,,3,,,38,0
1680,note_on,240,0,4,,,,,,,,,3,,,50,0
1800,note_on,1800,0,3,,,,,,,,,2,,,57,49
