tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
134880,note_on,,,,,120,0,1,,,0,,,72,82
134880,note_on,,,,,0,0,2,,,0,,,54,82
134880,set_tempo,,,,,160,1,0,461538,,,,,,
134880,note_on,,,,,120,0,2,,,0,,,57,82
135300,note_off,,,,,0,0,1,,,0,,,62,64
135300,note_off,,,,,0,0,2,,,0,,,57,64
135300,note_off,,,,,420,0,2,,,0,,,54,64
135300,set_tempo,,,,,420,1,0,458015,,,,,,
135300,note_off,,,,,420,0,1,,,0,,,74,64
135300,note_off,,,,,0,0,1,,,0,,,72,64
135360,note_on,,,,,60,0,1,,,0,,,86,81
135440,note_on,,,,,0,0,1,,,0,,,83,70
135440,note_off,,,,,80,0,1,,,0,,,86,64
135520,note_off,,,,,80,0,1,,,0,,,83,64
135520,note_on,,,,,0,0,1,,,0,,,79,76
135600,note_on,,,,,300,0,2,,,0,,,43,80
135600,note_off,,,,,80,0,1,,,0,,,79,64
135600,note_on,,,,,0,0,1,,,0,,,74,82
135680,note_off,,,,,80,0,1,,,0,,,74,64
135680,note_on,,,,,0,0,1,,,0,,,71,85
135760,note_on,,,,,0,0,1,,,0,,,67,91
135760,note_off,,,,,80,0,1,,,0,,,71,64
135820,set_tempo,,,,,520,1,0,451128,,,,,,
