tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,,1,10,97,,
0,note_on,0,0,1,,,,,,,,,0,,,57,88
0,control_change,0,0,1,,,,,,,,,0,64,127,,
0,control_change,0,0,1,,,,,,,,,0,10,97,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,0,2,,,,
0,control_change,0,0,3,,,,,,,,,2,7,127,,
0,control_change,0,0,3,,,,,,,,,2,10,30,,
0,control_change,0,0,3,,,,,,,,,2,64,127,,
0,note_on,0,0,3,,,,,,,,,2,,,45,75
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,program_change,0,0,4,,,,,,,,0,3,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,454545,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,
0,time_signature,0,1,0,3,8,12,8,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,,,3,10,30,,
0,control_change,0,0,4,,,,,,,,,3,7,127,,
90,note_on,0,0,3,,,,,,,,,2,,,47,75
90,note_on,90,0,3,,,,,,,,,2,,,45,0
90,note_on,90,0,1,,,,,,,,,0,,,57,0
90,note_on,0,0,1,,,,,,,,,0,,,59,88
120,note_on,30,0,1,,,,,,,,,0,,,59,0
120,note_on,0,0,3,,,,,,,,,2,,,48,75
120,note_on,0,0,1,,,,,,,,,0,,,60,88
120,note_on,30,0,3,,,,,,,,,2,,,47,0
150,note_on,30,0,3,,,,,,,,,2,,,48,0
150,note_on,0,0,3,,,,,,,,,2,,,50,75
150,note_on,30,0,1,,,,,,,,,0,,,60,0
150,note_on,0,0,1,,,,,,,,,0,,,62,88
180,note_on,30,0,3,,,,,,,,,2,,,50,0
180,note_on,0,0,3,,,,,,,,,2,,,52,75
180,note_on,0,0,1,,,,,,,,,0,,,64,88
180,note_on,30,0,1,,,,,,,,,0,,,62,0
300,note_on,120,0,1,,,,,,,,,0,,,64,0
300,note_on,0,0,3,,,,,,,,,2,,,54,75
300,note_on,0,0,1,,,,,,,,,0,,,66,88
300,note_on,120,0,3,,,,,,,,,2,,,52,0
330,note_on,0,0,3,,,,,,,,,2,,,56,75
330,note_on,30,0,1,,,,,,,,,0,,,66,0
330,control_change,0,0,1,,,,,,,,,0,64,0,,
330,note_on,0,0,1,,,,,,,,,0,,,68,88
330,note_on,30,0,3,,,,,,,,,2,,,54,0
330,control_change,0,0,3,,,,,,,,,2,64,0,,
360,note_on,30,0,3,,,,,,,,,2,,,56,0
360,control_change,0,0,3,,,,,,,,,2,64,127,,
360,note_on,0,0,3,,,,,,,,,2,,,57,75
360,note_on,0,0,1,,,,,,,,,0,,,69,88
360,control_change,0,0,1,,,,,,,,,0,64,127,,
360,note_on,30,0,1,,,,,,,,,0,,,68,0
420,note_on,60,0,3,,,,,,,,,2,,,57,0
420,note_on,0,0,1,,,,,,,,,0,,,71,88
420,note_on,0,0,3,,,,,,,,,2,,,59,75
420,note_on,60,0,1,,,,,,,,,0,,,69,0
450,note_on,0,0,3,,,,,,,,,2,,,60,75
450,note_on,30,0,3,,,,,,,,,2,,,59,0
450,note_on,0,0,1,,,,,,,,,0,,,72,88
450,note_on,30,0,1,,,,,,,,,0,,,71,0
480,note_on,0,0,1,,,,,,,,,0,,,74,88
480,note_on,30,0,1,,,,,,,,,0,,,72,0
480,note_on,30,0,3,,,,,,,,,2,,,60,0
480,note_on,0,0,3,,,,,,,,,2,,,62,75
510,note_on,0,0,1,,,,,,,,,0,,,76,88
