tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,,0,10,97,,
0,note_on,0,0,1,,,,,,,,,0,,,64,88
0,note_on,0,0,1,,,,,,,,,0,,,72,88
0,note_on,0,0,1,,,,,,,,,0,,,76,88
0,track_name,0,1,2,,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,,,3,10,30,,
0,control_change,0,0,4,,,,,,,,,3,7,127,,
0,program_change,0,0,4,,,,,,,,0,3,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,note_on,0,0,3,,,,,,,,,2,,,45,75
0,note_on,0,0,3,,,,,,,,,2,,,33,75
0,control_change,0,0,3,,,,,,,,,2,10,30,,
0,control_change,0,0,3,,,,,,,,,2,7,127,,
0,program_change,0,0,3,,,,,,,,0,2,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,control_change,0,0,2,,,,,,,,,1,10,97,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,1,8,12,8,,,,,,,,,
0,set_tempo,0,1,0,,,,,,500000,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,
6,note_on,6,0,1,,,,,,,,,0,,,76,0
6,note_on,0,0,3,,,,,,,,,2,,,33,0
6,note_on,6,0,3,,,,,,,,,2,,,45,0
6,note_on,0,0,1,,,,,,,,,0,,,72,0
6,note_on,0,0,1,,,,,,,,,0,,,64,0
60,note_on,54,0,3,,,,,,,,,2,,,33,75
60,time_signature,60,1,0,6,8,12,8,,,,,,,,,
60,note_on,0,0,3,,,,,,,,,2,,,45,75
60,control_change,54,0,1,,,,,,,,,0,64,127,,
60,note_on,0,0,1,,,,,,,,,0,,,72,88
60,note_on,0,0,1,,,,,,,,,0,,,76,88
60,note_on,0,0,1,,,,,,,,,0,,,64,88
150,note_on,90,0,1,,,,,,,,,0,,,76,0
150,note_on,0,0,1,,,,,,,,,0,,,72,0
150,note_on,0,0,1,,,,,,,,,0,,,64,0
150,note_on,0,0,1,,,,,,,,,0,,,62,88
150,note_on,0,0,1,,,,,,,,,0,,,71,88
150,note_on,0,0,1,,,,,,,,,0,,,74,88
180,control_change,0,0,1,,,,,,,,,0,64,0,,
180,note_on,0,0,1,,,,,,,,,0,,,72,88
180,note_on,0,0,1,,,,,,,,,0,,,69,88
180,note_on,30,0,1,,,,,,,,,0,,,74,0
180,note_on,0,0,1,,,,,,,,,0,,,71,0
180,note_on,120,0,3,,,,,,,,,2,,,45,0
180,note_on,0,0,1,,,,,,,,,0,,,60,88
180,note_on,0,0,1,,,,,,,,,0,,,62,0
