tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,100,,
0,control_change,0,0,1,,,,,,,,,0,91,127,,
0,text,0,1,1,,,,,,,,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,0,,,,
0,control_change,0,0,2,,,,,,,,,0,7,100,,
0,control_change,0,0,2,,,,,,,,,0,91,127,,
0,control_change,0,0,2,,,,,,,,,0,64,0,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,300000,,,,,,,
0,key_signature,0,1,0,,,,,Eb,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
900,control_change,900,0,2,,,,,,,,,0,64,0,,
948,set_tempo,948,1,0,,,,,,332410,,,,,,,
960,note_on,960,0,1,,,,,,,,,0,,,82,54
1440,note_on,540,0,2,,,,,,,,,0,,,51,44
1440,note_on,480,0,1,,,,,,,,,0,,,82,0
1440,note_on,0,0,1,,,,,,,,,0,,,79,54
1600,note_on,160,0,1,,,,,,,,,0,,,79,0
1600,note_on,0,0,1,,,,,,,,,0,,,82,49
1760,note_on,0,0,1,,,,,,,,,0,,,80,45
1760,note_on,160,0,1,,,,,,,,,0,,,82,0
1920,note_on,0,0,1,,,,,,,,,0,,,79,54
1920,set_tempo,972,1,0,,,,,,300000,,,,,,,
1920,note_on,480,0,2,,,,,,,,,0,,,58,36
1920,note_on,160,0,1,,,,,,,,,0,,,80,0
2080,note_on,160,0,1,,,,,,,,,0,,,79,0
2080,note_on,0,0,1,,,,,,,,,0,,,77,50
2240,note_on,0,0,1,,,,,,,,,0,,,75,45
2240,note_on,160,0,1,,,,,,,,,0,,,77,0
