tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,,0,10,97,,
0,note_on,0,0,1,,,,,,,,,0,,,69,49
0,control_change,0,0,3,,,,,,,,,2,10,30,,
0,control_change,0,0,3,,,,,,,,,2,7,127,,
0,program_change,0,0,3,,,,,,,,0,2,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,control_change,0,0,2,,,,,,,,,1,10,97,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,control_change,0,0,4,,,,,,,,,3,10,30,,
0,control_change,0,0,4,,,,,,,,,3,7,127,,
0,program_change,0,0,4,,,,,,,,0,3,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,set_tempo,0,1,0,,,,,,319149,,,,,,,
39,note_on,39,0,1,,,,,,,,,0,,,71,49
40,note_on,1,0,1,,,,,,,,,0,,,69,0
79,note_on,39,0,1,,,,,,,,,0,,,71,0
80,note_on,1,0,1,,,,,,,,,0,,,72,49
120,note_on,0,0,1,,,,,,,,,0,,,71,49
120,note_on,40,0,1,,,,,,,,,0,,,72,0
159,note_on,39,0,1,,,,,,,,,0,,,72,49
160,note_on,1,0,1,,,,,,,,,0,,,71,0
199,note_on,39,0,1,,,,,,,,,0,,,72,0
200,note_on,1,0,1,,,,,,,,,0,,,74,49
240,note_on,240,0,3,,,,,,,,,2,,,64,49
240,note_on,40,0,1,,,,,,,,,0,,,74,0
240,note_on,0,0,1,,,,,,,,,0,,,76,75
279,note_on,39,0,3,,,,,,,,,2,,,66,49
280,note_on,1,0,3,,,,,,,,,2,,,64,0
319,note_on,39,0,3,,,,,,,,,2,,,66,0
320,note_on,1,0,3,,,,,,,,,2,,,68,49
360,note_on,0,0,1,,,,,,,,,0,,,69,49
360,note_on,120,0,1,,,,,,,,,0,,,76,0
360,note_on,40,0,3,,,,,,,,,2,,,68,0
360,note_on,0,0,3,,,,,,,,,2,,,66,36
399,note_on,39,0,1,,,,,,,,,0,,,71,49
399,note_on,39,0,3,,,,,,,,,2,,,68,36
400,note_on,1,0,3,,,,,,,,,2,,,66,0
400,note_on,1,0,1,,,,,,,,,0,,,69,0
439,note_on,39,0,1,,,,,,,,,0,,,71,0
439,note_on,39,0,3,,,,,,,,,2,,,68,0
440,note_on,1,0,3,,,,,,,,,2,,,69,36
440,note_on,1,0,1,,,,,,,,,0,,,72,49
480,note_on,40,0,1,,,,,,,,,0,,,72,0
480,note_on,0,0,1,,,,,,,,,0,,,71,49
