tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,control,value,channel,note,velocity
0,time_signature,6,8,12,8,0,1,0,,,,,,
0,end_of_track,,,,,0,1,7,,,,,,
0,track_name,,,,,0,1,7,,,,,,
0,end_of_track,,,,,0,1,6,,,,,,
0,track_name,,,,,0,1,6,,,,,,
0,end_of_track,,,,,0,1,5,,,,,,
0,track_name,,,,,0,1,5,,,,,,
0,end_of_track,,,,,0,1,4,,,,,,
0,track_name,,,,,0,1,4,,,,,,
0,end_of_track,,,,,0,1,3,,,,,,
0,control_change,,,,,0,0,2,,7,80,0,,
0,track_name,,,,,0,1,2,,,,,,
0,track_name,,,,,0,1,8,,,,,,
0,control_change,,,,,0,0,1,,7,80,0,,
0,track_name,,,,,0,1,1,,,,,,
0,end_of_track,,,,,0,1,8,,,,,,
0,set_tempo,,,,,0,1,0,227273,,,,,
600,control_change,,,,,0,0,1,,91,96,0,,
600,note_on,,,,,600,0,1,,,,0,67,45
600,set_tempo,,,,,600,1,0,277778,,,,,
720,set_tempo,,,,,120,1,0,227273,,,,,
720,note_on,,,,,720,0,2,,,,0,48,44
720,note_on,,,,,0,0,1,,,,0,75,40
720,note_off,,,,,120,0,1,,,,0,67,64
840,note_off,,,,,120,0,1,,,,0,75,64
840,note_off,,,,,120,0,2,,,,0,48,64
840,note_on,,,,,0,0,2,,,,0,51,32
960,note_off,,,,,120,0,2,,,,0,51,64
960,note_on,,,,,120,0,1,,,,0,75,32
960,note_on,,,,,0,0,2,,,,0,55,34
1080,note_on,,,,,0,0,2,,,,0,47,39
1080,note_off,,,,,120,0,1,,,,0,75,64
1080,note_on,,,,,0,0,1,,,,0,74,43
1080,note_off,,,,,120,0,2,,,,0,55,64
1200,note_off,,,,,120,0,1,,,,0,74,64
1200,note_on,,,,,0,0,2,,,,0,50,32
1200,note_off,,,,,120,0,2,,,,0,47,64
1320,note_off,,,,,120,0,2,,,,0,50,64
1320,note_on,,,,,0,0,2,,,,0,55,38
1320,note_on,,,,,120,0,1,,,,0,74,36
1440,note_off,,,,,120,0,2,,,,0,55,64
1440,note_on,,,,,0,0,2,,,,0,48,42
1440,note_off,,,,,120,0,1,,,,0,74,64
1440,note_on,,,,,0,0,1,,,,0,72,45
1560,note_off,,,,,120,0,2,,,,0,48,64
1560,note_on,,,,,0,0,2,,,,0,51,33
1560,note_off,,,,,120,0,1,,,,0,72,64
1680,note_on,,,,,0,0,2,,,,0,55,38
1680,note_off,,,,,120,0,2,,,,0,51,64
1680,note_on,,,,,120,0,1,,,,0,72,43
1800,note_on,,,,,0,0,2,,,,0,51,41
1800,note_on,,,,,0,0,1,,,,0,79,39
1800,note_off,,,,,120,0,2,,,,0,55,64
1800,note_off,,,,,120,0,1,,,,0,72,64
1920,note_off,,,,,120,0,1,,,,0,79,64
1920,note_on,,,,,0,0,2,,,,0,55,31
1920,note_off,,,,,120,0,2,,,,0,51,64
2040,note_on,,,,,120,0,1,,,,0,79,41
2040,note_on,,,,,0,0,2,,,,0,60,34
2040,note_off,,,,,120,0,2,,,,0,55,64
2160,note_off,,,,,120,0,1,,,,0,79,64
2160,note_on,,,,,0,0,1,,,,0,74,45
2160,note_on,,,,,0,0,2,,,,0,53,40
2160,note_off,,,,,120,0,2,,,,0,60,64
2280,note_on,,,,,0,0,2,,,,0,56,32
2280,note_off,,,,,120,0,2,,,,0,53,64
2280,note_off,,,,,120,0,1,,,,0,74,64
2400,note_off,,,,,120,0,2,,,,0,56,64
2400,note_on,,,,,0,0,2,,,,0,62,36
2400,note_on,,,,,120,0,1,,,,0,74,41
2520,note_on,,,,,0,0,1,,,,0,67,43
2520,note_off,,,,,120,0,1,,,,0,74,64
2520,note_off,,,,,120,0,2,,,,0,62,64
2520,note_on,,,,,0,0,2,,,,0,55,41
2640,note_off,,,,,120,0,1,,,,0,67,64
2640,note_off,,,,,120,0,2,,,,0,55,64
2640,note_on,,,,,0,0,2,,,,0,59,34
2760,note_off,,,,,120,0,2,,,,0,59,64
2760,note_on,,,,,0,0,2,,,,0,65,38
2760,note_on,,,,,120,0,1,,,,0,67,45
2880,note_off,,,,,120,0,1,,,,0,67,64
2880,note_on,,,,,0,0,1,,,,0,75,51
2880,note_on,,,,,0,0,2,,,,0,48,42
2880,note_off,,,,,120,0,2,,,,0,65,64
3000,note_off,,,,,120,0,2,,,,0,48,64
3000,note_on,,,,,0,0,2,,,,0,55,38
3000,note_off,,,,,120,0,1,,,,0,75,64
3120,note_off,,,,,120,0,2,,,,0,55,64
3120,note_on,,,,,0,0,2,,,,0,60,35
3120,note_on,,,,,120,0,1,,,,0,75,42
3240,note_on,,,,,0,0,2,,,,0,51,39
3240,note_off,,,,,120,0,2,,,,0,60,64
3240,note_off,,,,,120,0,1,,,,0,75,64
3240,note_on,,,,,0,0,1,,,,0,72,47
3360,note_off,,,,,120,0,1,,,,0,72,64
3360,note_off,,,,,120,0,2,,,,0,51,64
3360,note_on,,,,,0,0,2,,,,0,55,35
3480,note_on,,,,,120,0,1,,,,0,72,50
3480,note_off,,,,,120,0,2,,,,0,55,64
3480,note_on,,,,,0,0,2,,,,0,60,35
3600,note_off,,,,,120,0,2,,,,0,60,64
3600,note_on,,,,,0,0,1,,,,0,80,54
3600,note_off,,,,,120,0,1,,,,0,72,64
3600,note_on,,,,,0,0,2,,,,0,53,45
3720,note_off,,,,,120,0,2,,,,0,53,64
3720,note_on,,,,,0,0,2,,,,0,56,39
3720,note_off,,,,,120,0,1,,,,0,80,64
3840,note_on,,,,,120,0,1,,,,0,80,64
3840,note_off,,,,,120,0,2,,,,0,56,64
3840,note_on,,,,,0,0,2,,,,0,60,41
3960,note_off,,,,,120,0,2,,,,0,60,64
3960,note_on,,,,,0,0,2,,,,0,50,44
3960,note_on,,,,,0,0,1,,,,0,83,66
3960,note_off,,,,,120,0,1,,,,0,80,64
4080,note_off,,,,,120,0,2,,,,0,50,64
4080,note_on,,,,,0,0,2,,,,0,53,49
4080,note_off,,,,,120,0,1,,,,0,83,64
4200,note_on,,,,,120,0,1,,,,0,83,71
4200,note_on,,,,,0,0,2,,,,0,60,52
4200,note_off,,,,,120,0,2,,,,0,53,64
4320,note_on,,,,,0,0,2,,,,0,51,68
4320,note_off,,,,,120,0,2,,,,0,60,64
4320,note_on,,,,,0,0,1,,,,0,84,74
4320,note_off,,,,,120,0,1,,,,0,83,64
4440,note_off,,,,,120,0,1,,,,0,84,64
4440,note_on,,,,,0,0,2,,,,0,55,59
4440,note_off,,,,,120,0,2,,,,0,51,64
4560,note_on,,,,,0,0,2,,,,0,60,59
4560,note_on,,,,,120,0,1,,,,0,84,71
4560,note_off,,,,,120,0,2,,,,0,55,64
4680,note_off,,,,,120,0,1,,,,0,84,64
4680,note_on,,,,,0,0,2,,,,0,48,63
4680,note_off,,,,,120,0,2,,,,0,60,64
4680,note_on,,,,,0,0,1,,,,0,87,74
4800,note_off,,,,,120,0,1,,,,0,87,64
4800,note_off,,,,,120,0,2,,,,0,48,64
4800,note_on,,,,,0,0,2,,,,0,51,65
4920,note_on,,,,,120,0,1,,,,0,87,80
4920,note_on,,,,,0,0,2,,,,0,55,72
4920,note_off,,,,,120,0,2,,,,0,51,64
5040,note_off,,,,,120,0,1,,,,0,87,64
5040,note_on,,,,,0,0,1,,,,0,91,94
5040,note_off,,,,,120,0,2,,,,0,55,64
5040,note_on,,,,,0,0,2,,,,0,45,79
5160,note_on,,,,,0,0,2,,,,0,48,71
5160,note_off,,,,,120,0,2,,,,0,45,64
5160,note_off,,,,,120,0,1,,,,0,91,64
5280,note_off,,,,,120,0,2,,,,0,48,64
5280,note_on,,,,,0,0,2,,,,0,55,68
5280,note_on,,,,,120,0,1,,,,0,91,93
5400,note_off,,,,,120,0,2,,,,0,55,64
5400,note_on,,,,,0,0,2,,,,0,44,67
5400,note_off,,,,,120,0,1,,,,0,91,64
5400,note_on,,,,,0,0,1,,,,0,90,89
5520,note_on,,,,,0,0,2,,,,0,48,59
5520,note_off,,,,,120,0,2,,,,0,44,64
5520,note_off,,,,,120,0,1,,,,0,90,64
5640,note_on,,,,,0,0,2,,,,0,55,55
5640,note_off,,,,,120,0,2,,,,0,48,64
5640,note_on,,,,,120,0,1,,,,0,90,79
5760,note_on,,,,,0,0,2,,,,0,43,60
5760,note_off,,,,,120,0,2,,,,0,55,64
5760,note_on,,,,,0,0,1,,,,0,91,69
5760,note_off,,,,,120,0,1,,,,0,90,64
5880,note_off,,,,,120,0,2,,,,0,43,64
5880,note_on,,,,,0,0,2,,,,0,47,48
5880,note_off,,,,,120,0,1,,,,0,91,64
6000,note_off,,,,,120,0,2,,,,0,47,64
6000,note_on,,,,,0,0,2,,,,0,55,72
6000,note_on,,,,,120,0,1,,,,0,67,86
6000,control_change,,,,,0,0,1,,64,95,0,,
6120,note_on,,,,,0,0,2,,,,0,50,99
6120,note_off,,,,,120,0,2,,,,0,55,64
6120,note_off,,,,,120,0,1,,,,0,67,64
6120,note_on,,,,,0,0,1,,,,0,79,101
6240,note_on,,,,,0,0,2,,,,0,53,64
6240,note_off,,,,,120,0,2,,,,0,50,64
6240,note_off,,,,,120,0,1,,,,0,79,64
6346,control_change,,,,,106,0,1,,64,0,0,,
6360,note_on,,,,,0,0,2,,,,0,55,41
6360,note_off,,,,,120,0,2,,,,0,53,64
6360,note_on,,,,,14,0,1,,,,0,67,86
6480,note_on,,,,,0,0,2,,,,0,48,44
6480,note_off,,,,,120,0,2,,,,0,55,64
6480,note_on,,,,,0,0,1,,,,0,75,40
6480,note_off,,,,,120,0,1,,,,0,67,64
6600,note_off,,,,,120,0,2,,,,0,48,64
6600,note_off,,,,,120,0,1,,,,0,75,64
6600,note_on,,,,,0,0,2,,,,0,51,32
6720,note_on,,,,,120,0,1,,,,0,75,32
6720,note_on,,,,,0,0,2,,,,0,55,34
6720,note_off,,,,,120,0,2,,,,0,51,64
6840,note_off,,,,,120,0,1,,,,0,75,64
6840,note_on,,,,,0,0,1,,,,0,74,43
6840,note_off,,,,,120,0,2,,,,0,55,64
6840,note_on,,,,,0,0,2,,,,0,47,39
6960,note_off,,,,,120,0,1,,,,0,74,64
6960,note_off,,,,,120,0,2,,,,0,47,64
6960,note_on,,,,,0,0,2,,,,0,50,32
7080,note_on,,,,,120,0,1,,,,0,74,36
7080,note_off,,,,,120,0,2,,,,0,50,64
7080,note_on,,,,,0,0,2,,,,0,55,38
7200,note_on,,,,,0,0,2,,,,0,48,42
7200,note_off,,,,,120,0,2,,,,0,55,64
7200,note_off,,,,,120,0,1,,,,0,74,64
7200,note_on,,,,,0,0,1,,,,0,72,45
7320,note_off,,,,,120,0,1,,,,0,72,64
7320,note_off,,,,,120,0,2,,,,0,48,64
7320,note_on,,,,,0,0,2,,,,0,51,33
7440,note_off,,,,,120,0,2,,,,0,51,64
7440,note_on,,,,,120,0,1,,,,0,72,43
7440,note_on,,,,,0,0,2,,,,0,55,38
7560,note_on,,,,,0,0,1,,,,0,79,44
7560,note_off,,,,,120,0,2,,,,0,55,64
7560,note_off,,,,,120,0,1,,,,0,72,64
7560,note_on,,,,,0,0,2,,,,0,51,41
7680,note_off,,,,,120,0,2,,,,0,51,64
7680,note_off,,,,,120,0,1,,,,0,79,64
7680,note_on,,,,,0,0,2,,,,0,55,31
7800,note_off,,,,,120,0,2,,,,0,55,64
7800,note_on,,,,,0,0,2,,,,0,60,34
7800,note_on,,,,,120,0,1,,,,0,79,42
7920,note_off,,,,,120,0,1,,,,0,79,64
7920,note_off,,,,,120,0,2,,,,0,60,64
7920,note_on,,,,,0,0,2,,,,0,53,40
7920,note_on,,,,,0,0,1,,,,0,74,48
8040,note_off,,,,,120,0,2,,,,0,53,64
8040,note_on,,,,,0,0,2,,,,0,56,32
8040,note_off,,,,,120,0,1,,,,0,74,64
8160,note_off,,,,,120,0,2,,,,0,56,64
8160,note_on,,,,,0,0,2,,,,0,62,36
8160,note_on,,,,,120,0,1,,,,0,74,42
8280,note_off,,,,,120,0,1,,,,0,74,64
8280,note_on,,,,,0,0,1,,,,0,67,50
8280,note_on,,,,,0,0,2,,,,0,55,41
8280,note_off,,,,,120,0,2,,,,0,62,64
8400,note_off,,,,,120,0,1,,,,0,67,64
8400,note_on,,,,,0,0,2,,,,0,59,34
8400,note_off,,,,,120,0,2,,,,0,55,64
8520,note_on,,,,,120,0,1,,,,0,67,44
8520,note_on,,,,,0,0,2,,,,0,65,38
8520,note_off,,,,,120,0,2,,,,0,59,64
8640,note_on,,,,,0,0,2,,,,0,48,42
8640,note_off,,,,,120,0,2,,,,0,65,64
8640,note_on,,,,,0,0,1,,,,0,75,50
8640,note_off,,,,,120,0,1,,,,0,67,64
8760,note_off,,,,,120,0,2,,,,0,48,64
8760,note_off,,,,,120,0,1,,,,0,75,64
8760,note_on,,,,,0,0,2,,,,0,55,41
8880,note_on,,,,,120,0,1,,,,0,75,51
8880,note_off,,,,,120,0,2,,,,0,55,64
8880,note_on,,,,,0,0,2,,,,0,60,43
9000,note_on,,,,,0,0,2,,,,0,51,45
9000,note_off,,,,,120,0,2,,,,0,60,64
9000,note_on,,,,,0,0,1,,,,0,72,57
9000,note_off,,,,,120,0,1,,,,0,75,64
9120,note_off,,,,,120,0,2,,,,0,51,64
9120,note_on,,,,,0,0,2,,,,0,55,46
9120,note_off,,,,,120,0,1,,,,0,72,64
9140,set_tempo,,,,,8420,1,0,226415,,,,,
9240,note_on,,,,,120,0,1,,,,0,72,58
9240,note_off,,,,,120,0,2,,,,0,55,64
9240,note_on,,,,,0,0,2,,,,0,60,49
9360,note_on,,,,,0,0,1,,,,0,80,64
9360,note_off,,,,,120,0,1,,,,0,72,64
9360,note_off,,,,,120,0,2,,,,0,60,64
9360,note_on,,,,,0,0,2,,,,0,53,61
9480,note_on,,,,,0,0,2,,,,0,56,54
9480,note_off,,,,,120,0,1,,,,0,80,64
9480,note_off,,,,,120,0,2,,,,0,53,64
9540,set_tempo,,,,,400,1,0,225564,,,,,
9600,note_on,,,,,120,0,1,,,,0,80,66
9600,note_off,,,,,120,0,2,,,,0,56,64
9600,note_on,,,,,0,0,2,,,,0,60,56
9720,note_off,,,,,120,0,2,,,,0,60,64
9720,note_on,,,,,0,0,1,,,,0,83,73
9720,note_off,,,,,120,0,1,,,,0,80,64
9720,note_on,,,,,0,0,2,,,,0,50,59
9840,note_off,,,,,120,0,1,,,,0,83,64
9840,note_on,,,,,0,0,2,,,,0,53,63
9840,note_off,,,,,120,0,2,,,,0,50,64
9960,note_off,,,,,120,0,2,,,,0,53,64
9960,note_on,,,,,0,0,2,,,,0,60,65
9960,note_on,,,,,120,0,1,,,,0,83,75
10080,note_off,,,,,120,0,1,,,,0,83,64
10080,note_on,,,,,0,0,1,,,,0,84,81
10080,note_off,,,,,120,0,2,,,,0,60,64
10080,note_on,,,,,0,0,2,,,,0,51,78
10200,note_off,,,,,120,0,2,,,,0,51,64
10200,note_off,,,,,120,0,1,,,,0,84,64
10200,note_on,,,,,0,0,2,,,,0,55,69
10320,note_on,,,,,0,0,2,,,,0,60,71
10320,note_off,,,,,120,0,2,,,,0,55,64
10320,note_on,,,,,120,0,1,,,,0,84,81
10340,set_tempo,,,,,800,1,0,223881,,,,,
10440,note_on,,,,,0,0,1,,,,0,87,89
10440,note_off,,,,,120,0,1,,,,0,84,64
10440,note_off,,,,,120,0,2,,,,0,60,64
10440,note_on,,,,,0,0,2,,,,0,48,79
10560,note_off,,,,,120,0,2,,,,0,48,64
10560,note_on,,,,,0,0,2,,,,0,51,94
10560,note_off,,,,,120,0,1,,,,0,87,64
10680,note_on,,,,,120,0,1,,,,0,87,88
10680,note_off,,,,,120,0,2,,,,0,51,64
10680,note_on,,,,,0,0,2,,,,0,55,105
10800,note_off,,,,,120,0,1,,,,0,87,64
10800,note_on,,,,,0,0,1,,,,0,91,105
10800,note_off,,,,,120,0,2,,,,0,55,64
10800,note_on,,,,,0,0,2,,,,0,43,118
10800,control_change,,,,,0,0,1,,64,96,0,,
10920,note_off,,,,,120,0,1,,,,0,91,64
10920,note_off,,,,,120,0,2,,,,0,43,64
10920,note_on,,,,,0,0,2,,,,0,48,97
11040,note_on,,,,,120,0,1,,,,0,91,99
11040,note_on,,,,,0,0,2,,,,0,51,101
11040,note_off,,,,,120,0,2,,,,0,48,64
11152,control_change,,,,,112,0,1,,64,0,0,,
11160,note_off,,,,,8,0,1,,,,0,91,64
11160,note_on,,,,,0,0,2,,,,0,43,103
11160,note_off,,,,,120,0,2,,,,0,51,64
11160,note_on,,,,,0,0,1,,,,0,91,103
11160,control_change,,,,,0,0,1,,64,95,0,,
11280,note_on,,,,,0,0,2,,,,0,47,107
11280,note_off,,,,,120,0,2,,,,0,43,64
11280,note_off,,,,,120,0,1,,,,0,91,64
11400,note_on,,,,,120,0,1,,,,0,91,103
11400,note_on,,,,,0,0,2,,,,0,50,110
11400,note_off,,,,,120,0,2,,,,0,47,64
11460,set_tempo,,,,,1120,1,0,221402,,,,,
11506,control_change,,,,,106,0,1,,64,0,0,,
11520,note_off,,,,,120,0,2,,,,0,50,64
11520,note_off,,,,,14,0,1,,,,0,91,64
11520,control_change,,,,,0,0,1,,64,95,0,,
11520,note_on,,,,,0,0,1,,,,0,96,122
11520,note_on,,,,,0,0,2,,,,0,36,116
11640,note_off,,,,,120,0,1,,,,0,96,64
11640,note_off,,,,,120,0,2,,,,0,36,64
11640,note_on,,,,,0,0,2,,,,0,39,100
11760,note_on,,,,,0,0,2,,,,0,43,89
11760,note_off,,,,,120,0,2,,,,0,39,64
11872,control_change,,,,,232,0,1,,64,0,0,,
11880,note_off,,,,,120,0,2,,,,0,43,64
11880,note_on,,,,,0,0,2,,,,0,48,81
12000,note_off,,,,,120,0,2,,,,0,48,64
12000,note_on,,,,,0,0,2,,,,0,51,73
12040,set_tempo,,,,,580,1,0,219780,,,,,
12120,note_off,,,,,120,0,2,,,,0,51,64
12120,note_on,,,,,0,0,2,,,,0,55,68
12120,note_on,,,,,248,0,1,,,,0,79,45
12140,set_tempo,,,,,100,1,0,218978,,,,,
12240,note_off,,,,,120,0,1,,,,0,79,64
12240,note_on,,,,,0,0,2,,,,0,53,59
12240,note_on,,,,,0,0,1,,,,0,80,57
12240,note_off,,,,,120,0,2,,,,0,55,64
12360,note_off,,,,,120,0,2,,,,0,53,64
12360,note_on,,,,,0,0,2,,,,0,56,53
12360,note_off,,,,,120,0,1,,,,0,80,64
12480,note_off,,,,,120,0,2,,,,0,56,64
12480,note_on,,,,,0,0,2,,,,0,59,46
12480,note_on,,,,,120,0,1,,,,0,80,45
12500,set_tempo,,,,,360,1,0,219780,,,,,
12600,note_on,,,,,0,0,2,,,,0,50,47
12600,note_on,,,,,0,0,1,,,,0,77,54
12600,note_off,,,,,120,0,2,,,,0,59,64
12600,note_off,,,,,120,0,1,,,,0,80,64
12720,note_off,,,,,120,0,1,,,,0,77,64
12720,note_on,,,,,0,0,2,,,,0,53,44
12720,note_off,,,,,120,0,2,,,,0,50,64
12820,set_tempo,,,,,320,1,0,221402,,,,,
12840,note_off,,,,,120,0,2,,,,0,53,64
12840,note_on,,,,,0,0,2,,,,0,56,41
12840,note_on,,,,,120,0,1,,,,0,77,45
12960,note_off,,,,,120,0,1,,,,0,77,64
12960,note_on,,,,,0,0,1,,,,0,74,50
12960,note_off,,,,,120,0,2,,,,0,56,64
12960,note_on,,,,,0,0,2,,,,0,47,40
13080,note_off,,,,,120,0,1,,,,0,74,64
13080,note_on,,,,,0,0,2,,,,0,50,36
13080,note_off,,,,,120,0,2,,,,0,47,64
13100,set_tempo,,,,,280,1,0,222222,,,,,
13200,note_off,,,,,120,0,2,,,,0,50,64
13200,note_on,,,,,120,0,1,,,,0,74,45
13200,note_on,,,,,0,0,2,,,,0,53,35
13320,note_off,,,,,120,0,1,,,,0,74,64
13320,note_on,,,,,0,0,1,,,,0,83,55
13320,note_off,,,,,120,0,2,,,,0,53,64
13320,note_on,,,,,0,0,2,,,,0,43,36
13440,note_off,,,,,120,0,1,,,,0,83,64
13440,note_off,,,,,120,0,2,,,,0,43,64
13440,note_on,,,,,0,0,2,,,,0,50,40
13460,set_tempo,,,,,360,1,0,224719,,,,,
13560,note_on,,,,,0,0,2,,,,0,53,43
13560,note_off,,,,,120,0,2,,,,0,50,64
13560,note_on,,,,,120,0,1,,,,0,83,51
13680,note_on,,,,,0,0,2,,,,0,44,48
13680,note_off,,,,,120,0,2,,,,0,53,64
13680,note_on,,,,,0,0,1,,,,0,84,61
13680,note_off,,,,,120,0,1,,,,0,83,64
13800,note_on,,,,,0,0,2,,,,0,48,43
13800,note_off,,,,,120,0,2,,,,0,44,64
13800,note_off,,,,,120,0,1,,,,0,84,64
13920,note_off,,,,,120,0,2,,,,0,48,64
13920,note_on,,,,,120,0,1,,,,0,84,52
13920,note_on,,,,,0,0,2,,,,0,51,41
14020,set_tempo,,,,,560,1,0,226415,,,,,
14040,note_off,,,,,120,0,1,,,,0,84,64
14040,note_on,,,,,0,0,2,,,,0,42,40
14040,note_off,,,,,120,0,2,,,,0,51,64
14040,note_on,,,,,0,0,1,,,,0,72,56
14160,note_off,,,,,120,0,2,,,,0,42,64
14160,note_on,,,,,0,0,2,,,,0,48,40
14160,note_off,,,,,120,0,1,,,,0,72,64
14240,set_tempo,,,,,220,1,0,229008,,,,,
14280,note_off,,,,,120,0,2,,,,0,48,64
14280,note_on,,,,,0,0,2,,,,0,51,45
14280,note_on,,,,,120,0,1,,,,0,72,40
14400,note_off,,,,,120,0,2,,,,0,51,64
14400,note_on,,,,,0,0,2,,,,0,43,48
14400,note_on,,,,,0,0,1,,,,0,79,52
14400,note_off,,,,,120,0,1,,,,0,72,64
14420,set_tempo,,,,,180,1,0,227273,,,,,
14460,set_tempo,,,,,40,1,0,222222,,,,,
14520,note_off,,,,,120,0,1,,,,0,79,64
14520,note_on,,,,,0,0,2,,,,0,47,52
14520,note_off,,,,,120,0,2,,,,0,43,64
14640,note_on,,,,,120,0,1,,,,0,90,60
14640,note_on,,,,,0,0,2,,,,0,50,56
14640,note_off,,,,,120,0,2,,,,0,47,64
14660,set_tempo,,,,,200,1,0,220588,,,,,
14760,note_off,,,,,120,0,1,,,,0,90,64
14760,note_on,,,,,0,0,2,,,,0,47,61
14760,note_off,,,,,120,0,2,,,,0,50,64
14760,note_on,,,,,0,0,1,,,,0,91,71
14780,set_tempo,,,,,120,1,0,218978,,,,,
14880,note_off,,,,,120,0,1,,,,0,91,64
14880,note_on,,,,,0,0,2,,,,0,50,64
14880,note_off,,,,,120,0,2,,,,0,47,64
14880,note_on,,,,,0,0,1,,,,0,90,82
14940,set_tempo,,,,,160,1,0,216606,,,,,
15000,note_off,,,,,120,0,1,,,,0,90,64
15000,note_on,,,,,0,0,1,,,,0,91,93
15000,note_off,,,,,120,0,2,,,,0,50,64
15000,note_on,,,,,0,0,2,,,,0,55,69
15100,set_tempo,,,,,160,1,0,214286,,,,,
15120,control_change,,,,,0,0,1,,64,95,0,,
15120,note_on,,,,,0,0,2,,,,0,53,72
15120,note_on,,,,,0,0,1,,,,0,92,99
15120,note_off,,,,,120,0,1,,,,0,91,64
15120,note_off,,,,,120,0,2,,,,0,55,64
15240,note_off,,,,,120,0,2,,,,0,53,64
15240,note_on,,,,,0,0,2,,,,0,56,73
15240,note_off,,,,,120,0,1,,,,0,92,64
15360,note_on,,,,,0,0,2,,,,0,59,67
15360,note_on,,,,,120,0,1,,,,0,92,87
15360,note_off,,,,,120,0,2,,,,0,56,64
15440,control_change,,,,,80,0,1,,64,0,0,,
15480,note_off,,,,,40,0,1,,,,0,92,64
15480,note_on,,,,,0,0,1,,,,0,89,84
15480,note_on,,,,,0,0,2,,,,0,50,60
15480,note_off,,,,,120,0,2,,,,0,59,64
15500,set_tempo,,,,,400,1,0,215054,,,,,
15600,note_off,,,,,120,0,1,,,,0,89,64
15600,note_off,,,,,120,0,2,,,,0,50,64
15600,note_on,,,,,0,0,2,,,,0,53,56
15720,note_off,,,,,120,0,2,,,,0,53,64
15720,note_on,,,,,120,0,1,,,,0,89,75
15720,note_on,,,,,0,0,2,,,,0,56,49
15840,note_on,,,,,0,0,2,,,,0,47,44
15840,note_off,,,,,120,0,2,,,,0,56,64
15840,note_off,,,,,120,0,1,,,,0,89,64
15840,note_on,,,,,0,0,1,,,,0,86,70
15960,note_off,,,,,120,0,2,,,,0,47,64
15960,note_on,,,,,0,0,2,,,,0,50,42
15960,note_off,,,,,120,0,1,,,,0,86,64
16080,note_on,,,,,120,0,1,,,,0,86,57
16080,note_off,,,,,120,0,2,,,,0,50,64
16080,note_on,,,,,0,0,2,,,,0,53,45
16200,note_off,,,,,120,0,1,,,,0,86,64
16200,note_on,,,,,0,0,1,,,,0,83,60
16200,note_off,,,,,120,0,2,,,,0,53,64
16200,note_on,,,,,0,0,2,,,,0,43,47
16280,set_tempo,,,,,780,1,0,216606,,,,,
16320,note_on,,,,,0,0,2,,,,0,50,42
16320,note_off,,,,,120,0,2,,,,0,43,64
16320,note_off,,,,,120,0,1,,,,0,83,64
16440,note_on,,,,,0,0,2,,,,0,53,47
16440,note_off,,,,,120,0,2,,,,0,50,64
16440,note_on,,,,,120,0,1,,,,0,83,67
16540,set_tempo,,,,,260,1,0,219780,,,,,
16560,note_on,,,,,0,0,2,,,,0,44,51
16560,note_off,,,,,120,0,2,,,,0,53,64
16560,note_off,,,,,120,0,1,,,,0,83,64
16560,note_on,,,,,0,0,1,,,,0,84,70
16680,note_off,,,,,120,0,2,,,,0,44,64
16680,note_on,,,,,0,0,2,,,,0,48,40
16680,note_off,,,,,120,0,1,,,,0,84,64
16760,set_tempo,,,,,220,1,0,221402,,,,,
16800,note_off,,,,,120,0,2,,,,0,48,64
16800,note_on,,,,,0,0,2,,,,0,51,36
16800,note_on,,,,,120,0,1,,,,0,84,64
16920,note_off,,,,,120,0,1,,,,0,84,64
16920,note_on,,,,,0,0,1,,,,0,78,62
16920,note_off,,,,,120,0,2,,,,0,51,64
16920,note_on,,,,,0,0,2,,,,0,44,41
16980,set_tempo,,,,,220,1,0,225564,,,,,
17040,note_off,,,,,120,0,2,,,,0,44,64
17040,note_off,,,,,120,0,1,,,,0,78,64
17040,note_on,,,,,0,0,2,,,,0,48,37
17160,note_on,,,,,0,0,2,,,,0,50,39
17160,note_off,,,,,120,0,2,,,,0,48,64
17160,note_on,,,,,120,0,1,,,,0,78,52
17280,note_off,,,,,120,0,2,,,,0,50,64
17280,note_on,,,,,0,0,1,,,,0,79,48
17280,note_off,,,,,120,0,1,,,,0,78,64
17280,note_on,,,,,0,0,2,,,,0,43,43
17380,set_tempo,,,,,400,1,0,227273,,,,,
17400,note_off,,,,,120,0,2,,,,0,43,64
17400,note_on,,,,,0,0,2,,,,0,47,47
17460,set_tempo,,,,,80,1,0,229885,,,,,
17480,set_tempo,,,,,20,1,0,230769,,,,,
17520,note_on,,,,,0,0,2,,,,0,50,52
17520,note_off,,,,,120,0,2,,,,0,47,64
17520,note_off,,,,,240,0,1,,,,0,79,64
17640,note_on,,,,,0,0,2,,,,0,55,56
17640,set_tempo,,,,,160,1,0,234375,,,,,
17640,note_off,,,,,120,0,2,,,,0,50,64
17760,note_off,,,,,120,0,2,,,,0,55,64
17760,note_on,,,,,0,0,2,,,,0,53,52
17760,set_tempo,,,,,120,1,0,240964,,,,,
17800,set_tempo,,,,,40,1,0,245902,,,,,
17880,note_off,,,,,120,0,2,,,,0,53,64
17880,note_on,,,,,0,0,2,,,,0,50,47
17880,set_tempo,,,,,80,1,0,250000,,,,,
17880,note_on,,,,,360,0,1,,,,0,67,61
17940,set_tempo,,,,,60,1,0,255319,,,,,
17980,set_tempo,,,,,40,1,0,254237,,,,,
