tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,,0,10,64,,
0,note_on,0,0,1,,,,,,,,,0,,,70,50
0,track_name,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,0,,,,
0,control_change,0,0,2,,,,,,,,,0,7,127,,
0,control_change,0,0,2,,,,,,,,,0,10,64,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,,0,,,42,50
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,0,0,,,,
0,control_change,0,0,3,,,,,,,,,0,7,127,,
0,control_change,0,0,3,,,,,,,,,0,10,64,,
0,control_change,0,0,3,,,,,,,,,0,64,127,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,note_on,0,0,2,,,,,,,,,0,,,49,50
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,Gb,,,,,,,,
0,time_signature,0,1,0,4,2,48,8,,,,,,,,,
0,set_tempo,0,1,0,,,,,,652174,,,,,,,
7,set_tempo,7,1,0,,,,,,651537,,,,,,,
14,set_tempo,7,1,0,,,,,,634988,,,,,,,
21,set_tempo,7,1,0,,,,,,617347,,,,,,,
28,set_tempo,7,1,0,,,,,,600661,,,,,,,
35,set_tempo,7,1,0,,,,,,584852,,,,,,,
40,note_on,40,0,1,,,,,,,,,0,,,58,40
42,set_tempo,7,1,0,,,,,,569855,,,,,,,
49,set_tempo,7,1,0,,,,,,555607,,,,,,,
56,set_tempo,7,1,0,,,,,,542054,,,,,,,
63,set_tempo,7,1,0,,,,,,530551,,,,,,,
70,set_tempo,7,1,0,,,,,,518179,,,,,,,
77,set_tempo,7,1,0,,,,,,506372,,,,,,,
80,note_on,40,0,1,,,,,,,,,0,,,58,0
80,note_on,0,0,1,,,,,,,,,0,,,61,40
84,set_tempo,7,1,0,,,,,,495090,,,,,,,
91,set_tempo,7,1,0,,,,,,484301,,,,,,,
98,set_tempo,7,1,0,,,,,,473971,,,,,,,
105,set_tempo,7,1,0,,,,,,464073,,,,,,,
112,set_tempo,7,1,0,,,,,,454580,,,,,,,
120,set_tempo,8,1,0,,,,,,454545,,,,,,,
120,note_on,40,0,1,,,,,,,,,0,,,61,0
120,note_on,0,0,1,,,,,,,,,0,,,66,40
160,note_on,40,0,1,,,,,,,,,0,,,66,0
160,note_on,0,0,1,,,,,,,,,0,,,61,40
200,note_on,40,0,1,,,,,,,,,0,,,61,0
