tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,,0,10,64,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,0,,,,
0,control_change,0,0,2,,,,,,,,,0,7,127,,
0,control_change,0,0,2,,,,,,,,,0,10,64,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,0,0,,,,
0,control_change,0,0,3,,,,,,,,,0,7,127,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,0,10,64,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,0,0,,,,
0,control_change,0,0,4,,,,,,,,,0,7,127,,
0,control_change,0,0,4,,,,,,,,,0,10,64,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,program_change,0,0,5,,,,,,,,0,0,,,,
0,control_change,0,0,5,,,,,,,,,0,7,127,,
0,control_change,0,0,5,,,,,,,,,0,10,64,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,Ab,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,476190,,,,,,,
0,time_signature,0,1,0,3,8,12,8,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
165,note_on,165,0,1,,,,,,,,,0,,,73,60
180,note_on,180,0,4,,,,,,,,,0,,,53,60
180,note_on,0,0,1,,,,,,,,,0,,,72,60
180,note_on,15,0,1,,,,,,,,,0,,,73,0
210,note_on,30,0,4,,,,,,,,,0,,,53,0
210,note_on,30,0,1,,,,,,,,,0,,,72,0
240,note_on,0,0,4,,,,,,,,,0,,,56,60
240,note_on,30,0,1,,,,,,,,,0,,,72,60
240,note_on,30,0,4,,,,,,,,,0,,,65,60
240,note_on,0,0,4,,,,,,,,,0,,,60,60
270,note_on,0,0,1,,,,,,,,,0,,,73,60
270,note_on,30,0,1,,,,,,,,,0,,,72,0
270,note_on,0,0,4,,,,,,,,,0,,,60,0
270,note_on,0,0,4,,,,,,,,,0,,,65,0
270,note_on,30,0,4,,,,,,,,,0,,,56,0
300,note_on,0,0,1,,,,,,,,,0,,,72,60
300,note_on,30,0,1,,,,,,,,,0,,,73,0
300,note_on,30,0,4,,,,,,,,,0,,,53,60
330,note_on,30,0,4,,,,,,,,,0,,,53,0
330,note_on,30,0,1,,,,,,,,,0,,,72,0
