tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,,0,10,64,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,0,,,,
0,control_change,0,0,2,,,,,,,,,0,7,127,,
0,control_change,0,0,2,,,,,,,,,0,10,64,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,0,0,,,,
0,control_change,0,0,3,,,,,,,,,0,7,127,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,0,10,64,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,0,0,,,,
0,control_change,0,0,4,,,,,,,,,0,7,127,,
0,control_change,0,0,4,,,,,,,,,0,10,64,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,program_change,0,0,5,,,,,,,,0,0,,,,
0,control_change,0,0,5,,,,,,,,,0,7,127,,
0,control_change,0,0,5,,,,,,,,,0,10,64,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,Ab,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,500000,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
435,note_on,435,0,1,,,,,,,,,0,,,60,100
450,note_on,0,0,1,,,,,,,,,0,,,65,100
450,note_on,15,0,1,,,,,,,,,0,,,60,0
465,note_on,15,0,1,,,,,,,,,0,,,65,0
465,note_on,0,0,1,,,,,,,,,0,,,68,100
480,note_on,0,0,4,,,,,,,,,0,,,48,100
480,note_on,15,0,1,,,,,,,,,0,,,68,0
480,note_on,0,0,4,,,,,,,,,0,,,41,100
480,note_on,0,0,1,,,,,,,,,0,,,72,100
480,control_change,480,0,5,,,,,,,,,0,64,127,,
480,note_on,480,0,4,,,,,,,,,0,,,56,100
690,note_on,0,0,1,,,,,,,,,0,,,70,60
690,note_on,210,0,1,,,,,,,,,0,,,72,0
720,note_on,30,0,1,,,,,,,,,0,,,70,0
720,note_on,0,0,1,,,,,,,,,0,,,68,60
810,note_on,90,0,1,,,,,,,,,0,,,68,0
810,note_on,0,0,1,,,,,,,,,0,,,70,60
825,control_change,345,0,5,,,,,,,,,0,64,0,,
840,control_change,15,0,5,,,,,,,,,0,64,127,,
840,note_on,0,0,4,,,,,,,,,0,,,43,60
