tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,,1,10,97,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,0,3,,,,
0,control_change,0,0,4,,,,,,,,,3,7,127,,
0,note_on,0,0,2,,,,,,,,,1,,,57,36
0,control_change,0,0,4,,,,,,,,,3,10,30,,
0,note_on,0,0,4,,,,,,,,,3,,,48,36
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,,0,10,97,,
0,control_change,0,0,1,,,,,,,,,0,64,127,,
0,note_on,0,0,1,,,,,,,,,0,,,60,49
0,note_on,0,0,4,,,,,,,,,3,,,41,36
0,note_on,0,0,2,,,,,,,,,1,,,60,36
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,control_change,0,0,3,,,,,,,,,2,10,30,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,F,,,,,,,,
0,set_tempo,0,1,0,,,,,,555556,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,0,2,,,,
0,control_change,0,0,3,,,,,,,,,2,7,127,,
0,control_change,0,0,3,,,,,,,,,2,64,127,,
0,note_on,0,0,3,,,,,,,,,2,,,48,36
180,note_on,180,0,1,,,,,,,,,0,,,60,0
180,note_on,0,0,1,,,,,,,,,0,,,65,49
180,note_on,0,0,3,,,,,,,,,2,,,53,36
180,note_on,180,0,3,,,,,,,,,2,,,48,0
240,note_on,60,0,3,,,,,,,,,2,,,53,0
240,note_on,0,0,3,,,,,,,,,2,,,57,36
240,note_on,240,0,4,,,,,,,,,3,,,48,0
240,note_on,0,0,1,,,,,,,,,0,,,69,49
240,note_on,60,0,1,,,,,,,,,0,,,65,0
240,note_on,240,0,2,,,,,,,,,1,,,60,0
240,note_on,0,0,2,,,,,,,,,1,,,57,0
240,note_on,0,0,4,,,,,,,,,3,,,41,0
360,note_on,120,0,1,,,,,,,,,0,,,69,0
360,control_change,0,0,1,,,,,,,,,0,64,0,,
360,note_on,120,0,3,,,,,,,,,2,,,57,0
360,control_change,0,0,3,,,,,,,,,2,64,0,,
360,note_on,0,0,3,,,,,,,,,2,,,62,36
360,note_on,0,0,1,,,,,,,,,0,,,74,49
480,note_on,0,0,3,,,,,,,,,2,,,60,36
480,note_on,240,0,4,,,,,,,,,3,,,40,36
480,control_change,0,0,3,,,,,,,,,2,64,127,,
480,note_on,0,0,4,,,,,,,,,3,,,55,36
480,note_on,120,0,3,,,,,,,,,2,,,62,0
480,note_on,0,0,4,,,,,,,,,3,,,48,36
480,note_on,0,0,1,,,,,,,,,0,,,72,49
480,note_on,240,0,2,,,,,,,,,1,,,67,36
480,note_on,120,0,1,,,,,,,,,0,,,74,0
480,control_change,0,0,1,,,,,,,,,0,64,127,,
660,note_on,180,0,3,,,,,,,,,2,,,60,0
660,note_on,0,0,3,,,,,,,,,2,,,58,36
660,note_on,180,0,1,,,,,,,,,0,,,72,0
660,note_on,0,0,1,,,,,,,,,0,,,70,49
720,note_on,240,0,2,,,,,,,,,1,,,67,0
720,note_on,0,0,4,,,,,,,,,3,,,40,0
720,note_on,0,0,4,,,,,,,,,3,,,48,0
720,note_on,240,0,4,,,,,,,,,3,,,55,0
720,note_on,0,0,1,,,,,,,,,0,,,67,49
720,note_on,60,0,1,,,,,,,,,0,,,70,0
720,note_on,60,0,3,,,,,,,,,2,,,58,0
720,note_on,0,0,3,,,,,,,,,2,,,55,36
840,note_on,120,0,1,,,,,,,,,0,,,67,0
840,note_on,120,0,3,,,,,,,,,2,,,55,0
840,control_change,0,0,3,,,,,,,,,2,64,0,,
840,note_on,0,0,3,,,,,,,,,2,,,57,36
840,control_change,0,0,1,,,,,,,,,0,64,0,,
840,note_on,0,0,1,,,,,,,,,0,,,69,49
960,note_on,120,0,1,,,,,,,,,0,,,69,0
960,note_on,0,0,1,,,,,,,,,0,,,53,49
960,note_on,0,0,1,,,,,,,,,0,,,57,49
960,note_on,0,0,1,,,,,,,,,0,,,65,49
960,note_on,0,0,3,,,,,,,,,2,,,50,36
960,note_on,0,0,3,,,,,,,,,2,,,45,36
960,note_on,0,0,3,,,,,,,,,2,,,38,36
960,note_on,120,0,3,,,,,,,,,2,,,57,0
1200,note_on,0,0,1,,,,,,,,,0,,,70,49
1200,note_on,240,0,1,,,,,,,,,0,,,65,0
1200,note_on,0,0,1,,,,,,,,,0,,,57,0
1200,note_on,0,0,1,,,,,,,,,0,,,53,0
1200,note_on,0,0,1,,,,,,,,,0,,,58,49
1200,note_on,0,0,1,,,,,,,,,0,,,60,49
1200,note_on,0,0,3,,,,,,,,,2,,,38,0
1200,note_on,240,0,3,,,,,,,,,2,,,50,0
1200,note_on,0,0,3,,,,,,,,,2,,,45,0
1200,note_on,0,0,3,,,,,,,,,2,,,40,36
1200,note_on,0,0,3,,,,,,,,,2,,,48,36
1200,note_on,0,0,3,,,,,,,,,2,,,52,36
1200,note_on,0,0,1,,,,,,,,,0,,,67,49
1440,note_on,0,0,3,,,,,,,,,2,,,48,36
1440,note_on,0,0,3,,,,,,,,,2,,,41,36
1440,note_on,240,0,3,,,,,,,,,2,,,52,0
1440,note_on,0,0,3,,,,,,,,,2,,,48,0
