tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,control,value,note,velocity
0,time_signature,1,8,12,8,0,1,0,,,,,,,,
0,control_change,,,,,0,0,1,,,,0,64,0,,
0,control_change,,,,,0,0,1,,,,0,64,0,,
0,program_change,,,,,0,0,1,,,1,0,,,,
0,track_name,,,,,0,1,1,,,,,,,,
0,key_signature,,,,,0,1,0,C,,,,,,,
0,set_tempo,,,,,0,1,0,,400000,,,,,,
512,set_tempo,,,,,512,1,0,,428571,,,,,,
512,note_on,,,,,0,0,1,,,,0,,,79,56
512,note_on,,,,,0,0,1,,,,0,,,67,38
512,control_change,,,,,0,0,1,,,,0,64,0,,
512,control_change,,,,,512,0,1,,,,0,64,0,,
1024,set_tempo,,,,,0,1,0,,400000,,,,,,
1024,time_signature,2,4,24,8,512,1,0,,,,,,,,
1024,note_on,,,,,0,0,1,,,,0,,,55,21
1024,note_on,,,,,0,0,1,,,,0,,,52,28
1024,control_change,,,,,0,0,1,,,,0,64,0,,
1024,control_change,,,,,512,0,1,,,,0,64,0,,
1296,note_off,,,,,0,0,1,,,,0,,,79,0
1296,note_off,,,,,272,0,1,,,,0,,,67,0
1376,note_off,,,,,0,0,1,,,,0,,,55,0
1376,note_off,,,,,80,0,1,,,,0,,,52,0
1536,note_on,,,,,0,0,1,,,,0,,,76,56
1536,note_on,,,,,160,0,1,,,,0,,,64,38
2048,note_on,,,,,0,0,1,,,,0,,,55,21
2048,note_on,,,,,512,0,1,,,,0,,,48,28
2320,note_off,,,,,0,0,1,,,,0,,,76,0
2320,note_off,,,,,272,0,1,,,,0,,,64,0
2400,note_off,,,,,80,0,1,,,,0,,,48,0
2400,note_off,,,,,0,0,1,,,,0,,,55,0
2560,note_on,,,,,160,0,1,,,,0,,,62,38
2560,note_on,,,,,0,0,1,,,,0,,,74,51
3072,note_on,,,,,0,0,1,,,,0,,,47,28
3072,control_change,,,,,512,0,1,,,,0,64,0,,
3072,control_change,,,,,0,0,1,,,,0,64,0,,
3072,note_on,,,,,0,0,1,,,,0,,,55,21
3344,note_off,,,,,0,0,1,,,,0,,,74,0
3344,note_off,,,,,272,0,1,,,,0,,,62,0
3424,note_off,,,,,0,0,1,,,,0,,,55,0
3424,note_off,,,,,80,0,1,,,,0,,,47,0
3584,note_on,,,,,160,0,1,,,,0,,,60,37
3584,note_on,,,,,0,0,1,,,,0,,,72,53
4096,note_on,,,,,512,0,1,,,,0,,,45,28
4096,note_on,,,,,0,0,1,,,,0,,,55,21
4368,note_off,,,,,0,0,1,,,,0,,,72,0
4368,note_off,,,,,272,0,1,,,,0,,,60,0
4448,note_off,,,,,80,0,1,,,,0,,,45,0
4448,note_off,,,,,0,0,1,,,,0,,,55,0
4608,note_on,,,,,0,0,1,,,,0,,,69,46
4608,note_on,,,,,160,0,1,,,,0,,,57,35
5120,note_on,,,,,0,0,1,,,,0,,,55,25
5120,note_on,,,,,0,0,1,,,,0,,,53,32
5120,control_change,,,,,0,0,1,,,,0,64,0,,
5120,control_change,,,,,512,0,1,,,,0,64,0,,
5392,note_off,,,,,0,0,1,,,,0,,,69,0
5392,note_off,,,,,272,0,1,,,,0,,,57,0
5472,note_off,,,,,0,0,1,,,,0,,,55,0
5472,note_off,,,,,80,0,1,,,,0,,,53,0
5632,note_on,,,,,160,0,1,,,,0,,,59,32
5632,note_on,,,,,0,0,1,,,,0,,,71,43
6144,note_on,,,,,0,0,1,,,,0,,,55,21
6144,note_on,,,,,512,0,1,,,,0,,,50,28
6318,note_off,,,,,174,0,1,,,,0,,,50,0
6318,note_off,,,,,0,0,1,,,,0,,,55,0
6416,note_off,,,,,0,0,1,,,,0,,,71,0
6416,note_off,,,,,98,0,1,,,,0,,,59,0
6656,note_on,,,,,0,0,1,,,,0,,,55,24
6656,note_on,,,,,0,0,1,,,,0,,,52,31
6656,note_on,,,,,0,0,1,,,,0,,,72,47
6656,note_on,,,,,240,0,1,,,,0,,,60,34
6830,note_off,,,,,0,0,1,,,,0,,,52,0
6830,note_off,,,,,0,0,1,,,,0,,,72,0
6830,note_off,,,,,174,0,1,,,,0,,,60,0
6830,note_off,,,,,0,0,1,,,,0,,,55,0
7168,note_on,,,,,0,0,1,,,,0,,,74,58
7168,control_change,,,,,0,0,1,,,,0,64,0,,
7168,note_on,,,,,0,0,1,,,,0,,,62,45
7168,note_on,,,,,0,0,1,,,,0,,,53,34
7168,note_on,,,,,0,0,1,,,,0,,,55,27
7168,set_tempo,,,,,6144,1,0,,428571,,,,,,
7168,control_change,,,,,338,0,1,,,,0,64,0,,
7680,set_tempo,,,,,512,1,0,,400000,,,,,,
7680,note_on,,,,,512,0,1,,,,0,,,64,38
7680,note_on,,,,,0,0,1,,,,0,,,76,51
7730,note_off,,,,,0,0,1,,,,0,,,74,0
7730,note_off,,,,,50,0,1,,,,0,,,62,0
7854,note_off,,,,,0,0,1,,,,0,,,76,0
7854,note_off,,,,,124,0,1,,,,0,,,64,0
7952,note_off,,,,,98,0,1,,,,0,,,53,0
7952,note_off,,,,,0,0,1,,,,0,,,55,0
8192,note_on,,,,,0,0,1,,,,0,,,52,28
8192,note_on,,,,,0,0,1,,,,0,,,72,48
8192,note_on,,,,,240,0,1,,,,0,,,60,35
8192,note_on,,,,,0,0,1,,,,0,,,55,21
8366,note_off,,,,,174,0,1,,,,0,,,60,0
8366,note_off,,,,,0,0,1,,,,0,,,72,0
8366,note_off,,,,,0,0,1,,,,0,,,52,0
8366,note_off,,,,,0,0,1,,,,0,,,55,0
8704,note_on,,,,,338,0,1,,,,0,,,62,38
8704,note_on,,,,,0,0,1,,,,0,,,53,31
8704,note_on,,,,,0,0,1,,,,0,,,55,24
8704,note_on,,,,,0,0,1,,,,0,,,74,51
8878,note_off,,,,,174,0,1,,,,0,,,62,0
8878,note_off,,,,,0,0,1,,,,0,,,74,0
8878,note_off,,,,,0,0,1,,,,0,,,53,0
8878,note_off,,,,,0,0,1,,,,0,,,55,0
9216,control_change,,,,,338,0,1,,,,0,64,0,,
9216,control_change,,,,,0,0,1,,,,0,64,0,,
9216,note_on,,,,,0,0,1,,,,0,,,74,58
9216,note_on,,,,,0,0,1,,,,0,,,53,34
9216,note_on,,,,,0,0,1,,,,0,,,62,45
9216,note_on,,,,,0,0,1,,,,0,,,55,27
9728,note_on,,,,,0,0,1,,,,0,,,76,51
9728,note_on,,,,,512,0,1,,,,0,,,64,38
9778,note_off,,,,,0,0,1,,,,0,,,74,0
9778,note_off,,,,,50,0,1,,,,0,,,62,0
9902,note_off,,,,,0,0,1,,,,0,,,76,0
9902,note_off,,,,,124,0,1,,,,0,,,64,0
10000,note_off,,,,,0,0,1,,,,0,,,55,0
10000,note_off,,,,,98,0,1,,,,0,,,53,0
10240,set_tempo,,,,,2560,1,0,,461538,,,,,,
10240,note_on,,,,,0,0,1,,,,0,,,55,21
10240,note_on,,,,,0,0,1,,,,0,,,52,28
10240,note_on,,,,,240,0,1,,,,0,,,60,35
10240,note_on,,,,,0,0,1,,,,0,,,72,48
10414,note_off,,,,,0,0,1,,,,0,,,55,0
10414,note_off,,,,,0,0,1,,,,0,,,72,0
10414,note_off,,,,,174,0,1,,,,0,,,60,0
10414,note_off,,,,,0,0,1,,,,0,,,52,0
10752,note_on,,,,,0,0,1,,,,0,,,81,59
10752,note_on,,,,,338,0,1,,,,0,,,69,46
10752,set_tempo,,,,,512,1,0,,400000,,,,,,
11264,note_on,,,,,0,0,1,,,,0,,,57,25
11264,note_on,,,,,0,0,1,,,,0,,,49,32
11264,control_change,,,,,0,0,1,,,,0,64,0,,
11264,control_change,,,,,512,0,1,,,,0,64,0,,
11536,note_off,,,,,272,0,1,,,,0,,,69,0
11536,note_off,,,,,0,0,1,,,,0,,,81,0
11616,note_off,,,,,80,0,1,,,,0,,,49,0
11616,note_off,,,,,0,0,1,,,,0,,,57,0
11776,note_on,,,,,160,0,1,,,,0,,,65,42
11776,note_on,,,,,0,0,1,,,,0,,,77,55
12288,note_on,,,,,0,0,1,,,,0,,,57,25
12288,note_on,,,,,512,0,1,,,,0,,,50,32
12560,note_off,,,,,272,0,1,,,,0,,,65,0
12560,note_off,,,,,0,0,1,,,,0,,,77,0
12640,note_off,,,,,80,0,1,,,,0,,,50,0
12640,note_off,,,,,0,0,1,,,,0,,,57,0
12800,note_on,,,,,0,0,1,,,,0,,,76,55
12800,note_on,,,,,160,0,1,,,,0,,,64,42
13312,control_change,,,,,0,0,1,,,,0,64,0,,
13312,note_on,,,,,0,0,1,,,,0,,,52,32
13312,note_on,,,,,0,0,1,,,,0,,,57,25
13312,control_change,,,,,512,0,1,,,,0,64,0,,
13584,note_off,,,,,0,0,1,,,,0,,,76,0
13584,note_off,,,,,272,0,1,,,,0,,,64,0
13664,note_off,,,,,0,0,1,,,,0,,,57,0
13664,note_off,,,,,80,0,1,,,,0,,,52,0
13824,note_on,,,,,160,0,1,,,,0,,,62,41
13824,note_on,,,,,0,0,1,,,,0,,,74,53
14336,note_on,,,,,0,0,1,,,,0,,,57,25
14336,note_on,,,,,512,0,1,,,,0,,,53,32
14608,note_off,,,,,272,0,1,,,,0,,,62,0
14608,note_off,,,,,0,0,1,,,,0,,,74,0
14688,note_off,,,,,0,0,1,,,,0,,,57,0
14688,note_off,,,,,80,0,1,,,,0,,,53,0
14848,set_tempo,,,,,4096,1,0,,428571,,,,,,
14848,note_on,,,,,0,0,1,,,,0,,,70,50
14848,note_on,,,,,160,0,1,,,,0,,,58,39
15360,control_change,,,,,0,0,1,,,,0,64,0,,
15360,note_on,,,,,0,0,1,,,,0,,,55,36
15360,note_on,,,,,0,0,1,,,,0,,,57,29
15360,control_change,,,,,512,0,1,,,,0,64,0,,
15360,set_tempo,,,,,512,1,0,,400000,,,,,,
15632,note_off,,,,,272,0,1,,,,0,,,58,0
15632,note_off,,,,,0,0,1,,,,0,,,70,0
15712,note_off,,,,,80,0,1,,,,0,,,55,0
15712,note_off,,,,,0,0,1,,,,0,,,57,0
15872,note_on,,,,,0,0,1,,,,0,,,69,47
15872,note_on,,,,,160,0,1,,,,0,,,57,36
16384,note_on,,,,,0,0,1,,,,0,,,57,25
16384,note_on,,,,,512,0,1,,,,0,,,53,32
16558,note_off,,,,,174,0,1,,,,0,,,53,0
16558,note_off,,,,,0,0,1,,,,0,,,57,0
16656,note_off,,,,,98,0,1,,,,0,,,57,0
16656,note_off,,,,,0,0,1,,,,0,,,69,0
16896,note_on,,,,,0,0,1,,,,0,,,57,28
16896,note_on,,,,,240,0,1,,,,0,,,65,38
16896,note_on,,,,,0,0,1,,,,0,,,77,51
16896,note_on,,,,,0,0,1,,,,0,,,50,35
17070,note_off,,,,,174,0,1,,,,0,,,65,0
17070,note_off,,,,,0,0,1,,,,0,,,77,0
17070,note_off,,,,,0,0,1,,,,0,,,57,0
17070,note_off,,,,,0,0,1,,,,0,,,50,0
17408,set_tempo,,,,,2048,1,0,,444444,,,,,,
17408,control_change,,,,,338,0,1,,,,0,64,0,,
17408,control_change,,,,,0,0,1,,,,0,64,0,,
17408,note_on,,,,,0,0,1,,,,0,,,64,49
17408,note_on,,,,,0,0,1,,,,0,,,76,62
17408,note_on,,,,,0,0,1,,,,0,,,55,38
17408,note_on,,,,,0,0,1,,,,0,,,57,31
17920,set_tempo,,,,,512,1,0,,400000,,,,,,
17920,note_on,,,,,512,0,1,,,,0,,,73,42
17970,note_off,,,,,0,0,1,,,,0,,,76,0
17970,note_off,,,,,50,0,1,,,,0,,,64,0
18094,note_off,,,,,124,0,1,,,,0,,,73,0
18192,note_off,,,,,98,0,1,,,,0,,,55,0
18192,note_off,,,,,0,0,1,,,,0,,,57,0
18432,note_on,,,,,240,0,1,,,,0,,,62,39
18432,note_on,,,,,0,0,1,,,,0,,,74,52
18432,note_on,,,,,0,0,1,,,,0,,,53,32
18432,note_on,,,,,0,0,1,,,,0,,,57,25
18606,note_off,,,,,0,0,1,,,,0,,,53,0
18606,note_off,,,,,174,0,1,,,,0,,,62,0
18606,note_off,,,,,0,0,1,,,,0,,,74,0
18606,note_off,,,,,0,0,1,,,,0,,,57,0
18944,note_on,,,,,0,0,1,,,,0,,,57,28
18944,note_on,,,,,0,0,1,,,,0,,,50,35
18944,note_on,,,,,0,0,1,,,,0,,,77,55
18944,note_on,,,,,338,0,1,,,,0,,,65,42
19118,note_off,,,,,174,0,1,,,,0,,,65,0
19118,note_off,,,,,0,0,1,,,,0,,,77,0
19118,note_off,,,,,0,0,1,,,,0,,,50,0
19118,note_off,,,,,0,0,1,,,,0,,,57,0
19456,note_on,,,,,0,0,1,,,,0,,,57,31
19456,set_tempo,,,,,1536,1,0,,428571,,,,,,
19456,control_change,,,,,338,0,1,,,,0,64,0,,
19456,control_change,,,,,0,0,1,,,,0,64,0,,
19456,note_on,,,,,0,0,1,,,,0,,,64,49
19456,note_on,,,,,0,0,1,,,,0,,,76,62
19456,note_on,,,,,0,0,1,,,,0,,,55,38
19968,note_on,,,,,512,0,1,,,,0,,,73,42
19968,set_tempo,,,,,512,1,0,,400000,,,,,,
20018,note_off,,,,,50,0,1,,,,0,,,64,0
20018,note_off,,,,,0,0,1,,,,0,,,76,0
20142,note_off,,,,,124,0,1,,,,0,,,73,0
20240,note_off,,,,,98,0,1,,,,0,,,55,0
20240,note_off,,,,,0,0,1,,,,0,,,57,0
20480,note_on,,,,,240,0,1,,,,0,,,62,39
20480,note_on,,,,,0,0,1,,,,0,,,74,52
20480,note_on,,,,,0,0,1,,,,0,,,53,32
20480,note_on,,,,,0,0,1,,,,0,,,57,25
20654,note_off,,,,,174,0,1,,,,0,,,62,0
20654,note_off,,,,,0,0,1,,,,0,,,74,0
20992,note_off,,,,,0,0,1,,,,0,,,57,0
20992,note_off,,,,,0,0,1,,,,0,,,53,0
20992,set_tempo,,,,,1024,1,0,,444444,,,,,,
20992,note_on,,,,,338,0,1,,,,0,,,65,60
20992,note_on,,,,,0,0,1,,,,0,,,77,67
21504,note_on,,,,,0,0,1,,,,0,,,53,55
21504,note_on,,,,,0,0,1,,,,0,,,50,43
21504,set_tempo,,,,,512,1,0,,400000,,,,,,
21504,control_change,,,,,0,0,1,,,,0,64,0,,
21504,control_change,,,,,512,0,1,,,,0,64,0,,
21504,note_on,,,,,0,0,1,,,,0,,,46,43
22016,note_off,,,,,512,0,1,,,,0,,,65,0
22016,note_off,,,,,0,0,1,,,,0,,,77,0
22016,note_off,,,,,0,0,1,,,,0,,,46,0
22016,note_off,,,,,0,0,1,,,,0,,,50,0
22016,note_off,,,,,0,0,1,,,,0,,,53,0
22016,note_on,,,,,0,0,1,,,,0,,,65,61
22016,note_on,,,,,0,0,1,,,,0,,,77,67
22528,note_on,,,,,0,0,1,,,,0,,,50,43
22528,note_on,,,,,512,0,1,,,,0,,,46,43
22528,note_on,,,,,0,0,1,,,,0,,,53,55
23040,note_on,,,,,0,0,1,,,,0,,,79,71
23040,note_off,,,,,0,0,1,,,,0,,,77,0
23040,note_off,,,,,0,0,1,,,,0,,,46,0
23040,note_off,,,,,0,0,1,,,,0,,,50,0
23040,note_off,,,,,0,0,1,,,,0,,,53,0
23040,note_on,,,,,0,0,1,,,,0,,,67,65
23040,note_off,,,,,512,0,1,,,,0,,,65,0
23552,set_tempo,,,,,2048,1,0,,428571,,,,,,
23552,note_on,,,,,0,0,1,,,,0,,,55,61
23552,control_change,,,,,0,0,1,,,,0,64,0,,
23552,control_change,,,,,512,0,1,,,,0,64,0,,
23552,note_on,,,,,0,0,1,,,,0,,,46,49
23552,note_on,,,,,0,0,1,,,,0,,,51,49
24064,set_tempo,,,,,512,1,0,,400000,,,,,,
24064,note_on,,,,,0,0,1,,,,0,,,77,64
24064,note_off,,,,,512,0,1,,,,0,,,67,0
24064,note_off,,,,,0,0,1,,,,0,,,55,0
24064,note_on,,,,,0,0,1,,,,0,,,65,58
24064,note_off,,,,,0,0,1,,,,0,,,51,0
24064,note_off,,,,,0,0,1,,,,0,,,79,0
24064,note_off,,,,,0,0,1,,,,0,,,46,0
24576,note_on,,,,,512,0,1,,,,0,,,46,40
24576,note_on,,,,,0,0,1,,,,0,,,50,40
24576,note_on,,,,,0,0,1,,,,0,,,53,52
25088,note_off,,,,,0,0,1,,,,0,,,77,0
25088,note_off,,,,,0,0,1,,,,0,,,46,0
25088,note_off,,,,,0,0,1,,,,0,,,50,0
25088,note_off,,,,,0,0,1,,,,0,,,53,0
25088,note_on,,,,,0,0,1,,,,0,,,74,47
25088,note_off,,,,,512,0,1,,,,0,,,65,0
25344,note_off,,,,,256,0,1,,,,0,,,74,0
25344,note_on,,,,,0,0,1,,,,0,,,77,43
25600,set_tempo,,,,,1536,1,0,,461538,,,,,,
25600,note_on,,,,,0,0,1,,,,0,,,65,33
25600,note_on,,,,,0,0,1,,,,0,,,58,21
25600,note_off,,,,,0,0,1,,,,0,,,77,0
25600,control_change,,,,,0,0,1,,,,0,64,0,,
25600,control_change,,,,,256,0,1,,,,0,64,0,,
25600,note_on,,,,,0,0,1,,,,0,,,62,21
25600,note_on,,,,,0,0,1,,,,0,,,74,47
25745,control_change,,,,,145,0,1,,,,0,64,127,,
25774,note_off,,,,,29,0,1,,,,0,,,58,0
25774,note_off,,,,,0,0,1,,,,0,,,62,0
25774,note_off,,,,,0,0,1,,,,0,,,65,0
25856,note_off,,,,,82,0,1,,,,0,,,74,0
25856,note_on,,,,,0,0,1,,,,0,,,77,43
25856,set_tempo,,,,,256,1,0,,400000,,,,,,
26112,set_tempo,,,,,256,1,0,,387096,,,,,,
26112,note_on,,,,,0,0,1,,,,0,,,65,33
26112,note_on,,,,,0,0,1,,,,0,,,82,43
26112,note_off,,,,,256,0,1,,,,0,,,77,0
26112,note_on,,,,,0,0,1,,,,0,,,58,21
26112,note_on,,,,,0,0,1,,,,0,,,62,21
26286,note_off,,,,,174,0,1,,,,0,,,58,0
26286,note_off,,,,,0,0,1,,,,0,,,62,0
26286,note_off,,,,,0,0,1,,,,0,,,65,0
26368,note_off,,,,,82,0,1,,,,0,,,82,0
26368,note_on,,,,,0,0,1,,,,0,,,86,43
26624,note_on,,,,,0,0,1,,,,0,,,65,33
26624,note_off,,,,,256,0,1,,,,0,,,86,0
26624,note_on,,,,,0,0,1,,,,0,,,82,47
26624,note_on,,,,,0,0,1,,,,0,,,58,21
26624,note_on,,,,,0,0,1,,,,0,,,62,21
26798,note_off,,,,,0,0,1,,,,0,,,62,0
26798,note_off,,,,,0,0,1,,,,0,,,65,0
26798,note_off,,,,,174,0,1,,,,0,,,58,0
26880,note_off,,,,,82,0,1,,,,0,,,82,0
26880,note_on,,,,,0,0,1,,,,0,,,77,43
27136,note_on,,,,,0,0,1,,,,0,,,74,43
27136,note_on,,,,,0,0,1,,,,0,,,65,33
27136,note_on,,,,,0,0,1,,,,0,,,62,21
27136,note_on,,,,,0,0,1,,,,0,,,58,21
27136,note_off,,,,,256,0,1,,,,0,,,77,0
27310,note_off,,,,,0,0,1,,,,0,,,62,0
27310,note_off,,,,,0,0,1,,,,0,,,65,0
27310,note_off,,,,,174,0,1,,,,0,,,58,0
27392,note_on,,,,,0,0,1,,,,0,,,77,43
27392,note_off,,,,,82,0,1,,,,0,,,74,0
27420,control_change,,,,,28,0,1,,,,0,64,0,,
27648,note_on,,,,,0,0,1,,,,0,,,63,21
27648,control_change,,,,,0,0,1,,,,0,64,0,,
27648,control_change,,,,,228,0,1,,,,0,64,0,,
27648,note_on,,,,,0,0,1,,,,0,,,58,21
27648,note_off,,,,,0,0,1,,,,0,,,77,0
27648,note_on,,,,,0,0,1,,,,0,,,75,47
27648,note_on,,,,,0,0,1,,,,0,,,67,33
27822,note_off,,,,,174,0,1,,,,0,,,58,0
27822,note_off,,,,,0,0,1,,,,0,,,63,0
27822,note_off,,,,,0,0,1,,,,0,,,67,0
27904,note_on,,,,,0,0,1,,,,0,,,79,43
27904,note_off,,,,,82,0,1,,,,0,,,75,0
28160,note_on,,,,,0,0,1,,,,0,,,72,43
28160,note_on,,,,,0,0,1,,,,0,,,58,21
28160,note_on,,,,,0,0,1,,,,0,,,60,21
28160,note_on,,,,,0,0,1,,,,0,,,65,33
28160,note_off,,,,,256,0,1,,,,0,,,79,0
28334,note_off,,,,,174,0,1,,,,0,,,58,0
28334,note_off,,,,,0,0,1,,,,0,,,60,0
28334,note_off,,,,,0,0,1,,,,0,,,65,0
28416,note_on,,,,,0,0,1,,,,0,,,81,43
28416,note_off,,,,,82,0,1,,,,0,,,72,0
28672,note_on,,,,,0,0,1,,,,0,,,65,33
28672,note_on,,,,,0,0,1,,,,0,,,58,21
28672,note_on,,,,,0,0,1,,,,0,,,74,47
28672,note_off,,,,,256,0,1,,,,0,,,81,0
28672,note_on,,,,,0,0,1,,,,0,,,62,21
28846,note_off,,,,,0,0,1,,,,0,,,62,0
28846,note_off,,,,,0,0,1,,,,0,,,65,0
28846,note_off,,,,,174,0,1,,,,0,,,58,0
28928,set_tempo,,,,,2816,1,0,,461538,,,,,,
28928,note_on,,,,,0,0,1,,,,0,,,82,47
28928,note_off,,,,,82,0,1,,,,0,,,74,0
29184,note_off,,,,,256,0,1,,,,0,,,82,0
29184,set_tempo,,,,,256,1,0,,428571,,,,,,
29184,note_on,,,,,0,0,1,,,,0,,,68,54
29184,note_on,,,,,0,0,1,,,,0,,,80,66
29696,note_on,,,,,0,0,1,,,,0,,,46,43
29696,control_change,,,,,512,0,1,,,,0,64,0,,
29696,control_change,,,,,0,0,1,,,,0,64,0,,
29696,control_change,,,,,0,0,1,,,,0,64,0,,
29696,set_tempo,,,,,512,1,0,,400000,,,,,,
29696,note_on,,,,,0,0,1,,,,0,,,56,55
29696,note_on,,,,,0,0,1,,,,0,,,53,43
29696,control_change,,,,,0,0,1,,,,0,64,0,,
30208,note_on,,,,,0,0,1,,,,0,,,68,61
30208,note_off,,,,,0,0,1,,,,0,,,56,0
30208,note_off,,,,,0,0,1,,,,0,,,53,0
30208,note_off,,,,,0,0,1,,,,0,,,46,0
30208,note_off,,,,,0,0,1,,,,0,,,80,0
30208,note_off,,,,,512,0,1,,,,0,,,68,0
30208,note_on,,,,,0,0,1,,,,0,,,80,67
30720,note_on,,,,,0,0,1,,,,0,,,56,55
30720,note_on,,,,,512,0,1,,,,0,,,46,43
30720,note_on,,,,,0,0,1,,,,0,,,53,43
31232,note_off,,,,,0,0,1,,,,0,,,53,0
31232,note_off,,,,,512,0,1,,,,0,,,68,0
31232,note_off,,,,,0,0,1,,,,0,,,80,0
31232,note_off,,,,,0,0,1,,,,0,,,46,0
31232,note_off,,,,,0,0,1,,,,0,,,56,0
31232,note_on,,,,,0,0,1,,,,0,,,67,65
31232,note_on,,,,,0,0,1,,,,0,,,79,71
31744,set_tempo,,,,,2048,1,0,,428571,,,,,,
31744,control_change,,,,,512,0,1,,,,0,64,0,,
31744,control_change,,,,,0,0,1,,,,0,64,0,,
31744,control_change,,,,,0,0,1,,,,0,64,0,,
31744,note_on,,,,,0,0,1,,,,0,,,46,49
31744,note_on,,,,,0,0,1,,,,0,,,51,49
31744,note_on,,,,,0,0,1,,,,0,,,55,61
31744,control_change,,,,,0,0,1,,,,0,64,0,,
32256,note_off,,,,,0,0,1,,,,0,,,55,0
32256,note_off,,,,,512,0,1,,,,0,,,67,0
32256,note_off,,,,,0,0,1,,,,0,,,79,0
32256,note_on,,,,,0,0,1,,,,0,,,65,51
32256,note_off,,,,,0,0,1,,,,0,,,46,0
32256,note_off,,,,,0,0,1,,,,0,,,51,0
32256,set_tempo,,,,,512,1,0,,400000,,,,,,
32256,note_on,,,,,0,0,1,,,,0,,,77,63
32768,note_on,,,,,512,0,1,,,,0,,,46,40
32768,note_on,,,,,0,0,1,,,,0,,,50,40
32768,note_on,,,,,0,0,1,,,,0,,,53,52
33280,note_off,,,,,512,0,1,,,,0,,,65,0
33280,note_off,,,,,0,0,1,,,,0,,,77,0
33280,note_off,,,,,0,0,1,,,,0,,,46,0
33280,note_off,,,,,0,0,1,,,,0,,,50,0
33280,note_off,,,,,0,0,1,,,,0,,,53,0
33280,note_on,,,,,0,0,1,,,,0,,,77,47
33536,note_off,,,,,256,0,1,,,,0,,,77,0
33536,note_on,,,,,0,0,1,,,,0,,,80,43
33792,set_tempo,,,,,1536,1,0,,428571,,,,,,
33792,control_change,,,,,0,0,1,,,,0,64,0,,
33792,note_on,,,,,0,0,1,,,,0,,,65,33
33792,note_on,,,,,0,0,1,,,,0,,,62,21
33792,note_on,,,,,0,0,1,,,,0,,,77,47
33792,note_off,,,,,0,0,1,,,,0,,,80,0
33792,control_change,,,,,0,0,1,,,,0,64,0,,
33792,control_change,,,,,0,0,1,,,,0,64,0,,
33792,control_change,,,,,256,0,1,,,,0,64,0,,
33792,note_on,,,,,0,0,1,,,,0,,,58,21
33937,control_change,,,,,145,0,1,,,,0,64,127,,
33966,note_off,,,,,0,0,1,,,,0,,,65,0
33966,note_off,,,,,0,0,1,,,,0,,,62,0
33966,note_off,,,,,29,0,1,,,,0,,,58,0
34048,set_tempo,,,,,256,1,0,,387096,,,,,,
34048,note_off,,,,,82,0,1,,,,0,,,77,0
34048,note_on,,,,,0,0,1,,,,0,,,80,43
34304,note_off,,,,,256,0,1,,,,0,,,80,0
34304,note_on,,,,,0,0,1,,,,0,,,86,43
34304,note_on,,,,,0,0,1,,,,0,,,58,21
34304,note_on,,,,,0,0,1,,,,0,,,62,21
34304,note_on,,,,,0,0,1,,,,0,,,65,33
34478,note_off,,,,,174,0,1,,,,0,,,58,0
34478,note_off,,,,,0,0,1,,,,0,,,65,0
34478,note_off,,,,,0,0,1,,,,0,,,62,0
34560,note_off,,,,,82,0,1,,,,0,,,86,0
34560,note_on,,,,,0,0,1,,,,0,,,89,43
34816,note_on,,,,,0,0,1,,,,0,,,86,47
34816,note_off,,,,,256,0,1,,,,0,,,89,0
34816,note_on,,,,,0,0,1,,,,0,,,65,33
34816,note_on,,,,,0,0,1,,,,0,,,62,21
34816,note_on,,,,,0,0,1,,,,0,,,58,21
34990,note_off,,,,,0,0,1,,,,0,,,65,0
34990,note_off,,,,,174,0,1,,,,0,,,58,0
34990,note_off,,,,,0,0,1,,,,0,,,62,0
35072,note_off,,,,,82,0,1,,,,0,,,86,0
35072,note_on,,,,,0,0,1,,,,0,,,80,43
35328,note_on,,,,,0,0,1,,,,0,,,62,21
35328,note_off,,,,,256,0,1,,,,0,,,80,0
35328,note_on,,,,,0,0,1,,,,0,,,77,43
35328,note_on,,,,,0,0,1,,,,0,,,58,21
35328,note_on,,,,,0,0,1,,,,0,,,65,33
35502,note_off,,,,,174,0,1,,,,0,,,58,0
35502,note_off,,,,,0,0,1,,,,0,,,62,0
35502,note_off,,,,,0,0,1,,,,0,,,65,0
35584,note_off,,,,,82,0,1,,,,0,,,77,0
35584,note_on,,,,,0,0,1,,,,0,,,80,43
35612,control_change,,,,,28,0,1,,,,0,64,0,,
35840,control_change,,,,,228,0,1,,,,0,64,0,,
35840,control_change,,,,,0,0,1,,,,0,64,0,,
35840,control_change,,,,,0,0,1,,,,0,64,0,,
35840,control_change,,,,,0,0,1,,,,0,64,0,,
35840,note_off,,,,,0,0,1,,,,0,,,80,0
35840,note_on,,,,,0,0,1,,,,0,,,81,47
35840,note_on,,,,,0,0,1,,,,0,,,58,21
35840,note_on,,,,,0,0,1,,,,0,,,63,21
35840,note_on,,,,,0,0,1,,,,0,,,66,33
35840,set_tempo,,,,,1792,1,0,,428571,,,,,,
36014,note_off,,,,,174,0,1,,,,0,,,58,0
36014,note_off,,,,,0,0,1,,,,0,,,63,0
36014,note_off,,,,,0,0,1,,,,0,,,66,0
36096,set_tempo,,,,,256,1,0,,400000,,,,,,
36096,note_off,,,,,82,0,1,,,,0,,,81,0
