tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,pitchwheel,0,0,4,,,,,,,,,4,,0,,
0,control_change,0,0,4,,,,,,,1,0,4,,,,
0,control_change,0,0,4,,,,,,,93,28,4,,,,
0,control_change,0,0,4,,,,,,,91,100,4,,,,
0,control_change,0,0,4,,,,,,,7,120,4,,,,
0,control_change,0,0,4,,,,,,,10,55,4,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,0,0,5,,,,
0,control_change,0,0,5,,,,,,,32,0,5,,,,
0,program_change,0,0,5,,,,,,,,,5,0,,,
0,control_change,0,0,5,,,,,,,64,0,5,,,,
0,control_change,0,0,5,,,,,,,64,0,5,,,,
0,control_change,0,0,5,,,,,,,64,0,5,,,,
0,control_change,0,0,5,,,,,,,64,0,5,,,,
0,control_change,0,0,5,,,,,,,64,0,5,,,,
0,pitchwheel,0,0,5,,,,,,,,,5,,0,,
0,control_change,0,0,5,,,,,,,1,0,5,,,,
0,control_change,0,0,1,,,,,,,32,0,1,,,,
0,control_change,0,0,1,,,,,,,64,0,1,,,,
0,control_change,0,0,1,,,,,,,1,0,1,,,,
0,control_change,0,0,1,,,,,,,93,1,1,,,,
0,control_change,0,0,1,,,,,,,91,64,1,,,,
0,control_change,0,0,1,,,,,,,7,127,1,,,,
0,control_change,0,0,4,,,,,,,64,0,4,,,,
0,control_change,0,0,1,,,,,,,10,73,1,,,,
0,pitchwheel,0,0,1,,,,,,,,,1,,0,,
0,control_change,0,0,2,,,,,,,0,0,2,,,,
0,control_change,0,0,5,,,,,,,10,55,5,,,,
0,control_change,0,0,5,,,,,,,7,125,5,,,,
0,control_change,0,0,5,,,,,,,91,100,5,,,,
0,control_change,0,0,5,,,,,,,93,28,5,,,,
0,program_change,0,0,1,,,,,,,,,1,0,,,
0,control_change,0,0,4,,,,,,,64,0,4,,,,
0,program_change,0,0,4,,,,,,,,,4,0,,,
0,control_change,0,0,4,,,,,,,32,0,4,,,,
0,control_change,0,0,2,,,,,,,10,73,2,,,,
0,control_change,0,0,2,,,,,,,7,122,2,,,,
0,control_change,0,0,2,,,,,,,91,100,2,,,,
0,control_change,0,0,2,,,,,,,93,28,2,,,,
0,control_change,0,0,2,,,,,,,1,0,2,,,,
0,pitchwheel,0,0,2,,,,,,,,,2,,0,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,64,0,2,,,,
0,control_change,0,0,2,,,,,,,64,0,2,,,,
0,control_change,0,0,2,,,,,,,64,0,2,,,,
0,control_change,0,0,2,,,,,,,64,0,2,,,,
0,control_change,0,0,2,,,,,,,64,0,2,,,,
0,program_change,0,0,2,,,,,,,,,2,0,,,
0,control_change,0,0,2,,,,,,,32,0,2,,,,
0,control_change,0,0,2,,,,,,,64,0,2,,,,
0,control_change,0,0,1,,,,,,,0,0,1,,,,
0,control_change,0,0,3,,,,,,,0,0,3,,,,
0,program_change,0,0,3,,,,,,,,,3,0,,,
0,control_change,0,0,4,,,,,,,0,0,4,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,10,64,3,,,,
0,control_change,0,0,3,,,,,,,7,112,3,,,,
0,control_change,0,0,3,,,,,,,91,100,3,,,,
0,control_change,0,0,3,,,,,,,93,28,3,,,,
0,control_change,0,0,3,,,,,,,32,0,3,,,,
0,control_change,0,0,3,,,,,,,1,0,3,,,,
0,control_change,0,0,3,,,,,,,64,0,3,,,,
0,control_change,0,0,3,,,,,,,64,0,3,,,,
0,control_change,0,0,3,,,,,,,64,0,3,,,,
0,control_change,0,0,3,,,,,,,64,0,3,,,,
0,control_change,0,0,3,,,,,,,64,0,3,,,,
0,control_change,0,0,3,,,,,,,64,0,3,,,,
0,pitchwheel,0,0,3,,,,,,,,,3,,0,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,time_signature,0,1,0,6,8,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,
0,set_tempo,0,1,0,,,,,,240000,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
1440,control_change,1440,0,5,,,,,,,64,0,5,,,,
1440,set_tempo,1440,1,0,,,,,,495867,,,,,,,
1440,marker,0,1,0,,,,,,,,,,,,,
1440,control_change,1440,0,1,,,,,,,64,0,1,,,,
1440,control_change,1440,0,3,,,,,,,64,0,3,,,,
1440,control_change,1440,0,4,,,,,,,64,0,4,,,,
1440,control_change,1440,0,2,,,,,,,64,0,2,,,,
2640,control_change,1200,0,1,,,,,,,64,0,1,,,,
2640,note_on,0,0,5,,,,,,,,,5,,,45,78
2640,note_on,0,0,5,,,,,,,,,5,,,33,78
2640,note_on,0,0,2,,,,,,,,,2,,,72,78
2640,control_change,1200,0,2,,,,,,,64,0,2,,,,
2640,control_change,1200,0,3,,,,,,,64,0,3,,,,
2640,control_change,1200,0,5,,,,,,,64,0,5,,,,
2640,note_on,0,0,1,,,,,,,,,1,,,76,78
2640,set_tempo,1200,1,0,,,,,,495867,,,,,,,
2640,control_change,1200,0,4,,,,,,,64,0,4,,,,
2640,note_on,0,0,1,,,,,,,,,1,,,64,78
2760,set_tempo,120,1,0,,,,,,500000,,,,,,,
2832,note_off,192,0,5,,,,,,,,,5,,,45,0
2832,note_off,0,0,5,,,,,,,,,5,,,33,0
2832,note_off,192,0,2,,,,,,,,,2,,,72,0
2832,note_off,0,0,1,,,,,,,,,1,,,76,0
2832,note_off,192,0,1,,,,,,,,,1,,,64,0
2880,note_on,48,0,1,,,,,,,,,1,,,64,87
2880,note_on,0,0,1,,,,,,,,,1,,,76,87
2880,note_on,48,0,2,,,,,,,,,2,,,72,87
2880,note_on,48,0,5,,,,,,,,,5,,,33,87
2880,set_tempo,120,1,0,,,,,,495867,,,,,,,
2880,note_on,0,0,5,,,,,,,,,5,,,45,87
3240,note_off,360,0,1,,,,,,,,,1,,,76,0
3240,note_off,0,0,1,,,,,,,,,1,,,64,0
3240,note_on,0,0,1,,,,,,,,,1,,,62,81
3240,note_on,0,0,1,,,,,,,,,1,,,74,81
3240,note_off,0,0,5,,,,,,,,,5,,,33,0
3240,note_off,360,0,2,,,,,,,,,2,,,72,0
3240,note_off,360,0,5,,,,,,,,,5,,,45,0
3240,note_on,0,0,2,,,,,,,,,2,,,71,81
3336,note_off,96,0,1,,,,,,,,,1,,,74,0
3336,note_off,0,0,1,,,,,,,,,1,,,62,0
3336,note_off,96,0,2,,,,,,,,,2,,,71,0
3360,note_on,24,0,1,,,,,,,,,1,,,60,82
3360,note_on,24,0,2,,,,,,,,,2,,,69,82
3360,note_on,0,0,1,,,,,,,,,1,,,72,82
3552,note_off,0,0,1,,,,,,,,,1,,,60,0
3552,note_off,192,0,1,,,,,,,,,1,,,72,0
3552,note_off,192,0,2,,,,,,,,,2,,,69,0
3600,note_on,0,0,5,,,,,,,,,5,,,45,91
3600,note_on,0,0,1,,,,,,,,,1,,,72,91
3600,note_on,48,0,2,,,,,,,,,2,,,64,91
3600,note_on,360,0,5,,,,,,,,,5,,,57,91
3600,note_on,48,0,1,,,,,,,,,1,,,60,91
3960,note_off,360,0,1,,,,,,,,,1,,,72,0
3960,note_off,0,0,1,,,,,,,,,1,,,60,0
3960,note_on,0,0,1,,,,,,,,,1,,,59,85
3960,note_off,360,0,2,,,,,,,,,2,,,64,0
3960,note_on,0,0,2,,,,,,,,,2,,,62,85
3960,note_off,360,0,5,,,,,,,,,5,,,45,0
3960,note_off,0,0,5,,,,,,,,,5,,,57,0
3960,note_on,0,0,1,,,,,,,,,1,,,71,85
4056,note_off,96,0,2,,,,,,,,,2,,,62,0
4056,note_off,96,0,1,,,,,,,,,1,,,71,0
4056,note_off,0,0,1,,,,,,,,,1,,,59,0
4080,note_on,24,0,2,,,,,,,,,2,,,60,86
4080,note_on,24,0,1,,,,,,,,,1,,,57,86
4080,note_on,0,0,1,,,,,,,,,1,,,69,86
4200,set_tempo,1320,1,0,,,,,,500000,,,,,,,
4272,note_off,192,0,1,,,,,,,,,1,,,69,0
4272,note_off,0,0,1,,,,,,,,,1,,,57,0
4272,note_off,192,0,2,,,,,,,,,2,,,60,0
4320,set_tempo,120,1,0,,,,,,495867,,,,,,,
4320,note_on,48,0,1,,,,,,,,,1,,,56,101
4320,note_on,0,0,1,,,,,,,,,1,,,68,101
4320,note_on,360,0,5,,,,,,,,,5,,,52,101
4320,note_on,48,0,2,,,,,,,,,2,,,64,101
4800,note_on,2160,0,4,,,,,,,,,4,,,54,60
4800,note_off,480,0,5,,,,,,,,,5,,,52,0
4800,note_on,0,0,5,,,,,,,,,5,,,52,60
4800,note_off,480,0,1,,,,,,,,,1,,,68,0
4800,note_off,0,0,1,,,,,,,,,1,,,56,0
4800,note_on,0,0,1,,,,,,,,,1,,,57,60
4800,note_on,0,0,1,,,,,,,,,1,,,69,60
4800,note_off,480,0,2,,,,,,,,,2,,,64,0
4800,note_on,0,0,2,,,,,,,,,2,,,66,60
4992,note_off,192,0,2,,,,,,,,,2,,,66,0
4992,note_off,0,0,1,,,,,,,,,1,,,57,0
4992,note_off,192,0,1,,,,,,,,,1,,,69,0
4992,note_off,192,0,5,,,,,,,,,5,,,52,0
4992,note_off,192,0,4,,,,,,,,,4,,,54,0
5040,note_on,0,0,1,,,,,,,,,1,,,71,70
5040,note_on,48,0,1,,,,,,,,,1,,,59,70
5040,note_on,48,0,2,,,,,,,,,2,,,68,70
5040,note_on,48,0,5,,,,,,,,,5,,,52,70
5040,note_on,48,0,4,,,,,,,,,4,,,56,70
5400,note_off,360,0,1,,,,,,,,,1,,,71,0
5400,note_off,360,0,4,,,,,,,,,4,,,56,0
5400,note_off,0,0,1,,,,,,,,,1,,,59,0
5400,note_off,360,0,5,,,,,,,,,5,,,52,0
5400,note_off,360,0,2,,,,,,,,,2,,,68,0
5520,note_on,120,0,4,,,,,,,,,4,,,57,74
5520,note_on,120,0,1,,,,,,,,,1,,,60,74
5520,note_on,120,0,2,,,,,,,,,2,,,69,74
5520,note_on,120,0,5,,,,,,,,,5,,,52,74
5520,note_on,0,0,1,,,,,,,,,1,,,72,74
5712,note_off,192,0,5,,,,,,,,,5,,,52,0
5712,note_off,0,0,1,,,,,,,,,1,,,60,0
5712,note_off,192,0,4,,,,,,,,,4,,,57,0
5712,note_off,192,0,1,,,,,,,,,1,,,72,0
5712,note_off,192,0,2,,,,,,,,,2,,,69,0
5760,note_on,48,0,5,,,,,,,,,5,,,52,84
5760,note_on,48,0,4,,,,,,,,,4,,,59,84
5760,note_on,48,0,2,,,,,,,,,2,,,71,84
5760,note_on,48,0,1,,,,,,,,,1,,,62,84
5760,note_on,0,0,1,,,,,,,,,1,,,74,84
6240,note_on,0,0,4,,,,,,,,,4,,,60,97
6240,note_off,480,0,4,,,,,,,,,4,,,59,0
6240,note_on,0,0,2,,,,,,,,,2,,,72,97
6240,note_off,480,0,2,,,,,,,,,2,,,71,0
6240,set_tempo,1920,1,0,,,,,,508474,,,,,,,
6240,note_off,480,0,1,,,,,,,,,1,,,74,0
6240,note_off,0,0,1,,,,,,,,,1,,,62,0
6240,note_on,0,0,1,,,,,,,,,1,,,64,97
6240,note_on,0,0,1,,,,,,,,,1,,,76,97
6240,note_off,480,0,5,,,,,,,,,5,,,52,0
6240,note_on,0,0,5,,,,,,,,,5,,,52,97
6432,note_off,192,0,4,,,,,,,,,4,,,60,0
6432,note_off,192,0,2,,,,,,,,,2,,,72,0
6432,note_off,192,0,5,,,,,,,,,5,,,52,0
6432,note_off,192,0,1,,,,,,,,,1,,,76,0
6432,note_off,0,0,1,,,,,,,,,1,,,64,0
6480,note_on,48,0,5,,,,,,,,,5,,,52,114
6480,note_on,48,0,1,,,,,,,,,1,,,65,114
6480,note_on,0,0,1,,,,,,,,,1,,,77,114
6480,note_on,48,0,2,,,,,,,,,2,,,74,114
6480,note_on,48,0,4,,,,,,,,,4,,,62,114
6600,set_tempo,360,1,0,,,,,,517241,,,,,,,
7200,control_change,4560,0,3,,,,,,,64,127,3,,,,
7200,control_change,720,0,5,,,,,,,64,127,5,,,,
7200,control_change,720,0,2,,,,,,,64,127,2,,,,
7200,control_change,720,0,4,,,,,,,64,127,4,,,,
7200,note_off,0,0,2,,,,,,,,,2,,,74,0
7200,note_off,0,0,4,,,,,,,,,4,,,62,0
7200,note_off,0,0,1,,,,,,,,,1,,,65,0
7200,control_change,720,0,1,,,,,,,64,127,1,,,,
7200,note_off,0,0,5,,,,,,,,,5,,,52,0
7200,set_tempo,600,1,0,,,,,,495867,,,,,,,
7200,note_on,0,0,5,,,,,,,,,5,,,52,88
7296,note_off,96,0,1,,,,,,,,,1,,,77,0
7320,note_on,24,0,1,,,,,,,,,1,,,83,87
7416,note_off,96,0,1,,,,,,,,,1,,,83,0
7440,note_on,24,0,1,,,,,,,,,1,,,80,87
7440,note_on,0,0,3,,,,,,,,,3,,,62,87
7440,note_on,240,0,3,,,,,,,,,3,,,65,87
7440,note_off,240,0,5,,,,,,,,,5,,,52,0
7536,note_off,96,0,1,,,,,,,,,1,,,80,0
7560,note_on,24,0,1,,,,,,,,,1,,,86,86
7656,note_off,96,0,1,,,,,,,,,1,,,86,0
7680,control_change,240,0,3,,,,,,,64,0,3,,,,
7680,control_change,480,0,2,,,,,,,64,0,2,,,,
7680,note_off,0,0,3,,,,,,,,,3,,,65,0
7680,note_on,0,0,3,,,,,,,,,3,,,62,86
7680,control_change,480,0,4,,,,,,,64,0,4,,,,
7680,note_on,0,0,3,,,,,,,,,3,,,65,86
7680,control_change,240,0,5,,,,,,,64,0,5,,,,
7680,control_change,24,0,1,,,,,,,64,0,1,,,,
7680,note_on,0,0,1,,,,,,,,,1,,,83,86
7680,note_off,0,0,3,,,,,,,,,3,,,62,0
7776,note_off,96,0,1,,,,,,,,,1,,,83,0
7800,note_on,24,0,1,,,,,,,,,1,,,89,85
7896,note_off,96,0,1,,,,,,,,,1,,,89,0
7920,control_change,24,0,1,,,,,,,64,127,1,,,,
7920,note_on,0,0,1,,,,,,,,,1,,,86,84
7920,note_off,0,0,3,,,,,,,,,3,,,62,0
7920,note_off,0,0,3,,,,,,,,,3,,,65,0
7920,control_change,240,0,3,,,,,,,64,127,3,,,,
7920,control_change,240,0,5,,,,,,,64,127,5,,,,
7920,control_change,240,0,4,,,,,,,64,127,4,,,,
7920,control_change,240,0,2,,,,,,,64,127,2,,,,
7920,note_on,0,0,5,,,,,,,,,5,,,52,84
8016,note_off,96,0,1,,,,,,,,,1,,,86,0
8040,note_on,24,0,1,,,,,,,,,1,,,83,84
8136,note_off,96,0,1,,,,,,,,,1,,,83,0
8160,note_off,240,0,5,,,,,,,,,5,,,52,0
8160,note_on,24,0,1,,,,,,,,,1,,,80,83
8160,note_on,0,0,3,,,,,,,,,3,,,62,83
8160,note_on,240,0,3,,,,,,,,,3,,,65,83
8256,note_off,96,0,1,,,,,,,,,1,,,80,0
8280,note_on,24,0,1,,,,,,,,,1,,,77,83
8376,note_off,96,0,1,,,,,,,,,1,,,77,0
8400,control_change,240,0,5,,,,,,,64,0,5,,,,
8400,control_change,240,0,3,,,,,,,64,0,3,,,,
8400,note_off,0,0,3,,,,,,,,,3,,,62,0
8400,note_off,0,0,3,,,,,,,,,3,,,65,0
8400,note_on,0,0,3,,,,,,,,,3,,,62,82
8400,note_on,0,0,3,,,,,,,,,3,,,65,82
8400,control_change,480,0,4,,,,,,,64,0,4,,,,
8400,control_change,480,0,2,,,,,,,64,0,2,,,,
8400,control_change,24,0,1,,,,,,,64,0,1,,,,
8400,note_on,0,0,1,,,,,,,,,1,,,83,82
8496,note_off,96,0,1,,,,,,,,,1,,,83,0
8520,note_on,24,0,1,,,,,,,,,1,,,80,82
8616,note_off,96,0,1,,,,,,,,,1,,,80,0
8640,control_change,240,0,2,,,,,,,64,127,2,,,,
8640,control_change,240,0,5,,,,,,,64,127,5,,,,
8640,note_on,0,0,5,,,,,,,,,5,,,52,81
8640,note_off,0,0,3,,,,,,,,,3,,,62,0
8640,note_off,0,0,3,,,,,,,,,3,,,65,0
8640,control_change,240,0,4,,,,,,,64,127,4,,,,
8640,control_change,24,0,1,,,,,,,64,127,1,,,,
8640,note_on,0,0,1,,,,,,,,,1,,,77,81
8640,control_change,240,0,3,,,,,,,64,127,3,,,,
8736,note_off,96,0,1,,,,,,,,,1,,,77,0
8760,note_on,24,0,1,,,,,,,,,1,,,74,80
8856,note_off,96,0,1,,,,,,,,,1,,,74,0
8880,note_off,240,0,5,,,,,,,,,5,,,52,0
8880,note_on,24,0,1,,,,,,,,,1,,,80,80
8880,note_on,0,0,3,,,,,,,,,3,,,62,80
8880,note_on,240,0,3,,,,,,,,,3,,,65,80
8976,note_off,96,0,1,,,,,,,,,1,,,80,0
9000,note_on,24,0,1,,,,,,,,,1,,,77,79
9096,note_off,96,0,1,,,,,,,,,1,,,77,0
9120,control_change,24,0,1,,,,,,,64,0,1,,,,
9120,note_on,0,0,1,,,,,,,,,1,,,74,79
9120,control_change,240,0,5,,,,,,,64,0,5,,,,
9120,note_on,0,0,3,,,,,,,,,3,,,62,79
9120,note_on,0,0,3,,,,,,,,,3,,,65,79
9120,note_off,0,0,3,,,,,,,,,3,,,65,0
9120,note_off,0,0,3,,,,,,,,,3,,,62,0
9120,control_change,240,0,3,,,,,,,64,0,3,,,,
9120,control_change,480,0,4,,,,,,,64,0,4,,,,
9120,control_change,480,0,2,,,,,,,64,0,2,,,,
9216,note_off,96,0,1,,,,,,,,,1,,,74,0
9240,note_on,24,0,1,,,,,,,,,1,,,71,78
9336,note_off,96,0,1,,,,,,,,,1,,,71,0
9360,note_on,24,0,1,,,,,,,,,1,,,77,78
9360,note_off,0,0,3,,,,,,,,,3,,,65,0
9360,note_off,240,0,3,,,,,,,,,3,,,62,0
9360,note_on,240,0,5,,,,,,,,,5,,,52,78
9456,note_off,96,0,1,,,,,,,,,1,,,77,0
9480,note_on,24,0,1,,,,,,,,,1,,,74,77
9576,note_off,96,0,1,,,,,,,,,1,,,74,0
9600,note_on,24,0,1,,,,,,,,,1,,,71,76
9600,note_off,240,0,5,,,,,,,,,5,,,52,0
9600,note_on,240,0,3,,,,,,,,,3,,,62,76
9600,note_on,0,0,3,,,,,,,,,3,,,64,76
9696,note_off,96,0,1,,,,,,,,,1,,,71,0
9720,note_on,24,0,1,,,,,,,,,1,,,68,76
9816,note_off,96,0,1,,,,,,,,,1,,,68,0
9840,note_off,240,0,3,,,,,,,,,3,,,64,0
9840,note_on,240,0,5,,,,,,,,,5,,,33,79
9840,note_on,0,0,5,,,,,,,,,5,,,45,79
9840,note_on,24,0,1,,,,,,,,,1,,,76,79
9840,note_off,0,0,3,,,,,,,,,3,,,62,0
9840,note_on,0,0,1,,,,,,,,,1,,,64,79
9840,note_on,720,0,2,,,,,,,,,2,,,72,79
9960,set_tempo,2760,1,0,,,,,,500000,,,,,,,
10032,note_off,192,0,2,,,,,,,,,2,,,72,0
10032,note_off,192,0,5,,,,,,,,,5,,,45,0
10032,note_off,0,0,5,,,,,,,,,5,,,33,0
10032,note_off,192,0,1,,,,,,,,,1,,,64,0
10032,note_off,0,0,1,,,,,,,,,1,,,76,0
10080,note_on,0,0,5,,,,,,,,,5,,,33,88
10080,note_on,48,0,5,,,,,,,,,5,,,45,88
10080,set_tempo,120,1,0,,,,,,495867,,,,,,,
10080,note_on,0,0,1,,,,,,,,,1,,,64,88
10080,note_on,48,0,2,,,,,,,,,2,,,72,88
10080,note_on,48,0,1,,,,,,,,,1,,,76,88
10440,note_off,360,0,5,,,,,,,,,5,,,33,0
10440,note_on,0,0,1,,,,,,,,,1,,,74,80
10440,note_on,0,0,2,,,,,,,,,2,,,71,80
10440,note_off,360,0,2,,,,,,,,,2,,,72,0
10440,note_off,360,0,1,,,,,,,,,1,,,64,0
10440,note_on,0,0,1,,,,,,,,,1,,,62,80
10440,note_off,0,0,1,,,,,,,,,1,,,76,0
10440,note_off,0,0,5,,,,,,,,,5,,,45,0
10536,note_off,96,0,1,,,,,,,,,1,,,74,0
10536,note_off,96,0,2,,,,,,,,,2,,,71,0
10536,note_off,0,0,1,,,,,,,,,1,,,62,0
10560,note_on,24,0,1,,,,,,,,,1,,,72,81
10560,note_on,0,0,1,,,,,,,,,1,,,60,81
10560,note_on,24,0,2,,,,,,,,,2,,,69,81
10752,note_off,192,0,1,,,,,,,,,1,,,60,0
10752,note_off,0,0,1,,,,,,,,,1,,,72,0
10752,note_off,192,0,2,,,,,,,,,2,,,69,0
10800,note_on,0,0,5,,,,,,,,,5,,,45,92
10800,note_on,48,0,2,,,,,,,,,2,,,64,92
10800,note_on,360,0,5,,,,,,,,,5,,,57,92
10800,note_on,0,0,1,,,,,,,,,1,,,60,92
10800,note_on,48,0,1,,,,,,,,,1,,,72,92
11160,note_off,360,0,5,,,,,,,,,5,,,45,0
11160,note_off,0,0,1,,,,,,,,,1,,,72,0
11160,note_on,0,0,1,,,,,,,,,1,,,59,86
11160,note_off,360,0,2,,,,,,,,,2,,,64,0
11160,note_on,0,0,2,,,,,,,,,2,,,62,86
11160,note_off,360,0,1,,,,,,,,,1,,,60,0
11160,note_off,0,0,5,,,,,,,,,5,,,57,0
11160,note_on,0,0,1,,,,,,,,,1,,,71,86
11256,note_off,0,0,1,,,,,,,,,1,,,71,0
11256,note_off,96,0,1,,,,,,,,,1,,,59,0
11256,note_off,96,0,2,,,,,,,,,2,,,62,0
11280,note_on,24,0,1,,,,,,,,,1,,,57,87
11280,note_on,24,0,2,,,,,,,,,2,,,60,87
11280,note_on,0,0,1,,,,,,,,,1,,,69,87
11400,set_tempo,1320,1,0,,,,,,500000,,,,,,,
11472,note_off,0,0,1,,,,,,,,,1,,,57,0
11472,note_off,192,0,1,,,,,,,,,1,,,69,0
11472,note_off,192,0,2,,,,,,,,,2,,,60,0
11520,note_on,48,0,1,,,,,,,,,1,,,68,105
11520,note_on,0,0,1,,,,,,,,,1,,,56,105
11520,note_on,360,0,5,,,,,,,,,5,,,52,105
11520,note_on,48,0,2,,,,,,,,,2,,,64,105
11520,set_tempo,120,1,0,,,,,,495867,,,,,,,
12000,note_off,480,0,1,,,,,,,,,1,,,56,0
12000,note_on,0,0,1,,,,,,,,,1,,,57,67
12000,note_off,480,0,2,,,,,,,,,2,,,64,0
12000,note_on,0,0,1,,,,,,,,,1,,,69,67
12000,note_on,0,0,5,,,,,,,,,5,,,52,67
12000,note_off,480,0,5,,,,,,,,,5,,,52,0
12000,note_off,0,0,1,,,,,,,,,1,,,68,0
12000,note_on,0,0,2,,,,,,,,,2,,,66,67
12000,note_on,0,0,2,,,,,,,,,2,,,54,67
12192,note_off,0,0,1,,,,,,,,,1,,,69,0
12192,note_off,192,0,2,,,,,,,,,2,,,66,0
12192,note_off,0,0,2,,,,,,,,,2,,,54,0
12192,note_off,192,0,1,,,,,,,,,1,,,57,0
12192,note_off,192,0,5,,,,,,,,,5,,,52,0
12240,note_on,48,0,5,,,,,,,,,5,,,52,76
12240,note_on,48,0,1,,,,,,,,,1,,,71,76
12240,note_on,0,0,2,,,,,,,,,2,,,68,76
12240,note_on,48,0,2,,,,,,,,,2,,,56,76
12240,note_on,0,0,1,,,,,,,,,1,,,59,76
12600,note_off,360,0,2,,,,,,,,,2,,,68,0
12600,note_off,360,0,1,,,,,,,,,1,,,59,0
12600,note_off,360,0,5,,,,,,,,,5,,,52,0
12600,note_off,0,0,1,,,,,,,,,1,,,71,0
12600,note_off,0,0,2,,,,,,,,,2,,,56,0
12720,note_on,0,0,1,,,,,,,,,1,,,60,78
12720,note_on,120,0,1,,,,,,,,,1,,,72,78
12720,note_on,120,0,5,,,,,,,,,5,,,52,78
12720,note_on,120,0,2,,,,,,,,,2,,,57,78
12720,note_on,0,0,2,,,,,,,,,2,,,69,78
12912,note_off,192,0,5,,,,,,,,,5,,,52,0
12912,note_off,0,0,2,,,,,,,,,2,,,57,0
12912,note_off,192,0,2,,,,,,,,,2,,,69,0
12912,note_off,192,0,1,,,,,,,,,1,,,60,0
12912,note_off,0,0,1,,,,,,,,,1,,,72,0
12960,note_on,0,0,2,,,,,,,,,2,,,59,86
12960,note_on,48,0,2,,,,,,,,,2,,,71,86
12960,note_on,48,0,1,,,,,,,,,1,,,62,86
12960,note_on,0,0,1,,,,,,,,,1,,,74,86
12960,note_on,48,0,5,,,,,,,,,5,,,52,86
13440,note_on,0,0,5,,,,,,,,,5,,,52,97
13440,note_on,0,0,1,,,,,,,,,1,,,76,97
13440,note_off,0,0,2,,,,,,,,,2,,,71,0
13440,note_on,0,0,2,,,,,,,,,2,,,60,97
13440,note_on,0,0,2,,,,,,,,,2,,,72,97
13440,note_off,480,0,5,,,,,,,,,5,,,52,0
13440,set_tempo,1920,1,0,,,,,,508474,,,,,,,
13440,note_off,480,0,1,,,,,,,,,1,,,74,0
13440,note_off,0,0,1,,,,,,,,,1,,,62,0
13440,note_on,0,0,1,,,,,,,,,1,,,64,97
13440,note_off,480,0,2,,,,,,,,,2,,,59,0
13632,note_off,192,0,5,,,,,,,,,5,,,52,0
13632,note_off,192,0,2,,,,,,,,,2,,,72,0
13632,note_off,0,0,2,,,,,,,,,2,,,60,0
13632,note_off,192,0,1,,,,,,,,,1,,,64,0
13632,note_off,0,0,1,,,,,,,,,1,,,76,0
13680,note_on,48,0,5,,,,,,,,,5,,,52,111
13680,note_on,48,0,2,,,,,,,,,2,,,74,111
13680,note_on,0,0,2,,,,,,,,,2,,,62,111
13680,note_on,48,0,1,,,,,,,,,1,,,65,111
13680,note_on,0,0,1,,,,,,,,,1,,,77,111
13800,set_tempo,360,1,0,,,,,,517241,,,,,,,
14160,note_on,0,0,5,,,,,,,,,5,,,54,104
14160,note_off,480,0,5,,,,,,,,,5,,,52,0
14160,note_on,5040,0,4,,,,,,,,,4,,,66,104
14400,note_off,0,0,2,,,,,,,,,2,,,62,0
14400,note_off,0,0,1,,,,,,,,,1,,,65,0
14400,set_tempo,600,1,0,,,,,,495867,,,,,,,
14400,control_change,720,0,2,,,,,,,64,127,2,,,,
14400,control_change,720,0,1,,,,,,,64,127,1,,,,
14400,control_change,4560,0,3,,,,,,,64,127,3,,,,
14400,note_on,0,0,5,,,,,,,,,5,,,55,94
14400,control_change,240,0,4,,,,,,,64,127,4,,,,
14400,note_off,0,0,5,,,,,,,,,5,,,54,0
14400,control_change,240,0,5,,,,,,,64,127,5,,,,
14400,note_off,0,0,4,,,,,,,,,4,,,66,0
14400,note_on,0,0,4,,,,,,,,,4,,,67,94
14496,note_off,96,0,1,,,,,,,,,1,,,77,0
14496,note_off,96,0,2,,,,,,,,,2,,,74,0
14520,note_on,24,0,1,,,,,,,,,1,,,83,93
14592,note_off,192,0,5,,,,,,,,,5,,,55,0
14592,note_off,192,0,4,,,,,,,,,4,,,67,0
14616,note_off,96,0,1,,,,,,,,,1,,,83,0
14640,note_on,24,0,1,,,,,,,,,1,,,80,92
14640,note_on,0,0,3,,,,,,,,,3,,,68,92
14640,note_on,0,0,3,,,,,,,,,3,,,62,92
14640,note_on,240,0,3,,,,,,,,,3,,,65,92
14736,note_off,96,0,1,,,,,,,,,1,,,80,0
14760,note_on,24,0,1,,,,,,,,,1,,,86,91
14832,note_off,192,0,3,,,,,,,,,3,,,68,0
14832,note_off,0,0,3,,,,,,,,,3,,,62,0
14832,note_off,0,0,3,,,,,,,,,3,,,65,0
14856,note_off,96,0,1,,,,,,,,,1,,,86,0
14880,note_on,0,0,3,,,,,,,,,3,,,68,91
14880,note_on,0,0,1,,,,,,,,,1,,,83,91
14880,control_change,24,0,1,,,,,,,64,0,1,,,,
